text_id,align_idx,level,reading_regime,Sen_RT,Sen_TF,Sen_Sacc_RT,n_words,Sen_RT_per_word,Sen_TF_per_word,Sen_Sacc_RT_per_word,words_per_sec_based_Sen_RT,words_per_sec_based_Sen_TF,words_per_sec_based_Sen_Sacc_RT
1_10_1,0,Adv,FirstReading,18073.90072561394,15320.753718645516,2753.1470069684265,38,475.62896646352476,403.1777294380399,72.4512370254849,2.102479181273095,2.4802957281242377,13.80238683361952
1_10_1,0,Ele,FirstReading,13535.521491007667,11230.45030015268,2305.0711908549874,33,410.16731790932323,340.3166757622024,69.85064214712084,2.438029448804287,2.9384396099906485,14.316260656470128
1_10_1,1,Adv,FirstReading,9955.88794545947,8403.789896595847,1552.0980488636224,19,523.9941023926036,442.3047313997814,81.68937099282223,1.9084184257683647,2.260884700091848,12.24149467484413
1_10_1,1,Ele,FirstReading,7473.769016412632,6225.002757180731,1248.7662592319002,19,393.35626402171744,327.63172406214375,65.72453995957369,2.5422246738259378,3.0522074834557973,15.215017109516277
1_10_1,2,Adv,FirstReading,18509.004736519124,15701.539493320832,2807.465243198292,41,451.4391399151006,382.96437788587394,68.47476202922662,2.215138014369033,2.6112089211023353,14.603920778478596
1_10_1,2,Ele,FirstReading,8316.2562909847,6915.612389870775,1400.6439011139253,21,396.01220433260477,329.31487570813215,66.69732862447263,2.525174701838519,3.0366074349046053,14.9931042310603
1_10_2,3,Adv,FirstReading,8266.563955524938,6941.282232435773,1325.2817230891649,16,516.6602472203086,433.8301395272358,82.8301076930728,1.9355079191405078,2.305049624006633,12.072904742626953
1_10_2,3,Ele,FirstReading,8476.778093254006,7176.309185504893,1300.468907749113,19,446.1462154344214,377.70048344762597,68.44573198679542,2.2414176460653827,2.647600529583822,14.610114772282959
1_10_2,4,Adv,FirstReading,13476.031805325392,11376.460226856841,2099.571578468551,29,464.69075190777215,392.29173196058076,72.3990199471914,2.151968800529242,2.5491233144329555,13.812341668843173
1_10_2,4,Ele,FirstReading,12096.95075831238,10212.089667258879,1884.8610910535003,26,465.26733685816845,392.7726795099569,72.49465734821155,2.1493019620778555,2.5460019297870993,13.794119961099037
1_10_2,5,Adv,FirstReading,10757.188201327459,8846.870156494339,1910.31804483312,26,413.7380077433638,340.2642367882438,73.47377095512,2.4169884837369997,2.938892460280299,13.610299117637915
1_10_2,5,Ele,FirstReading,11535.120897382836,9633.174299895958,1901.946597486878,28,411.9686034779584,344.0419392819985,67.92666419595993,2.427369444073432,2.9066223789081045,14.7217592949232
1_10_2,6,Adv,FirstReading,7662.646703130846,6273.645776601117,1389.000926529729,18,425.7025946183803,348.53587647783985,77.1667181405405,2.3490577991342683,2.8691450937722354,12.95895463869206
1_10_2,6,Ele,FirstReading,7410.009577743743,6140.757244490682,1269.2523332530602,18,411.66719876354125,341.1531802494823,70.5140185140589,2.4291466577943046,2.9312345828601356,14.181577239150291
1_10_3,7,Adv,FirstReading,33681.58385942972,28349.677268737825,5331.906590691892,68,495.3174096974958,416.9070186579092,78.41039103958666,2.018907432732332,2.398616370669798,12.753411719310712
1_10_3,7,Ele,FirstReading,20700.865151417784,17153.835327947934,3547.0298234698466,52,398.09356060418816,329.8814486143834,68.21211198980474,2.511972307420135,3.0313920476593856,14.66015302604124
1_10_3,8,Adv,FirstReading,20787.376812695773,17528.301679281783,3259.0751334139904,41,507.0091905535554,427.51955315321425,79.48963740034122,1.9723508343274696,2.339074301103652,12.580256152932298
1_10_3,8,Ele,FirstReading,8669.314972240554,7138.994484634742,1530.320487605812,21,412.8245224876454,339.9521183159401,72.87240417170534,2.4223367206339512,2.941590730347012,13.722615733162222
1_10_4,9,Adv,FirstReading,17241.599839616378,14502.85857110093,2738.7412685154495,34,507.1058776357758,426.55466385590967,80.55121377986616,1.9719747770666562,2.3443654113644863,12.414462216954833
1_10_4,9,Ele,FirstReading,8101.003517575906,6756.80429321776,1344.199224358146,18,450.0557509764392,375.3780162898755,74.67773468656367,2.221946942862976,2.6639812578363062,13.390872181610568
1_10_4,10,Adv,FirstReading,14257.555556441273,12135.937427643497,2121.6181287977756,31,459.92114698197656,391.48185250462893,68.4392944773476,2.1742857586828643,2.554396822233735,14.611489023034643
1_10_4,10,Ele,FirstReading,13969.322106453117,11643.396119070114,2325.9259873830047,32,436.5413158266599,363.85612872094106,72.6851871057189,2.2907339208119217,2.748339030361499,13.757961419917976
