text_id,level,reading_regime,sum_TF,Sacc_RT,PARAGRAPH_RT,n_words,TF_per_word,SaccT_per_word,P_RT_per_word,words_per_sec_based_TF,words_per_sec_based_SaccT,words_per_sec_based_P_RT
1_2_2,Adv,FirstReading,23824.866666666665,5644.016666666666,29468.883333333335,125,190.59893333333332,45.15213333333333,235.75106666666667,5.2466190786657085,22.1473477812787,4.241762356112351
1_2_2,Ele,FirstReading,24053.866666666665,5705.883333333333,29759.75,126,190.90370370370368,45.28478835978836,236.18849206349208,5.238243054477728,22.082470432565216,4.233906534833122
1_2_3,Adv,FirstReading,25940.55,5880.75,31821.3,138,187.975,42.61413043478261,230.5891304347826,5.319856363878175,23.466394592526463,4.336717858792696
1_2_3,Ele,FirstReading,16586.616666666665,3705.4666666666667,20292.083333333332,81,204.7730452674897,45.74650205761317,250.51954732510288,4.883455235496088,21.85959483285956,3.9917044824541597
1_2_4,Adv,FirstReading,23606.45,5752.066666666667,29358.516666666666,143,165.08006993006993,40.224242424242426,205.30431235431234,6.057666442857777,24.860629802621666,4.870818291796077
1_2_4,Ele,FirstReading,16571.766666666666,3921.3333333333335,20493.1,100,165.71766666666667,39.21333333333334,204.93099999999998,6.034359643811865,25.501530091805506,4.879691213140033
1_2_5,Adv,FirstReading,19905.483333333334,4795.683333333333,24701.166666666668,115,173.09115942028987,41.70159420289855,214.79275362318842,5.777302569057605,23.9798985893564,4.6556505428218635
1_2_5,Ele,FirstReading,15673.066666666668,3657.4166666666665,19330.483333333334,83,188.83212851405622,44.06526104417671,232.89738955823293,5.295708986967026,22.693613433890043,4.293736404245799
1_2_6,Adv,FirstReading,14767.966666666667,3342.133333333333,18110.1,67,220.4174129353234,49.88258706467661,270.29999999999995,4.536846643297768,20.04707572009894,3.699593044765076
1_2_6,Ele,FirstReading,9457.683333333332,2175.0833333333335,11632.766666666666,58,163.0635057471264,37.5014367816092,200.56494252873563,6.1325800363373,26.66564499444465,4.985916219414699
1_3_1,Adv,FirstReading,13884.15,3110.633333333333,16994.783333333333,81,171.40925925925924,38.40288065843621,209.81213991769548,5.833990557578246,26.0397132416764,4.766168441884617
1_3_1,Ele,FirstReading,12685.75,2843.6833333333334,15529.433333333332,86,147.50872093023256,33.06608527131783,180.5748062015504,6.779260193524229,30.24246722267482,5.537871096391155
1_3_2,Adv,FirstReading,16169.383333333333,3703.5333333333333,19872.916666666668,76,212.75504385964913,48.73070175438596,261.4857456140351,4.700241093506968,20.52094396342232,3.8243002411154206
1_3_2,Ele,FirstReading,13431.666666666666,3184.3,16615.966666666667,65,206.64102564102564,48.98923076923077,255.6302564102564,4.839310088100261,20.412649561913135,3.911899999799389
1_3_3,Adv,FirstReading,19066.316666666666,4194.466666666666,23260.783333333333,106,179.87091194968554,39.57044025157232,219.44135220125787,5.5595426139815505,25.271389290652767,4.5570262394430685
1_3_3,Ele,FirstReading,14150.366666666667,3165.4666666666667,17315.833333333332,95,148.95122807017543,33.320701754385965,182.2719298245614,6.713606950114367,30.01137273071901,5.486308292025603
1_3_4,Adv,FirstReading,18964.7,4446.6,23411.3,113,167.82920353982303,39.35044247787611,207.1796460176991,5.958438572716679,25.41267485269644,4.826728972761017
1_3_4,Ele,FirstReading,12494.966666666667,2856.1,15351.066666666668,79,158.16413502109705,36.153164556962025,194.31729957805908,6.322545878473732,27.66009593501628,5.146222195200333
1_3_5,Adv,FirstReading,30373.083333333332,6900.333333333333,37273.416666666664,160,189.83177083333334,43.12708333333333,232.95885416666664,5.267822112232047,23.18728563837496,4.292603531113551
1_3_5,Ele,FirstReading,11733.8,2573.9666666666667,14307.766666666666,69,170.0550724637681,37.303864734299516,207.35893719806762,5.88044793672979,26.806873955891685,4.8225555817003825
1_4_1,Adv,FirstReading,26912.833333333332,6099.016666666666,33011.85,155,173.63118279569892,39.34849462365591,212.97967741935483,5.759334146658658,25.4139328470983,4.695283663290607
1_4_1,Ele,FirstReading,22472.683333333334,5033.983333333334,27506.666666666668,128,175.56783854166667,39.32799479166667,214.89583333333334,5.695804016876785,25.42717993371717,4.65341735336888
1_4_2,Adv,FirstReading,27820.433333333334,6422.516666666666,34242.95,158,176.07869198312238,40.64883966244726,216.7275316455696,5.679278899322201,24.600948226422144,4.614088447403042
1_4_2,Ele,FirstReading,21446.4,4991.016666666666,26437.416666666668,141,152.10212765957448,35.39728132387707,187.49940898345156,6.574529991047449,28.250757193758123,5.333350144523702
1_4_3,Adv,FirstReading,23014.133333333335,5247.05,28261.183333333334,106,217.11446540880505,49.50047169811321,266.61493710691826,4.605865381272957,20.201827693656437,3.7507275880757525
1_4_3,Ele,FirstReading,14885.083333333334,3533.8166666666666,18418.9,82,181.52540650406505,43.09532520325203,224.62073170731708,5.508870737483274,23.20437298671408,4.451948813447057
1_4_4,Adv,FirstReading,32058.766666666666,7234.883333333333,39293.65,159,201.62746331236897,45.502410901467506,247.12987421383647,4.959641824441157,21.97685749367071,4.046455343293382
1_4_4,Ele,FirstReading,22749.7,5476.166666666667,28225.866666666665,123,184.9569105691057,44.52168021680217,229.47859078590784,5.406664703270812,22.460967221596615,4.357704989276976
1_4_5,Adv,FirstReading,16094.783333333333,3695.65,19790.433333333334,88,182.89526515151513,41.99602272727273,224.8912878787879,5.467610105551799,23.811778712811005,4.446592882419621
1_4_5,Ele,FirstReading,15317.15,3673.983333333333,18991.133333333335,86,178.1063953488372,42.720736434108524,220.82713178294577,5.614621519016266,23.40783618143795,4.528429056366655
1_5_1,Adv,FirstReading,11641.75,2597.0,14238.75,72,161.69097222222223,36.06944444444444,197.76041666666666,6.184637189425988,27.724297266076242,5.056623650250198
1_5_1,Ele,FirstReading,10212.7,2334.866666666667,12547.566666666668,69,148.01014492753623,33.83864734299517,181.84879227053142,6.756293634396389,29.552008680010278,5.499074189683523
1_5_2,Adv,FirstReading,24519.183333333334,5554.966666666666,30074.15,154,159.2154761904762,36.07121212121212,195.28668831168832,6.280796464808847,27.72293863149494,5.120676727355552
1_5_2,Ele,FirstReading,20913.2,4875.9,25789.1,134,156.0686567164179,36.38731343283582,192.45597014925372,6.407436451619073,27.482105867634694,5.195993656234611
1_5_3,Adv,FirstReading,25061.983333333334,5712.65,30774.633333333335,115,217.93028985507246,49.67521739130434,267.6055072463768,4.588623273364239,20.1307624307458,3.7368438724967206
1_5_3,Ele,FirstReading,16271.683333333332,3701.2,19972.883333333335,87,187.0308429118774,42.54252873563218,229.5733716475096,5.346711721077824,23.505889981627583,4.35590588239221
1_5_4,Adv,FirstReading,32598.666666666668,7112.716666666666,39711.38333333333,156,208.96581196581198,45.594337606837605,254.56014957264955,4.785471798437564,21.93254804188742,3.9283446434124896
1_5_4,Ele,FirstReading,21182.466666666667,4812.933333333333,25995.4,110,192.56787878787878,43.7539393939394,236.3218181818182,5.1929740634549955,22.855084910103333,4.231517883933312
1_5_5,Adv,FirstReading,17654.3,4106.316666666667,21760.616666666665,81,217.9543209876543,50.69526748971193,268.64958847736625,4.588117342517121,19.725707142248325,3.722320982018739
1_5_5,Ele,FirstReading,16243.766666666666,3640.2833333333333,19884.05,71,228.78544600938966,51.27159624413145,280.0570422535211,4.370907404481309,19.503976338838097,3.570701139858329
1_6_1,Adv,FirstReading,15489.0,3594.55,19083.55,86,180.1046511627907,41.79709302325582,221.9017441860465,5.552327458196139,23.9251088453353,4.506499052849182
1_6_1,Ele,FirstReading,11112.966666666667,3034.6,14147.566666666668,61,182.17978142076504,49.747540983606555,231.9273224043716,5.489083323085045,20.101496078560604,4.311695533036305
1_6_2,Adv,FirstReading,21562.016666666666,5226.216666666666,26788.233333333334,114,189.1404970760234,45.84400584795321,234.9845029239766,5.287075033952452,21.81310253114905,4.255599784482491
1_6_2,Ele,FirstReading,19153.2,4468.816666666667,23622.016666666666,107,179.00186915887852,41.764641744548285,220.7665109034268,5.586533842908756,23.943698742023432,4.529672530076108
1_6_3,Adv,FirstReading,19490.916666666668,4325.766666666666,23816.683333333334,100,194.9091666666667,43.257666666666665,238.16683333333333,5.130595020757532,23.117289420757785,4.198737439651897
1_6_3,Ele,FirstReading,18419.033333333333,4349.9,22768.933333333334,89,206.9554307116105,48.8752808988764,255.8307116104869,4.831958246089643,20.460240465298053,3.908834845139869
1_6_4,Adv,FirstReading,16495.066666666666,3888.616666666667,20383.683333333334,105,157.095873015873,37.034444444444446,194.13031746031746,6.365539595677092,27.001890132309263,5.151178924973488
1_6_4,Ele,FirstReading,15758.366666666667,3608.0666666666666,19366.433333333334,104,151.52275641025642,34.69294871794872,186.21570512820514,6.5996687473955635,28.82430110308383,5.370116335308687
1_7_1,Adv,FirstReading,20831.4,4825.716666666666,25657.116666666665,152,137.04868421052632,31.74813596491228,168.7968201754386,7.296677131637815,31.497912227199414,5.924282216694914
1_7_1,Ele,FirstReading,19541.3,4570.216666666666,24111.516666666666,134,145.83059701492536,34.10609452736318,179.93669154228854,6.857271522365452,29.320272926520627,5.557510207777611
1_7_2,Adv,FirstReading,19824.666666666668,4744.916666666667,24569.583333333332,134,147.9452736318408,35.40982587064677,183.35509950248755,6.759256145542589,28.240748871599433,5.453897942917226
1_7_2,Ele,FirstReading,20825.916666666668,4697.683333333333,25523.6,130,160.19935897435897,36.13602564102564,196.3353846153846,6.242222231114276,27.673214811556054,5.0933253929696445
1_7_3,Adv,FirstReading,26493.616666666665,5981.466666666666,32475.083333333332,148,179.0109234234234,40.41531531531531,219.42623873873873,5.586251279396232,24.743095338935827,4.557340114600682
1_7_3,Ele,FirstReading,19715.433333333334,4706.766666666666,24422.2,121,162.9374655647383,38.89889807162534,201.83636363636364,6.137323890082727,25.70766910051486,4.954508602828574
1_7_4,Adv,FirstReading,22894.25,5178.983333333334,28073.233333333334,156,146.75801282051282,33.19861111111111,179.95662393162394,6.813937997532132,30.12174204074802,5.556894645789524
1_7_4,Ele,FirstReading,19249.133333333335,4608.866666666667,23858.0,134,143.65024875621893,34.39452736318408,178.044776119403,6.961352372574349,29.074392836995358,5.616564674323078
1_8_1,Adv,FirstReading,17933.133333333335,4215.8,22148.933333333334,128,140.10260416666668,32.9359375,173.03854166666667,7.137626070179221,30.36197163053276,5.77905933769572
1_8_1,Ele,FirstReading,16553.9,3874.483333333333,20428.383333333335,120,137.94916666666668,32.28736111111111,170.23652777777778,7.249047052356241,30.971871518352987,5.874179960398236
1_8_2,Adv,FirstReading,28554.033333333333,6572.283333333334,35126.316666666666,133,214.69197994987468,49.41566416040101,264.10764411027566,4.657835845724072,20.236498223600623,3.7863349369110244
1_8_2,Ele,FirstReading,22231.216666666667,5205.9,27437.116666666665,111,200.28123123123123,46.9,247.1812312312312,4.992979091712629,21.321961620469086,4.045614608434924
1_8_3,Adv,FirstReading,24667.7,5726.15,30393.85,148,166.67364864864865,38.6902027027027,205.36385135135134,5.999748659177791,25.84633654375104,4.869406146309204
1_8_3,Ele,FirstReading,18361.8,4376.1,22737.9,117,156.93846153846152,37.40256410256411,194.34102564102565,6.371924321144986,26.73613491465003,5.1455939202828755
1_8_4,Adv,FirstReading,26886.183333333334,6135.15,33021.333333333336,141,190.68215130023643,43.511702127659575,234.193853427896,5.244329336443563,22.982323170582628,4.269966890091253
1_8_4,Ele,FirstReading,22496.466666666667,5502.0,27998.466666666667,138,163.01787439613526,39.869565217391305,202.88743961352657,6.134296645102786,25.081788440567067,4.928841341311548
1_8_5,Adv,FirstReading,20057.833333333332,4629.216666666666,24687.05,99,202.60437710437708,46.75976430976431,249.36414141414141,4.935727521251049,21.38590762295997,4.010199679589096
1_8_5,Ele,FirstReading,15751.016666666666,3591.983333333333,19343.0,82,192.08556910569106,43.80467479674797,235.890243902439,5.2060131568226815,22.828613718512056,4.239259680504575
1_9_1,Adv,FirstReading,13063.5,3207.4,16270.9,88,148.44886363636363,36.44772727272727,184.89659090909092,6.736326405634019,27.436552971253974,5.40842854421083
1_9_1,Ele,FirstReading,10304.016666666666,2341.5333333333333,12645.55,70,147.2002380952381,33.45047619047619,180.6507142857143,6.793467272471416,29.894940637189304,5.53554412421761
1_9_2,Adv,FirstReading,21933.65,4926.733333333334,26860.383333333335,111,197.60045045045047,44.38498498498499,241.98543543543545,5.060717208490151,22.530141676026034,4.132480114766294
1_9_2,Ele,FirstReading,19192.45,4534.016666666666,23726.466666666667,96,199.92135416666667,47.22934027777777,247.15069444444444,5.001966919283364,21.17327902779361,4.046114465702155
1_9_3,Adv,FirstReading,13334.65,3162.1,16496.75,71,187.8119718309859,44.53661971830986,232.34859154929578,5.324474208171943,22.453432845261062,4.303878036582963
1_9_3,Ele,FirstReading,9574.366666666667,2448.0,12022.366666666667,58,165.07528735632184,42.206896551724135,207.28218390804597,6.0578419460295025,23.69281045751634,4.824341297193287
1_9_4,Adv,FirstReading,17358.466666666667,4095.116666666667,21453.583333333332,89,195.03895131086142,46.0125468164794,241.0514981273408,5.127180972205686,21.733202554261783,4.148491122306686
1_9_4,Ele,FirstReading,18487.466666666667,4319.833333333333,22807.3,91,203.15897435897438,47.47069597069597,250.62967032967032,4.922253634894992,21.065627531926385,3.9899505859965894
1_9_5,Adv,FirstReading,19342.266666666666,4497.433333333333,23839.7,120,161.18555555555557,37.478611111111114,198.66416666666666,6.204029862063736,26.68188522342373,5.033620389518324
1_9_5,Ele,FirstReading,13356.683333333332,3005.0333333333333,16361.716666666667,75,178.0891111111111,40.06711111111111,218.15622222222223,5.615166439772349,24.958125811139087,4.583871089321312
1_9_6,Adv,FirstReading,18251.583333333332,4158.85,22410.433333333334,121,150.83953168044076,34.3706611570248,185.21019283746557,6.629561818837636,29.09458143477163,5.399270875321465
1_9_6,Ele,FirstReading,18854.6,4324.983333333334,23179.583333333332,123,153.28943089430894,35.16246612466125,188.4518970189702,6.523606971243092,28.439415951506554,5.306393917060632
2_10_1,Adv,FirstReading,20777.883333333335,5198.183333333333,25976.066666666666,133,156.22468671679198,39.08408521303258,195.30877192982456,6.401037000079411,25.585861727334226,5.120097730988269
2_10_1,Ele,FirstReading,18866.95,4231.516666666666,23098.466666666667,105,179.6852380952381,40.30015873015873,219.98539682539683,5.565287447096643,24.81379804719348,4.5457562839669015
2_10_2,Adv,FirstReading,21294.983333333334,5436.2,26731.183333333334,129,165.07739018087855,42.14108527131783,207.2184754521964,6.057764778715487,23.729811265222033,4.82582452079999
2_10_2,Ele,FirstReading,22772.533333333333,5201.083333333333,27973.616666666665,113,201.5268436578171,46.02728613569321,247.5541297935103,4.9621181071934615,21.726242930158783,4.039520572062843
2_10_3,Adv,FirstReading,23374.616666666665,5197.983333333334,28572.6,117,199.7830484330484,44.42720797720798,244.2102564102564,5.005429679060691,22.508729346958276,4.094832111883413
2_10_3,Ele,FirstReading,16489.733333333334,4217.566666666667,20707.3,109,151.28195718654433,38.693272171253824,189.97522935779816,6.6101736029691205,25.844286199783447,5.263844151579395
2_10_4,Adv,FirstReading,32343.683333333334,6976.3,39319.98333333333,152,212.7873903508772,45.89671052631579,258.684100877193,4.699526594837426,21.788053839427775,3.8657188308404673
2_10_4,Ele,FirstReading,15428.64406779661,3778.5593220338983,19207.20338983051,87,177.34073641145528,43.431716345217225,220.77245275667252,5.638862340572785,23.02464844012829,4.529550618809151
2_1_1,Adv,FirstReading,23229.966666666667,5115.05,28345.016666666666,118,196.86412429378532,43.3478813559322,240.21200564971753,5.079645687538654,23.069178209401667,4.162989261486881
2_1_1,Ele,FirstReading,16703.866666666665,4440.383333333333,21144.25,106,157.58364779874213,41.89040880503145,199.4740566037736,6.345836093838552,23.87181286900906,5.013183253130284
2_1_2,Adv,FirstReading,24049.583333333332,5253.216666666666,29302.8,129,186.43087855297156,40.722609819121445,227.15348837209302,5.363918293802734,24.556382914595186,4.402309676890946
2_1_2,Ele,FirstReading,15128.566666666668,3832.133333333333,18960.7,95,159.2480701754386,40.33824561403509,199.5863157894737,6.279510947280751,24.79036915904109,5.010363541430433
2_1_3,Adv,FirstReading,15925.916666666666,4056.2,19982.116666666665,106,150.24449685534591,38.26603773584905,188.51053459119495,6.6558178231498974,26.132833686701844,5.30474332465613
2_1_3,Ele,FirstReading,12421.416666666666,2934.4,15355.816666666668,72,172.51967592592592,40.75555555555556,213.27523148148148,5.796440287943539,24.536532170119955,4.688776999812232
2_1_4,Adv,FirstReading,19767.916666666668,5105.083333333333,24873.0,165,119.80555555555556,30.93989898989899,150.74545454545455,8.346858335265475,32.32072607368473,6.633699191894825
2_1_4,Ele,FirstReading,14643.616666666667,3152.3166666666666,17795.933333333334,95,154.14333333333335,33.18228070175439,187.32561403508774,6.487468373591679,30.136566229069626,5.3382982628990145
2_1_5,Adv,FirstReading,24840.1,6255.483333333334,31095.583333333332,141,176.1709219858156,44.36513002364067,220.53605200945626,5.676305650943434,22.540224709521514,4.534406011571847
2_1_5,Ele,FirstReading,25596.333333333332,5400.8,30997.133333333335,122,209.80601092896174,44.268852459016394,254.07486338797816,4.766307674276264,22.589246037624054,3.9358478310897564
2_1_6,Adv,FirstReading,28470.483333333334,5988.366666666667,34458.85,139,204.82362110311752,43.08177458033573,247.90539568345324,4.882249393962987,23.211671518666748,4.0337968330341845
2_1_6,Ele,FirstReading,18116.766666666666,4585.033333333334,22701.8,102,177.61535947712417,44.95130718954249,222.56666666666666,5.630143715858054,22.24629410182405,4.493035794518496
2_2_1,Adv,FirstReading,17763.1,4544.133333333333,22307.233333333334,111,160.02792792792792,40.938138138138136,200.96606606606608,6.248909255704241,24.427100143775125,4.97596444800416
2_2_1,Ele,FirstReading,19617.0,4278.283333333334,23895.283333333333,106,185.06603773584905,40.36116352201258,225.42720125786164,5.403476576438803,24.776292671905008,4.436021892744524
2_2_2,Adv,FirstReading,24084.483333333334,6144.416666666667,30228.9,153,157.4149237472767,40.15958605664488,197.5745098039216,6.352637832518724,24.900655066252558,5.061381657949842
2_2_2,Ele,FirstReading,26763.666666666668,6020.183333333333,32783.85,141,189.8132387706856,42.696335697399526,232.5095744680851,5.268336426249517,23.42121363967321,4.300898155646759
2_2_3,Adv,FirstReading,20198.5,5081.833333333333,25280.333333333332,102,198.02450980392157,49.8218954248366,247.84640522875816,5.04987994157982,20.07149650716605,4.034756925673449
2_2_3,Ele,FirstReading,20445.5,4530.783333333334,24976.283333333333,86,237.73837209302326,52.68352713178295,290.42189922480617,4.2063045657968745,18.98126519696741,3.4432665121645405
2_2_4,Adv,FirstReading,16388.916666666668,3629.1833333333334,20018.1,56,292.6592261904762,64.80684523809524,357.4660714285714,3.4169433611129474,15.430468746412187,2.7974682911964677
2_2_4,Ele,FirstReading,9861.75,2507.8166666666666,12369.566666666668,50,197.235,50.15633333333333,247.39133333333336,5.070094050244632,19.93766157813237,4.04217878826259
2_2_5,Adv,FirstReading,29446.372881355932,6720.610169491525,36166.983050847455,142,207.36882310814036,47.328240630222005,254.69706373836237,4.822325675632118,21.129033885139567,3.9262329346177713
2_2_5,Ele,FirstReading,16558.383333333335,4422.916666666667,20981.3,107,154.75124610591902,41.335669781931465,196.08691588785047,6.461983506843964,24.1921808761187,5.099779327305743
2_2_6,Adv,FirstReading,16150.366666666667,3610.3333333333335,19760.7,84,192.26626984126983,42.980158730158735,235.24642857142857,5.201120304802162,23.266549718400885,4.250861558548027
2_2_6,Ele,FirstReading,12242.566666666668,3290.5,15533.066666666668,69,177.42850241545895,47.68840579710145,225.1169082125604,5.6360730456848644,20.96945752925087,4.442136345688337
2_3_1,Adv,FirstReading,20042.716666666667,5076.15,25118.866666666665,135,148.46456790123457,37.60111111111111,186.06567901234567,6.7356138514156845,26.594958777813897,5.374446299328792
2_3_1,Ele,FirstReading,22328.15,5036.933333333333,27365.083333333332,130,171.75500000000002,38.74564102564103,210.50064102564102,5.822246805042066,25.809354898483203,4.750579357514595
2_3_2,Adv,FirstReading,23606.5,5888.3,29494.8,147,160.58843537414967,40.05646258503401,200.64489795918368,6.227098468642112,24.964760627006097,4.98392937060092
2_3_2,Ele,FirstReading,19560.8,4393.0,23953.8,104,188.08461538461538,42.24038461538461,230.325,5.316755960901395,23.67402686091509,4.341691088679041
2_3_3,Adv,FirstReading,32173.166666666668,7271.533333333334,39444.7,153,210.28213507625273,47.52636165577342,257.80849673202613,4.755515724801724,21.040954223318327,3.8788481088714075
2_3_3,Ele,FirstReading,15426.133333333333,3823.05,19249.183333333334,94,164.10780141843972,40.670744680851065,204.7785460992908,6.093555524823676,24.587698303710386,4.883324054440404
2_3_4,Adv,FirstReading,22667.316666666666,5761.983333333334,28429.3,139,163.0742206235012,41.45311750599521,204.5273381294964,6.132177091980451,24.123637983448987,4.889321931950488
2_3_4,Ele,FirstReading,18830.3,4272.083333333333,23102.383333333335,93,202.4763440860215,45.93637992831541,248.41272401433693,4.938848557909328,21.769238271725353,4.025558690553572
2_4_1,Adv,FirstReading,15197.033333333333,3377.233333333333,18574.266666666666,82,185.32967479674795,41.18577235772357,226.51544715447153,5.395789967778799,24.28022937907755,4.414709957145011
2_4_1,Ele,FirstReading,9845.5,2389.1666666666665,12234.666666666666,65,151.46923076923076,36.756410256410255,188.225641025641,6.602000914123204,27.206138821067317,5.312772449869224
2_4_2,Adv,FirstReading,20851.633333333335,4242.433333333333,25094.066666666666,84,248.23373015873017,50.50515873015873,298.7388888888889,4.028461399506673,19.79995757151949,3.3474048314209734
2_4_2,Ele,FirstReading,12605.333333333334,3101.266666666667,15706.6,70,180.07619047619048,44.30380952380953,224.38,5.5532049925957265,22.571422429544914,4.456725198324271
2_4_3,Adv,FirstReading,24299.433333333334,5317.0,29616.433333333334,101,240.5884488448845,52.64356435643565,293.2320132013201,4.156475528235912,18.99567425239797,3.4102688484883954
2_4_3,Ele,FirstReading,16143.816666666668,3926.9333333333334,20070.75,79,204.35210970464135,49.70801687763713,254.06012658227849,4.893514441545731,20.11747928833356,3.936076130687692
2_4_4,Adv,FirstReading,21287.183333333334,4428.2,25715.383333333335,94,226.45939716312057,47.10851063829787,273.56790780141847,4.415802623018076,21.227586829863153,3.6553995241499413
2_4_4,Ele,FirstReading,17643.033333333333,4101.4,21744.433333333334,85,207.56509803921568,48.25176470588235,255.81686274509806,4.817765652542741,20.724630613936704,3.909046453268499
2_4_5,Adv,FirstReading,19779.25,4920.516666666666,24699.766666666666,108,183.1412037037037,45.56033950617284,228.70154320987655,5.4602677047916375,21.948914578753588,4.3725109413989065
2_4_5,Ele,FirstReading,19527.616666666665,4203.533333333334,23731.15,93,209.9743727598566,45.199283154121865,255.1736559139785,4.762485949386212,22.12424468304442,3.9188998426119253
