text_id,align_idx,level,reading_regime,Sen_RT,Sen_TF,Sen_Sacc_RT,n_words,Sen_RT_per_word,Sen_TF_per_word,Sen_Sacc_RT_per_word,words_per_sec_based_Sen_RT,words_per_sec_based_Sen_TF,words_per_sec_based_Sen_Sacc_RT
1_10_1,0,Adv,FirstReading,13691.431530565598,11325.613830799422,2365.8176997661744,38,360.30082975172627,298.04246923156376,62.25836052016248,2.7754584986359134,3.3552265305621636,16.062099799048646
1_10_1,0,Ele,FirstReading,10952.564198258895,8930.86929390087,2021.694904358024,33,331.8958847957241,270.63240284548095,61.26348195024315,3.0129930674358376,3.695049038791395,16.322937713729328
1_10_1,1,Adv,FirstReading,6230.273713785964,5041.011758813751,1189.2619549722126,19,327.9091428308402,265.31640835861845,62.592734472221714,3.049625244868131,3.769084641943203,15.976295147223423
1_10_1,1,Ele,FirstReading,6047.997644942661,4911.591721174083,1136.4059237685772,19,318.315665523298,258.5048274302149,59.81083809308301,3.141535614830771,3.868399712070973,16.719377823191678
1_10_1,2,Adv,FirstReading,12639.0920160092,10283.967280696248,2355.124735312953,41,308.27053697583415,250.8284702608841,57.44206671495007,3.243903909241874,3.986788257967329,17.408844374670394
1_10_1,2,Ele,FirstReading,7130.668334357028,5788.184872785597,1342.4834615714312,21,339.55563496938225,275.6278510850284,63.92778388435387,2.945025489240283,3.628080384705064,15.642650804367191
1_10_2,3,Adv,FirstReading,5689.5609705381685,4638.4744624212135,1051.086508116955,16,355.59756065863553,289.90465390132584,65.69290675730969,2.812167772320503,3.4494099578696917,15.222343619141643
1_10_2,3,Ele,FirstReading,6607.2017810690395,5511.5219028418405,1095.6798782271985,19,347.7474621615284,290.08010014957057,57.66736201195781,2.8756500300079857,3.4473236857143315,17.34083136649534
1_10_2,4,Adv,FirstReading,11063.445645949634,9259.473476368295,1803.9721695813403,29,381.4981257224012,319.29218884028603,62.20593688211518,2.621244856986937,3.1319275414539267,16.07563602643062
1_10_2,4,Ele,FirstReading,9436.16055570435,7839.5626520515325,1596.5979036528167,26,362.929252142475,301.5216404635205,61.40761167895449,2.7553579495086566,3.3165115394793188,16.284626166998745
1_10_2,5,Adv,FirstReading,8530.752314062633,6870.343467290504,1660.4088467721276,26,328.1058582331782,264.2439795111732,63.86187872200491,3.047796846374258,3.784381395746109,15.658793947373015
1_10_2,5,Ele,FirstReading,8962.710912035665,7240.315709022977,1722.3952030126886,28,320.096818286988,258.5827038936778,61.51411439331031,3.124054794894692,3.8672346794361507,16.256431712666426
1_10_2,6,Adv,FirstReading,6132.8470211969325,4914.17886381477,1218.6681573821625,18,340.7137233998296,273.00993687859835,67.70378652123125,2.9350153261261336,3.6628703388356105,14.770222632768252
1_10_2,6,Ele,FirstReading,6148.156774715479,4976.6203401363055,1171.5364345791731,18,341.56426526197106,276.4789077853503,65.08535747662073,2.927706735460238,3.6169124365044483,15.364438927130566
1_10_3,7,Adv,FirstReading,25499.43960519373,20961.106581583193,4538.333023610534,68,374.9917588999078,308.2515673762234,66.74019152368432,2.666725271333012,3.244103536964314,14.983475131999382
1_10_3,7,Ele,FirstReading,16449.27051074585,13418.623269696189,3030.6472410496594,52,316.33212520665097,258.0504474941575,58.28167771249345,3.1612344125552463,3.8752112608626303,17.1580510247672
1_10_3,8,Adv,FirstReading,15321.545477608646,12614.510998069087,2707.0344795395595,41,373.6962311611865,307.67099995290454,66.02523120828194,2.675970257694865,3.250225078584172,15.145725076606231
1_10_3,8,Ele,FirstReading,6547.038985156994,5279.621791515747,1267.4171936412474,21,311.76376119795214,251.41056150074985,60.35319969720226,3.2075568890928836,3.977557641296694,16.569129806159324
1_10_4,9,Adv,FirstReading,12967.765492377115,10563.824343070277,2403.941149306838,34,381.40486742285634,310.7007159726552,70.70415145020111,2.6218857844079873,3.218531366654495,14.143441077916446
1_10_4,9,Ele,FirstReading,6058.7099871298615,4937.257361947239,1121.4526251826228,18,336.5949992849923,274.2920756637355,62.302923621256824,2.970929461591044,3.6457487792171435,16.050611141124925
1_10_4,10,Adv,FirstReading,10699.003542969427,8897.099519099153,1801.904023870274,31,345.12914654740086,287.003210293521,58.12593625387981,2.897466093500908,3.484281583391663,17.204023959842054
1_10_4,10,Ele,FirstReading,10843.621786277241,8841.30658353935,2002.31520273789,32,338.8631808211638,276.2908307356047,62.572350085559066,2.9510435379161284,3.6193745457913717,15.981499793960714
1_10_4,11,Adv,FirstReading,7033.083458149724,5810.400711009381,1222.682747140343,24,293.0451440895718,242.10002962539087,50.94511446418096,3.412443509708324,4.130524071175588,19.628967576529657
1_10_4,11,Ele,FirstReading,5645.528718119179,4735.584669863239,909.9440482559407,18,313.64048433995436,263.08803721462436,50.55244712533004,3.1883639068612766,3.8010090104713155,19.781436050381334
1_10_4,12,Adv,FirstReading,12900.20867193949,10560.552939867113,2339.655732072376,40,322.50521679848725,264.01382349667784,58.491393301809396,3.1007250361002243,3.787680458377905,17.096532387937927
1_10_4,12,Ele,FirstReading,8934.459847611697,7199.562434445827,1734.8974131658688,27,330.9059202819147,266.6504605350306,64.25545974688403,3.022006977536249,3.7502279125770612,15.562879853933245
1_10_4,13,Adv,FirstReading,10911.523571186033,8924.446521378619,1987.0770498074146,36,303.09787697738983,247.90129226051718,55.19658471687263,3.2992642837765476,4.033863603054998,18.117062951076345
1_10_4,13,Ele,FirstReading,11463.105219294184,9430.116683396065,2032.9885358981203,37,309.8136545755185,254.86801847016392,54.9456361053546,3.227746696220083,3.923599382937349,18.199807498498455
1_10_5,14,Adv,FirstReading,6085.528596062742,4927.52735515087,1158.0012409118722,17,357.97227035663184,289.8545503029923,68.11772005363954,2.7935124667722016,3.4500062150298296,14.680467860823095
1_10_5,14,Ele,FirstReading,6295.329502082041,5151.7288567683,1143.6006453137409,16,393.45809388012754,321.98305354801875,71.4750403321088,2.541566727318777,3.105753513983821,13.990898016335487
