text_id,align_idx,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-)
1_10_1,0,-0.024239999999999984,-0.035140000000000005,0.025544022333948,-6.562348466578946,-27.4,10.499999999999998,10.64,2.360000000000001,-9.7,2.08,13.799999999999999,17.166666666666668,3.0,8.0,5.0,-2.0,26.0,26.0,0.0,2.0,-27.540000000000006,-28.200000000000003,-10.370000000000005,1.4,0.06341463414634146,0.05156794425087102,0.0,0.666666666666667,0.46133679488893176,0.0289887443458392,0.13341493268053917,0.06508580000000003,0.5079776133412537,0.02241663405437322,-0.02854362858625681,-1.1743878464307045,6.562348466578946,27.4,-5.0,-2.0,27.540000000000006,28.200000000000003,10.370000000000005,-0.06508580000000003
1_10_1,1,0.15737,0.15336999999999998,0.0697879643652245,-4.383084977622374,-8.46,1.1999999999999993,2.0999999999999996,3.709999999999999,0.0,3.33,3.0,1.0,3.0,2.0,0.0,0.0,12.0,12.0,1.0,-1.0,-6.0,-6.549999999999997,-6.130000000000003,0.5,0.0,0.0,0.0,0.0,0.14296448328708777,0.14296448328708777,0.5714285714285712,-0.11999856,0.8673532219375932,1.9749624852687404,0.6350877192982463,47.46140350877192,4.383084977622374,8.46,-0.0,1.0,6.0,6.549999999999997,6.130000000000003,0.11999856
1_10_1,2,0.0067899999999999905,-0.009209999999999996,0.0322901872137545,3.8391778426666643,-9.809999999999995,5.9,6.329999999999998,-1.9000000000000004,0.0,-0.7799999999999994,7.0,10.0,1.0,20.0,18.0,0.0,71.0,69.0,0.0,17.0,-12.36,-10.239999999999995,-2.1399999999999935,-0.19999999999999973,-0.05860805860805862,-0.13186813186813195,2.0,2.0,-0.3820843672121095,-0.3820843672121095,-0.4115267947421639,0.15303,-0.807326079259246,0.09857963859215602,-0.642392566782811,-15.154432830042595,-3.8391778426666643,9.809999999999995,-18.0,-17.0,12.36,10.239999999999995,2.1399999999999935,-0.15303
1_10_2,3,0.05129,0.06995000000000001,-0.0011875571990196954,-3.6407161933333327,-5.409999999999997,0.09999999999999964,1.6899999999999995,5.16,0.0,-0.21000000000000085,3.5999999999999996,-1.5,-1.0,-2.0,-3.0,0.0,5.0,3.0,1.0,-2.0,-2.9399999999999977,-5.189999999999998,-8.04,0.5,0.026315789473684292,0.026315789473684292,0.0,0.0,0.1738564692289737,0.1738564692289737,0.46578947368421053,-0.0725605200000001,0.29477189393027814,0.7440265900618055,0.9375,16.422807017543846,3.6407161933333327,5.409999999999997,3.0,2.0,2.9399999999999977,5.189999999999998,8.04,0.0725605200000001
1_10_2,4,0.009239999999999998,0.006900000000000017,0.0684320335023631,-1.6331770661654303,-16.239999999999995,6.3,7.619999999999999,2.4699999999999998,0.0,1.0199999999999996,8.5,11.5,0.0,5.0,3.0,-1.0,17.0,18.0,2.0,3.0,-16.319999999999993,-18.560000000000002,-7.260000000000005,1.0999999999999999,-0.041474654377880116,-0.012672811059907918,0.0,0.0,0.10268250217969754,-0.084062179492574,0.28809788654060053,0.0204971000000001,0.17260647225680792,0.1712955277073167,0.17108753315649938,-4.472060123784246,1.6331770661654303,16.239999999999995,-3.0,-3.0,16.319999999999993,18.560000000000002,7.260000000000005,-0.0204971000000001
1_10_2,5,-0.053970000000000004,-0.03444,-0.05555990594418689,1.0307344487179364,-3.719999999999999,3.499999999999999,4.800000000000001,0.08000000000000007,0.0,0.2900000000000009,5.4,7.0,-1.0,-4.0,-2.0,-1.0,-12.0,-12.0,0.0,0.0,-6.240000000000009,-8.409999999999997,-2.9199999999999946,0.30000000000000004,0.032967032967033016,0.15109890109890112,0.0,0.5,-0.13006856515898768,-0.8983802397725897,-0.14025974025974008,-0.03396580000000002,0.19724136330622333,0.08100586913213981,-0.1318681318681314,3.140109890109869,-1.0307344487179364,3.719999999999999,2.0,-0.0,6.240000000000009,8.409999999999997,2.9199999999999946,0.03396580000000002
1_10_2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15283830437692814,0.0,0.0,-33.50370370370371,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1_10_3,7,-0.07928,-0.08818000000000001,0.0482838438212444,-10.609795174524407,-51.459999999999994,19.8,20.5,2.6899999999999995,-8.8,3.1900000000000004,26.099999999999998,29.333333333333336,5.0,25.0,16.0,-2.0,80.0,81.0,1.0,8.0,-51.71,-54.970000000000006,-19.72,1.1999999999999997,-0.00724637681159418,-0.026755852842809402,1.0,2.0,0.046985255125847836,-0.6699083074108447,0.30666666666666664,-0.04963797699999989,0.34344217059691573,0.3545732400862285,0.20465010945874518,39.38569801967742,10.609795174524407,51.459999999999994,-16.0,-8.0,51.71,54.970000000000006,19.72,0.04963797699999989
1_10_3,8,-0.0537,-0.08539000000000002,0.11586445017210259,-6.4889995985754965,-29.78,9.299999999999999,9.379999999999999,3.5599999999999996,0.0,3.3099999999999996,12.4,11.0,6.0,33.0,21.0,0.0,104.0,104.0,1.0,10.0,-27.42,-31.25999999999999,-11.840000000000003,1.3,0.05238095238095236,0.057142857142857106,2.0,2.0,0.004735140043195862,0.004735140043195862,0.6796536796536796,0.189361901,1.2093131896389622,-0.37241411996953566,0.6550522648083619,70.98346883468832,6.4889995985754965,29.78,-21.0,-10.0,27.42,31.25999999999999,11.840000000000003,-0.189361901
1_10_4,9,0.25128,0.24971,0.24281480660998728,-4.469325679166666,-24.700000000000003,7.500000000000002,9.02,4.02,0.0,2.030000000000001,10.5,13.0,5.0,28.0,16.0,0.0,94.0,93.0,5.0,10.0,-22.320000000000007,-23.33,-10.830000000000005,1.1,0.1111111111111111,0.08169934640522869,1.0,1.0,0.4228341325932421,0.4228341325932421,0.4985380116959064,0.0923432009999999,-0.042080615228690554,0.3240482228864483,0.5354923127248936,26.347055937193318,4.469325679166666,24.700000000000003,-16.0,-10.0,22.320000000000007,23.33,10.830000000000005,-0.0923432009999999
