text_id,align_idx,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_gpt2_surprisal,diff_TF,diff_flesch_reading_ease_(-)
1_10_1,0,-28.419999999999995,10.9,11.02,3.17,-9.7,2.01,0.5079776133412537,-20.00078794277411,28.419999999999995
1_10_1,1,-8.46,1.1999999999999993,2.0999999999999996,3.709999999999999,0.0,3.33,0.8673532219375932,33.80260133091349,8.46
1_10_1,2,-9.809999999999995,5.9,6.329999999999998,-1.9000000000000004,0.0,-0.7799999999999994,-0.807326079259246,-15.154432830042595,9.809999999999995
1_10_2,3,-5.409999999999997,0.09999999999999964,1.6899999999999995,5.16,0.0,-0.21000000000000085,0.29477189393027814,16.422807017543875,5.409999999999997
1_10_2,4,-16.239999999999995,6.3,7.619999999999999,2.4699999999999998,0.0,1.0199999999999996,0.17260647225680792,-4.472060123784274,16.239999999999995
1_10_2,5,-3.719999999999999,3.499999999999999,4.800000000000001,0.08000000000000007,0.0,0.2900000000000009,0.19724136330622333,3.1401098901098976,3.719999999999999
1_10_2,6,0.0,0.0,0.0,0.0,0.0,0.0,-0.15283830437692814,-33.50370370370371,-0.0
1_10_3,7,-51.459999999999994,19.8,20.5,2.6899999999999995,-8.8,3.1900000000000004,0.34344217059691573,26.78661482195966,51.459999999999994
1_10_3,8,-29.78,9.299999999999999,9.379999999999999,3.5599999999999996,0.0,3.3099999999999996,1.2093131896389622,61.69874778058124,29.78
1_10_4,9,-24.700000000000003,7.500000000000002,9.02,4.02,0.0,2.030000000000001,-0.042080615228690554,11.045740365111556,24.700000000000003
1_10_4,10,-15.230000000000004,5.800000000000001,4.789999999999999,1.1799999999999997,0.0,1.9100000000000001,0.9724410959113872,21.122345430107515,15.230000000000004
1_10_4,11,-6.090000000000003,2.3999999999999995,2.3999999999999995,0.37,0.0,-0.3600000000000003,0.14079864074786475,-24.84259259259258,6.090000000000003
1_10_4,12,-35.349999999999994,11.5,11.64,1.5300000000000011,0.0,1.7600000000000007,-0.027975428755342424,-11.08299857549855,35.349999999999994
1_10_4,13,0.5100000000000051,-0.20000000000000018,-0.14000000000000057,-0.1800000000000015,0.0,1.38,0.3362036004152369,-8.666291291291287,-0.5100000000000051
1_10_5,14,-17.940000000000005,2.8000000000000007,0.10999999999999943,0.6400000000000006,0.0,0.6300000000000008,0.30831372518749767,3.409427521008382,17.940000000000005
1_10_5,15,-5.420000000000002,0.0,3.3000000000000007,3.709999999999999,0.0,2.08,0.7108877874024064,46.699681020733664,5.420000000000002
1_10_5,16,-27.750000000000007,8.600000000000001,6.85,3.2200000000000006,0.0,1.9399999999999995,0.2935634762737509,41.461962365591404,27.750000000000007
1_10_5,17,-26.39,10.1,10.4,-0.21999999999999975,0.0,0.6900000000000013,-0.2751342943520285,29.509946949602124,26.39
1_10_6,18,-16.580000000000005,4.200000000000001,5.49,0.120000000000001,0.0,0.5,-0.5404396310078612,-6.853333333333325,16.580000000000005
1_10_6,19,-14.719999999999999,5.699999999999999,5.88,0.07999999999999918,0.0,0.9700000000000006,0.29554632190460506,7.1723494679835085,14.719999999999999
1_10_6,20,-2.030000000000001,0.7999999999999998,-1.799999999999999,0.41000000000000014,0.0,-0.6799999999999997,-0.3489558136789923,11.981590413943366,2.030000000000001
1_10_6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.24966528541163324,2.1175438596491176,-0.0
1_10_7,24,-40.27000000000001,11.4,14.91,2.3499999999999996,0.0,0.8000000000000007,-2.08792478786338,-15.265090311986881,40.27000000000001
1_10_7,25,-4.400000000000006,5.799999999999999,6.8100000000000005,-2.0100000000000007,0.0,0.3100000000000005,0.8328042853131219,-1.3039977477477294,4.400000000000006
1_10_7,26,0.0,0.0,0.0,0.8700000000000001,0.0,0.0,0.03374016759917087,-6.585000000000008,-0.0
1_10_7,27,-3.049999999999997,1.1000000000000014,1.129999999999999,-0.05999999999999961,0.0,-0.040000000000000924,-0.08402771347509974,3.8974405239240753,3.049999999999997
1_1_1,28,-4.060000000000002,1.5999999999999996,2.790000000000001,-1.0999999999999996,0.0,-1.0199999999999996,0.494403679319519,9.546804871373809,4.060000000000002
1_1_1,29,-4.060000000000002,1.5999999999999996,1.299999999999999,0.3000000000000007,0.0,-0.129999999999999,0.3443136567515981,-2.9539682539682417,4.060000000000002
1_1_1,30,-45.01,9.0,11.14,8.830000000000002,0.0,4.1800000000000015,0.6944332537886555,51.04476190476191,45.01
1_1_1,31,-11.5,2.4000000000000004,0.8599999999999994,1.9700000000000006,0.0,0.21000000000000085,0.3630054276401222,34.703819058212844,11.5
1_1_2,33,0.0,0.0,0.0,0.0,0.0,0.0,-0.5391357219354669,-9.200835945663528,-0.0
1_1_2,34,-29.260000000000005,9.200000000000001,9.95,3.9000000000000004,0.0,2.3599999999999994,-0.14754385465293884,-11.816441102756897,29.260000000000005
1_1_2,35,9.480000000000004,-1.5999999999999996,-0.40000000000000036,-2.2600000000000007,0.0,-0.9500000000000002,0.1212211900523732,-27.833650793650776,-9.480000000000004
1_1_2,36,1.019999999999996,-0.39999999999999947,-0.16000000000000014,-0.3500000000000001,0.0,0.15000000000000036,0.5320462291085684,-1.2436888366961938,-1.019999999999996
1_1_2,37,-29.099999999999994,7.0,9.51,10.709999999999999,0.0,8.87,1.5573059619507852,27.35759897828865,29.099999999999994
1_1_3,38,-38.239999999999995,10.499999999999998,11.3,4.83,0.0,2.5200000000000005,0.3597145326879634,32.23512265208859,38.239999999999995
1_1_3,39,-17.249999999999993,6.6,7.450000000000001,3.1099999999999994,0.0,0.4800000000000004,0.21822595894570807,24.187201378868025,17.249999999999993
1_1_3,40,-13.540000000000006,3.1,2.0,1.0,0.0,0.40999999999999925,0.36740022276838635,-3.8761945007888414,13.540000000000006
1_1_4,41,-27.410000000000004,4.299999999999999,4.840000000000002,4.879999999999999,0.0,0.9100000000000001,0.416174680377579,37.97535121328224,27.410000000000004
1_1_4,42,-2.030000000000001,0.7999999999999989,-1.17,-0.4599999999999991,0.0,-1.0999999999999996,0.16781581708655136,30.48526645768024,2.030000000000001
1_1_4,43,-52.79,7.900000000000002,8.72,5.859999999999999,0.0,0.15000000000000036,-0.21055342672802135,18.267673748265196,52.79
1_1_5,45,-8.460000000000008,1.2000000000000002,2.5,0.34999999999999964,0.0,-0.9900000000000002,0.41341310017742217,-3.9531609195402098,8.460000000000008
