text_id,align_idx,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_gpt2_surprisal,diff_TF,diff_flesch_reading_ease_(-)
1_1_5,46,0.3400000000000034,1.9000000000000004,2.16,-1.4299999999999997,0.0,-2.530000000000001,-0.1786379297864551,-40.2664734299517,-0.3400000000000034
1_1_5,48,-11.5,2.4000000000000004,2.74,0.9300000000000006,0.0,0.6499999999999986,0.08180744328054601,-16.90045930880717,11.5
1_1_6,51,-6.430000000000007,0.40000000000000036,1.1199999999999992,2.780000000000001,0.0,2.99,0.10387764384181342,5.3643562833967735,6.430000000000007
1_1_6,52,-27.909999999999997,10.700000000000001,12.419999999999998,1.9299999999999997,0.0,1.8000000000000007,-0.002848511208413562,6.058175888008634,27.909999999999997
1_1_7,53,0.0,0.0,0.0,0.0,0.0,0.0,-8.814036846160889e-06,8.351724137931058,-0.0
1_1_7,55,0.0,0.0,0.0,0.0,0.0,0.0,0.047508419200312346,14.104166666666671,-0.0
1_1_7,56,-6.43,0.40000000000000036,2.26,1.7400000000000002,0.0,-0.5399999999999991,0.01400566370123002,5.34930555555556,6.43
1_1_7,57,-8.459999999999994,1.200000000000001,0.0,0.5800000000000001,0.0,0.7899999999999991,0.21646698781987617,12.50281609195406,8.459999999999994
1_1_7,58,-2.030000000000001,0.8000000000000007,0.8000000000000007,-0.5800000000000001,0.0,-0.3100000000000005,0.25056170865009797,49.87863247863248,2.030000000000001
1_2_1,61,25.379999999999995,-3.5,-3.4800000000000004,-2.549999999999999,0.0,0.0,0.21135453816437444,-32.830745341614886,-25.379999999999995
1_2_1,62,-32.31,10.299999999999999,12.18,2.8200000000000003,0.0,2.1999999999999993,-0.3447963478587428,49.36018419361744,32.31
1_2_1,63,-13.189999999999998,5.1,8.09,-0.75,0.0,1.08,-0.09861219411859468,1.2312510977108957,13.189999999999998
1_2_1,64,-39.75,11.200000000000001,12.43,1.6999999999999993,0.0,1.6799999999999997,0.06533742462883607,-1.2378325123152933,39.75
1_2_2,65,-19.97,3.5,3.3499999999999996,3.8400000000000003,0.0,0.27000000000000135,-0.7462856256904513,65.21282051282049,19.97
1_2_2,66,-28.44,4.699999999999999,6.750000000000002,2.91,0.0,0.6099999999999994,-0.3381231548029837,14.64817927170867,28.44
1_2_2,67,0.0,0.0,0.0,-0.870000000000001,0.0,0.0,-0.12678106515003096,14.335503166783951,-0.0
1_2_2,68,-22.160000000000004,6.4,8.190000000000001,2.16,0.0,2.34,-0.020834855479094916,-4.405572971090237,22.160000000000004
1_2_2,69,3.049999999999997,-1.200000000000001,-2.16,1.9100000000000001,0.0,1.3599999999999994,0.6950282345971335,30.99080459770113,-3.049999999999997
1_2_2,70,9.469999999999999,-1.5999999999999996,-1.490000000000002,-0.8699999999999992,0.0,0.09999999999999964,0.036658373849076664,-25.901522525027815,-9.469999999999999
1_2_3,72,-12.479999999999997,4.8,6.8,0.08000000000000007,-9.7,2.76,-0.43556214795308223,4.5132114798781515,12.479999999999997
1_2_3,73,-15.899999999999999,2.0,1.8499999999999996,1.6800000000000015,0.0,1.4100000000000001,1.0415741408052592,22.78806220013118,15.899999999999999
1_2_4,75,-10.829999999999998,6.200000000000001,8.510000000000002,0.6600000000000001,0.0,0.7699999999999996,-0.5152242734156545,-3.3740168087999223,10.829999999999998
1_2_4,76,-8.459999999999994,1.1999999999999993,1.4299999999999997,3.139999999999999,0.0,2.26,0.20230118995414603,3.582799671592795,8.459999999999994
1_2_4,77,-28.08,6.699999999999999,4.4,3.11,0.0,1.1600000000000001,0.8311609299072491,36.914137931034475,28.08
1_2_4,78,26.39999999999999,-3.9000000000000004,-0.3999999999999999,0.16999999999999993,0.0,2.1400000000000006,0.3695108484890728,-6.067592592592575,-26.39999999999999
1_2_4,79,-4.060000000000002,1.6,1.6,6.89,0.0,0.7199999999999998,0.5214600605269273,19.30396825396825,4.060000000000002
1_2_4,80,-9.480000000000004,1.6,0.3999999999999999,3.209999999999999,0.0,-1.08,1.7400256887166985,0.8591680350300948,9.480000000000004
1_2_4,81,-29.78,9.399999999999999,10.11,1.9299999999999997,0.0,0.8999999999999986,0.12329152645781116,13.573351999214054,29.78
1_2_5,82,-16.919999999999995,2.3000000000000007,2.2299999999999986,1.2799999999999994,0.0,1.7600000000000016,0.020695042175551848,-0.9640485312898761,16.919999999999995
1_2_5,83,-7.440000000000012,0.7999999999999989,1.6999999999999993,1.4500000000000002,0.0,0.8899999999999997,0.06857520664080363,1.5553612479474737,7.440000000000012
1_2_5,84,-5.07,2.0,3.219999999999999,3.25,0.0,0.5199999999999996,0.03853176228521793,-3.6496370235934705,5.07
1_2_5,85,-25.380000000000003,3.5,6.4,2.5500000000000007,0.0,0.0,0.3241815613936341,13.853563218390804,25.380000000000003
1_2_6,87,-24.7,7.4,6.84,1.1700000000000017,0.0,0.7099999999999991,-0.636515612063361,17.686934865900383,24.7
1_2_6,88,0.0,0.0,0.0,0.0,0.0,0.0,-0.031940345580760976,-20.13937728937728,-0.0
1_2_6,89,-9.810000000000002,-0.40000000000000036,2.2699999999999996,2.889999999999999,0.0,2.6400000000000006,0.840384931336561,58.294068965517255,9.810000000000002
1_3_1,90,-16.75,6.499999999999999,7.89,2.98,0.0,2.24,0.07972320542153843,23.002187615869502,16.75
1_3_1,91,-2.030000000000001,0.7999999999999989,-0.6300000000000026,0.2400000000000002,0.0,0.09999999999999964,-0.08223945501127439,3.6025246305418364,2.030000000000001
1_3_1,92,-37.9,6.199999999999999,6.31,7.43,0.0,3.3400000000000007,0.8874250495902731,54.89994278878663,37.9
1_3_1,93,0.0,0.0,0.0,1.04,0.0,0.9199999999999999,-0.3264042673742069,-5.04313725490195,-0.0
1_3_2,94,-19.97,3.5000000000000004,5.91,3.7799999999999994,0.0,0.41999999999999993,-0.2582254635185759,37.270510963005876,19.97
1_3_2,95,-24.529999999999994,5.3,3.4000000000000004,3.959999999999999,0.0,3.370000000000001,1.2589187683165077,42.67268965517238,24.529999999999994
1_3_2,96,-29.1,7.1000000000000005,10.25,3.8599999999999994,0.0,2.46,1.2709996580413478,12.691212121212146,29.1
1_3_2,97,-17.940000000000005,2.8000000000000007,-0.040000000000000924,1.4499999999999993,0.0,1.67,0.7484174197478053,-22.178042596348888,17.940000000000005
1_3_3,98,-13.879999999999995,1.200000000000001,1.8599999999999994,2.26,0.0,1.6100000000000012,1.0497669470980524,8.726808654496267,13.879999999999995
1_3_3,99,0.0,0.0,0.0,0.0,0.0,0.0,0.09688433011372855,34.071647509578554,-0.0
1_3_3,100,-23.35000000000001,2.8000000000000003,2.839999999999999,4.119999999999999,0.0,1.9900000000000002,1.0351874984644507,65.07458403665296,23.35000000000001
1_3_3,101,-30.120000000000005,7.5,5.199999999999999,5.8100000000000005,0.0,-0.5100000000000007,-0.28637491955476646,-13.688830532212904,30.120000000000005
1_3_3,102,-40.949999999999996,7.3999999999999995,5.15,9.83,0.0,3.4099999999999993,2.1494510696214792,92.93927653820148,40.949999999999996
1_3_3,103,-48.730000000000004,6.3,9.2,8.25,0.0,5.16,2.214026739199956,59.92241379310346,48.730000000000004
1_3_3,104,-16.92,2.4000000000000004,3.0700000000000003,1.799999999999999,0.0,1.2199999999999998,-0.05087386123687443,17.780911680911686,16.92
1_3_3,105,0.5,-0.20000000000000007,-0.19999999999999973,0.29000000000000004,0.0,1.6500000000000004,1.6053744012659248,45.092929292929256,-0.5
1_3_4,106,0.6799999999999926,3.8,2.4299999999999997,1.9100000000000001,0.0,-2.74,-1.926523387769846,5.824534161490703,-0.6799999999999926
1_3_4,107,-13.879999999999995,1.2,-1.1999999999999993,3.6999999999999997,0.0,1.08,-0.2859618015037002,26.321861471861467,13.879999999999995
1_3_4,108,8.460000000000008,-1.2000000000000002,-2.2200000000000006,0.9900000000000002,0.0,0.8800000000000008,0.1861147694354357,17.231481481481495,-8.460000000000008
1_3_4,110,-1.0200000000000031,0.40000000000000036,1.2599999999999998,0.6400000000000006,0.0,1.3100000000000005,0.28625872078991943,14.279404761904743,1.0200000000000031
1_3_5,112,4.740000000000002,2.3000000000000007,5.51,-0.8000000000000007,0.0,-1.5200000000000014,-1.0374256016693963,-9.537354801435242,-4.740000000000002
1_3_5,114,-1.460000000000008,-1.5,-1.4699999999999989,0.9799999999999995,9.9,0.019999999999999574,0.1449391698658311,10.59351994834114,1.460000000000008
1_4_1,115,4.400000000000006,0.3999999999999999,1.5199999999999996,-1.2500000000000004,-6.4,0.7799999999999994,-0.5103136860721165,19.37722048066877,-4.400000000000006
1_4_1,116,-11.670000000000002,4.499999999999999,4.43,1.8899999999999997,0.0,1.9100000000000001,0.1317209648738218,7.989799472558133,11.670000000000002
1_4_1,117,-8.119999999999997,3.0999999999999996,2.34,1.75,0.0,-1.8599999999999994,0.2672743095839021,56.22158669342579,8.119999999999997
1_4_1,118,-39.92999999999999,6.999999999999999,11.950000000000001,5.1800000000000015,0.0,0.11000000000000121,0.43956767617317594,-18.105835543766574,39.92999999999999
1_4_1,119,-37.56,14.4,13.759999999999998,2.2200000000000006,0.0,2.9499999999999993,0.6398431378344376,3.9389544025157193,37.56
1_4_2,120,-13.54,3.1000000000000014,2.5700000000000003,0.7599999999999998,0.0,1.2699999999999996,0.149299503355536,106.41527472527471,13.54
1_4_2,121,-16.92,2.4000000000000004,2.66,0.7600000000000016,0.0,2.1099999999999994,0.20991271932919853,17.879923371647493,16.92
1_4_2,122,-18.950000000000003,3.1999999999999993,0.6399999999999988,3.0100000000000016,0.0,0.3899999999999988,0.03363204761596306,11.396268356535302,18.950000000000003
1_4_2,123,-28.08,6.7,6.62,1.7300000000000004,0.0,-1.3399999999999999,-1.9926682297299276,-44.53959131545338,28.08
1_4_2,124,-8.459999999999994,1.2,0.0,0.5200000000000005,0.0,0.0,0.35145916162714874,-19.639916405433638,8.459999999999994
1_4_2,125,0.0,0.0,0.0,1.33,0.0,1.2199999999999998,1.1005909868959298,17.95366931918656,-0.0
1_4_2,126,-1.019999999999996,0.40000000000000036,0.2900000000000009,0.8799999999999999,0.0,-0.1399999999999988,0.25363951545666197,-0.9046581972172021,1.019999999999996
1_4_2,127,-15.909999999999997,1.9000000000000004,4.49,4.17,0.0,0.2999999999999998,1.2402318732643671,17.933542319749236,15.909999999999997
1_4_3,128,-8.46,1.1999999999999993,2.110000000000001,1.8599999999999994,0.0,0.0,-0.10584435023759564,-24.265759225650328,8.46
1_4_3,129,-2.030000000000001,0.8000000000000007,2.619999999999999,3.4799999999999995,0.0,0.3100000000000005,0.4039709174100814,79.47828631138978,2.030000000000001
1_4_3,130,-4.060000000000002,1.5999999999999996,0.6300000000000008,2.5100000000000007,0.0,1.54,0.26645971323984385,22.685266457680285,4.060000000000002
1_4_3,131,-35.87,5.5,4.8,6.910000000000001,0.0,3.5999999999999996,0.6656881451370222,32.41762452107278,35.87
1_4_3,132,-32.15,8.2,11.520000000000001,4.959999999999999,0.0,1.75,-0.012524433285040715,22.8623124398392,32.15
1_4_4,133,-3.049999999999997,1.0999999999999996,1.1999999999999993,1.0500000000000007,0.0,0.10999999999999943,-0.3946228508527083,-4.530514504652444,3.049999999999997
1_4_4,134,8.46,-1.0999999999999996,0.0,-1.04,0.0,0.0,0.28376994764103625,-29.38539553752534,-8.46
1_4_4,135,-1.0200000000000102,0.39999999999999947,0.14999999999999858,2.66,0.0,-0.35999999999999943,0.7339289004508496,36.25170940170938,1.0200000000000102
1_4_4,136,-45.339999999999996,7.1000000000000005,9.77,8.36,0.0,7.16,0.629049423382892,8.860139860139867,45.339999999999996
1_4_4,137,5.420000000000002,0.0,1.1999999999999997,0.8900000000000006,0.0,1.4600000000000009,-0.010260340395487066,21.584291187739467,-5.420000000000002
1_4_4,138,-9.480000000000004,1.5999999999999996,4.0,2.4300000000000006,0.0,2.3599999999999994,0.5599348766757459,14.062377981495644,9.480000000000004
1_4_4,139,-32.47999999999999,6.4,5.660000000000001,4.98,0.0,2.5999999999999996,0.0635103520928948,34.12627257799673,32.47999999999999
1_4_4,140,10.489999999999995,-1.9000000000000001,-3.879999999999999,-0.8799999999999999,0.0,0.23000000000000043,0.4337608606873693,56.59811108431799,-10.489999999999995
1_4_5,142,-7.449999999999996,0.6999999999999993,1.9500000000000002,2.4899999999999993,0.0,2.0100000000000016,0.5882966693222911,0.9503042596348905,7.449999999999996
1_4_5,143,-1.0100000000000051,0.40000000000000036,3.7300000000000004,1.4499999999999993,0.0,1.9100000000000001,0.084748544162224,-25.241497796556246,1.0100000000000051
1_4_5,144,-9.480000000000004,1.5,3.4799999999999995,1.7999999999999998,0.0,1.0099999999999998,0.7213945306646523,9.312931034482773,9.480000000000004
1_4_5,145,-15.899999999999999,2.0,3.8900000000000006,4.52,0.0,1.0,0.2605260834984833,48.1718253968254,15.899999999999999
1_5_1,146,1.019999999999996,-0.3999999999999986,-0.29999999999999893,-0.5199999999999996,0.0,1.2699999999999996,0.7917136227244086,15.627661230960882,-1.019999999999996
1_5_1,147,7.440000000000005,-0.7999999999999989,0.08999999999999986,-2.25,0.0,0.40000000000000036,0.2077117235362511,-3.9731543319249454,-7.440000000000005
1_5_1,148,-3.049999999999997,1.0999999999999996,0.5700000000000003,-1.21,0.0,0.019999999999999574,-0.18772074869937372,7.561521620142315,3.049999999999997
1_5_2,149,7.439999999999998,-0.7999999999999998,0.2900000000000009,1.3399999999999999,0.0,1.4800000000000004,0.8608087883657656,1.5482734614313642,-7.439999999999998
1_5_2,150,22.33,-2.3999999999999995,-2.8000000000000007,-6.09,0.0,-1.6899999999999995,-1.1873667053878307,-24.89655172413792,-22.33
1_5_2,151,-15.900000000000006,2.0,-0.39999999999999947,1.21,0.0,1.1100000000000012,0.5982818380819963,0.9048174442190771,15.900000000000006
1_5_2,152,7.449999999999996,-0.8000000000000007,0.17999999999999972,0.7000000000000011,0.0,-0.3199999999999985,0.22642371952152018,15.521718307512913,-7.449999999999996
1_5_2,153,-5.069999999999997,2.0,2.360000000000003,-0.8200000000000003,0.0,0.13000000000000078,-0.17342372952338803,-26.133963685096887,5.069999999999997
1_5_2,154,-36.54,7.8,8.690000000000001,4.07,0.0,2.4299999999999997,0.780010511613443,13.243369071766637,36.54
1_5_3,155,-14.21,5.399999999999999,5.359999999999999,1.1600000000000001,0.0,1.0899999999999999,-0.29847296180485916,53.97463430446942,14.21
1_5_3,156,-7.439999999999998,0.7999999999999998,-0.25,1.9800000000000004,0.0,1.17,0.8526111784817014,47.200938133874246,7.439999999999998
1_5_3,157,-15.909999999999997,2.0,2.219999999999999,4.0600000000000005,0.0,1.6400000000000006,0.2905553181941407,37.91469688542824,15.909999999999997
1_5_3,158,-41.620000000000005,9.799999999999999,8.889999999999999,4.08,0.0,4.7700000000000005,1.0555913309097962,11.475412186379913,41.620000000000005
1_5_4,159,0.0,0.0,0.0,0.0,0.0,0.0,2.0712614059448242e-06,-17.477873563218395,-0.0
1_5_4,160,-6.089999999999996,2.4000000000000004,0.6199999999999974,2.620000000000001,0.0,0.9400000000000013,-0.06790956943544213,7.608306575457192,6.089999999999996
1_5_4,163,-31.129999999999995,7.800000000000001,9.02,2.7399999999999984,0.0,0.9599999999999991,0.04646814340005667,13.455594651653769,31.129999999999995
1_5_4,164,-26.39999999999999,3.8999999999999995,1.9800000000000004,3.080000000000001,0.0,1.8900000000000006,0.546819769233009,57.177667984189696,26.39999999999999
1_5_4,165,-3.049999999999997,1.1999999999999993,1.0299999999999976,0.35000000000000053,0.0,1.129999999999999,-0.2160910713716775,-4.909583197604974,3.049999999999997
1_5_5,166,2.3699999999999974,1.1000000000000014,2.1900000000000013,-0.8000000000000007,0.0,-0.4499999999999993,-0.19971084790846394,5.240564373897712,-2.3699999999999974
1_5_5,167,14.89,-1.6000000000000014,-2.4700000000000006,-2.26,0.0,-1.4299999999999997,-0.5769932832741946,29.44942528735632,-14.89
1_5_5,168,-10.490000000000002,1.8999999999999986,1.7000000000000028,-0.7000000000000011,0.0,0.22999999999999865,0.15665214425116414,-0.7488328562991171,10.490000000000002
1_6_1,169,-16.92,2.3000000000000007,1.67,0.6999999999999993,0.0,0.6600000000000001,0.49052185416318617,8.877777777777766,16.92
1_6_1,170,-24.02000000000001,5.1,4.950000000000001,2.0900000000000007,0.0,0.7200000000000006,0.22338730303182164,7.179208333333349,24.02000000000001
1_6_1,171,-9.810000000000002,5.899999999999999,5.199999999999999,2.120000000000001,0.0,-0.41999999999999993,0.7340979201486335,28.332471264367797,9.810000000000002
1_6_2,172,10.829999999999998,0.0,-2.1599999999999984,-2.549999999999999,0.0,-0.7200000000000006,-0.34413571435264423,22.678651583299256,-10.829999999999998
1_6_2,173,-38.919999999999995,6.699999999999999,4.91,4.17,0.0,2.6400000000000006,0.5224602737869799,41.55085995085997,38.919999999999995
1_6_2,174,-5.420000000000002,0.0,0.5099999999999998,-2.5200000000000005,0.0,-1.9499999999999993,2.6538887143135073,86.54926108374383,5.420000000000002
1_6_2,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0778483185436456,-29.59892473118279,-0.0
1_6_2,176,0.0,0.0,0.0,0.0,0.0,0.0,-0.012823827052488745,-1.0722988505746969,-0.0
1_6_3,177,-3.049999999999997,1.0999999999999996,-0.13000000000000078,0.46000000000000085,0.0,1.1600000000000001,0.4602887555210957,8.069232155082346,3.049999999999997
1_6_3,178,-20.97999999999999,3.9000000000000004,4.93,1.9799999999999995,0.0,1.6399999999999997,0.04890312704956168,-47.78277777777777,20.97999999999999
1_6_3,179,2.030000000000001,-0.8000000000000007,-0.8000000000000007,-1.2200000000000006,0.0,-0.3100000000000005,0.4650890514423902,-31.824231974921616,-2.030000000000001
1_6_3,180,-23.009999999999998,4.700000000000001,5.27,2.630000000000001,0.0,3.6900000000000013,0.9891687969402048,46.51650057324275,23.009999999999998
1_6_4,181,-4.560000000000002,1.7999999999999998,2.5600000000000005,2.049999999999999,0.0,2.4099999999999993,0.8335984101001443,44.68360507246376,4.560000000000002
1_6_4,182,-8.46,1.200000000000001,1.8999999999999986,1.9700000000000006,0.0,0.0,0.47085521316954093,12.746852764094115,8.46
1_6_4,183,-18.950000000000003,3.0999999999999996,2.66,4.93,0.0,-0.28999999999999915,1.008356344897658,3.973424433294184,18.950000000000003
1_6_4,184,8.800000000000004,0.6999999999999993,1.3200000000000003,-3.59,0.0,-1.33,-0.401832625335246,-43.16601689408708,-8.800000000000004
1_6_4,185,-7.449999999999996,0.8000000000000007,-0.25,2.4399999999999995,0.0,1.5500000000000007,0.2019722033292055,17.132381725803782,7.449999999999996
1_7_1,186,-25.709999999999994,7.8,7.320000000000002,1.4800000000000004,0.0,1.1600000000000001,-0.17064397098639805,-23.698841732979673,25.709999999999994
1_7_1,187,-20.639999999999993,5.8,6.59,2.5,0.0,1.870000000000001,0.3192910704155407,-25.365185185185226,20.639999999999993
1_7_1,188,-13.540000000000006,3.0999999999999996,3.9899999999999984,0.7600000000000007,0.0,0.7700000000000005,0.06752363315221421,20.25058053743399,13.540000000000006
1_7_1,189,3.0500000000000043,-1.0999999999999996,-2.1500000000000004,1.5700000000000003,0.0,0.7599999999999998,0.8001160892130792,-6.835183963042397,-3.0500000000000043
1_7_1,190,-7.450000000000003,0.7999999999999998,-0.23000000000000043,1.3200000000000003,0.0,2.12,0.4340515360876456,2.047049808429108,7.450000000000003
1_7_1,191,0.0,0.0,0.0,0.0,0.0,0.0,-0.13500733460698822,14.438752052545155,-0.0
1_7_1,192,0.0,0.0,0.0,0.0,0.0,0.0,0.05037159323692331,-17.827586206896555,-0.0
1_7_1,193,24.369999999999997,-3.0999999999999996,-2.9299999999999997,-1.0,0.0,-1.2700000000000005,-0.9001875569423037,1.0370689655172214,-24.369999999999997
1_7_2,194,-5.420000000000002,0.0,-0.8900000000000006,0.23000000000000043,0.0,-0.3100000000000005,-0.0006047780576512451,-0.4941145968369085,5.420000000000002
1_7_2,195,-3.049999999999997,1.0999999999999996,1.1999999999999993,-0.23000000000000043,0.0,0.9000000000000004,-0.08214713906383375,-26.02468765617192,3.049999999999997
1_7_2,196,-10.489999999999995,2.0,0.8000000000000007,3.0699999999999994,0.0,0.5900000000000007,0.4234101792249003,8.027703703703736,10.489999999999995
1_7_2,197,7.450000000000003,-0.8000000000000007,0.40000000000000036,-0.6899999999999995,0.0,-0.669999999999999,-0.14594373239076708,-20.82543589743591,-7.450000000000003
1_7_2,198,-0.5100000000000051,0.20000000000000018,0.1200000000000001,0.5800000000000001,0.0,-0.07000000000000028,-0.2065511789755421,-26.64532279314888,0.5100000000000051
1_7_3,199,-9.469999999999999,1.5999999999999996,-0.120000000000001,1.6199999999999992,0.0,-0.35999999999999943,0.5100199343527061,32.24489519945911,9.469999999999999
1_7_3,200,13.870000000000005,-1.200000000000001,-1.5299999999999994,-0.9000000000000004,0.0,0.5099999999999998,-0.8717236098918049,-16.405825496342743,-13.870000000000005
1_7_3,201,8.459999999999994,-1.0999999999999996,0.0,-1.1600000000000001,0.0,1.58,0.014751790091395378,21.37091954022989,-8.459999999999994
1_7_3,202,-2.030000000000001,0.7000000000000002,1.5700000000000003,1.1600000000000001,0.0,0.96,0.07876395641946754,-5.620017578554155,2.030000000000001
1_7_3,203,-36.89,5.8999999999999995,9.510000000000002,5.52,0.0,4.28,0.07800844301684506,15.996604774535854,36.89
