text_id,align_idx,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_10_1,0,Adv,185.18228498074456,146.0,305.1981664315938,60,2337
1_10_1,0,Ele,180.4199090449722,153.0,289.11012145748987,60,1979
1_10_1,1,Adv,188.69912280701755,158.0,284.1704095112285,60,1140
1_10_1,1,Ele,161.80701754385964,138.0,275.3134328358209,60,1140
1_10_1,2,Adv,160.03943089430894,139.0,266.37144790257105,60,2460
1_10_1,2,Ele,176.4531746031746,152.0,286.14028314028315,60,1260
1_10_2,3,Adv,225.36145833333333,182.0,311.73919308357347,60,960
1_10_2,3,Ele,199.13508771929824,164.5,297.1387434554974,60,1140
1_10_2,4,Adv,222.05057471264368,176.0,337.73426573426576,60,1740
1_10_2,4,Ele,212.37948717948717,175.0,309.05970149253733,60,1560
1_10_2,5,Adv,153.05833333333334,125.0,273.1933638443936,60,1560
1_10_2,5,Ele,152.9904761904762,112.0,276.0730397422127,60,1680
1_10_2,6,Adv,175.58055555555555,145.5,288.1869300911854,60,1080
1_10_2,6,Ele,188.33425925925926,159.0,288.51205673758864,60,1080
1_10_3,7,Adv,209.3766552231486,161.0,327.64313123561016,60,4078
1_10_3,7,Ele,164.5426282051282,146.0,273.6529850746269,60,3120
1_10_3,8,Adv,222.8130081300813,173.5,325.68033273915626,60,2460
1_10_3,8,Ele,155.67222222222222,134.5,267.2302452316076,60,1260
1_10_4,9,Adv,217.32319764590486,169.0,323.2107950401167,60,2039
1_10_4,9,Ele,183.99074074074073,159.0,288.82267441860466,60,1080
1_10_4,10,Adv,204.002688172043,164.0,307.2429149797571,60,1860
1_10_4,10,Ele,174.61646690984887,143.0,290.62359063313096,60,1919
1_10_4,11,Adv,141.34027777777777,131.0,248.81418092909536,60,1440
1_10_4,11,Ele,161.44907407407408,148.0,272.8716744913928,60,1080
1_10_4,12,Adv,169.22592746977907,149.0,272.83131720430106,60,2399
1_10_4,12,Ele,171.70925925925926,141.0,283.26782077393074,60,1620
1_10_4,13,Adv,151.98100972672535,132.0,264.6185483870968,60,2159
1_10_4,13,Ele,149.19684684684685,119.0,272.3824013157895,60,2220
1_10_5,14,Adv,205.28235294117647,169.0,308.83185840707966,60,1020
1_10_5,14,Ele,227.88645833333334,172.5,345.0646687697161,60,960
1_10_5,15,Adv,223.08859649122806,174.0,335.5158311345646,60,1140
1_10_5,15,Ele,184.78257575757576,155.0,295.29418886198545,60,1320
1_10_5,16,Adv,247.07096774193548,180.0,356.7950310559006,60,1860
1_10_5,16,Ele,196.9611111111111,159.0,309.29552889858235,60,1440
1_10_5,17,Adv,186.44358974358974,149.0,300.6222222222222,60,3120
1_10_5,17,Ele,160.71410256410257,131.0,282.3355855855856,60,1560
1_10_6,18,Adv,212.34345238095239,173.0,319.0849731663685,60,1680
1_10_6,18,Ele,210.865,172.0,311.23985239852396,60,1200
1_10_6,19,Adv,206.0252688172043,166.0,320.4071906354515,60,1860
1_10_6,19,Ele,182.54471955533097,150.0,297.5749588138386,60,1979
1_10_6,20,Adv,183.71315789473684,152.0,301.34244604316547,60,1140
1_10_6,20,Ele,165.59777571825765,128.0,292.43862520458265,60,1079
1_10_6,21,Adv,171.23444444444445,142.5,294.10496183206106,60,900
1_10_6,22,Adv,129.5236842105263,0.0,259.5026362038664,60,1140
1_10_6,22,Ele,131.79473684210527,80.0,253.36593591905566,60,1140
1_10_6,23,Adv,169.16354166666667,136.0,292.08093525179856,60,960
1_10_7,24,Adv,157.23904761904762,140.0,273.1199338296112,60,2100
1_10_7,24,Ele,190.23055555555555,162.5,274.4809619238477,60,720
1_10_7,25,Adv,192.00945945945946,154.5,306.66258992805757,60,2220
1_10_7,25,Ele,179.94375,151.0,284.82440230832646,60,1920
1_10_7,26,Adv,157.71,137.5,271.134670487106,60,1200
1_10_7,26,Ele,161.71,142.0,272.16269284712484,60,1200
1_10_7,27,Adv,123.51976744186047,0.0,248.96953125,60,2580
1_10_7,27,Ele,122.05625,0.0,244.3160967472894,60,2400
1_1_1,28,Adv,189.85,148.0,317.0457256461233,60,1680
1_1_1,28,Ele,174.88472222222222,149.0,283.91657271702366,60,1440
1_1_1,29,Adv,157.34133333333332,130.5,273.7958236658933,60,1500
1_1_1,29,Ele,150.09047619047618,137.0,253.5040214477212,60,1260
1_1_1,30,Adv,192.50066666666666,160.0,289.91064257028114,60,1500
1_1_1,30,Ele,133.80178571428573,130.0,237.86984126984126,60,1680
1_1_1,31,Adv,191.34803921568627,157.0,311.0358565737052,60,2040
1_1_1,31,Ele,164.19408602150537,139.0,281.21639042357276,60,1860
1_1_2,32,Adv,205.19333333333333,167.5,306.2587064676617,60,900
1_1_2,33,Adv,200.4212121212121,142.5,348.1,60,660
1_1_2,33,Ele,213.52272727272728,169.5,324.71198156682027,60,660
1_1_2,34,Adv,166.8311403508772,145.0,278.86730205278593,60,2280
1_1_2,34,Ele,180.67904761904762,149.0,292.54124903623745,60,2100
1_1_2,35,Adv,126.82142857142857,102.0,238.85650224215246,60,840
1_1_2,35,Ele,149.5011111111111,146.0,243.3110307414105,60,900
1_1_2,36,Adv,109.0921568627451,0.0,220.78174603174602,60,1020
1_1_2,36,Ele,110.68333333333334,0.0,222.9310954063604,60,1140
1_1_2,37,Adv,121.81018518518519,0.0,262.06175298804783,60,1080
1_1_2,37,Ele,103.97333333333333,0.0,222.8,60,300
1_1_3,38,Adv,198.04188694591298,155.0,316.63524057217165,60,2459
1_1_3,38,Ele,160.07166666666666,132.5,281.85766691122524,60,2400
1_1_3,39,Adv,208.5598570577725,163.0,320.9642529789184,60,1679
1_1_3,39,Ele,189.53636363636363,159.5,314.3065326633166,60,660
1_1_3,40,Adv,133.90490196078431,110.0,246.53971119133573,60,1020
1_1_3,40,Ele,141.61527777777778,114.5,246.28743961352657,60,720
