text_id,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,Adv,0.5463882808553628,0.38457652803502274,60,5939
1_10_1,Ele,0.5579908675799087,0.38744292237442923,60,4380
1_10_2,Adv,0.55,0.36891385767790263,60,5340
1_10_2,Ele,0.576007326007326,0.3641025641025641,60,5460
1_10_3,Adv,0.5729357798165138,0.34388379204892966,60,6540
1_10_3,Ele,0.5942922374429224,0.4041095890410959,60,4380
1_10_4,Adv,0.5564646464646464,0.3782828282828283,60,9900
1_10_4,Ele,0.5837121212121212,0.4092171717171717,60,7920
1_10_5,Adv,0.5561624649859944,0.34747899159663864,60,7140
1_10_5,Ele,0.5513257575757575,0.3816287878787879,60,5280
1_10_6,Adv,0.575,0.39348958333333334,60,7680
1_10_6,Ele,0.5637037037037037,0.4012962962962963,60,5400
1_10_7,Adv,0.6033333333333334,0.43493827160493825,60,8100
1_10_7,Ele,0.5939102564102564,0.41923076923076924,60,6240
1_1_1,Adv,0.5601190476190476,0.38705357142857144,60,6720
1_1_1,Ele,0.5567307692307693,0.4128205128205128,60,6240
1_1_2,Adv,0.5896755162241888,0.43967551622418877,60,6780
1_1_2,Ele,0.5709803921568627,0.4137254901960784,60,5100
1_1_3,Adv,0.5653100775193799,0.38275193798449614,60,5160
1_1_3,Ele,0.5915343915343916,0.4246031746031746,60,3780
1_1_4,Adv,0.5483516483516484,0.37051282051282053,60,5460
1_1_4,Ele,0.5656565656565656,0.38762626262626265,60,3960
1_1_5,Adv,0.5977777777777777,0.4513333333333333,60,4500
1_1_5,Ele,0.5635802469135802,0.39166666666666666,60,3240
1_1_6,Adv,0.5663911845730027,0.3955922865013774,60,7260
1_1_6,Ele,0.5454545454545454,0.3943722943722944,60,4620
1_1_7,Adv,0.5972636815920398,0.4052238805970149,60,8040
1_1_7,Ele,0.5726744186046512,0.4125968992248062,60,5160
1_2_1,Adv,0.5215384615384615,0.3696153846153846,60,7800
1_2_1,Ele,0.5185,0.37616666666666665,60,6000
1_2_2,Adv,0.5313333333333333,0.3668,60,7500
1_2_2,Ele,0.5384920634920635,0.37566137566137564,60,7560
1_2_3,Adv,0.5710144927536231,0.39710144927536234,60,8280
1_2_3,Ele,0.5479423868312757,0.34670781893004116,60,4860
1_2_4,Adv,0.581002331002331,0.42365967365967366,60,8580
1_2_4,Ele,0.6098333333333333,0.42933333333333334,60,6000
1_2_5,Adv,0.5563768115942029,0.3981159420289855,60,6900
1_2_5,Ele,0.5987951807228916,0.3748995983935743,60,4980
1_2_6,Adv,0.53681592039801,0.3527363184079602,60,4020
1_2_6,Ele,0.5784482758620689,0.41293103448275864,60,3480
1_3_1,Adv,0.5726337448559671,0.4094650205761317,60,4860
1_3_1,Ele,0.6001937984496124,0.4414728682170543,60,5160
1_3_2,Adv,0.5118421052631579,0.33771929824561403,60,4560
1_3_2,Ele,0.55,0.3564102564102564,60,3900
1_3_3,Adv,0.5731132075471698,0.3900943396226415,60,6360
