text_id,align_idx,level,mean_HigherPassFixation,median_HigherPassFixation,mean_nonzero_HigherPassFixation,n_subjects,n_rows
1_10_1,0,Adv,111.86410496719775,0.0,353.13313609467457,60,1067
1_10_1,0,Ele,91.25027808676307,0.0,300.4908424908425,60,899
1_10_1,1,Adv,81.12989323843416,0.0,281.45061728395063,60,562
1_10_1,1,Ele,84.94360086767895,0.0,270.06206896551726,59,461
1_10_1,2,Adv,66.68638497652582,0.0,270.04182509505705,60,1065
1_10_1,2,Ele,83.60069444444444,0.0,279.9651162790698,60,576
1_10_2,3,Adv,95.63864042933811,0.0,284.3723404255319,59,559
1_10_2,3,Ele,99.39458413926499,0.0,277.76756756756754,60,517
1_10_2,4,Adv,128.14214463840398,0.0,335.8496732026144,59,802
1_10_2,4,Ele,104.98500749625187,0.0,276.7786561264822,60,667
1_10_2,5,Adv,82.21234119782214,0.0,271.251497005988,60,551
1_10_2,5,Ele,75.68690095846645,0.0,320.13513513513516,60,626
1_10_2,6,Adv,87.70875763747455,0.0,253.3235294117647,60,491
1_10_2,6,Ele,101.96039603960396,0.0,264.05128205128204,60,505
1_10_3,7,Adv,120.83010882708585,0.0,327.627868852459,60,1654
1_10_3,7,Ele,73.94181536074477,0.0,268.48169014084505,60,1289
1_10_3,8,Adv,121.30201931518876,0.0,324.3262910798122,60,1139
1_10_3,8,Ele,85.05532786885246,0.0,269.52597402597405,60,488
1_10_4,9,Adv,116.46465696465697,0.0,332.459940652819,60,962
1_10_4,9,Ele,67.42616822429906,0.0,265.24264705882354,59,535
1_10_4,10,Adv,94.88331242158092,0.0,277.003663003663,60,797
1_10_4,10,Ele,86.16776750330251,0.0,316.6456310679612,60,757
1_10_4,11,Adv,52.47892074198988,0.0,227.15328467153284,60,593
1_10_4,11,Ele,78.33165829145729,0.0,247.42857142857142,58,398
1_10_4,12,Adv,60.54496402877698,0.0,256.96946564885496,60,1112
1_10_4,12,Ele,74.48300283286119,0.0,287.3497267759563,60,706
1_10_4,13,Adv,58.340884573894286,0.0,257.53333333333336,60,927
1_10_4,13,Ele,67.14206437291898,0.0,268.8666666666667,60,901
1_10_5,14,Adv,85.60792079207921,0.0,277.12820512820514,60,505
1_10_5,14,Ele,127.63838383838385,0.0,367.3313953488372,60,495
