text_id,align_idx,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
1_10_1,0,Adv,0.9747755451047456,1.0,1.6056338028169015,60,2339
1_10_1,0,Ele,0.9732323232323232,1.0,1.559061488673139,60,1980
1_10_1,1,Adv,0.9894736842105263,1.0,1.4900924702774108,60,1140
1_10_1,1,Ele,0.874561403508772,1.0,1.4880597014925374,60,1140
1_10_1,2,Adv,0.8398373983739837,1.0,1.3978349120433018,60,2460
1_10_1,2,Ele,0.9111111111111111,1.0,1.4774774774774775,60,1260
1_10_2,3,Adv,1.1770833333333333,1.0,1.6282420749279538,60,960
1_10_2,3,Ele,1.0201754385964912,1.0,1.5222513089005236,60,1140
1_10_2,4,Adv,1.0954022988505747,1.0,1.666083916083916,60,1740
1_10_2,4,Ele,1.0897435897435896,1.0,1.585820895522388,60,1560
1_10_2,5,Adv,0.8070512820512821,1.0,1.4405034324942791,60,1560
1_10_2,5,Ele,0.7988095238095239,1.0,1.4414607948442535,60,1680
1_10_2,6,Adv,0.9268518518518518,1.0,1.5212765957446808,60,1080
1_10_2,6,Ele,1.0203703703703704,1.0,1.5631205673758866,60,1080
1_10_3,7,Adv,1.0862745098039215,1.0,1.6993865030674846,60,4080
1_10_3,7,Ele,0.8778846153846154,1.0,1.4600213219616205,60,3120
1_10_3,8,Adv,1.1410569105691057,1.0,1.6678550207961973,60,2460
1_10_3,8,Ele,0.8341269841269842,1.0,1.4318801089918256,60,1260
1_10_4,9,Adv,1.1122549019607844,1.0,1.653790087463557,60,2040
1_10_4,9,Ele,0.937037037037037,1.0,1.4709302325581395,60,1080
1_10_4,10,Adv,1.0376344086021505,1.0,1.562753036437247,60,1860
1_10_4,10,Ele,0.9083333333333333,1.0,1.511265164644714,60,1920
1_10_4,11,Adv,0.7611111111111111,1.0,1.3398533007334963,60,1440
1_10_4,11,Ele,0.8342592592592593,1.0,1.410015649452269,60,1080
1_10_4,12,Adv,0.8775,1.0,1.414372061786434,60,2400
1_10_4,12,Ele,0.8697530864197531,1.0,1.434826883910387,60,1620
1_10_4,13,Adv,0.8013888888888889,1.0,1.394842868654311,60,2160
1_10_4,13,Ele,0.7707207207207207,1.0,1.4070723684210527,60,2220
1_10_5,14,Adv,1.05,1.0,1.579646017699115,60,1020
1_10_5,14,Ele,1.1552083333333334,1.0,1.749211356466877,60,960
1_10_5,15,Adv,1.1140350877192982,1.0,1.675461741424802,60,1140
1_10_5,15,Ele,0.9659090909090909,1.0,1.5435835351089588,60,1320
1_10_5,16,Adv,1.2661290322580645,1.0,1.828416149068323,60,1860
1_10_5,16,Ele,1.0270833333333333,1.0,1.612868047982552,60,1440
1_10_5,17,Adv,0.9698717948717949,1.0,1.5638242894056849,60,3120
1_10_5,17,Ele,0.8506410256410256,1.0,1.4943693693693694,60,1560
1_10_6,18,Adv,1.1238095238095238,1.0,1.6887298747763864,60,1680
1_10_6,18,Ele,1.075,1.0,1.5867158671586716,60,1200
