text_id,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_10_1,Adv,191.7541103397881,178.0,191.7541103397881,60,5474
1_10_1,Ele,188.3506876227898,177.0,188.3506876227898,60,4072
1_10_2,Adv,194.69656344410876,181.0,194.69656344410876,60,5296
1_10_2,Ele,191.96363293762954,177.0,191.96363293762954,60,5307
1_10_3,Adv,194.82787677856058,180.0,194.82787677856058,60,7239
1_10_3,Ele,187.2084432717678,176.0,187.2084432717678,60,3790
1_10_4,Adv,193.89443714410862,178.0,193.89443714410862,60,9132
1_10_4,Ele,194.9244503467611,180.0,194.9244503467611,60,6777
1_10_5,Adv,194.89316239316238,181.0,194.89316239316238,60,7722
1_10_5,Ele,192.1044315992293,179.0,192.1044315992293,60,5190
1_10_6,Adv,193.13321492007105,180.0,193.13321492007105,60,7319
1_10_6,Ele,195.33995901639344,178.0,195.33995901639344,60,4880
1_10_7,Adv,190.2778028592927,176.0,190.2778028592927,60,6645
1_10_7,Ele,188.2783064672752,175.0,188.2783064672752,60,5149
1_1_1,Adv,194.4934594168637,181.0,194.4934594168637,60,6345
1_1_1,Ele,188.38719689621726,175.0,188.38719689621726,60,5155
1_1_2,Adv,190.7574266447968,178.0,190.7574266447968,60,5487
1_1_2,Ele,191.30310880829015,178.0,191.30310880829015,60,4246
1_1_3,Adv,196.1877616105242,179.0,196.1877616105242,60,5017
1_1_3,Ele,193.3045540796964,181.0,193.3045540796964,60,3162
1_1_4,Adv,194.36703096539162,180.0,194.36703096539162,60,5490
1_1_4,Ele,187.47303664921466,177.0,187.47303664921466,60,3820
1_1_5,Adv,191.12574006202425,176.0,191.12574006202425,60,3547
1_1_5,Ele,187.13158789527373,176.0,187.13158789527373,60,2941
1_1_6,Adv,190.59094790777112,178.0,190.59094790777112,60,7026
1_1_6,Ele,190.16075,175.0,190.16075,60,4000
1_1_7,Adv,191.76907384740923,177.0,191.76907384740923,60,7353
1_1_7,Ele,188.45232558139534,177.0,188.45232558139534,60,4300
1_2_1,Adv,195.53803042433947,180.0,195.53803042433947,60,7494
1_2_1,Ele,193.91721666980953,180.0,193.91721666980953,60,5303
1_2_2,Adv,196.38576727572467,178.0,196.38576727572467,60,7279
1_2_2,Ele,197.21672588138836,179.0,197.21672588138836,60,7318
1_2_3,Adv,197.69249333163978,184.0,197.69249333163978,60,7873
1_2_3,Ele,199.83875502008033,181.0,199.83875502008033,60,4980
1_2_4,Adv,191.11955201727162,179.0,191.11955201727162,60,7411
1_2_4,Ele,190.44359318138288,174.0,190.44359318138288,60,5221
1_2_5,Adv,194.01055880441845,179.5,194.01055880441845,60,6156
1_2_5,Ele,192.58324800327668,176.0,192.58324800327668,60,4883
1_2_6,Adv,197.8736042876284,182.0,197.8736042876284,60,4478
1_2_6,Ele,193.6726962457338,179.0,193.6726962457338,60,2930
1_3_1,Adv,191.90255701451278,179.0,191.90255701451278,60,4341
1_3_1,Ele,191.48301886792453,177.0,191.48301886792453,60,3975
1_3_2,Adv,197.26779178527858,184.0,197.26779178527858,60,4918
1_3_2,Ele,197.0897529958425,185.0,197.0897529958425,60,4089
1_3_3,Adv,193.53391981052275,179.0,193.53391981052275,60,5911
1_3_3,Ele,192.82807176924825,178.0,192.82807176924825,60,4403
1_3_4,Adv,195.17701543739278,181.0,195.17701543739278,60,5830
1_3_4,Ele,188.0827897641746,174.0,188.0827897641746,60,3986
1_3_5,Adv,196.73809780848538,181.0,196.73809780848538,60,9263
1_3_5,Ele,195.6176715754376,181.0,195.6176715754376,60,3599
1_4_1,Adv,192.8083582089552,180.0,192.8083582089552,60,8375
1_4_1,Ele,191.22975464473123,177.0,191.22975464473123,60,7051
1_4_2,Adv,195.23111111111112,180.0,195.23111111111112,60,8550
1_4_2,Ele,188.95506607929516,176.0,188.95506607929516,60,6810
1_4_3,Adv,194.4034914824722,178.0,194.4034914824722,60,7103
1_4_3,Ele,191.98301805674978,180.0,191.98301805674978,60,4652
1_4_4,Adv,193.63056170726796,178.0,193.63056170726796,60,9934
1_4_4,Ele,194.8026259454831,180.0,194.8026259454831,60,7007
1_4_5,Adv,191.68062723302899,179.0,191.68062723302899,60,5038
1_4_5,Ele,189.64692529921584,175.0,189.64692529921584,60,4846
1_5_1,Adv,193.17063053097345,178.0,193.17063053097345,60,3616
1_5_1,Ele,186.3064761325631,176.0,186.3064761325631,60,3289
1_5_2,Adv,193.34354054409252,178.0,193.34354054409252,60,7609
1_5_2,Ele,192.39374425023,179.0,192.39374425023,60,6522
1_5_3,Adv,196.71886446886447,181.0,196.71886446886447,60,7644
1_5_3,Ele,191.31902802273171,177.0,191.31902802273171,60,5103
1_5_4,Adv,197.44801130627903,182.0,197.44801130627903,60,9906
1_5_4,Ele,195.8317411402157,182.0,195.8317411402157,60,6490
1_5_5,Adv,194.8598233995585,183.0,194.8598233995585,60,5436
1_5_5,Ele,196.57644211375555,180.0,196.57644211375555,60,4958
1_6_1,Adv,191.34033353922175,178.0,191.34033353922175,60,4857
1_6_1,Ele,196.4578668238067,180.0,196.4578668238067,60,3394
1_6_2,Adv,191.83288849347568,179.0,191.83288849347568,60,6744
1_6_2,Ele,188.7324683856134,175.0,188.7324683856134,60,6089
1_6_3,Adv,195.8886097152429,179.0,195.8886097152429,60,5970
1_6_3,Ele,199.73649015000905,179.0,199.73649015000905,60,5533
1_6_4,Adv,192.47452353169973,179.0,192.47452353169973,60,5142
1_6_4,Ele,186.85810276679842,175.0,186.85810276679842,60,5060
1_7_1,Adv,190.61827055055664,178.0,190.61827055055664,60,6557
1_7_1,Ele,187.83691124639537,176.0,187.83691124639537,60,6242
1_7_2,Adv,189.8611332801277,176.0,189.8611332801277,60,6265
1_7_2,Ele,188.89720332577477,176.0,188.89720332577477,60,6615
1_7_3,Adv,191.49704854836767,176.0,191.49704854836767,60,8301
1_7_3,Ele,192.0958103280286,177.0,192.0958103280286,60,6158
1_7_4,Adv,189.75756319933691,174.0,189.75756319933691,60,7239
1_7_4,Ele,189.55325783686197,176.0,189.55325783686197,60,6093
1_8_1,Adv,188.07690963118336,177.0,188.07690963118336,60,5721
1_8_1,Ele,184.06856931060045,171.0,184.06856931060045,60,5396
1_8_2,Adv,196.3376117350447,180.0,196.3376117350447,60,8726
1_8_2,Ele,193.53932095182822,179.0,193.53932095182822,60,6892
1_8_3,Adv,192.11604361370718,176.0,192.11604361370718,60,7704
1_8_3,Ele,192.4380786026201,179.0,192.4380786026201,60,5725
1_8_4,Adv,194.00733613950692,175.0,194.00733613950692,60,8315
1_8_4,Ele,190.59418243434058,178.0,190.59418243434058,60,7082
1_8_5,Adv,195.0834819257578,182.0,195.0834819257578,60,6169
1_8_5,Ele,190.9599919175591,177.0,190.9599919175591,60,4949
1_9_1,Adv,185.91318785578747,174.0,185.91318785578747,60,4216
1_9_1,Ele,185.2130017974835,173.0,185.2130017974835,60,3338
1_9_2,Adv,194.2176800472255,180.0,194.2176800472255,60,6776
1_9_2,Ele,194.9461655662773,180.0,194.9461655662773,60,5907
1_9_3,Adv,192.6044776119403,177.5,192.6044776119403,60,4154
1_9_3,Ele,184.89282265851304,174.0,184.89282265851304,60,3107
1_9_4,Adv,192.40864585257714,181.0,192.40864585257714,60,5413
1_9_4,Ele,191.0520151567344,176.0,191.0520151567344,60,5806
1_9_5,Adv,191.38126649076517,177.0,191.38126649076517,60,6064
1_9_5,Ele,191.4479216435738,176.0,191.4479216435738,60,4186
1_9_6,Adv,194.02817150956767,181.0,194.02817150956767,60,5644
1_9_6,Ele,192.5576170212766,177.0,192.5576170212766,60,5875
2_10_1,Adv,184.44636780588846,171.0,184.44636780588846,60,6759
2_10_1,Ele,192.193039049236,177.0,192.193039049236,60,5890
2_10_2,Adv,183.4456568557071,171.0,183.4456568557071,60,6965
2_10_2,Ele,196.17401292175163,180.0,196.17401292175163,60,6965
2_10_3,Adv,197.78268227330418,182.0,197.78268227330418,60,7091
2_10_3,Ele,187.56094786729858,173.0,187.56094786729858,60,5275
2_10_4,Adv,202.2322842851188,185.0,202.2322842851188,60,9596
2_10_4,Ele,187.80482772849186,174.0,187.80482772849186,59,4847
2_1_1,Adv,193.74450931331666,179.0,193.74450931331666,60,7194
2_1_1,Ele,180.3873290136789,170.0,180.3873290136789,60,5556
2_1_2,Adv,198.2925656176996,181.0,198.2925656176996,60,7277
2_1_2,Ele,184.34484159220148,172.0,184.34484159220148,60,4924
2_1_3,Adv,180.8051087984863,169.0,180.8051087984863,60,5285
2_1_3,Ele,189.8331635252165,175.0,189.8331635252165,60,3926
2_1_4,Adv,179.84457922668688,168.0,179.84457922668688,60,6595
2_1_4,Ele,191.96351321826523,179.0,191.96351321826523,60,4577
2_1_5,Adv,188.27766548762,175.0,188.27766548762,60,7916
2_1_5,Ele,198.08848187798273,181.0,198.08848187798273,60,7753
2_1_6,Adv,196.84593224245216,181.0,196.84593224245216,60,8678
2_1_6,Ele,182.87449528936742,170.0,182.87449528936742,60,5944
2_2_1,Adv,181.10212404418013,169.0,181.10212404418013,60,5885
2_2_1,Ele,194.29184549356222,179.0,194.29184549356222,60,6058
2_2_2,Adv,184.86235128565946,172.0,184.86235128565946,60,7817
2_2_2,Ele,194.50339147286823,179.5,194.50339147286823,60,8256
2_2_3,Adv,188.38955386289445,173.0,188.38955386289445,60,6433
2_2_3,Ele,198.66072874493926,182.0,198.66072874493926,60,6175
2_2_4,Adv,202.16591282894737,187.0,202.16591282894737,60,4864
2_2_4,Ele,186.7755681818182,174.0,186.7755681818182,60,3168
2_2_5,Adv,196.5756958587916,181.0,196.5756958587916,59,8838
2_2_5,Ele,181.130902461258,171.0,181.130902461258,60,5485
2_2_6,Adv,193.45617887801956,179.0,193.45617887801956,60,5009
2_2_6,Ele,184.88648376541656,173.0,184.88648376541656,60,3973
2_3_1,Adv,182.6215641609719,171.0,182.6215641609719,60,6585
2_3_1,Ele,190.16167494677077,177.0,190.16167494677077,60,7045
2_3_2,Adv,181.63503462426263,171.0,181.63503462426263,60,7798
2_3_2,Ele,192.08641571194764,176.0,192.08641571194764,60,6110
2_3_3,Adv,192.4424284717376,177.0,192.4424284717376,60,10031
2_3_3,Ele,183.6080142828804,171.0,183.6080142828804,60,5041
2_3_4,Adv,188.00649709704174,175.0,188.00649709704174,60,7234
2_3_4,Ele,197.55516698723554,182.0,197.55516698723554,60,5719
2_4_1,Adv,193.92216078264568,179.0,193.92216078264568,60,4702
2_4_1,Ele,183.0018587360595,172.0,183.0018587360595,60,3228
2_4_2,Adv,204.22755468494938,183.0,204.22755468494938,60,6126
2_4_2,Ele,185.28172464478197,171.0,185.28172464478197,60,4082
2_4_3,Adv,193.9042425854502,178.0,193.9042425854502,60,7519
2_4_3,Ele,185.7746451860376,174.0,185.7746451860376,60,5214
2_4_4,Adv,199.53616622402748,181.0,199.53616622402748,60,6401
2_4_4,Ele,187.95845170454547,173.0,187.95845170454547,60,5632
2_4_5,Adv,187.42182564750473,171.0,187.42182564750473,60,6332
2_4_5,Ele,195.1785773779777,178.0,195.1785773779777,60,6003
2_4_6,Adv,186.67925019526166,172.0,186.67925019526166,60,3841
2_4_6,Ele,191.1968145620023,176.0,191.1968145620023,60,5274
2_4_7,Adv,199.64637323460852,183.0,199.64637323460852,60,7293
2_4_7,Ele,187.45946547884188,175.0,187.45946547884188,60,4490
2_5_1,Adv,181.24992199687986,170.0,181.24992199687986,60,6410
2_5_1,Ele,190.64281752634497,177.0,190.64281752634497,60,5409
2_5_2,Adv,187.289156626506,174.0,187.289156626506,60,7968
2_5_2,Ele,195.50815558343788,180.0,195.50815558343788,60,5579
2_5_3,Adv,192.60923581809658,179.0,192.60923581809658,60,4266
2_5_3,Ele,181.16683831101957,170.0,181.16683831101957,60,3884
2_5_4,Adv,185.01209410205433,172.0,185.01209410205433,60,6036
2_5_4,Ele,196.53401236813386,181.0,196.53401236813386,60,5498
2_5_5,Adv,193.5119723799978,179.0,193.5119723799978,60,8979
2_5_5,Ele,182.69603986362443,171.0,182.69603986362443,60,3813
2_6_1,Adv,185.30096779311438,172.0,185.30096779311438,60,6303
2_6_1,Ele,195.39711701526286,181.0,195.39711701526286,60,7076
