text_id,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
1_10_1,Adv,0.9217039905708032,1.0,1.4976744186046511,60,5939
1_10_1,Ele,0.9296803652968036,1.0,1.5177040626164742,60,4380
1_10_2,Adv,0.9917602996254682,1.0,1.571513353115727,60,5340
1_10_2,Ele,0.971978021978022,1.0,1.5285138248847927,60,5460
1_10_3,Adv,1.1068807339449542,1.0,1.6870193428105338,60,6540
1_10_3,Ele,0.865296803652968,1.0,1.4521072796934866,60,4380
1_10_4,Adv,0.9224242424242424,1.0,1.4836718115353371,60,9900
1_10_4,Ele,0.8556818181818182,1.0,1.4483864073519983,60,7920
1_10_5,Adv,1.0815126050420167,1.0,1.6574372182871862,60,7140
1_10_5,Ele,0.9829545454545454,1.0,1.5895865237366003,60,5280
1_10_6,Adv,0.9529947916666667,1.0,1.5712752254186346,60,7680
1_10_6,Ele,0.9037037037037037,1.0,1.509433962264151,60,5400
1_10_7,Adv,0.8203703703703704,1.0,1.451824339086738,60,8100
1_10_7,Ele,0.8251602564102564,1.0,1.4208057395143487,60,6240
1_1_1,Adv,0.9441964285714286,1.0,1.540422432629279,60,6720
1_1_1,Ele,0.8261217948717948,1.0,1.4069323144104804,60,6240
1_1_2,Adv,0.8092920353982301,1.0,1.444327454593314,60,6780
1_1_2,Ele,0.8325490196078431,1.0,1.420066889632107,60,5100
1_1_3,Adv,0.9722868217054264,1.0,1.5751962323390896,60,5160
1_1_3,Ele,0.8365079365079365,1.0,1.4537931034482758,60,3780
1_1_4,Adv,1.0054945054945055,1.0,1.597323247017748,60,5460
1_1_4,Ele,0.9646464646464646,1.0,1.5752577319587628,60,3960
1_1_5,Adv,0.7882222222222223,1.0,1.4366140137707575,60,4500
1_1_5,Ele,0.907716049382716,1.0,1.4921359715880265,60,3240
1_1_6,Adv,0.9677685950413223,1.0,1.6011850501367366,60,7260
1_1_6,Ele,0.8658008658008658,1.0,1.4295925661186561,60,4620
1_1_7,Adv,0.9145522388059701,1.0,1.5376411543287327,60,8040
1_1_7,Ele,0.8333333333333334,1.0,1.418673705047839,60,5160
1_2_1,Adv,0.9607692307692308,1.0,1.5241000610128126,60,7800
1_2_1,Ele,0.8838333333333334,1.0,1.4167779855730698,60,6000
1_2_2,Adv,0.9705333333333334,1.0,1.532743735523268,60,7500
1_2_2,Ele,0.967989417989418,1.0,1.5504237288135594,60,7560
1_2_3,Adv,0.9508454106280193,1.0,1.5771233974358974,60,8280
1_2_3,Ele,1.0246913580246915,1.0,1.568503937007874,60,4860
1_2_4,Adv,0.8637529137529137,1.0,1.498685540950455,60,8580
1_2_4,Ele,0.8701666666666666,1.0,1.5248247663551402,60,6000
1_2_5,Adv,0.8921739130434783,1.0,1.4823019503973032,60,6900
1_2_5,Ele,0.9805220883534137,1.0,1.5685833601027948,60,4980
1_2_6,Adv,1.1139303482587064,1.0,1.7209838585703305,60,4020
1_2_6,Ele,0.8419540229885057,1.0,1.4341654429760156,60,3480
1_3_1,Adv,0.8932098765432098,1.0,1.5125435540069687,60,4860
1_3_1,Ele,0.7703488372093024,1.0,1.3792505204718946,60,5160
1_3_2,Adv,1.0785087719298245,1.0,1.628476821192053,60,4560
1_3_2,Ele,1.0484615384615386,1.0,1.6290836653386453,60,3900
1_3_3,Adv,0.9294025157232705,1.0,1.5238463521526167,60,6360
1_3_3,Ele,0.7724561403508772,1.0,1.407158836689038,60,5700
1_3_4,Adv,0.859882005899705,1.0,1.482706002034588,60,6780
1_3_4,Ele,0.8409282700421941,1.0,1.46976401179941,60,4740
1_3_5,Adv,0.9648958333333333,1.0,1.598998791645089,60,9600
1_3_5,Ele,0.8693236714975845,1.0,1.4798519736842106,60,4140
1_4_1,Adv,0.9005376344086021,1.0,1.5076507650765076,60,9300
1_4_1,Ele,0.9180989583333333,1.0,1.5114683815648446,60,7680
1_4_2,Adv,0.9018987341772152,1.0,1.4997368882652167,60,9480
1_4_2,Ele,0.8049645390070922,1.0,1.3639094732625676,60,8460
1_4_3,Adv,1.116823899371069,1.0,1.7405047782406273,60,6360
1_4_3,Ele,0.9455284552845529,1.0,1.5595038551793496,60,4920
1_4_4,Adv,1.041299790356394,1.0,1.6471563588128004,60,9540
1_4_4,Ele,0.9494579945799458,1.0,1.566510172143975,60,7380
1_4_5,Adv,0.9541666666666667,1.0,1.5444512568976088,60,5280
1_4_5,Ele,0.9391472868217055,1.0,1.5068407960199004,60,5160
