text_id,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
2_1_6,Adv,128.0152278177458,145.0,197.7856613560578,60,8340
2_1_6,Ele,113.9563725490196,129.5,183.43319305628617,60,6120
2_2_1,Adv,106.18828828828829,115.0,181.94340108052484,60,6660
2_2_1,Ele,118.58663522012579,134.0,194.6853381517811,60,6360
2_2_2,Adv,103.11078431372549,107.0,185.5266562132497,60,9180
2_2_2,Ele,118.90851063829787,132.0,195.4090909090909,60,8460
2_2_3,Adv,116.5140522875817,130.0,188.64179894179895,60,6120
2_2_3,Ele,136.33139534883722,148.0,200.01990332669888,60,5160
2_2_4,Adv,151.08779761904762,161.0,205.6948946515397,60,3360
2_2_4,Ele,120.99933333333334,138.0,185.29760081674323,60,3000
2_2_5,Adv,126.88398185724516,142.0,197.6266964119725,59,8378
2_2_5,Ele,104.66806853582554,115.0,180.63682795698924,60,6420
2_2_6,Adv,123.61468253968253,138.0,196.65972222222223,60,5040
2_2_6,Ele,110.50869565217391,125.0,185.1501416430595,60,4140
2_3_1,Adv,101.81370370370371,104.0,183.75467914438502,60,8100
2_3_1,Ele,117.07051282051282,133.0,191.71740499685072,60,7800
2_3_2,Adv,108.39591836734694,120.0,184.74434782608697,60,8820
2_3_2,Ele,122.5985576923077,138.0,193.57667004048582,60,6240
2_3_3,Adv,121.22952069716776,136.0,195.58646748681898,60,9180
2_3_3,Ele,105.45797872340425,112.0,183.29214175654855,60,5640
2_3_4,Adv,106.15719424460431,108.0,188.61333617383895,60,8340
2_3_4,Ele,123.25913978494624,136.0,198.8395490026019,60,5580
2_4_1,Adv,120.14146341463415,136.0,195.0811881188119,60,4920
2_4_1,Ele,103.65307692307692,110.5,184.4192518248175,60,3900
2_4_2,Adv,131.07549019607842,143.0,203.4342665855143,60,5100
2_4_2,Ele,112.84119047619048,125.0,185.130078125,60,4200
2_4_3,Adv,131.68547854785479,146.0,195.6875919568416,60,6060
2_4_3,Ele,118.10822784810127,135.0,186.79779779779778,60,4740
2_4_4,Adv,124.14539007092199,139.0,196.84565645206635,60,5640
2_4_4,Ele,118.5335294117647,135.0,184.53021978021977,60,5100
2_4_5,Adv,106.4337962962963,120.0,179.79431699687174,60,6480
2_4_5,Ele,122.0731182795699,137.0,193.8992314261315,60,5580
2_4_6,Adv,113.28432835820895,130.0,183.26076458752516,60,4020
2_4_6,Ele,125.89854166666667,144.0,192.3338637810312,60,4800
2_4_7,Adv,125.93231884057971,138.0,202.7848308051342,60,6900
2_4_7,Ele,109.38658536585366,121.0,188.1097518350227,60,4920
2_5_1,Adv,103.11679586563308,106.0,182.76253721089992,60,7740
2_5_1,Ele,116.21195286195287,132.0,191.05978411292554,60,5940
2_5_2,Adv,105.35010482180293,108.5,187.9985035540591,60,9540
2_5_2,Ele,114.24474474474475,124.0,196.70889348500518,60,6660
2_5_3,Adv,119.36319444444445,135.0,194.29125847776942,60,4320
