text_id,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_10_1,Adv,193.93170007423905,181.0,193.93170007423905,60,2694
1_10_1,Ele,190.3021694214876,179.0,190.3021694214876,60,1936
1_10_2,Adv,197.13483146067415,185.0,197.13483146067415,60,2403
1_10_2,Ele,194.14341252699785,181.0,194.14341252699785,60,2315
1_10_3,Adv,196.71213748657357,183.0,196.71213748657357,60,2793
1_10_3,Ele,189.50759707371975,181.0,189.50759707371975,60,1777
1_10_4,Adv,197.27670234570712,183.0,197.27670234570712,60,4391
1_10_4,Ele,197.6475583864119,184.0,197.6475583864119,60,3297
1_10_5,Adv,199.16188071946988,185.0,199.16188071946988,60,3169
1_10_5,Ele,194.95863233431828,182.0,194.95863233431828,60,2369
1_10_6,Adv,196.73008578431373,186.0,196.73008578431373,60,3264
1_10_6,Ele,201.55984719864176,184.0,201.55984719864176,60,2356
1_10_7,Adv,194.8222844693433,180.0,194.8222844693433,60,3213
1_10_7,Ele,191.97277032359906,180.0,191.97277032359906,60,2534
1_1_1,Adv,199.47225981055482,186.0,199.47225981055482,60,2956
1_1_1,Ele,189.80802603036875,177.5,189.80802603036875,60,2766
1_1_2,Adv,196.14557872034507,183.0,196.14557872034507,60,2782
1_1_2,Ele,194.9853747714808,181.0,194.9853747714808,60,2188
1_1_3,Adv,198.75925100312082,182.0,198.75925100312082,60,2243
1_1_3,Ele,195.6658031088083,184.0,195.6658031088083,60,1544
1_1_4,Adv,200.51297648012977,186.5,200.51297648012977,60,2466
1_1_4,Ele,189.26511627906976,181.0,189.26511627906976,60,1720
1_1_5,Adv,191.97458563535912,177.0,191.97458563535912,60,1810
1_1_5,Ele,189.05516265912306,178.0,189.05516265912306,60,1414
1_1_6,Adv,192.84529860228716,180.0,192.84529860228716,60,3148
1_1_6,Ele,192.7290476190476,177.0,192.7290476190476,60,2100
1_1_7,Adv,191.46417541692404,179.0,191.46417541692404,60,3238
1_1_7,Ele,192.6748299319728,180.0,192.6748299319728,60,2205
1_2_1,Adv,199.2181136120043,183.0,199.2181136120043,60,3732
1_2_1,Ele,197.85012114918658,186.0,197.85012114918658,60,2889
1_2_2,Adv,198.45689900426743,184.0,198.45689900426743,60,3515
1_2_2,Ele,199.1000286615076,185.0,199.1000286615076,60,3489
1_2_3,Adv,198.78068693693695,187.0,198.78068693693695,60,3552
1_2_3,Ele,200.74146563495677,182.0,200.74146563495677,60,2197
1_2_4,Adv,195.04394993045898,184.0,195.04394993045898,60,3595
1_2_4,Ele,191.01836821870995,176.0,191.01836821870995,60,2341
1_2_5,Adv,197.36491342698466,185.0,197.36491342698466,60,3061
1_2_5,Ele,194.30180180180182,178.0,194.30180180180182,60,1998
1_2_6,Adv,202.88023630504833,187.5,202.88023630504833,60,1862
1_2_6,Ele,197.01295160190867,183.0,197.01295160190867,60,1467
1_3_1,Adv,197.88348579682233,186.0,197.88348579682233,60,2077
1_3_1,Ele,196.11875908870576,183.0,196.11875908870576,60,2063
1_3_2,Adv,201.6078167115903,188.0,201.6078167115903,60,2226
1_3_2,Ele,201.8991452991453,189.0,201.8991452991453,60,1755
1_3_3,Adv,192.40184162062616,181.0,192.40184162062616,60,2715
1_3_3,Ele,193.31786339754817,182.0,193.31786339754817,60,2284
1_3_4,Adv,201.88440303657694,187.0,201.88440303657694,60,2898
1_3_4,Ele,190.77214541730672,178.0,190.77214541730672,60,1953
1_3_5,Adv,200.81564108850208,187.0,200.81564108850208,60,4079
1_3_5,Ele,194.1739380022962,180.0,194.1739380022962,60,1742
1_4_1,Adv,196.16558116232466,183.0,196.16558116232466,60,3992
1_4_1,Ele,193.23922868333835,181.0,193.23922868333835,60,3319
1_4_2,Adv,199.4861669425396,185.0,199.4861669425396,60,4229
1_4_2,Ele,191.23111235015332,179.0,191.23111235015332,60,3587
1_4_3,Adv,201.05095320623917,183.0,201.05095320623917,60,2885
1_4_3,Ele,196.02878716375648,185.0,196.02878716375648,60,2119
1_4_4,Adv,197.0009624639076,181.0,197.0009624639076,60,4156
1_4_4,Ele,197.34373973052908,183.0,197.34373973052908,60,3043
1_4_5,Adv,195.85231702035514,182.0,195.85231702035514,60,2309
1_4_5,Ele,193.78979400749063,178.0,193.78979400749063,60,2136
1_5_1,Adv,195.3684497816594,181.0,195.3684497816594,60,1832
1_5_1,Ele,191.47214076246334,182.0,191.47214076246334,60,1705
1_5_2,Adv,194.54572564612326,180.0,194.54572564612326,60,4024
1_5_2,Ele,194.4349224919567,182.0,194.4349224919567,60,3419
1_5_3,Adv,202.94124884650876,189.0,202.94124884650876,60,3251
1_5_3,Ele,192.26846770789362,180.0,192.26846770789362,60,2369
1_5_4,Adv,199.61056989771066,186.0,199.61056989771066,60,4106
1_5_4,Ele,196.58292955646664,185.0,196.58292955646664,60,2683
1_5_5,Adv,199.67688564476884,185.0,199.67688564476884,60,2055
1_5_5,Ele,201.67534311405583,184.0,201.67534311405583,60,2113
1_6_1,Adv,193.28433835845897,183.0,193.28433835845897,60,2388
1_6_1,Ele,191.83867141162514,181.0,191.83867141162514,60,1686
1_6_2,Adv,195.81337907375644,184.0,195.81337907375644,60,2915
1_6_2,Ele,192.0110701107011,180.0,192.0110701107011,60,2710
1_6_3,Adv,197.03417198648143,181.0,197.03417198648143,60,2663
1_6_3,Ele,196.05503412969284,182.0,196.05503412969284,60,2344
1_6_4,Adv,197.79627560521416,186.0,197.79627560521416,60,2685
1_6_4,Ele,189.2525442894836,178.0,189.2525442894836,60,2653
1_7_1,Adv,194.5031931878659,182.0,194.5031931878659,60,3758
1_7_1,Ele,188.96444823663253,178.0,188.96444823663253,60,3516
1_7_2,Adv,193.994482310938,183.0,193.994482310938,60,3081
1_7_2,Ele,189.736355226642,178.0,189.736355226642,60,3243
1_7_3,Adv,192.00640236394977,178.0,192.00640236394977,60,4061
1_7_3,Ele,194.33400335008375,182.0,194.33400335008375,60,2985
1_7_4,Adv,190.97955890263583,177.0,190.97955890263583,60,3718
1_7_4,Ele,191.58390517779165,180.0,191.58390517779165,60,3206
1_8_1,Adv,189.5304802955665,179.0,189.5304802955665,60,3248
1_8_1,Ele,185.34176349965824,173.0,185.34176349965824,60,2926
1_8_2,Adv,196.90408110215753,183.0,196.90408110215753,60,3847
1_8_2,Ele,195.09816152330924,182.0,195.09816152330924,60,3046
1_8_3,Adv,191.0202046706901,177.0,191.0202046706901,60,3811
1_8_3,Ele,196.74499151103566,184.0,196.74499151103566,60,2945
1_8_4,Adv,197.78964314462033,179.0,197.78964314462033,60,3727
1_8_4,Ele,194.87970353477766,183.0,194.87970353477766,60,3508
1_8_5,Adv,198.24875811998473,187.0,198.24875811998473,60,2617
1_8_5,Ele,193.49929676511954,180.0,193.49929676511954,60,2133
