text_id,align_idx,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,0,Adv,0.5438221462163317,0.39290294997862335,60,2339
1_10_1,0,Ele,0.545959595959596,0.37575757575757573,60,1980
1_10_1,1,Adv,0.5070175438596491,0.33596491228070174,60,1140
1_10_1,1,Ele,0.5956140350877193,0.41228070175438597,60,1140
1_10_1,2,Adv,0.5670731707317073,0.3991869918699187,60,2460
1_10_1,2,Ele,0.5428571428571428,0.38333333333333336,60,1260
1_10_2,3,Adv,0.41770833333333335,0.27708333333333335,60,960
1_10_2,3,Ele,0.5464912280701755,0.3298245614035088,60,1140
1_10_2,4,Adv,0.539080459770115,0.3425287356321839,60,1740
1_10_2,4,Ele,0.5724358974358974,0.3128205128205128,60,1560
1_10_2,5,Adv,0.6467948717948718,0.43974358974358974,60,1560
1_10_2,5,Ele,0.6273809523809524,0.44583333333333336,60,1680
1_10_2,6,Adv,0.5453703703703704,0.3907407407407407,60,1080
1_10_2,6,Ele,0.5324074074074074,0.3472222222222222,60,1080
1_10_3,7,Adv,0.5946078431372549,0.3607843137254902,60,4080
1_10_3,7,Ele,0.5868589743589744,0.39871794871794874,60,3120
1_10_3,8,Adv,0.5369918699186992,0.31585365853658537,60,2460
1_10_3,8,Ele,0.6126984126984127,0.4174603174603175,60,1260
1_10_4,9,Adv,0.5284313725490196,0.32745098039215687,60,2040
1_10_4,9,Ele,0.5046296296296297,0.362962962962963,60,1080
1_10_4,10,Adv,0.571505376344086,0.33602150537634407,60,1860
1_10_4,10,Ele,0.6057291666666667,0.39895833333333336,60,1920
1_10_4,11,Adv,0.5881944444444445,0.43194444444444446,60,1440
1_10_4,11,Ele,0.6314814814814815,0.4083333333333333,60,1080
1_10_4,12,Adv,0.5366666666666666,0.37958333333333333,60,2400
1_10_4,12,Ele,0.5641975308641975,0.39382716049382716,60,1620
1_10_4,13,Adv,0.5708333333333333,0.425462962962963,60,2160
1_10_4,13,Ele,0.5941441441441442,0.45225225225225224,60,2220
1_10_5,14,Adv,0.5049019607843137,0.3352941176470588,60,1020
1_10_5,14,Ele,0.484375,0.33958333333333335,60,960
1_10_5,15,Adv,0.5596491228070175,0.3350877192982456,60,1140
1_10_5,15,Ele,0.5621212121212121,0.37424242424242427,60,1320
1_10_5,16,Adv,0.5284946236559139,0.30752688172043013,60,1860
1_10_5,16,Ele,0.5395833333333333,0.36319444444444443,60,1440
1_10_5,17,Adv,0.5881410256410257,0.3798076923076923,60,3120
1_10_5,17,Ele,0.5942307692307692,0.4307692307692308,60,1560
1_10_6,18,Adv,0.5244047619047619,0.3345238095238095,60,1680
1_10_6,18,Ele,0.4766666666666667,0.3225,60,1200
1_10_6,19,Adv,0.6166666666666667,0.35698924731182796,60,1860
1_10_6,19,Ele,0.5797979797979798,0.38636363636363635,60,1980
1_10_6,20,Adv,0.5798245614035088,0.39035087719298245,60,1140
1_10_6,20,Ele,0.6064814814814815,0.43333333333333335,60,1080
1_10_6,21,Adv,0.5744444444444444,0.4177777777777778,60,900
1_10_6,22,Adv,0.6026315789473684,0.5008771929824561,60,1140
1_10_6,22,Ele,0.5868421052631579,0.47982456140350876,60,1140
1_10_6,23,Adv,0.5447916666666667,0.42083333333333334,60,960
1_10_7,24,Adv,0.5795238095238096,0.42428571428571427,60,2100
1_10_7,24,Ele,0.48055555555555557,0.30694444444444446,60,720
