text_id,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
1_10_1,Adv,127.29584105068193,135.0,206.84268125854993,60,5939
1_10_1,Ele,126.53904109589041,138.0,206.57510249720463,60,4380
1_10_2,Adv,135.1385767790262,144.0,214.13649851632047,60,5340
1_10_2,Ele,131.97234432234433,140.0,207.53715437788017,60,5460
1_10_3,Adv,140.62996941896026,145.0,214.33698438592404,60,6540
1_10_3,Ele,122.10091324200913,134.0,204.90498084291187,60,4380
1_10_4,Adv,134.84333333333333,139.0,216.88854589764418,60,9900
1_10_4,Ele,127.15138888888889,131.0,215.22526180807864,60,7920
1_10_5,Adv,142.0421568627451,147.0,217.68212062674394,60,7140
1_10_5,Ele,131.1278409090909,140.0,212.05359877488516,60,5280
1_10_6,Adv,128.82799479166667,136.0,212.40854443967368,60,7680
1_10_6,Ele,129.78203703703704,132.5,216.77172904423136,60,5400
1_10_7,Adv,116.78506172839506,117.0,206.6766440900153,60,8100
1_10_7,Ele,119.42307692307692,124.0,205.6291390728477,60,6240
1_1_1,Adv,132.59285714285716,141.0,216.32046613255645,60,6720
1_1_1,Ele,120.67836538461539,131.0,205.52210698689956,60,6240
1_1_2,Adv,118.73805309734513,121.0,211.90944985522506,60,6780
1_1_2,Ele,122.30294117647058,128.0,208.6103678929766,60,5100
1_1_3,Adv,134.0641472868217,140.0,217.19654631083202,60,5160
1_1_3,Ele,118.64788359788359,121.5,206.20183908045976,60,3780
1_1_4,Adv,136.42307692307693,143.0,216.72097759674133,60,5460
1_1_4,Ele,124.59949494949495,137.0,203.46969072164947,60,3960
1_1_5,Adv,114.22533333333334,110.0,208.18712029161603,60,4500
1_1_5,Ele,122.48148148148148,133.0,201.33942161339422,60,3240
1_1_6,Adv,126.45234159779615,134.0,209.2169553327256,60,7260
1_1_6,Ele,124.35151515151514,136.0,205.3266619013581,60,4620
1_1_7,Adv,120.73432835820896,130.0,202.99121706398995,60,8040
1_1_7,Ele,119.50872093023256,130.0,203.4526558891455,60,5160
1_2_1,Adv,138.84166666666667,145.0,220.2491356518202,60,7800
1_2_1,Ele,133.29666666666665,143.0,213.6735239113011,60,6000
1_2_2,Adv,138.796,144.0,219.1977258370183,60,7500
1_2_2,Ele,133.880291005291,141.0,214.4353813559322,60,7560
1_2_3,Adv,129.76159420289855,138.0,215.22956730769232,60,8280
1_2_3,Ele,142.49423868312758,149.0,218.1171653543307,60,4860
1_2_4,Adv,119.6434731934732,124.0,207.5917087967644,60,8580
1_2_4,Ele,118.3495,120.0,207.38814252336448,60,6000
1_2_5,Adv,126.9836231884058,134.0,210.97688418011077,60,6900
1_2_5,Ele,127.80722891566265,136.0,204.4587214905236,60,4980
1_2_6,Adv,144.84303482587066,149.0,223.77747886241352,60,4020
1_2_6,Ele,124.45,130.0,211.98531571218797,60,3480
1_3_1,Adv,125.57078189300411,134.0,212.6390243902439,60,4860
1_3_1,Ele,115.56143410852714,119.0,206.90388619014573,60,5160
1_3_2,Adv,144.85679824561404,151.0,218.72417218543046,60,4560
1_3_2,Ele,139.17897435897436,147.0,216.25418326693227,60,3900
1_3_3,Adv,129.7380503144654,137.0,212.71822634699666,60,6360
1_3_3,Ele,116.78929824561403,107.5,212.75135826142537,60,5700
1_3_4,Adv,125.79174041297935,131.0,216.90437436419126,60,6780
1_3_4,Ele,118.03016877637131,120.0,206.29166666666666,60,4740
1_3_5,Adv,130.55541666666667,137.0,216.3528396340411,60,9600
1_3_5,Ele,127.12729468599034,131.0,216.40912828947367,60,4140
1_4_1,Adv,126.08118279569892,132.0,211.0810081008101,60,9300
1_4_1,Ele,124.71653645833334,134.0,205.32111468381564,60,7680
1_4_2,Adv,131.6782700421941,136.0,218.96333976495353,60,9480
1_4_2,Ele,121.58510638297872,127.0,206.01041458041257,60,8460
1_4_3,Adv,141.59025157232705,142.0,220.6601323205097,60,6360
1_4_3,Ele,124.63739837398374,135.5,205.570231310761,60,4920
1_4_4,Adv,134.9248427672956,140.0,213.42778975294314,60,9540
1_4_4,Ele,127.66165311653117,135.0,210.6288844176168,60,7380
1_4_5,Adv,129.83352272727274,140.0,210.15358675659104,60,5280
1_4_5,Ele,128.7,135.0,206.4962686567164,60,5160
1_5_1,Adv,122.57476851851852,123.0,212.74527922860585,60,4320
1_5_1,Ele,113.92391304347827,111.5,205.1522401043932,60,4140
1_5_2,Adv,123.27727272727273,128.0,211.8040163629602,60,9240
1_5_2,Ele,120.41791044776119,126.0,207.84886217260626,60,8040
1_5_3,Adv,148.22507246376813,154.0,221.85531453362256,60,6900
1_5_3,Ele,132.7984674329502,139.0,211.6019536019536,60,5220
1_5_4,Adv,138.52735042735043,145.0,217.69912693082605,60,9360
1_5_4,Ele,130.4689393939394,140.0,212.30152859960552,60,6600
1_5_5,Adv,138.0454732510288,145.0,220.3287356321839,60,4860
1_5_5,Ele,150.6225352112676,152.0,223.26096033402922,60,4260
1_6_1,Adv,131.47771317829458,137.0,215.37301587301587,60,5160
1_6_1,Ele,126.9551912568306,129.0,213.0472260430995,60,3660
1_6_2,Adv,129.1783625730994,137.0,210.07608178792202,60,6840
1_6_2,Ele,126.8309968847352,137.0,206.66370558375635,60,6420
1_6_3,Adv,134.7055,139.0,215.58628967724727,60,6000
1_6_3,Ele,134.4440074906367,141.0,212.7833432128038,60,5340
1_6_4,Adv,119.65455974842767,123.0,209.35433287482806,60,6360
1_6_4,Ele,115.66794871794872,119.0,205.3978372225384,60,6240
1_7_1,Adv,113.58388157894737,104.0,209.86324959481362,60,9120
1_7_1,Ele,116.76281094527363,122.0,202.32176724137932,60,8040
1_7_2,Adv,112.52997512437811,111.0,203.22124887690924,60,8040
1_7_2,Ele,117.09551282051282,121.0,201.31033722724268,60,7800
1_7_3,Adv,131.19650900900902,137.0,210.2553690669554,60,8880
1_7_3,Ele,120.57052341597796,127.0,206.30261607353287,60,7260
1_7_4,Adv,115.00801282051282,112.0,209.75740452065472,60,9360
1_7_4,Ele,112.68532338308458,104.0,206.1410693970421,60,8040
1_8_1,Adv,112.76927083333334,112.0,201.73957605404146,60,7680
1_8_1,Ele,110.405,106.0,198.03587443946188,60,7200
1_8_2,Adv,140.58320802005014,144.0,216.99303675048355,60,7980
1_8_2,Ele,135.08633633633633,143.0,212.28763567720623,60,6660
1_8_3,Adv,120.65112612612613,125.5,207.4713400464756,60,8880
1_8_3,Ele,116.36028268551237,116.0,207.8911616161616,60,7075
1_8_4,Adv,130.6934988179669,136.5,212.99691774224618,60,8460
1_8_4,Ele,118.33900966183575,124.0,205.5479337109293,60,8280
1_8_5,Adv,134.65892255892257,143.0,214.38595550790671,60,5940
1_8_5,Ele,131.87621951219512,140.0,206.634076433121,60,4920
1_9_1,Adv,117.16117424242424,122.0,203.69147184721766,60,5280
1_9_1,Ele,119.22071428571428,128.0,198.85901509134234,60,4200
1_9_2,Adv,134.2472972972973,140.0,215.02813852813853,60,6660
1_9_2,Ele,133.6833622183709,143.0,211.56143719144268,60,5770
1_9_3,Adv,128.762441314554,134.0,210.89119569396385,60,4260
1_9_3,Ele,118.04913793103448,125.0,201.27927486526212,60,3480
1_9_4,Adv,131.57659176029964,140.0,209.86230585424133,60,5340
1_9_4,Ele,129.7018315018315,139.0,205.32676138011018,60,5460
1_9_5,Adv,124.825,132.0,211.46823529411765,60,7200
1_9_5,Ele,130.18911111111112,138.0,211.95767004341533,60,4500
1_9_6,Adv,118.90068870523416,120.0,209.72278911564626,60,7260
1_9_6,Ele,121.8769647696477,127.0,208.35116979383832,60,7380
2_10_1,Adv,112.65852130325814,100.5,206.57513786764707,60,7980
2_10_1,Ele,131.08,135.0,216.23566378633151,60,6300
2_10_2,Adv,120.14034411915767,125.0,203.84596949891068,60,7788
2_10_2,Ele,140.88053097345133,145.0,221.15536003704563,60,6780
2_10_3,Adv,139.841452991453,141.5,225.88288080994016,60,7020
