text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_3_4,109,Adv,187.23549107142858,174.0,187.23549107142858,60,896
1_3_4,110,Adv,197.34757074212493,184.0,197.34757074212493,59,1873
1_3_4,110,Ele,187.05297651556526,173.0,187.05297651556526,59,1831
1_3_5,111,Adv,190.87637362637363,178.0,190.87637362637363,60,1456
1_3_5,112,Adv,199.7002849002849,183.0,199.7002849002849,60,1755
1_3_5,112,Ele,198.42222222222222,180.0,198.42222222222222,60,1080
1_3_5,113,Adv,203.8418891170431,183.0,203.8418891170431,60,974
1_3_5,114,Adv,196.03249310752264,181.0,196.03249310752264,60,5078
1_3_5,114,Ele,194.4152441445018,181.0,194.4152441445018,60,2519
1_4_1,115,Adv,192.70992366412213,179.5,192.70992366412213,60,1048
1_4_1,115,Ele,185.63426853707415,174.0,185.63426853707415,60,998
1_4_1,116,Adv,197.2235401459854,183.0,197.2235401459854,60,1096
1_4_1,116,Ele,194.3068181818182,181.0,194.3068181818182,60,968
1_4_1,117,Adv,190.68099395567495,178.0,190.68099395567495,60,2978
1_4_1,117,Ele,189.79168704156478,176.0,189.79168704156478,60,2045
1_4_1,119,Adv,193.3000307408546,180.0,193.3000307408546,59,3253
1_4_1,119,Ele,193.05427631578948,179.0,193.05427631578948,60,3040
1_4_2,120,Adv,202.7473431607816,186.0,202.7473431607816,60,2917
1_4_2,120,Ele,191.85051546391753,178.0,191.85051546391753,60,1746
1_4_2,121,Adv,199.30769230769232,182.0,199.30769230769232,60,910
1_4_2,121,Ele,193.2779827798278,180.0,193.2779827798278,60,813
1_4_2,122,Adv,192.1424384525205,180.0,192.1424384525205,60,1706
1_4_2,122,Ele,184.37198391420912,173.0,184.37198391420912,60,1492
1_4_2,123,Adv,184.62642045454547,171.0,184.62642045454547,60,704
1_4_2,123,Ele,191.39444444444445,171.0,191.39444444444445,60,360
1_4_2,124,Adv,182.16059957173448,170.0,182.16059957173448,59,467
1_4_2,124,Ele,185.1149012567325,177.0,185.1149012567325,60,557
1_4_2,125,Adv,191.31578947368422,180.0,191.31578947368422,60,646
1_4_2,125,Ele,192.40887480190173,182.0,192.40887480190173,60,631
1_4_2,126,Adv,189.44401544401543,175.0,189.44401544401543,60,777
1_4_2,126,Ele,192.2689912826899,175.0,192.2689912826899,60,803
1_4_2,127,Adv,195.77541371158392,177.0,195.77541371158392,59,423
1_4_2,127,Ele,175.93627450980392,162.0,175.93627450980392,59,408
1_4_3,128,Adv,188.73517786561266,174.0,188.73517786561266,60,1265
1_4_3,128,Ele,192.14318529862175,181.0,192.14318529862175,60,1306
