text_id,align_idx,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
1_10_1,0,Adv,125.06626763574177,133.0,206.00704225352112,60,2339
1_10_1,0,Ele,130.34747474747473,143.0,208.80906148867314,60,1980
1_10_1,1,Adv,141.0078947368421,147.0,212.35006605019814,60,1140
1_10_1,1,Ele,118.09122807017543,127.0,200.9313432835821,60,1140
1_10_1,2,Adv,123.06138211382114,126.0,204.82476319350474,60,2460
1_10_1,2,Ele,128.19761904761904,138.0,207.8880308880309,60,1260
1_10_2,3,Adv,157.94270833333334,159.0,218.47982708933716,60,960
1_10_2,3,Ele,140.78333333333333,152.0,210.0693717277487,60,1140
1_10_2,4,Adv,146.60172413793103,158.0,222.97814685314685,60,1740
1_10_2,4,Ele,148.3929487179487,154.0,215.94496268656715,60,1560
1_10_2,5,Adv,113.28782051282052,112.0,202.20709382151028,60,1560
1_10_2,5,Ele,113.70535714285714,103.0,205.1825993555317,60,1680
1_10_2,6,Adv,127.96203703703704,134.0,210.02887537993922,60,1080
1_10_2,6,Ele,127.36851851851851,141.0,195.1177304964539,60,1080
1_10_3,7,Adv,137.26397058823528,142.0,214.73811349693253,60,4080
1_10_3,7,Ele,125.17532051282052,137.0,208.18070362473347,60,3120
1_10_3,8,Adv,146.21260162601627,151.0,213.71538918597741,60,2460
1_10_3,8,Ele,114.48809523809524,128.0,196.5326975476839,60,1260
1_10_4,9,Adv,150.1377450980392,151.5,223.23688046647231,60,2040
1_10_4,9,Ele,143.09074074074073,151.0,224.61918604651163,60,1080
1_10_4,10,Adv,148.5989247311828,148.0,223.8008097165992,60,1860
1_10_4,10,Ele,130.5828125,134.0,217.26083188908146,60,1920
1_10_4,11,Adv,113.25138888888888,120.5,199.36674816625916,60,1440
1_10_4,11,Ele,121.7537037037037,138.0,205.7809076682316,60,1080
1_10_4,12,Adv,135.06666666666666,139.0,217.70315648085963,60,2400
1_10_4,12,Ele,130.5222222222222,129.5,215.32179226069246,60,1620
1_10_4,13,Adv,122.7,123.0,213.56325543916196,60,2160
1_10_4,13,Ele,116.5954954954955,110.0,212.86348684210526,60,2220
1_10_5,14,Adv,153.07450980392156,153.5,230.2890855457227,60,1020
1_10_5,14,Ele,147.5125,156.0,223.3627760252366,60,960
1_10_5,15,Adv,151.0701754385965,152.5,227.20316622691294,60,1140
1_10_5,15,Ele,131.125,144.0,209.54600484261502,60,1320
1_10_5,16,Adv,152.5274193548387,159.0,220.26475155279502,60,1860
1_10_5,16,Ele,134.575,143.5,211.32824427480915,60,1440
1_10_5,17,Adv,128.88589743589745,134.0,207.81602067183462,60,3120
1_10_5,17,Ele,117.86538461538461,119.5,207.0608108108108,60,1560
1_10_6,18,Adv,140.10238095238094,149.0,210.52951699463327,60,1680
1_10_6,18,Ele,149.06083333333333,155.0,220.0159901599016,60,1200
1_10_6,19,Adv,133.18279569892474,143.0,207.12374581939798,60,1860
1_10_6,19,Ele,131.57323232323233,135.5,214.4156378600823,60,1980
1_10_6,20,Adv,130.8280701754386,141.0,214.5956834532374,60,1140
1_10_6,20,Ele,125.67962962962963,124.0,221.78758169934642,60,1080
1_10_6,21,Adv,131.57666666666665,128.5,225.99045801526717,60,900
1_10_6,22,Adv,108.48070175438596,0.0,217.3427065026362,60,1140
1_10_6,22,Ele,110.2640350877193,74.0,211.97470489038787,60,1140
1_10_6,23,Adv,119.87083333333334,125.0,206.97122302158274,60,960
1_10_7,24,Adv,121.23761904761905,128.0,210.58643507030604,60,2100
1_10_7,24,Ele,144.4611111111111,154.5,208.44088176352705,60,720
1_10_7,25,Adv,133.2972972972973,138.0,212.89208633093526,60,2220
1_10_7,25,Ele,131.86979166666666,138.0,208.73042044517726,60,1920
1_10_7,26,Adv,120.20833333333333,121.0,206.66189111747852,60,1200
1_10_7,26,Ele,123.76833333333333,132.0,208.30575035063114,60,1200
1_10_7,27,Adv,97.36046511627907,0.0,196.2421875,60,2580
1_10_7,27,Ele,99.78166666666667,0.0,199.7297748123436,60,2400
1_1_1,28,Adv,134.21488095238095,136.0,224.1361829025845,60,1680
1_1_1,28,Ele,129.55625,140.5,210.32807215332582,60,1440
1_1_1,29,Adv,117.32866666666666,122.0,204.16821345707658,60,1500
1_1_1,29,Ele,118.25,129.0,199.72520107238606,60,1260
1_1_1,30,Adv,139.76,150.0,210.48192771084337,60,1500
1_1_1,30,Ele,115.03928571428571,120.5,204.5142857142857,60,1680
1_1_1,31,Adv,137.2107843137255,147.0,223.0358565737052,60,2040
1_1_1,31,Ele,120.54354838709678,132.0,206.45580110497238,60,1860
1_1_2,32,Adv,147.76777777777778,156.0,220.54892205638475,60,900
1_1_2,33,Adv,127.77424242424243,124.0,221.92368421052632,60,660
1_1_2,33,Ele,143.54545454545453,155.0,218.29493087557603,60,660
1_1_2,34,Adv,126.21008771929824,135.0,210.96700879765396,60,2280
1_1_2,34,Ele,130.77761904761905,137.0,211.74479568234386,60,2100
1_1_2,35,Adv,108.93571428571428,94.0,205.17040358744396,60,840
1_1_2,35,Ele,124.07333333333334,133.0,201.9276672694394,60,900
1_1_2,36,Adv,96.81274509803922,0.0,195.93055555555554,60,1020
1_1_2,36,Ele,100.05964912280702,0.0,201.53356890459364,60,1140
1_1_2,37,Adv,101.58148148148148,0.0,218.5418326693227,60,1080
1_1_2,37,Ele,95.46,0.0,204.55714285714285,60,300
1_1_3,38,Adv,138.1691056910569,143.0,220.85510071474982,60,2460
1_1_3,38,Ele,116.84458333333333,117.0,205.74247982391782,60,2400
1_1_3,39,Adv,142.70535714285714,147.0,219.5467032967033,60,1680
1_1_3,39,Ele,128.00454545454545,145.0,212.26884422110552,60,660
1_1_3,40,Adv,109.93137254901961,108.0,202.40072202166064,60,1020
1_1_3,40,Ele,116.08194444444445,111.5,201.8816425120773,60,720
1_1_4,41,Adv,150.81954022988506,152.5,223.72208013640238,60,1740
1_1_4,41,Ele,129.50802469135803,145.5,203.8901846452867,60,1620
1_1_4,42,Adv,126.31388888888888,135.0,205.7601809954751,60,1440
1_1_4,42,Ele,117.81287878787879,130.0,201.1811125485123,60,1320
1_1_4,43,Adv,150.6359649122807,155.0,228.05444887118193,60,1140
1_1_4,43,Ele,125.58627450980393,132.0,205.6147672552167,60,1020
1_1_4,44,Adv,113.00614035087719,112.0,205.46570972886764,60,1140
1_1_5,45,Adv,138.49583333333334,145.0,227.27521367521368,60,960
1_1_5,45,Ele,132.00520833333334,146.0,203.08493589743588,60,960
1_1_5,46,Adv,98.26521739130435,34.0,195.96242774566474,60,1380
1_1_5,46,Ele,117.18444444444444,126.0,200.88761904761904,60,900
1_1_5,47,Adv,95.84333333333333,0.0,201.06993006993008,60,600
1_1_5,48,Adv,120.47820512820513,127.0,207.4459161147903,60,1560
1_1_5,48,Ele,119.31086956521739,126.0,200.3029197080292,60,1380
1_1_6,49,Adv,137.01923076923077,144.0,219.90740740740742,60,1560
1_1_6,50,Adv,120.1574074074074,130.0,199.64615384615385,60,1080
1_1_6,51,Adv,137.38958333333332,145.0,208.91341077085534,60,1440
1_1_6,51,Ele,137.2474358974359,152.0,203.9104761904762,60,1560
1_1_6,52,Adv,118.45377358490566,121.5,207.08246289169873,60,3180
1_1_6,52,Ele,117.77712418300653,119.0,206.17734553775745,60,3060
1_1_7,53,Adv,144.70416666666668,159.0,211.11854103343464,60,480
1_1_7,53,Ele,145.81041666666667,159.0,206.45722713864308,60,480
1_1_7,54,Adv,106.21410256410256,99.5,193.11655011655012,60,780
1_1_7,55,Adv,106.14583333333333,87.0,204.20841683366734,60,960
1_1_7,55,Ele,102.26041666666667,76.0,200.3469387755102,60,960
1_1_7,56,Adv,124.271875,128.0,203.93333333333334,60,960
1_1_7,56,Ele,131.25648148148147,148.0,204.85115606936415,60,1080
1_1_7,57,Adv,132.94916666666666,143.0,201.43813131313132,60,1200
1_1_7,57,Ele,129.5975,145.0,203.0248041775457,60,1200
