text_id,level,RegRateFirstPass,RegRateTotal,n_subjects,n_rows
1_10_1,Adv,0.22828507795100222,0.18572150193635292,60,5939
1_10_1,Ele,0.22107438016528927,0.18835616438356165,60,4380
1_10_2,Adv,0.25925925925925924,0.2254681647940075,60,5340
1_10_2,Ele,0.30280777537796977,0.23076923076923078,60,5460
1_10_3,Adv,0.28177586824203366,0.2542813455657492,60,6540
1_10_3,Ele,0.23353967360720315,0.18356164383561643,60,4380
1_10_4,Adv,0.26668184923707583,0.1998989898989899,60,9900
1_10_4,Ele,0.2799514710342736,0.18446969696969698,60,7920
1_10_5,Adv,0.24992111076049228,0.2323529411764706,60,7140
1_10_5,Ele,0.23427606585056987,0.20606060606060606,60,5280
1_10_6,Adv,0.25183823529411764,0.21145833333333333,60,7680
1_10_6,Ele,0.2597623089983022,0.18925925925925927,60,5400
1_10_7,Adv,0.2405851229380641,0.1734567901234568,60,8100
1_10_7,Ele,0.23599052880820837,0.1733974358974359,60,6240
1_1_1,Adv,0.2412043301759134,0.19806547619047618,60,6720
1_1_1,Ele,0.20354302241503977,0.1564102564102564,60,6240
1_1_2,Adv,0.22501797268152407,0.15117994100294985,60,6780
1_1_2,Ele,0.21709323583180987,0.15823529411764706,60,5100
1_1_3,Adv,0.26482389656709765,0.21220930232558138,60,5160
1_1_3,Ele,0.25,0.18465608465608466,60,3780
1_1_4,Adv,0.23479318734793186,0.210989010989011,60,5460
1_1_4,Ele,0.23895348837209301,0.20732323232323233,60,3960
1_1_5,Adv,0.25082872928176797,0.16444444444444445,60,4500
1_1_5,Ele,0.22418670438472418,0.1904320987654321,60,3240
1_1_6,Adv,0.2391994917407878,0.2100550964187328,60,7260
1_1_6,Ele,0.2042857142857143,0.17597402597402598,60,4620
1_1_7,Adv,0.2461395923409512,0.2064676616915423,60,8040
1_1_7,Ele,0.2072562358276644,0.1631782945736434,60,5160
1_2_1,Adv,0.2023043944265809,0.16448717948717947,60,7800
1_2_1,Ele,0.20976116303219106,0.1625,60,6000
1_2_2,Adv,0.22532005689900428,0.19506666666666667,60,7500
1_2_2,Ele,0.2066494697621095,0.18505291005291005,60,7560
1_2_3,Adv,0.23451576576576577,0.20615942028985507,60,8280
1_2_3,Ele,0.2485207100591716,0.23477366255144033,60,4860
1_2_4,Adv,0.24506258692628652,0.18904428904428905,60,8580
1_2_4,Ele,0.2584365655702691,0.19133333333333333,60,6000
1_2_5,Adv,0.21790264619405422,0.1743478260869565,60,6900
1_2_5,Ele,0.2932932932932933,0.23654618473895583,60,4980
1_2_6,Adv,0.261546723952739,0.23208955223880598,60,4020
1_2_6,Ele,0.250852079072938,0.17787356321839082,60,3480
1_3_1,Adv,0.25565719788155994,0.19032921810699588,60,4860
1_3_1,Ele,0.22733882695104218,0.16705426356589148,60,5160
1_3_2,Adv,0.25112309074573225,0.2475877192982456,60,4560
1_3_2,Ele,0.26837606837606837,0.24051282051282052,60,3900
1_3_3,Adv,0.2574585635359116,0.19323899371069184,60,6360
1_3_3,Ele,0.22985989492119088,0.15035087719298246,60,5700
1_3_4,Adv,0.20082815734989648,0.16430678466076695,60,6780
1_3_4,Ele,0.23348694316436253,0.18438818565400844,60,4740
1_3_5,Adv,0.22211326305467027,0.18916666666666668,60,9600
1_3_5,Ele,0.21814006888633755,0.16328502415458937,60,4140
1_4_1,Adv,0.2402304609218437,0.1889247311827957,60,9300
1_4_1,Ele,0.2570051220247062,0.20559895833333333,60,7680
1_4_2,Adv,0.23504374556632773,0.1768987341772152,60,9480
1_4_2,Ele,0.2422637301366044,0.1673758865248227,60,8460
1_4_3,Adv,0.2561525129982669,0.2408805031446541,60,6360
1_4_3,Ele,0.24445493157149598,0.21402439024390243,60,4920
1_4_4,Adv,0.3077478344562079,0.26048218029350106,60,9540
1_4_4,Ele,0.29477489319750244,0.2388888888888889,60,7380
1_4_5,Adv,0.26331745344304897,0.21174242424242423,60,5280
1_4_5,Ele,0.272940074906367,0.2189922480620155,60,5160
1_5_1,Adv,0.22434497816593887,0.16597222222222222,60,4320
1_5_1,Ele,0.23636363636363636,0.16304347826086957,60,4140
1_5_2,Adv,0.22291252485089463,0.15963203463203463,60,9240
1_5_2,Ele,0.22228721848493713,0.1654228855721393,60,8040
1_5_3,Adv,0.25038449707782223,0.23405797101449274,60,6900
1_5_3,Ele,0.2596032081046855,0.20229885057471264,60,5220
1_5_4,Adv,0.270823185582075,0.24572649572649571,60,9360
1_5_4,Ele,0.271710771524413,0.2390909090909091,60,6600
1_5_5,Adv,0.23357664233576642,0.22407407407407406,60,4860
1_5_5,Ele,0.23710364410790347,0.25023474178403754,60,4260
1_6_1,Adv,0.22906197654941374,0.187984496124031,60,5160
