text_id,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_10_1,Adv,175.43961596766044,145.0,285.13139885026004,60,5937
1_10_1,Ele,174.43297556519752,149.0,284.80313199105143,60,4379
1_10_2,Adv,193.0923220973783,159.0,305.96824925816026,60,5340
1_10_2,Ele,186.58443223443223,155.0,293.4190668202765,60,5460
1_10_3,Adv,214.43224227592535,166.0,326.8729307530893,60,6538
1_10_3,Ele,161.99086757990867,143.0,271.84674329501917,60,4380
1_10_4,Adv,177.85157118318682,151.0,286.1178478543563,60,9897
1_10_4,Ele,166.37833059729763,141.0,281.6481402308679,60,7919
1_10_5,Adv,210.77941176470588,165.0,323.0231809401159,60,7140
1_10_5,Ele,188.82992424242425,153.0,305.3666156202144,60,5280
1_10_6,Adv,184.05494791666666,150.0,303.46543580936026,60,7680
1_10_6,Ele,174.73508706928493,142.0,291.9281956050758,60,5398
1_10_7,Adv,156.09827160493828,130.0,276.24994537906923,60,8100
1_10_7,Ele,155.35977564102564,132.0,267.50689845474614,60,6240
1_1_1,Adv,183.64002976190477,151.0,299.6020878854091,60,6720
1_1_1,Ele,155.63076923076923,139.0,265.0480349344978,60,6240
1_1_2,Adv,154.37846607669616,129.0,275.51618847065015,60,6780
1_1_2,Ele,159.26921568627452,138.0,271.66321070234113,60,5100
1_1_3,Adv,188.78247382706476,152.0,305.91894439208295,60,5158
1_1_3,Ele,161.70079365079366,133.0,281.0248275862069,60,3780
1_1_4,Adv,195.4349816849817,158.0,310.4669770148385,60,5460
1_1_4,Ele,180.845202020202,149.5,295.3183505154639,60,3960
1_1_5,Adv,149.68704156479217,118.0,272.8695299837925,60,4499
1_1_5,Ele,169.86234567901235,143.0,279.2257737189244,60,3240
1_1_6,Adv,181.47518610421835,147.5,300.4155636695573,60,7254
1_1_6,Ele,164.641341991342,144.0,271.85239456754823,60,4620
1_1_7,Adv,174.39897984573278,142.0,293.26757322175735,60,8038
1_1_7,Ele,157.04360465116278,141.0,267.3523589574398,60,5160
1_2_1,Adv,187.45864854468522,156.0,297.39422294548416,60,7799
1_2_1,Ele,171.3905,152.0,274.73764360138927,60,6000
1_2_2,Adv,188.90037343291544,156.0,298.37265641457765,60,7498
1_2_2,Ele,186.92578383384046,152.0,299.42191142191143,60,7559
1_2_3,Adv,187.975,153.0,311.7854567307692,60,8280
1_2_3,Ele,202.562281243566,166.0,310.1655107187894,60,4857
1_2_4,Adv,164.5564751136496,136.0,285.5440938511327,60,8579
1_2_4,Ele,164.98616436072678,130.0,289.14753140520014,60,5999
1_2_5,Adv,173.09115942028984,147.0,287.58222971346015,60,6900
1_2_5,Ele,186.98613622664254,148.0,299.2379421221865,60,4977
1_2_6,Adv,220.41741293532337,169.0,340.53727901614144,60,4020
1_2_6,Ele,163.06350574712644,142.0,277.7586882036221,60,3480
1_3_1,Adv,171.40925925925927,142.0,290.2609756097561,60,4860
1_3_1,Ele,147.50872093023256,127.5,264.10305343511453,60,5160
