text_id,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_1,Adv,213.03637713437269,189.0,213.03637713437269,60,2694
1_10_1,Ele,209.06869834710744,185.5,209.06869834710744,60,1936
1_10_2,Adv,217.35955056179776,192.0,217.35955056179776,60,2403
1_10_2,Ele,210.91792656587472,189.0,210.91792656587472,60,2315
1_10_3,Adv,218.8843537414966,191.0,218.8843537414966,60,2793
1_10_3,Ele,207.96060776589758,187.0,207.96060776589758,60,1777
1_10_4,Adv,221.72648599407879,192.0,221.72648599407879,60,4391
1_10_4,Ele,218.75007582650895,193.0,218.75007582650895,60,3297
1_10_5,Adv,223.34237929946354,197.0,223.34237929946354,60,3169
1_10_5,Ele,214.5846348670325,190.0,214.5846348670325,60,2369
1_10_6,Adv,217.15042892156862,194.0,217.15042892156862,60,3264
1_10_6,Ele,223.82173174872665,193.0,223.82173174872665,60,2356
1_10_7,Adv,208.99844382197324,185.0,208.99844382197324,60,3213
1_10_7,Ele,209.04498816101025,189.0,209.04498816101025,60,2534
1_1_1,Adv,221.281799729364,197.0,221.281799729364,60,2956
1_1_1,Ele,208.89696312364424,187.0,208.89696312364424,60,2766
1_1_2,Adv,215.68583752695903,191.0,215.68583752695903,60,2782
1_1_2,Ele,212.67001828153565,188.0,212.67001828153565,60,2188
1_1_3,Adv,224.43334819438252,190.0,224.43334819438252,60,2243
1_1_3,Ele,211.27396373056996,190.0,211.27396373056996,60,1544
1_1_4,Adv,225.12246553122466,197.0,225.12246553122466,60,2466
1_1_4,Ele,205.28372093023256,188.0,205.28372093023256,60,1720
1_1_5,Adv,211.4292817679558,183.5,211.4292817679558,60,1810
1_1_5,Ele,204.79490806223478,184.0,204.79490806223478,60,1414
1_1_6,Adv,212.31416772554002,189.0,212.31416772554002,60,3148
1_1_6,Ele,208.98666666666668,186.0,208.98666666666668,60,2100
1_1_7,Adv,206.4326744904262,184.0,206.4326744904262,60,3238
1_1_7,Ele,206.1124716553288,186.0,206.1124716553288,60,2205
1_2_1,Adv,225.29581993569133,196.0,225.29581993569133,60,3732
1_2_1,Ele,216.9373485635168,196.0,216.9373485635168,60,2889
1_2_2,Adv,220.60512091038407,193.0,220.60512091038407,60,3515
1_2_2,Ele,219.40899971338493,195.0,219.40899971338493,60,3489
1_2_3,Adv,217.61908783783784,194.0,217.61908783783784,60,3552
1_2_3,Ele,218.32407828857532,189.0,218.32407828857532,60,2197
1_2_4,Adv,211.54075104311545,191.0,211.54075104311545,60,3595
1_2_4,Ele,209.17812900469886,186.0,209.17812900469886,60,2341
1_2_5,Adv,213.0075138843515,191.0,213.0075138843515,60,3061
1_2_5,Ele,208.87487487487488,184.0,208.87487487487488,60,1998
1_2_6,Adv,228.83512352309344,200.0,228.83512352309344,60,1862
1_2_6,Ele,213.8173142467621,193.0,213.8173142467621,60,1467
1_3_1,Adv,218.83293211362542,194.0,218.83293211362542,60,2077
1_3_1,Ele,209.2937469704314,189.0,209.2937469704314,60,2063
1_3_2,Adv,223.25696316262355,199.0,223.25696316262355,60,2226
1_3_2,Ele,223.15783475783476,197.0,223.15783475783476,60,1755
1_3_3,Adv,216.57348066298343,190.0,216.57348066298343,60,2715
1_3_3,Ele,216.2880910683012,189.5,216.2880910683012,60,2284
1_3_4,Adv,222.59730848861284,197.0,222.59730848861284,60,2898
1_3_4,Ele,209.13517665130567,186.0,209.13517665130567,60,1953
1_3_5,Adv,221.71708752145133,194.0,221.71708752145133,60,4079
1_3_5,Ele,221.67508610792194,185.0,221.67508610792194,60,1742
1_4_1,Adv,215.24323647294588,193.0,215.24323647294588,60,3992
1_4_1,Ele,208.42663452847242,188.0,208.42663452847242,60,3319
1_4_2,Adv,223.05627807992434,196.0,223.05627807992434,60,4229
1_4_2,Ele,207.8541957067187,187.0,207.8541957067187,60,3587
1_4_3,Adv,229.3889081455806,196.0,229.3889081455806,60,2885
1_4_3,Ele,211.06512505899008,190.0,211.06512505899008,60,2119
1_4_4,Adv,217.62415784408086,190.0,217.62415784408086,60,4156
1_4_4,Ele,212.57246138678934,190.0,212.57246138678934,60,3043
1_4_5,Adv,214.30922477262885,190.0,214.30922477262885,60,2309
1_4_5,Ele,213.51732209737827,186.0,213.51732209737827,60,2136
1_5_1,Adv,215.9197598253275,191.0,215.9197598253275,60,1832
1_5_1,Ele,208.56070381231672,190.0,208.56070381231672,60,1705
1_5_2,Adv,214.7837972166998,188.0,214.7837972166998,60,4024
1_5_2,Ele,209.61041240128694,189.0,209.61041240128694,60,3419
1_5_3,Adv,226.52414641648724,201.0,226.52414641648724,60,3251
1_5_3,Ele,214.63275643731532,188.0,214.63275643731532,60,2369
1_5_4,Adv,223.52313687286897,197.0,223.52313687286897,60,4106
1_5_4,Ele,213.30115542303392,191.0,213.30115542303392,60,2683
1_5_5,Adv,226.70997566909975,199.0,226.70997566909975,60,2055
1_5_5,Ele,231.13061997160435,198.0,231.13061997160435,60,2113
1_6_1,Adv,219.80108877721943,191.0,219.80108877721943,60,2388
1_6_1,Ele,213.34697508896798,189.0,213.34697508896798,60,1686
1_6_2,Adv,214.67581475128645,190.0,214.67581475128645,60,2915
1_6_2,Ele,212.10221402214023,186.0,212.10221402214023,60,2710
1_6_3,Adv,219.7761922643635,188.0,219.7761922643635,60,2663
1_6_3,Ele,214.18856655290102,190.0,214.18856655290102,60,2344
1_6_4,Adv,214.36648044692737,193.0,214.36648044692737,60,2685
1_6_4,Ele,210.1929890689785,187.0,210.1929890689785,60,2653
1_7_1,Adv,212.3637573177222,190.0,212.3637573177222,60,3758
1_7_1,Ele,205.79635949943116,185.0,205.79635949943116,60,3516
1_7_2,Adv,206.06556312885428,188.0,206.06556312885428,60,3081
1_7_2,Ele,203.74005550416283,183.0,203.74005550416283,60,3243
1_7_3,Adv,211.9236641221374,186.0,211.9236641221374,60,4061
1_7_3,Ele,209.40301507537689,188.0,209.40301507537689,60,2985
1_7_4,Adv,210.97740720817643,187.0,210.97740720817643,60,3718
1_7_4,Ele,208.3162819713038,188.0,208.3162819713038,60,3206
1_8_1,Adv,204.79464285714286,184.0,204.79464285714286,60,3248
1_8_1,Ele,201.87081339712918,178.0,201.87081339712918,60,2926
1_8_2,Adv,222.72654016116454,192.0,222.72654016116454,60,3847
1_8_2,Ele,217.03578463558765,191.0,217.03578463558765,60,3046
1_8_3,Adv,209.50354237732878,186.0,209.50354237732878,60,3811
1_8_3,Ele,212.9100169779287,190.0,212.9100169779287,60,2945
1_8_4,Adv,218.00214649852427,189.0,218.00214649852427,60,3727
1_8_4,Ele,208.93899657924743,189.0,208.93899657924743,60,3508
1_8_5,Adv,218.83874665647687,196.0,218.83874665647687,60,2617
1_8_5,Ele,211.7876230661041,187.0,211.7876230661041,60,2133
1_9_1,Adv,206.19536842105262,186.0,206.19536842105262,60,2375
1_9_1,Ele,199.08329075114972,180.0,199.08329075114972,60,1957
1_9_2,Adv,219.32428621783575,190.0,219.32428621783575,60,2837
1_9_2,Ele,212.22822946760215,186.0,212.22822946760215,60,2423
1_9_3,Adv,214.4093851132686,183.0,214.4093851132686,60,1854
1_9_3,Ele,205.1484653818701,183.0,205.1484653818701,60,1401
1_9_4,Adv,213.01730257320318,190.0,213.01730257320318,60,2254
1_9_4,Ele,209.74444444444444,185.0,209.74444444444444,60,2250
1_9_5,Adv,214.8108964206525,190.0,214.8108964206525,60,3157
1_9_5,Ele,214.75563345017525,188.0,214.75563345017525,60,1997
1_9_6,Adv,209.16559865092748,186.0,209.16559865092748,60,2965
1_9_6,Ele,211.06383647798742,187.0,211.06383647798742,60,3180
2_10_1,Adv,213.19126213592233,185.0,213.19126213592233,60,3090
2_10_1,Ele,221.43430656934308,192.0,221.43430656934308,60,2740
2_10_2,Adv,208.69115815691157,186.0,208.69115815691157,60,3212
2_10_2,Ele,224.18577460214354,195.0,224.18577460214354,60,3079
2_10_3,Adv,231.22489705416535,198.0,231.22489705416535,60,3157
2_10_3,Ele,208.08856235107228,181.0,208.08856235107228,60,2518
2_10_4,Adv,243.1947494033413,203.0,243.1947494033413,60,4190
2_10_4,Ele,212.5744292237443,183.0,212.5744292237443,59,2190
2_1_1,Adv,222.47076023391813,197.0,222.47076023391813,60,3420
2_1_1,Ele,199.17579992644355,179.0,199.17579992644355,60,2719
2_1_2,Adv,226.71055825242718,195.0,226.71055825242718,60,3296
2_1_2,Ele,202.91346598796852,181.0,202.91346598796852,60,2161
2_1_3,Adv,201.87176423735565,182.0,201.87176423735565,60,2511
2_1_3,Ele,213.31702011963023,190.0,213.31702011963023,60,1839
2_1_4,Adv,195.32439607114415,178.0,195.32439607114415,60,3767
2_1_4,Ele,218.2077922077922,192.0,218.2077922077922,60,2464
2_1_5,Adv,208.3859343214182,187.0,208.3859343214182,60,3441
2_1_5,Ele,226.47245508982036,200.0,226.47245508982036,60,3340
2_1_6,Adv,230.17748704023697,198.0,230.17748704023697,60,4051
2_1_6,Ele,201.0952743902439,178.0,201.0952743902439,60,2624
2_2_1,Adv,204.52063150340868,180.0,204.52063150340868,60,2787
2_2_1,Ele,223.53544709654435,191.0,223.53544709654435,60,2807
2_2_2,Adv,208.53795093795094,183.0,208.53795093795094,60,3465
2_2_2,Ele,219.04488430443268,189.0,219.04488430443268,60,3587
2_2_3,Adv,211.16362916006338,187.0,211.16362916006338,60,2524
2_2_3,Ele,228.29871741828714,197.0,228.29871741828714,60,2417
2_2_4,Adv,239.16695059625212,203.0,239.16695059625212,60,1761
2_2_4,Ele,202.47345132743362,180.0,202.47345132743362,60,1356
2_2_5,Adv,227.04246170384306,196.0,227.04246170384306,59,3721
2_2_5,Ele,192.4953231292517,177.0,192.4953231292517,60,2352
2_2_6,Adv,221.08491379310345,191.0,221.08491379310345,60,2320
2_2_6,Ele,200.94426852438252,181.0,200.94426852438252,60,1579
2_3_1,Adv,203.9300218681662,182.0,203.9300218681662,60,3201
2_3_1,Ele,214.13191613278974,189.0,214.13191613278974,60,3434
2_3_2,Adv,208.05446740005365,185.0,208.05446740005365,60,3727
2_3_2,Ele,221.5819189470038,190.0,221.5819189470038,60,2887
2_3_3,Adv,220.79313099041534,192.0,220.79313099041534,60,3756
2_3_3,Ele,199.05091743119266,177.0,199.05091743119266,60,2180
2_3_4,Adv,216.91270319084887,191.0,216.91270319084887,60,3322
