pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,n_bootstraps,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
mean_nonzero_TF,ARI,Adv,0.1614795502458124,0.1682386918365761,0.0400845592688716,0.0323527300174812,200,0.16266591417169005,0.16856400043109304,0.1074025964851563,0.10835232613298075,0.06729114416479377,0.07429669788173374,0.13269521210579457,0.146509859604005,*,*,ns,ns
mean_nonzero_TF,CAREC,Adv,0.1893196572803893,0.1826013322797347,0.0158283917641842,0.020033100860907,200,0.18842514946749872,0.18137121911777931,0.08928659362791454,0.11103108918830269,0.07612830744604235,0.08140071003185965,0.15012171407085315,0.160518662853873,*,*,ns,ns
mean_nonzero_TF,CAREC_M,Adv,0.2513427488390882,0.2334408988365019,0.0012542343281289,0.002793175363323,200,0.24891451862783406,0.23066837105957932,0.020502279348716925,0.04293076159024178,0.07173053769614755,0.08083484333358557,0.1414495032324461,0.15940279831503862,**,**,*,*
mean_nonzero_TF,CARES,Adv,0.0636020149631238,0.0600893924446871,0.4213580436819639,0.4475072157804638,200,0.06774012485175537,0.06218321388557845,0.38766009142063135,0.4059563805359271,0.0824783220999824,0.08026503144110748,0.1626436670237698,0.15827915402467535,ns,ns,ns,ns
mean_nonzero_TF,CML2RI,Adv,0.366902516850893,0.3476355599588461,1.5685453631558443e-06,5.8262793462988e-06,200,0.3671624806209994,0.34731170510614634,0.0006277226869223519,0.0013373187487362341,0.0691424722939722,0.07404900688423721,0.13634595072568095,0.14602142372054006,***,***,***,**
mean_nonzero_TF,GPT-2 117M Mean,Adv,0.1547191880691758,0.1953720286609057,0.0493149328071144,0.0127211427249945,200,0.15261373747843746,0.19090744395823786,0.14456588788764319,0.08102829295800465,0.07237326923280223,0.0772315475874044,0.14271694189234774,0.15229725568749067,*,*,ns,ns
mean_nonzero_TF,GPT-2 1558M Mean,Adv,0.1037712378785908,0.1205414918405049,0.1888074037717373,0.1265276629470688,200,0.100946266473743,0.11665394332606667,0.29983140252026874,0.24914087643429522,0.07370637254678143,0.07915045851384445,0.1453457636965096,0.1560812646467158,ns,ns,ns,ns
mean_nonzero_TF,GPT-2 345M Mean,Adv,0.1137815176118203,0.1325602171160986,0.1493942990847198,0.0926502466867375,200,0.11092275977351854,0.12791783319938108,0.2548002879796417,0.20130391369543893,0.07130543704101597,0.07763201713464286,0.14061122321359465,0.15308696423194015,ns,ns,ns,ns
mean_nonzero_TF,GPT-2 774M Mean,Adv,0.1126835371274079,0.1324303764954605,0.15338615984809,0.0929731581813628,200,0.1106928855107408,0.12958233112693662,0.2638273372497602,0.20801693201238114,0.07243358306745117,0.07926613798466163,0.1428358781532925,0.15630937953622906,ns,ns,ns,ns
mean_nonzero_TF,GPT-J 6B Mean,Adv,0.0731140964643514,0.0772142412579862,0.3551622270917697,0.3287545539707125,200,0.07033853741152676,0.0745658092841083,0.39607715823979306,0.3907615028711399,0.06923722289345768,0.07506273205932211,0.13653279479040792,0.1480204457136191,ns,ns,ns,ns
