pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,n_bootstraps,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
mean_nonzero_TF,ARI,Adv,0.338902204261745,0.3013699035814433,1.0271409674695692e-05,9.734744316510096e-05,200,0.33835940999129194,0.30044131435665816,0.0012689238494345554,0.0045773190094132365,0.06162225232056056,0.06726528407956403,0.12151640373491686,0.13264421714149094,***,***,**,**
mean_nonzero_TF,CAREC,Adv,0.2396443995034643,0.2427952466977691,0.0021302949548497,0.0018515424597997,200,0.23934768628709713,0.24211460219369318,0.025049606323904943,0.020700456703915703,0.07547223390753027,0.07357794038592635,0.1488279655630754,0.14509250105641933,**,**,*,*
mean_nonzero_TF,CAREC_M,Adv,0.313337480471897,0.2792238630294086,4.907851395327748e-05,0.000320356817116,200,0.30330007548391297,0.2674978668974341,0.004950829040878464,0.02417523870289451,0.07656953515840643,0.08613519507331628,0.1509917959457537,0.16985486161502428,***,***,**,*
mean_nonzero_TF,CARES,Adv,0.0487371079789076,0.0686024209630504,0.5379705862760081,0.3857079094087102,200,0.05654964728268594,0.07719363127642613,0.43592730756633485,0.3768397725201433,0.07465432392575252,0.07646491224193916,0.14721508262190186,0.1507854841009476,ns,ns,ns,ns
mean_nonzero_TF,CML2RI,Adv,0.4114754620479567,0.3624232776006582,5.340717223438116e-08,2.144488695329025e-06,200,0.40957239406142426,0.36352527981950516,0.0013642085454523998,0.0031370421388602653,0.08399253742934998,0.07885113036172264,0.16562963385191895,0.15549100253826112,***,***,**,**
mean_nonzero_TF,GPT-2 117M Mean,Adv,0.3425825662024979,0.2695110230452988,8.105179724718907e-06,0.0005240490226789,200,0.33968527722126113,0.2659009282262017,0.004558553658198322,0.013371262143487961,0.07563182193460723,0.0710760362261354,0.14914266621745365,0.14015885477543477,***,***,**,*
mean_nonzero_TF,GPT-2 1558M Mean,Adv,0.2987858631384311,0.2294241427343588,0.0001124284902526,0.0033166498921389,200,0.2963253845621665,0.2276374078687717,0.009580642257856766,0.03080034070091047,0.0808740220057368,0.07395701106743803,0.15948005695398226,0.14584001196755936,***,**,**,*
mean_nonzero_TF,GPT-2 345M Mean,Adv,0.3296999850525069,0.2473477936268013,1.8330351549867358e-05,0.0015071531954574,200,0.32736500708842586,0.24509999048339737,0.005695962012367204,0.023818233429963663,0.07726428326902654,0.07315197448531721,0.1523618090290959,0.14425251481108603,***,**,**,*
mean_nonzero_TF,GPT-2 774M Mean,Adv,0.3207349819037974,0.2441074233552227,3.166465890332937e-05,0.0017455811568732,200,0.31831505874344346,0.24254422531822395,0.00543224550625792,0.021644187884527936,0.07781089423049224,0.0731355311286127,0.15343970209171667,0.14422008922622315,***,**,**,*
mean_nonzero_TF,GPT-J 6B Mean,Adv,0.2908486498323308,0.2166009701352459,0.0001735253200525,0.0056319042369409,200,0.2863124219007125,0.21243150820305914,0.011887256481803474,0.04398307458018203,0.0799139871773906,0.07301662532061255,0.15758690999151762,0.143985612139988,***,**,*,*
mean_nonzero_TF,GPT-Neo 1.3B Mean,Adv,0.3417319830340162,0.2758506324790667,8.563530297453704e-06,0.0003808525269183,200,0.33945158292532,0.272873219231472,0.003103242784130192,0.009802635198390884,0.07651985114692465,0.07318096231353456,0.15089382123416764,0.14430967754864282,***,***,**,**
mean_nonzero_TF,GPT-Neo 125M Mean,Adv,0.3955759225143671,0.3257263665372494,1.8887197955631242e-07,2.3405586517325213e-05,200,0.39253948492515434,0.32250506300184995,0.0007065946453939062,0.0017565879050845735,0.07472512719220818,0.07070743396649087,0.14735470358654335,0.13943198713730362,***,***,***,**
mean_nonzero_TF,GPT-Neo 2.7B Mean,Adv,0.314578108782264,0.2285293715008305,4.563747734746191e-05,0.0034446858505443,200,0.3118468071762715,0.22724283186681657,0.007278115248368715,0.03113662253045816,0.07891485412450625,0.07329382329203424,0.15561666302930643,0.14453223449378563,***,**,**,*
mean_nonzero_TF,Gemma 7B Mean,Adv,0.2151895579404459,0.154844819288671,0.0059595195472411,0.0491285311183041,200,0.2136632205671071,0.15419130687591343,0.06397847081391006,0.15669520767249775,0.08347606436070512,0.0787679985654917,0.16461117140427614,0.1553270702486483,**,*,ns,ns
mean_nonzero_TF,Gemma-2 9B Mean,Adv,0.2277626056840977,0.1607356317945808,0.0035579324689174,0.0410233558848046,200,0.2249052142826124,0.15913732418404264,0.06421628913172035,0.15005570195013498,0.09116699513907914,0.08229392772994203,0.1797773526840599,0.16228004933904594,**,*,ns,ns
mean_nonzero_TF,Llama-2 13B Mean,Adv,0.1993831345050555,0.1282500730353491,0.0109693180758686,0.1038559961129004,200,0.196952601581309,0.12744806024978572,0.08913768373207191,0.23484916206909087,0.08451932510213288,0.07957086065495253,0.16666843625069308,0.15691027940009034,*,ns,ns,ns
mean_nonzero_TF,Llama-2 7B Mean,Adv,0.2207517018851316,0.1362691426708497,0.0047596788495113,0.0837970443111157,200,0.21632997458435735,0.1338442867784336,0.06838706502664793,0.21701137559385464,0.08943633520896128,0.08058979240236405,0.1763645665089938,0.15891956852754197,**,ns,ns,ns
mean_nonzero_TF,Mamba 1.4B Mean,Adv,0.297589297108352,0.2284813869236382,0.0001201276531691,0.0034516763855267,200,0.2939157763183204,0.2255254666162468,0.013755205948947658,0.03530607901376255,0.08369394147457156,0.07435267273336578,0.16504081560480724,0.1466202395789942,***,**,*,*
mean_nonzero_TF,Mamba 2.8B Mean,Adv,0.2670548371972469,0.1845246915932432,0.0005918094808191,0.0187405699652858,200,0.2621457484695323,0.18065836180234335,0.024296574872050898,0.09268113042008774,0.08404722053923074,0.07479769115955569,0.1657374665683082,0.14749779657683096,***,*,*,ns
mean_nonzero_TF,Mamba 370M Mean,Adv,0.3500178957496059,0.2788651929756224,4.976569226953883e-06,0.0003263375699936,200,0.34803574298331924,0.2770778902014273,0.0026344923158611844,0.008563451188580564,0.07732554453289606,0.07315289157997115,0.1524826135792924,0.14425432328189058,***,***,**,**
