pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,n_bootstraps,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
mean_nonzero_TF,ARI,Adv,0.3075062016518702,0.3359695325844622,8.161109379191603e-21,9.124200051451884e-25,200,0.30730856937244605,0.33547953791523716,2.455428980425196e-13,3.827078969627622e-17,0.035769244617548185,0.032819683804409534,0.07053539600643159,0.06471899025830126,***,***,***,***
mean_nonzero_TF,CAREC,Adv,0.1902764518542345,0.1849471393285452,1.1876660262786637e-08,3.04299891837905e-08,200,0.19052748121828092,0.18608729159282997,2.8734552377484898e-05,0.00012739033194467963,0.035615540383757624,0.0363730881500141,0.07023229793672946,0.07172614921198042,***,***,***,***
mean_nonzero_TF,CAREC_M,Adv,0.1777917260164763,0.1725706104763663,1.031435725537768e-07,2.437892200071933e-07,200,0.17398375317960643,0.16979093189018996,0.0002298378061476433,0.0004831635033857612,0.03322367654601823,0.03356189858530915,0.06551564638894579,0.06618260555273488,***,***,***,***
mean_nonzero_TF,CARES,Adv,0.3634456292753958,0.389023937856263,5.397726710300005e-29,2.5589083244484657e-33,200,0.3665889743622051,0.3904689264063399,5.531972815231408e-19,4.1351532249357595e-21,0.035512079822811994,0.02890815471159523,0.07002827820650101,0.057005624865704194,***,***,***,***
mean_nonzero_TF,CML2RI,Adv,0.3798596730032447,0.4096150784513781,1.004320854731229e-31,4.347986438309498e-37,200,0.3822528398515824,0.40993200715475225,4.5003367741287e-19,4.384832440197655e-25,0.038568018308691,0.029895268573836578,0.0760544561025537,0.058952170506270316,***,***,***,***
mean_nonzero_TF,GPT-2 117M Mean,Adv,0.3819454627314131,0.3253589175847316,4.40106848141343e-32,3.0397516457155426e-23,200,0.38016418949149366,0.32487906174061265,5.252137983799385e-19,6.883865211686191e-16,0.03269751167148701,0.030919295120463746,0.06447807212125978,0.06097150635637687,***,***,***,***
mean_nonzero_TF,GPT-2 1558M Mean,Adv,0.3031228872909286,0.2334753210531311,3.042082376639521e-20,2.0761817326825392e-12,200,0.30065029364893436,0.23287044648291155,1.1134477085307265e-10,2.0617728349416e-08,0.03588567167728177,0.0330597012958671,0.07076498510880096,0.06519229432131533,***,***,***,***
mean_nonzero_TF,GPT-2 345M Mean,Adv,0.3344785306552009,0.2637649730484476,1.5058534632614732e-24,1.5510889582440869e-15,200,0.33207447226662096,0.26279794182075167,5.73999608997663e-14,1.2102601367196804e-10,0.03502837785573288,0.03250736558747225,0.06907443894705304,0.06410311230652348,***,***,***,***
mean_nonzero_TF,GPT-2 774M Mean,Adv,0.3213730631994498,0.2479787052293767,1.0950730301998714e-22,7.45287581952359e-14,200,0.31928709424120677,0.24739712198920685,1.1263077335716326e-12,1.6195943355760973e-09,0.03644658040130626,0.033102003710075885,0.07187107273786761,0.06527571284385189,***,***,***,***
mean_nonzero_TF,GPT-J 6B Mean,Adv,0.2658880718944509,0.1878984181700043,9.029130722924718e-16,1.8133459205207e-08,200,0.2631342063199976,0.1870900801433719,2.147468041880907e-07,2.5425975128557394e-05,0.036944467201779116,0.03357259032614496,0.07285288387235546,0.06620368920104548,***,***,***,***
mean_nonzero_TF,GPT-Neo 1.3B Mean,Adv,0.3066840407931961,0.2328427558165298,1.0463292168648732e-20,2.3885903743138543e-12,200,0.30398255537101265,0.23209675769045618,3.473259180827449e-11,4.202361337616967e-08,0.03579949632201327,0.03406415203244612,0.07059505105302621,0.06717302752468846,***,***,***,***
mean_nonzero_TF,GPT-Neo 125M Mean,Adv,0.3787528224051915,0.3236771782396516,1.5522549978985834e-31,5.23238595751552e-23,200,0.3766036259826178,0.3233885470290542,2.3513124238759303e-18,3.431981714992784e-16,0.03459783035652168,0.03224538701345034,0.06822541798837331,0.06358650194302784,***,***,***,***
mean_nonzero_TF,GPT-Neo 2.7B Mean,Adv,0.288857894509204,0.2151105529999425,1.889512964571774e-18,1.0302300344159374e-10,200,0.28594395988339905,0.21356244256502874,1.4018478510700262e-09,4.5211861497871274e-07,0.036524364760672196,0.033924528718051246,0.07202446011435952,0.06689769641613769,***,***,***,***
mean_nonzero_TF,Gemma 7B Mean,Adv,0.183287800902431,0.1046955483406041,4.0562192630052935e-08,0.001827092053981,200,0.18180100665921817,0.1045282160367182,0.00020472711386810048,0.026352749850859235,0.03710801074605967,0.03432128133223164,0.07317538463476923,0.06768007533011877,***,**,***,*
mean_nonzero_TF,Gemma-2 9B Mean,Adv,0.2217521602386796,0.1456076408808247,2.610618740297875e-11,1.3846321811275962e-05,200,0.22012106839196194,0.14560894043514075,1.6982570914257448e-06,0.0016422954354871123,0.036496408107956166,0.03447645419112239,0.07196933081008083,0.06798606946469828,***,***,***,**
mean_nonzero_TF,Llama-2 13B Mean,Adv,0.1859380987128678,0.1004463914641648,2.5598577183176173e-08,0.0027913762109176,200,0.18479407493348396,0.10082816276387918,8.902306143495908e-05,0.0315978071995893,0.037462137442158656,0.03439692595187485,0.07387370709063505,0.06782924323286146,***,**,***,*
mean_nonzero_TF,Llama-2 7B Mean,Adv,0.2121931581083888,0.1366456775678713,1.8568506681151067e-10,4.578680467679759e-05,200,0.21154016183087665,0.13692215309342715,1.6818694820540415e-05,0.0029637203329424223,0.036015277797807485,0.03365262878320169,0.07102056274634641,0.06636152156023012,***,***,***,**
mean_nonzero_TF,Mamba 1.4B Mean,Adv,0.2658159920327068,0.1909203654825227,9.197262766167325e-16,1.0580933318478744e-08,200,0.26409216965345683,0.19126906428188348,2.5967444874040612e-08,8.6673832961213e-06,0.03687459265391429,0.033304316004321,0.07271509430041695,0.06567466389647066,***,***,***,***
mean_nonzero_TF,Mamba 2.8B Mean,Adv,0.2583890176278918,0.1717141805700591,5.9738733450133006e-15,2.800469911315384e-07,200,0.2558248481231244,0.17116426213958255,2.1207654152540366e-07,9.383433673047373e-05,0.039159108822488714,0.0333412012360137,0.07722006090948083,0.06574739997049324,***,***,***,***
mean_nonzero_TF,Mamba 370M Mean,Adv,0.3022522282876771,0.2317389151475792,3.940216486830893e-20,3.047519813768836e-12,200,0.30058232824142456,0.2316047899651246,5.5142323284018854e-11,2.571345991176606e-08,0.037117063350062325,0.034012031631745265,0.07319323597647477,0.0670702483594375,***,***,***,***
mean_nonzero_TF,Mamba 790M Mean,Adv,0.2767776265201706,0.1967561554382066,5.2111948625713816e-17,3.6468438615531772e-09,200,0.2745463322070898,0.19663312902472327,7.724299341380145e-09,5.095910445345064e-06,0.037547286637939166,0.033532615696222186,0.074041617604492,0.06612486096796533,***,***,***,***
mean_nonzero_TF,Mistral-v0.1 7B Mean,Adv,0.1781765101447276,0.100270718465737,9.670960105703165e-08,0.0028397799456774,200,0.17677398118488313,0.1002803526010443,0.00017810883756644075,0.0329634657225081,0.03680562978699295,0.033895041904889074,0.07257910252368122,0.0668395497019535,***,**,***,*
mean_nonzero_TF,Mistral-v0.3 7B Mean,Adv,0.1834185257314837,0.1042687426873486,3.965786010726367e-08,0.001907872148136,200,0.18178111391881885,0.10405636692624619,0.00014970845296593667,0.026560660651997532,0.03679189158743913,0.034004865851833946,0.07255201139116485,0.06705611775284673,***,**,***,*
mean_nonzero_TF,OPT 1.3B Mean,Adv,0.3109397787919378,0.2503277344549677,2.866398611114227e-21,4.259348921359584e-14,200,0.30905999214016505,0.24964202339570082,5.348052922729812e-12,1.7181214776826364e-09,0.035890468453728945,0.03299941669312142,0.07077444414350725,0.06507341570441351,***,***,***,***
mean_nonzero_TF,OPT 2.7B Mean,Adv,0.2878137134842791,0.2196867190917881,2.533177637780861e-18,4.019803309465959e-11,200,0.2857310744864543,0.21908697545915706,1.7184048489901323e-10,1.4888021185606964e-07,0.035702486158482795,0.03327969547296279,0.07040375122619359,0.06562611327853594,***,***,***,***
mean_nonzero_TF,OPT 350M Mean,Adv,0.3754781998984459,0.3218184978125993,5.573576867878837e-31,9.498453371868966e-23,200,0.37366107935841003,0.3212969139355076,9.296157779723604e-20,5.198823188923746e-16,0.032080383840007026,0.031331641104068594,0.06326112285533439,0.0617846347172414,***,***,***,***
mean_nonzero_TF,OPT 6.7B Mean,Adv,0.270278456667434,0.1955595188474128,2.903932200552411e-16,4.5492506980532e-09,200,0.2681188854691206,0.19473106020226594,2.1934022267647516e-08,6.061664765256137e-06,0.03641381912880585,0.03350168618042926,0.0718064689321625,0.06606386930688699,***,***,***,***
mean_nonzero_TF,PLL_bert-base-uncased,Adv,0.3459278125238197,0.3579730362010926,2.9928196961051576e-26,4.054511292219298e-28,200,0.34749238755701184,0.35956329210510873,1.3389453777789865e-16,1.2363124964088938e-17,0.030784313158328518,0.03142784443703732,0.06070532779278868,0.061974343509267685,***,***,***,***
mean_nonzero_TF,PLL_bert-large-uncased,Adv,0.3508600976886495,0.3593793234809032,5.2587725187727936e-27,2.423976944874471e-28,200,0.3530786384501114,0.35929178214658114,8.25353900897275e-19,1.4977467018226498e-19,0.03079980555662756,0.031020678000923188,0.060735878129000595,0.06117142899097372,***,***,***,***
mean_nonzero_TF,PLL_roberta-base,Adv,0.3631731742794309,0.3717253674988623,5.97328295836219e-29,2.3692504187058123e-30,200,0.3654606112638866,0.37228661252934486,4.384895491385126e-20,1.5419353212540964e-21,0.031542721360237294,0.03054448419563635,0.062200875809755106,0.06023239550030732,***,***,***,***
mean_nonzero_TF,PLL_roberta-large,Adv,0.3603206321376174,0.3592144205070995,1.715382409502405e-28,2.5750389137549127e-28,200,0.36256992446659836,0.35986855984797855,5.0043960891276104e-20,2.864107408057382e-19,0.032012025844432156,0.030926442959819937,0.06312632385860875,0.06098560158497255,***,***,***,***
mean_nonzero_TF,PPL Pythia 70M,Adv,0.0571852906583061,0.3543890673132618,0.0892766441777121,1.4868246005826036e-27,200,0.08815243909028572,0.3551891134645207,0.04573488759817335,2.3388632388988205e-19,0.053922481597226346,0.03173661323170092,0.10633279046781806,0.06258322215456456,ns,***,*,***
mean_nonzero_TF,Pythia 1.4B Mean,Adv,0.298520211079111,0.2216994629839898,1.1824801821832342e-19,2.6396687994964006e-11,200,0.2958833717880628,0.22060074840964575,7.944050954950166e-10,1.8385946776274616e-07,0.03708121780060519,0.03408836226686835,0.07312255011064056,0.06722076905489519,***,***,***,***
