pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,pearson_corr_CV,spearman_corr_CV,pearson_p_CV,spearman_p_CV,std_pearson_corr_CV,std_spearman_corr_CV,CI_yerr_pearson_CV,CI_yerr_spearman_CV,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_CV_symbol,spearman_p_CV_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
QA_RT,ARI,Adv,0.1260344210389179,0.1658135040751634,0.5069204844320614,0.3811977171861762,,,,,,,,,0.12988583910758034,0.1641700905721786,0.45569446596008584,0.4005854005329235,0.17020431805982786,0.17752660570360754,0.33772229311428587,0.3522513003808961,ns,ns,,,ns,ns
QA_RT,CAREC,Adv,0.6257966334048741,0.5897664071190212,0.0002168830292619,0.0006038175623209,,,,,,,,,0.6361222441679478,0.576617050929908,0.0012315986821823067,0.0059553890935241105,0.08521238000193328,0.10862837173626998,0.1690798488782355,0.21554225661389356,***,***,,,**,**
QA_RT,CAREC_M,Adv,0.1537882265711799,0.0723025583982202,0.417144913891741,0.7041773195709669,,,,,,,,,0.15466037683017952,0.07686260969180161,0.39838159246977,0.47967410582663095,0.16758452658769074,0.1939833759078341,0.33252405846585353,0.3849051027872054,ns,ns,,,ns,ns
QA_RT,CARES,Adv,0.7353362178381437,0.7058954393770857,3.67719784564772e-06,1.313773955710797e-05,,,,,,,,,0.740412110464731,0.6769745235032739,0.00010282020755324169,0.0022355375169910794,0.06537431410551141,0.10502182821538061,0.12971682224140893,0.20838609182339107,***,***,,,***,**
QA_RT,CML2RI,Adv,0.3266745107695404,0.289432703003337,0.0780788495372679,0.1208190715964363,,,,,,,,,0.32852540626338095,0.2778803666308367,0.16784307676292926,0.24208201951651598,0.1474653351819862,0.16558907483388016,0.29260321782800675,0.3285646492700248,ns,ns,,,ns,ns
QA_RT,Pythia 70M Max,Adv,0.108343871719984,0.0789766407119021,0.5687521618585,0.6782581459823961,,,,,,,,,0.0939753259284834,0.057911890030553456,0.5158923001111456,0.5452546455912921,0.13863935134173822,0.15442530911340527,0.275090551078445,0.306413316084787,ns,ns,,,ns,ns
QA_RT,Pythia 70M Mean,Adv,0.0875012881074772,0.050055617352614,0.6456718130549897,0.7927966871761778,,,,,,,,,0.099559901235004,0.05316843617342487,0.5103766076660671,0.5190437752752387,0.15390167004482197,0.17249323211053902,0.3053743025684318,0.3422639951742534,ns,ns,,,ns,ns
QA_RT,avg_embedding_depth,Adv,0.2759954213834342,0.2618464961067853,0.1398623651950561,0.1621795735397583,,,,,,,,,0.2682416060651676,0.2516731129851949,0.2631043011137505,0.25831147057176146,0.1678886639498547,0.16990203307548157,0.33312753297544634,0.3371224941241594,ns,ns,,,ns,ns
QA_RT,avg_integration_cost,Adv,0.2730198446264289,0.2329254727474972,0.1443590917929428,0.2154569945363635,,,,,,,,,0.2647400711673089,0.2220074114480936,0.23001116978520056,0.3065763507762213,0.13034381829083616,0.16514044735590253,0.2586304137770446,0.327674475023309,ns,ns,,,ns,ns
QA_RT,coleman_liau_index,Adv,0.240891924497871,0.1856014346205585,0.1997242454072697,0.3261237684277462,,,,,,,,,0.23700880145405648,0.17554776413096576,0.29964210067150626,0.38944172581258785,0.15696565197287712,0.1819082311058496,0.3114539074491951,0.36094539577918583,ns,ns,,,ns,ns
QA_RT,cpidr_density,Adv,0.1323360023597238,0.1034482758620689,0.4857337870883925,0.5864438659169561,,,,,,,,,0.14633545690077845,0.10827633039440253,0.4481955596654669,0.455427121720842,0.18310413403639642,0.2067997001303513,0.36331832664633573,0.41033547056555536,ns,ns,,,ns,ns
QA_RT,dale_chall_score,Adv,0.0036101037179433,0.0333741241357644,0.9848944193616552,0.8610177539779937,,,,,,,,,0.0049574566673245505,0.037330260355985835,0.5085115121167972,0.47892349209774854,0.16906704379339185,0.18555122007593372,0.33546569423630895,0.3681738762477859,ns,ns,,,ns,ns
QA_RT,depid_density,Adv,0.0210563021746746,0.0278086763070077,0.9120591796326972,0.8840238060189678,,,,,,,,,0.044032237515603354,0.008699599000528593,0.41686814118556875,0.45495425865891803,0.22949679610045298,0.22169844534600497,0.45537143313945055,0.4398978133786643,ns,ns,,,ns,ns
