comp_r,comp_p,log_comp_r,log_comp_p,ppl_coef,ppl_coef_p,mean_result,n_values,models_families,pred_col,level_type,comp_p_symbol,log_comp_p_symbol,ppl_coef_p_symbol
0.7901617497148996,7.513876287838082e-08,0.8892956679168311,1.0331426209021266e-11,0.005915496110224477,7.513876287837892e-08,0.306572998956947,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",reading_speed,Adv,***,***,***
0.8384535283814822,2.0987801551364154e-09,0.9130929891486365,3.2243421164213836e-13,0.006042746950601547,2.0987801551365138e-09,0.31097151295360603,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",reading_speed,Ele,***,***,***
0.7165087559437315,3.983354255127504e-06,0.7188706015265252,3.57626528949519e-06,0.0028580955188227592,3.98335425512744e-06,0.21247522938316216,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",reading_speed,diff,***,***,***
0.7624387278349894,3.949965381708919e-07,0.8787606414372675,3.755743491709459e-11,0.005995482204766959,3.9499653817087335e-07,0.31558916817607513,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",mean_nonzero_TF,Adv,***,***,***
0.8514555691622746,6.533268984190674e-10,0.9140967248195795,2.7273404550119417e-13,0.005387941152897467,6.533268984190242e-10,0.3032545781932467,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",mean_nonzero_TF,Ele,***,***,***
0.6202876441867391,0.00015249784579499245,0.607851332565402,0.00022418873551091636,0.0021420560529890583,0.00015249784579499185,0.1872146912040154,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",mean_nonzero_TF,diff,***,***,***
0.7849253088576627,1.0470566549486133e-07,0.882621202533168,2.374117720829056e-11,0.006685781586756146,1.0470566549485871e-07,0.3438481053655932,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",SkipRateTotal,Adv,***,***,***
0.8467276226089003,1.0111280430563976e-09,0.9184092037299455,1.2971065933153077e-13,0.007424376216462306,1.0111280430564604e-09,0.3082226346168294,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",SkipRateTotal,Ele,***,***,***
0.7605641528748162,4.3835716728025357e-07,0.7685959934259068,2.786677791340511e-07,0.003377619391523743,4.3835716728023737e-07,0.18988749370366864,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",SkipRateTotal,diff,***,***,***
0.748192111107546,8.521289353913072e-07,0.8484519887686609,8.637152336358417e-10,0.003928516858886675,8.521289353912153e-07,0.39685914532516076,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",RegRateTotal,Adv,***,***,***
0.7975512385389218,4.628964713900215e-08,0.8874234084978252,1.3115929368116399e-11,0.005468480640013501,4.6289647139000664e-08,0.31531679682458197,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",RegRateTotal,Ele,***,***,***
0.010393577533727369,0.9549776254496232,-0.09312128934241837,0.612211505963295,2.4790204436281236e-05,0.954977625449571,0.30740099779737884,32,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia' 'RWKV']",RegRateTotal,diff,ns,ns,ns
