pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,pearson_corr_CV,spearman_corr_CV,pearson_p_CV,spearman_p_CV,std_pearson_corr_CV,std_spearman_corr_CV,CI_yerr_pearson_CV,CI_yerr_spearman_CV,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_CV_symbol,spearman_p_CV_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
QA_RT,flesch_kincaid_grade_score,Adv,0.0088331242888461,0.0222717287313403,0.9630503956998062,0.907004193965004,,,,,,,,,0.007978189757849322,0.025317922557742848,0.5007006931199456,0.48045228367801796,0.18137293870722798,0.1932401323055488,0.35988325952782707,0.38343034623245054,ns,ns,,,ns,ns
QA_RT,flesch_reading_ease,Adv,0.0001063421307765,0.0111247080452548,0.9995550127088846,0.9534737524698974,,,,,,,,,0.002768324804176546,0.012598423851308755,0.5707120191830191,0.530340785747094,0.16504254169469748,0.18476820189929224,0.3274802089506973,0.36662019830835446,ns,ns,,,ns,ns
QA_RT,gunning_fog_index,Adv,0.0640767319721892,0.0892201585229437,0.7365724745818049,0.639176040328685,,,,,,,,,0.06540197904879715,0.09589822983980105,0.4919044155840036,0.44674945948853556,0.1822448315120658,0.19309894270878197,0.3616132840110847,0.38315019544116913,ns,ns,,,ns,ns
QA_RT,max_embedding_depth,Adv,0.0790035918879545,0.0914234571715714,0.678154182016877,0.6308877289677748,,,,,,,,,0.0747856945835283,0.09067769049640205,0.5184333443617573,0.4507040028423785,0.13838298644160713,0.16648019801225136,0.2745818674978331,0.33033283098643124,ns,ns,,,ns,ns
QA_RT,max_integration_cost,Adv,0.0229187818917278,0.0107083517311876,0.9043145248852148,0.9552132927428127,,,,,,,,,0.019810223409147544,0.015737552116769585,0.557951264484423,0.4716010878267052,0.16005263360488856,0.20648140629168243,0.3175791487324281,0.40970390653530786,ns,ns,,,ns,ns
QA_RT,mean_entropy_gpt2,Adv,0.00424669853272,0.0197997775305895,0.9822311318773056,0.9172886297292692,,,,,,,,,0.0249555558973849,0.023791933325349582,0.5122000496983172,0.4788166556138108,0.17909078629634934,0.18970069853933572,0.35535497402823524,0.37640734175478835,ns,ns,,,ns,ns
QA_RT,mean_entropy_pythia,Adv,0.0550414904897758,0.0589543937708565,0.772670529500575,0.7569754726974458,,,,,,,,,0.03175153672284749,0.03890028174524125,0.5367186739069464,0.48640240170440285,0.16610710984454455,0.18792517283316448,0.3295925431196601,0.37288431355076396,ns,ns,,,ns,ns
QA_RT,n_words,Adv,0.6668836180530051,0.6946267703457114,5.713014805305134e-05,2.055874821210806e-05,,,,,,,,,0.66961120549708,0.676483900389228,0.0006853948616144945,0.0017289115082493498,0.0823665406653273,0.10501211387044683,0.16343308622527167,0.20836681645550068,***,***,,,***,**
QA_RT,sentence_count,Adv,0.4974794791863178,0.5123307860202292,0.0051560419790113,0.0037977959749523,,,,,,,,,0.49984622734121437,0.5027186902039565,0.03211717112873763,0.035483407225334405,0.12400069353688295,0.13314651826808033,0.2460442781147163,0.26419157858188547,**,**,,,*,*
QA_RT,smog_index,Adv,0.1014973751052009,0.0238307497425342,0.5935605485785598,0.9005254271781054,,,,,,,,,0.10572319093356816,0.034392992253373,0.48545363482253895,0.48823133369755284,0.15624908752483763,0.18285568196637686,0.31003208812454663,0.3628253438373655,ns,ns,,,ns,ns
QA_RT,syllable_count_textstats,Adv,0.6980557163967878,0.7078326833006411,1.7978139494127766e-05,1.2139139393387527e-05,,,,,,,,,0.7012825949155743,0.6952524730569623,0.00042211199576800773,0.0013265681989549458,0.07914534200933943,0.10448746796044557,0.15704152924788356,0.20732580514733648,***,***,,,***,**
QA_RT,total_integration_cost,Adv,0.6621118048142048,0.6274335337523723,6.739596307269272e-05,0.00020640125058,,,,,,,,,0.6601402163653951,0.6118344738749333,0.0021464436153433813,0.01375543966651268,0.09841973438341167,0.13474857407848115,0.1952861053265474,0.2673704048781458,***,***,,,**,*
QA_RT,wordFreq_frequency,Adv,0.1102675977813669,0.0117908787541713,0.5618668576332599,0.9506909245170636,,,,,,,,,0.11213829937218746,0.032315809959953534,0.4960327056550237,0.5408690832281767,0.1316229189248291,0.17582848866035136,0.2611684269376989,0.3488818677580214,ns,ns,,,ns,ns
QA_RT,word_length,Adv,0.2634403713647601,0.2026696329254727,0.1595459409050549,0.282780211762258,,,,,,,,,0.24963204549466247,0.1950858411791455,0.292360005640083,0.310349773759328,0.1991408717674877,0.21625087500421586,0.39513869349926595,0.4290886519619504,ns,ns,,,ns,ns
QA_RT,ARI,Ele,0.1719241447799747,0.146498986926147,0.3636434297744591,0.4398217302151219,,,,,,,,,0.17877125174967057,0.15321015985935438,0.3943398127260928,0.42123270110626904,0.12007171256871435,0.162261011488996,0.23824832747552116,0.321961049565411,ns,ns,,,ns,ns
QA_RT,CAREC,Ele,0.5632910060862484,0.5661846496106785,0.0011909055287066,0.0011087476707346,,,,,,,,,0.5798324707813826,0.5702994359625299,0.00398602032689935,0.0059497418508976585,0.09366097743702033,0.10948643020725322,0.185843699125408,0.21724483077740414,**,**,,,**,**
QA_RT,CAREC_M,Ele,0.2845732536328389,0.2351501668520578,0.1274705439100629,0.2109811098284749,,,,,,,,,0.30462095123382454,0.25900855362390646,0.18416390450542852,0.2452701010460395,0.14920398191178472,0.1540013339138899,0.2960530701419581,0.3055720573068893,ns,ns,,,ns,ns
QA_RT,CARES,Ele,0.6490576990506436,0.6827586206896552,0.0001043981080088,3.226027770924627e-05,,,,,,,,,0.6585203910207056,0.6672543157918355,0.0008925242480335555,0.0019271175216106523,0.08309193446022953,0.10365469023544795,0.16487242488963588,0.20567339346855734,***,***,,,***,**
QA_RT,CML2RI,Ele,0.3108332400979657,0.3388209121245828,0.0945505624276295,0.0670192536456265,,,,,,,,,0.3105633888762247,0.31839549125164834,0.17904794260539575,0.18716327194354687,0.13685519732088425,0.17523491436382127,0.2715504024261642,0.3477040875768665,ns,ns,,,ns,ns
QA_RT,Pythia 70M Max,Ele,0.1280851260537227,0.0887652947719688,0.4999757894151386,0.6408924945494561,,,,,,,,,0.11591950211726099,0.07366931006698416,0.43818581574398974,0.49368879261411125,0.17620160694944656,0.18132857354940313,0.349622215392162,0.3597952294296146,ns,ns,,,ns,ns
QA_RT,Pythia 70M Mean,Ele,0.0114207665629723,0.0727474972191323,0.9522369444200168,0.7024388474244605,,,,,,,,,0.009990998371515597,0.08526595912274218,0.5128835895206353,0.4683016137489973,0.1842020918368925,0.1890250665825796,0.36549691312612126,0.37506674137321183,ns,ns,,,ns,ns
QA_RT,avg_embedding_depth,Ele,0.2238062314486844,0.2325063981458259,0.2344775615439597,0.2163073159158205,,,,,,,,,0.226288888411817,0.21868163760424145,0.3078464289331318,0.31221255841357803,0.12142105027046093,0.1536411245349716,0.2409257062166365,0.30485732375114727,ns,ns,,,ns,ns
QA_RT,avg_integration_cost,Ele,0.1332504751214447,0.1968854282536151,0.4826973396928817,0.2970341522802546,,,,,,,,,0.15176270117774407,0.21906387110209702,0.3895159380175567,0.30448478862299366,0.16838272118657552,0.1665588259580867,0.33410784971956337,0.33048884588942,ns,ns,,,ns,ns
QA_RT,coleman_liau_index,Ele,0.2984093739596433,0.2279101049301575,0.1092125031194383,0.2257833831048975,,,,,,,,,0.2937097875452455,0.23156580786210693,0.2123842592062161,0.32391616992299016,0.1499265247676885,0.17988778623902757,0.29748675192483387,0.35693639482484885,ns,ns,,,ns,ns
QA_RT,cpidr_density,Ele,0.0545392910716972,0.1199110122358175,0.7746914264676457,0.5279386219751125,,,,,,,,,0.06099845162020046,0.11292103770720205,0.5077350458860811,0.4238934715615721,0.176142354522681,0.19208552237500995,0.34950464572255574,0.38113934963589513,ns,ns,,,ns,ns
QA_RT,dale_chall_score,Ele,0.0677765164837677,0.0100122372407293,0.7219432652640068,0.9581221116620964,,,,,,,,,0.05640018068794637,0.013449659247202948,0.5178474215085674,0.5037763738308721,0.15783920791825798,0.18308203358310038,0.31318723196411097,0.3632744745522697,ns,ns,,,ns,ns
QA_RT,depid_density,Ele,0.091905387046269,0.0896551724137931,0.6290806077107368,0.6375361975693831,,,,,,,,,0.11810144382933255,0.11578738577111983,0.4086471707919236,0.41109785315463354,0.22005892359638574,0.2158177557632593,0.4366446465307026,0.4282292494220198,ns,ns,,,ns,ns
QA_RT,flesch_kincaid_grade_score,Ele,0.1328297925480802,0.1059425878386279,0.4840929766863413,0.5773997830817743,,,,,,,,,0.14044539238334783,0.11887894905365172,0.45646507401496217,0.46827671058435366,0.13673459607182606,0.17588769512481195,0.2713111033834098,0.348999346228443,ns,ns,,,ns,ns
QA_RT,flesch_reading_ease,Ele,0.2086714750109501,0.1486426383039384,0.2684613329638221,0.4330844149460029,,,,,,,,,0.21139634041357178,0.1618598694968989,0.326025155758698,0.4274460828967844,0.1569175623287066,0.17558177070820927,0.3113584871620399,0.3483923258151395,ns,ns,,,ns,ns
QA_RT,gunning_fog_index,Ele,0.0487851675542948,0.0478309232480533,0.7979465180368207,0.8018200804754043,,,,,,,,,0.058010363633229076,0.06520578286000847,0.6011650241640183,0.5053146653938243,0.128062328364906,0.17242833892869713,0.2541034427913177,0.34213523302280535,ns,ns,,,ns,ns
QA_RT,max_embedding_depth,Ele,0.0325005595512761,0.0025331555255473,0.8646219519147063,0.989400337204497,,,,,,,,,0.03767669319330943,0.014847080291304661,0.6003886491738709,0.5313389912190398,0.1409865502450025,0.1605752470289505,0.2797479029308646,0.31861612714753784,ns,ns,,,ns,ns
QA_RT,max_integration_cost,Ele,0.1289384598585715,0.1998722946967609,0.4971001129224956,0.2896179612161629,,,,,,,,,0.17312880195885288,0.21453618334542102,0.41374918197490457,0.3273938780525695,0.16851432542917075,0.1677437188827987,0.3343689810886113,0.3328399305163563,ns,ns,,,ns,ns
QA_RT,mean_entropy_gpt2,Ele,0.0269824320724756,0.0033370411568409,0.8874476307120633,0.9860368669198688,,,,,,,,,0.004141700555529498,0.018383119330810313,0.504980289077409,0.5089194214456234,0.1776161803884236,0.1806623468120045,0.35242903598893416,0.35847329104371994,ns,ns,,,ns,ns
QA_RT,mean_entropy_pythia,Ele,0.1041679476214294,0.0807563959955506,0.5838280557745985,0.6714052660558583,,,,,,,,,0.0772637973952797,0.05556088517403169,0.4639662404619605,0.49133172289925914,0.1751328459524175,0.17793848714368746,0.34750156170474555,0.35306856251631447,ns,ns,,,ns,ns
QA_RT,n_words,Ele,0.5988102882060777,0.6258064516129032,0.0004723213049438,0.000216818778495,,,,,,,,,0.6067618023036302,0.6109140590990421,0.0028117057466918423,0.009720044591059048,0.09287067694961608,0.13036050513303665,0.1842755715015149,0.258663524092206,***,***,,,**,**
QA_RT,sentence_count,Ele,0.511459106048566,0.5549874890673459,0.0038680153466096,0.0014568522017554,,,,,,,,,0.5062295554608708,0.5324903424572087,0.022033425714006283,0.021867209334543468,0.11573254621945075,0.13512896681216943,0.2296384800498963,0.26812518658856077,**,**,,,*,*
QA_RT,smog_index,Ele,0.1053975900815754,0.0204854234004722,0.5793705715169635,0.914434650544714,,,,,,,,,0.11600090213401022,0.04555879149772953,0.47565762472662293,0.5539350617644072,0.1557885175629432,0.1745400527580094,0.3091182173988,0.3463253313996621,ns,ns,,,ns,ns
QA_RT,syllable_count_textstats,Ele,0.6260957948519622,0.6479750939237557,0.0002149328618936,0.0001081574030727,,,,,,,,,0.634819521702422,0.6336766710426368,0.0022906766075791877,0.004313341344750901,0.09656625538968275,0.11590547974761578,0.19160840088792522,0.22998161768796554,***,***,,,**,**
QA_RT,total_integration_cost,Ele,0.6309904307536124,0.635514034425222,0.0001851589573083,0.0001609576650485,,,,,,,,,0.640294780821257,0.6284224691516662,0.001655475794690006,0.007891411167412056,0.08179192364373053,0.11453165940187797,0.16229292139039395,0.22725566006962505,***,***,,,**,**
QA_RT,wordFreq_frequency,Ele,0.1451946520001847,0.1176863181312569,0.4439487945685696,0.5356772351954262,,,,,,,,,0.14418849779519194,0.13470404948642842,0.453231203716902,0.41968120788366137,0.14384537272489972,0.16089949776610013,0.28542042695683073,0.31925951095672933,ns,ns,,,ns,ns
QA_RT,word_length,Ele,0.390457253999133,0.3192436040044494,0.0329040879451307,0.0855061929982583,,,,,,,,,0.37776685394631926,0.3040088662382704,0.12418583685288001,0.2389726430106335,0.15929669773303184,0.19057342783540993,0.3160792079612365,0.37813902601813704,*,ns,,,ns,ns
QA_RT,ARI,diff,0.0700069072815814,0.101502519889937,0.7131699874919716,0.5935417318934197,,,,,,,,,0.0639192528946901,0.09620874517903337,0.5466503488534801,0.45223569571398153,0.14581180544821254,0.17195727992706186,0.28932225610042944,0.3412005497665999,ns,ns,,,ns,ns
QA_RT,CAREC,diff,0.0450532245624158,0.0567296996662958,0.8131215132862009,0.7658877665230976,,,,,,,,,0.04448563059816607,0.04357874527437804,0.47478278419653075,0.4935845043120889,0.20297486016310257,0.2154485171314941,0.4027461582657325,0.42749659986971944,ns,ns,,,ns,ns
QA_RT,CAREC_M,diff,0.0104046413348141,0.0696329254727474,0.9564823250607012,0.7146385856784574,,,,,,,,,0.004687771602169307,0.0572375713890394,0.4880163650595183,0.4681612516722773,0.20846886527512745,0.20271203604029264,0.41364745634068767,0.4022246581859877,ns,ns,,,ns,ns
QA_RT,CARES,diff,0.1477746617886866,0.1345939933259177,0.4358055656536964,0.4782540213706947,,,,,,,,,0.15963580723958526,0.14449920578415926,0.3824712037336979,0.38679053614687986,0.16315498561969544,0.1816454909825318,0.32373488818975504,0.3604240623726572,ns,ns,,,ns,ns
QA_RT,CML2RI,diff,0.3572422132342438,0.3606229143492769,0.0526170927493862,0.0502621200534547,,,,,,,,,0.37783866267495697,0.3733046342244121,0.13861521373800056,0.1376661220914669,0.17589185564556403,0.19380912668218314,0.3490076016042463,0.38455935451988155,ns,ns,,,ns,ns
QA_RT,Pythia 70M Max,diff,0.1983663471073983,0.1470522803114571,0.2933422636665599,0.4380773551924661,,,,,,,,,0.18608392800730184,0.13709985314784662,0.3707142496618815,0.4078494223993768,0.16689154043920218,0.18582833981700778,0.3311490236028618,0.36872374193562274,ns,ns,,,ns,ns
QA_RT,Pythia 70M Mean,diff,0.0643629774459089,0.0745272525027808,0.7354373376598788,0.6954997391980633,,,,,,,,,0.06122920498731579,0.06393937606280758,0.43529799841657096,0.44365755196099405,0.24224492361559782,0.23349982229423985,0.4806664838549952,0.46331430557049574,ns,ns,,,ns,ns
QA_RT,avg_embedding_depth,diff,0.2301602737782151,0.1506117908787541,0.2211098689646434,0.4269456096965032,,,,,,,,,0.2315613132812455,0.14911856937756066,0.29879609434033866,0.43850615971700097,0.1490418224312814,0.18799728993851494,0.29573131055189555,0.37302740953369407,ns,ns,,,ns,ns
QA_RT,avg_integration_cost,diff,0.0615525044700941,0.0580645161290322,0.7466058570319467,0.7605367958476298,,,,,,,,,0.05741391275814712,0.0647108608761259,0.47410741936193274,0.4625411613812102,0.1836142680889806,0.18938902884332218,0.3643305432810151,0.3757889214606867,ns,ns,,,ns,ns
QA_RT,coleman_liau_index,diff,0.0765391117899085,0.1457058451065731,0.6876846298774144,0.4423288364823672,,,,,,,,,0.06812168369089962,0.11748687030978303,0.4593378232106411,0.4495362758463963,0.2328055976797603,0.21325909586252198,0.46193681332229086,0.4231523130738313,ns,ns,,,ns,ns
QA_RT,cpidr_density,diff,0.2880215161949233,0.1675194660734149,0.1227236193051219,0.3762481913106097,,,,,,,,,0.282424970036728,0.18515979253712372,0.2320074709687006,0.34614599536472385,0.1910050264779985,0.1948313555711475,0.3789954113610094,0.3865876784096865,ns,ns,,,ns,ns
QA_RT,dale_chall_score,diff,0.0480932461133941,0.0814600570355836,0.8007547705323506,0.6687029164017579,,,,,,,,,0.05448862124064593,0.07388422066876119,0.47519747942933266,0.4482266506133437,0.21433172645377147,0.2148632026070829,0.4252806448756953,0.42633520886841847,ns,ns,,,ns,ns
QA_RT,depid_density,diff,0.3716335219809569,0.2938820912124583,0.043165692108349,0.1149572285637983,,,,,,,,,0.3469497657428422,0.2962294285414323,0.1729402710950183,0.21462066039697483,0.2094885576890265,0.20565524321834272,0.415670747313671,0.4080646197604767,*,ns,,,ns,ns
QA_RT,flesch_kincaid_grade_score,diff,0.02244717200068,0.0496106785317018,0.906274810928146,0.7945993085612235,,,,,,,,,0.03395673478358361,0.03213362244108476,0.6108004750172691,0.5528399554248549,0.14535431730608542,0.18471413875052564,0.2884145003737066,0.3665129252921198,ns,ns,,,ns,ns
QA_RT,flesch_reading_ease,diff,0.0610694591200562,0.0117908787541713,0.7485305754979998,0.9506909245170636,,,,,,,,,0.07111988934733811,0.031096466576554765,0.49207758664042983,0.5507932453861176,0.18296441502900362,0.18359577329356377,0.363041093823419,0.36429384559443434,ns,ns,,,ns,ns
QA_RT,gunning_fog_index,diff,0.0554498500992724,0.0798665183537263,0.7710283255764614,0.6748285199154294,,,,,,,,,0.04685656474769707,0.06977222899079957,0.5841170692009701,0.5151206994453496,0.14086011460499254,0.17940795918936356,0.279497027190682,0.3559843138591131,ns,ns,,,ns,ns
QA_RT,max_embedding_depth,diff,0.0387382382141166,0.109838862582586,0.8389487607908064,0.5633980622055115,,,,,,,,,0.038556468169366066,0.09283283341047639,0.4932941197422974,0.4907574307962927,0.22204129699162034,0.21714639997123528,0.44057810542574694,0.4308655677820096,ns,ns,,,ns,ns
QA_RT,max_integration_cost,diff,0.1166249918410034,0.0865007293676473,0.5393879928866064,0.6494648550896325,,,,,,,,,0.11890650633375106,0.09153629982494857,0.48285963593674175,0.46369018228558856,0.15380383751734011,0.17867937977240803,0.30518018160899335,0.3545386542294696,ns,ns,,,ns,ns
QA_RT,mean_entropy_gpt2,diff,0.2003494861520121,0.150166852057842,0.2884441452326609,0.4283284912394979,,,,,,,,,0.1970364752252998,0.14621579188216782,0.38411991990387967,0.41057516548986855,0.20890988648982572,0.22313666494757942,0.4145225381108669,0.44275155309210035,ns,ns,,,ns,ns
QA_RT,mean_entropy_pythia,diff,0.1651300135876113,0.0505005561735261,0.3831912848250242,0.7909951119419784,,,,,,,,,0.15184278925064182,0.04907113331559112,0.3740801106669062,0.4425165263651029,0.22641472109347643,0.2348840605569165,0.44925592766478645,0.46606093459622566,ns,ns,,,ns,ns
QA_RT,n_words,diff,0.1098210876085317,0.0609634000879964,0.563461585594418,0.7489533718730652,,,,,,,,,0.11810945021964392,0.0658860837585277,0.43879660023540334,0.45071836026510126,0.1509617156534115,0.1799622623131193,0.2995407952283327,0.35708417151354344,ns,ns,,,ns,ns
QA_RT,sentence_count,diff,0.213881138764059,0.1464923870969493,0.2564209858012857,0.4398425602912366,,,,,,,,,0.2053917407399639,0.15235355035163137,0.3206676411622153,0.3872426574177122,0.16759923934727636,0.1933910762078661,0.33255325177282674,0.38372985168215545,ns,ns,,,ns,ns
QA_RT,smog_index,diff,0.059278662081494,0.1100100763938063,0.7556789463702787,0.5627863533084055,,,,,,,,,0.044965343117339164,0.09310339391619865,0.5704765475220438,0.48538888468146496,0.1439635145046045,0.16329919977822124,0.2856548458788024,0.32402104036774954,ns,ns,,,ns,ns
QA_RT,syllable_count_textstats,diff,0.0420434887836147,0.0149104270018913,0.8254086111454841,0.93766756539982,,,,,,,,,0.0499734103298134,0.010293369294523722,0.5202257742840833,0.5445975286414521,0.14380336635462546,0.16574483191912529,0.2853370772048612,0.3288737051188858,ns,ns,,,ns,ns
QA_RT,total_integration_cost,diff,0.0397174446897691,0.0709914360239306,0.834932503862382,0.7093086320182823,,,,,,,,,0.025788097896716954,0.06645098974267266,0.4387397883101352,0.45320363383091283,0.20388958354684553,0.2162534154465579,0.4045611679096967,0.4290936927507098,ns,ns,,,ns,ns
QA_RT,wordFreq_frequency,diff,0.0353321538833445,0.050055617352614,0.8529492501426189,0.7927966871761778,,,,,,,,,0.055708031769342775,0.045277274173901,0.37670679868065116,0.4450114483483923,0.26853346834458947,0.2354925765922694,0.5328286599367547,0.4672683624288378,ns,ns,,,ns,ns
QA_RT,word_length,diff,0.1004867304807334,0.2062291434927697,0.5972619029894035,0.2742302208718075,,,,,,,,,0.10400178063524829,0.17448871459805418,0.44335102048818015,0.39967953525805866,0.2458074541901347,0.2066558341309962,0.48773531741125925,0.41005000921088924,ns,ns,,,ns,ns
RegRateFirstPass,ARI,Adv,0.2155410367266088,0.2076563749021845,0.252660396758463,0.2708493977683373,,,,,,,,,0.22791029772921928,0.2070907976035983,0.3223025080167358,0.3310340657648754,0.17261369459925785,0.17725880896438517,0.3425030188863902,0.3517199335513723,ns,ns,,,ns,ns
RegRateFirstPass,CAREC,Adv,0.1477514741930939,0.0972191323692992,0.4358783875101281,0.609296324690827,,,,,,,,,0.15302917085723108,0.10660038704954518,0.41015579006968556,0.4685032739370613,0.1782346167669929,0.17423503930182674,0.353656147934721,0.34572011852946616,ns,ns,,,ns,ns
RegRateFirstPass,CAREC_M,Adv,0.2293423250909079,0.2182424916573971,0.2228010725113755,0.2466181379278238,,,,,,,,,0.22060417090151513,0.20757824139198014,0.3005635136029304,0.31411329830982543,0.12834026069440801,0.17517077456070787,0.25465492083088787,0.3475768202922625,ns,ns,,,ns,ns
RegRateFirstPass,CARES,Adv,0.143184601680946,0.0994438264738598,0.4503495381468634,0.6010917668848579,,,,,,,,,0.15175656257623613,0.1133659798207727,0.3914637881769915,0.4627088999524422,0.18545644509281747,0.17879281623357765,0.3679858221197077,0.3547637367786416,ns,ns,,,ns,ns
RegRateFirstPass,CML2RI,Adv,0.1814857839686675,0.1666295884315906,0.3371544862563429,0.3788253074539408,,,,,,,,,0.2015432510799069,0.17631651574924664,0.3430791373086807,0.3782607424008813,0.1928831667291554,0.21795292719948584,0.38272204908466567,0.4324658927801576,ns,ns,,,ns,ns
RegRateFirstPass,GPT-2 117M Mean,Adv,0.3934156960668847,0.3245828698553948,0.0314879340398302,0.0801173292590256,,,,,,,,,0.38867649839882745,0.31307424459308,0.09056046390253794,0.1789017648610355,0.13080118815699793,0.1542046117898749,0.25953793481859205,0.30597540471428547,*,ns,,,ns,ns
RegRateFirstPass,GPT-2 1558M Mean,Adv,0.4153031898271475,0.3659621802002225,0.0224754501801632,0.0467136457129028,,,,,,,,,0.4119694770612772,0.35330155428222726,0.07193659641542466,0.13078678812758057,0.12778842526082207,0.15289971606166483,0.25355995960912353,0.30338620849041975,*,*,,,ns,ns
RegRateFirstPass,GPT-2 345M Mean,Adv,0.4065502633453939,0.332146829810901,0.0257846480897196,0.0729342754146513,,,,,,,,,0.40423834250539115,0.32525235441732925,0.07964056945367723,0.16136623109741016,0.1328878876278632,0.15518222496354261,0.2636783992813871,0.3079152013454951,*,ns,,,ns,ns
RegRateFirstPass,GPT-2 774M Mean,Adv,0.4136429411085748,0.3334816462736373,0.0230747745381301,0.0717201073312365,,,,,,,,,0.4094180973239927,0.32694245377837966,0.07258847999403784,0.14826900883525185,0.1262125747431779,0.14937521771426437,0.25043313029897024,0.29639283912394343,*,ns,,,ns,ns
RegRateFirstPass,GPT-J 6B Mean,Adv,0.4479177803481507,0.4046718576195773,0.0130580558847568,0.0265442841739923,,,,,,,,,0.4444435694431673,0.3879339629452835,0.059726155494133897,0.09976126334850473,0.13230185906097533,0.15462873314502412,0.26251559146489983,0.3068169534966694,*,*,,,ns,ns
