comp_r,comp_p,log_comp_r,log_comp_p,ppl_coef,ppl_coef_p,mean_result,n_values,models_families,pred_col,level_type,comp_p_symbol,log_comp_p_symbol,ppl_coef_p_symbol
0.7776699665514285,4.2712498642489577e-07,0.889680986964711,4.875912573034606e-11,0.008633781751265585,4.2712498642488656e-07,0.2987284517408427,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",reading_speed,Adv,***,***,***
0.7489530724137091,1.9265405707871665e-06,0.8625026801477111,8.940100092973444e-10,0.008048662731397914,1.926540570787133e-06,0.24074674507589552,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",reading_speed,Ele,***,***,***
0.46230449898680914,0.010107499155422032,0.6448100182110265,0.00011984889723552558,0.003220501045231934,0.010107499155421832,0.45186340785421675,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",reading_speed,diff,*,***,*
0.7776384302297976,4.278832918465701e-07,0.8932350215820363,3.1534578587889417e-11,0.010241404454434288,4.278832918465576e-07,0.2682800978182364,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",mean_nonzero_TF,Adv,***,***,***
0.7459014215938939,2.23463334182666e-06,0.8603665117992232,1.0941701750069583e-09,0.008510837295700903,2.2346333418265986e-06,0.23677047751188113,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",mean_nonzero_TF,Ele,***,***,***
0.5829357925150219,0.0007234625666132825,0.7477713511605099,2.0409589955011865e-06,0.0060914588361549605,0.0007234625666132794,0.24646599952781306,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",mean_nonzero_TF,diff,***,***,***
0.7757338938400242,4.7601450435084223e-07,0.8897161445395091,4.855291111545116e-11,0.008801813198082683,4.7601450435083376e-07,0.35154982078666264,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",SkipRateTotal,Adv,***,***,***
0.7526795794061906,1.6027413896670385e-06,0.8663749959413612,6.14467674317767e-10,0.006581753883041363,1.6027413896670681e-06,0.30913298279516,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",SkipRateTotal,Ele,***,***,***
0.32553838201365115,0.07918109172921149,0.468414422940332,0.00903626816194744,0.0016771011594457173,0.07918109172921585,0.4469738029721506,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",SkipRateTotal,diff,ns,**,ns
0.7343721372925176,3.8437316373421425e-06,0.8449313175599334,4.29626840883745e-09,0.006588670135110325,3.843731637341911e-06,0.37528260964836035,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",RegRateTotal,Adv,***,***,***
0.7090044187638617,1.1568835822887591e-05,0.8391787939708535,6.890918515324168e-09,0.007610153717335355,1.1568835822887293e-05,0.31317582439630975,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",RegRateTotal,Ele,***,***,***
-0.6042143507060065,0.000406415848088091,-0.4987371709314561,0.005026856097808954,-0.0036936915637098924,0.0004064158480880737,0.5193182190946909,30,"['GPT-2' 'GPT-J' 'GPT-Neo' 'Gemma' 'Llama-2' 'Mamba' 'Mistral' 'OPT'
 'Pythia']",RegRateTotal,diff,***,**,***
