pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,pearson_corr_CV,spearman_corr_CV,pearson_p_CV,spearman_p_CV,std_pearson_corr_CV,std_spearman_corr_CV,CI_yerr_pearson_CV,CI_yerr_spearman_CV,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_CV_symbol,spearman_p_CV_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol,n_bootstraps
mean_TF,ARI,Adv,0.2826777615727873,0.3276709414867352,1.0523432391991372e-17,1.432684146584573e-23,,,,,,,,,0.281308585984269,0.3286679547003108,5.879780200521181e-11,9.801678383836178e-17,0.0322019260349262,0.0303428147963144,0.0638956075097294,0.0602067274753356,***,***,,,***,***,100.0
mean_TF,CAREC,Adv,0.1837785425264343,0.1826431009722483,3.726706224771727e-08,4.5322144438177535e-08,,,,,,,,,0.1866329323789726,0.183426030237066,0.0002961041363548,9.3092754653824e-05,0.0359227462837828,0.0329728500421234,0.0712785221210274,0.065425287993135,***,***,,,***,***,100.0
mean_TF,CAREC_M,Adv,0.1793255202851341,0.1773050786825449,7.972208942377346e-08,1.1187497659692457e-07,,,,,,,,,0.182059802463699,0.1776374265460657,0.0004706414901544,0.0001817995601977,0.0361635927832456,0.0337308376488387,0.0717564138279731,0.0669292998514131,***,***,,,***,***,100.0
mean_TF,CARES,Adv,0.331673707563727,0.3665327912073518,3.8359589122489436e-24,1.7007886392614612e-29,,,,,,,,,0.3339852221219837,0.3667237947665729,1.4880209276245665e-14,7.318901332586397e-21,0.0359973698423855,0.029939503282335,0.0714265914509887,0.0594064699325591,***,***,,,***,***,100.0
mean_TF,CML2RI,Adv,0.3740833448283715,0.4000829465606143,9.565151397577206e-31,2.608705054908917e-35,,,,,,,,,0.3787115402860934,0.4014214603194389,2.7290142484101634e-19,1.9148122693672015e-25,0.0352338286314578,0.0282434762828246,0.0699115600370905,0.056041184409914,***,***,,,***,***,100.0
mean_TF,GPT-2 117M Mean,Adv,0.4469542387302668,0.3634205146560492,1.2447140969508226e-44,5.44839702318939e-29,,,,,,,,,0.4444969541814549,0.357477914083784,1.9141904736873798e-28,8.401152141547287e-21,0.0334890882069953,0.0281991880318214,0.0664496165108896,0.0559533069115209,***,***,,,***,***,100.0
mean_TF,GPT-2 1558M Mean,Adv,0.3646565073969466,0.2718173904108737,3.4366580723234636e-29,1.941527928274671e-16,,,,,,,,,0.3604898254098103,0.2654743386463691,3.469912383306278e-16,1.851538155516901e-11,0.0354626646605021,0.0281889262687733,0.0703656203650361,0.0559329453473285,***,***,,,***,***,100.0
mean_TF,GPT-2 345M Mean,Adv,0.3991260520948761,0.3020551030938893,3.9061917852767367e-35,4.1773812229169753e-20,,,,,,,,,0.3961128601941551,0.2970284867124223,3.339317594675846e-20,2.6727056869988995e-14,0.0360520834961928,0.0283528178681235,0.0715351552103522,0.056258141836969,***,***,,,***,***,100.0
mean_TF,GPT-2 774M Mean,Adv,0.3875242719259669,0.2886111245495155,4.702660758107866e-33,2.025285903279229e-18,,,,,,,,,0.3840324743886719,0.2830643378250611,1.4178076973742949e-18,3.171151487105178e-13,0.0355478560117135,0.0282159290438495,0.0705346584882319,0.0559865247113723,***,***,,,***,***,100.0
mean_TF,GPT-J 6B Mean,Adv,0.3306371130241499,0.2301220217733418,5.4062076689042885e-24,4.3446321472976606e-12,,,,,,,,,0.3263765186818658,0.2247052099141953,1.3293399414524852e-11,7.7256461320246e-08,0.0367390298768953,0.0296178491052234,0.0728982058637196,0.0587682382618106,***,***,,,***,***,100.0
mean_TF,GPT-Neo 1.3B Mean,Adv,0.3766628849271757,0.2807536446327885,3.5157488396046193e-31,1.78063937169377e-17,,,,,,,,,0.3720879870849743,0.2750061761428132,1.6121795208458313e-17,9.755296468229388e-13,0.0350180086402304,0.0287246332713952,0.0694833263520227,0.0569959042629726,***,***,,,***,***,100.0
mean_TF,GPT-Neo 125M Mean,Adv,0.444894966311623,0.3705764664365645,3.436396485273652e-44,3.6759240420656446e-30,,,,,,,,,0.4423150388066654,0.3639401498111899,3.1915957329954298e-27,2.9982807605138533e-22,0.0341695435294675,0.0282324114898152,0.0677997874964832,0.0560192294600598,***,***,,,***,***,100.0
mean_TF,GPT-Neo 2.7B Mean,Adv,0.3538398418139551,0.2571077776340809,1.8117629262153304e-27,8.200590198656761e-15,,,,,,,,,0.3496745778273629,0.2513894994291493,7.902157368034967e-15,4.2597227475296575e-10,0.0367155204136255,0.0287234646370293,0.0728515579881789,0.0569935854388537,***,***,,,***,***,100.0
mean_TF,Gemma 7B Mean,Adv,0.2445059915172504,0.152873012637321,1.68631200054546e-13,4.978968925952175e-06,,,,,,,,,0.240781866836114,0.1485802344519785,1.3705796528326672e-06,0.000891197202024,0.0356836426049419,0.0300876986974892,0.0708040885483032,0.0597005217874438,***,***,,,***,***,100.0
mean_TF,Gemma-2 9B Mean,Adv,0.2839353931958323,0.1870314833007728,7.445475786798258e-18,2.1129856863644218e-08,,,,,,,,,0.2804236269066207,0.1831257292366573,2.6610951914390913e-08,7.041635568811508e-05,0.0398688025189666,0.0290317249548564,0.0791083537944857,0.0576052407869638,***,***,,,***,***,100.0
mean_TF,Llama-2 13B Mean,Adv,0.2461059281925383,0.1458541528476683,1.1594216841759337e-13,1.3384547558686346e-05,,,,,,,,,0.2419046393065964,0.1410557273367377,2.667127261482861e-06,0.001913510249069,0.0381133475541624,0.0306384276922386,0.0756251502957111,0.060793287594513,***,***,,,***,**,100.0
mean_TF,Llama-2 7B Mean,Adv,0.2706380796065956,0.1782392521016964,2.643802680642069e-16,9.569796312887805e-08,,,,,,,,,0.2681531810313129,0.1741660993039182,5.2937719886539074e-08,9.67940645828936e-05,0.0365255014288824,0.0297806409411367,0.072474519097543,0.0590912525821969,***,***,,,***,***,100.0
mean_TF,Mamba 1.4B Mean,Adv,0.33000524886941,0.2356880920962176,6.659594917835613e-24,1.2673986956621498e-12,,,,,,,,,0.3264529894940104,0.2299673117369456,3.9040762052990506e-12,1.3103732286331388e-08,0.0362071732024198,0.0300131664367183,0.0718428868344524,0.059552633612188,***,***,,,***,***,100.0
mean_TF,Mamba 2.8B Mean,Adv,0.3218942371883127,0.2150773743756968,9.271203468747332e-23,1.0372047204282908e-10,,,,,,,,,0.3180969513514867,0.2106140854774377,5.0415352751937825e-11,2.8170179544802324e-07,0.0371278352574787,0.0293545993502975,0.073669680090711,0.0582458936356061,***,***,,,***,***,100.0
mean_TF,Mamba 370M Mean,Adv,0.3640918701408133,0.2750736726140074,4.242982932198395e-29,8.212619587437716e-17,,,,,,,,,0.3596520775157447,0.2695429510606619,6.328438878936282e-17,5.140575357390258e-12,0.0348013123566722,0.0285807730390833,0.0690533539128576,0.0567104543513714,***,***,,,***,***,100.0
mean_TF,Mamba 790M Mean,Adv,0.3417167180910783,0.2428064530165926,1.2890188926070652e-25,2.503189734804114e-13,,,,,,,,,0.3383739689514985,0.2375178142455289,3.285875430488764e-14,1.718065033060625e-09,0.0357581343107659,0.0297662212278715,0.070951896253746,0.0590626407427002,***,***,,,***,***,100.0
mean_TF,Mistral-v0.1 7B Mean,Adv,0.2345389186298719,0.1421963919201538,1.6387264230533754e-12,2.201578385247204e-05,,,,,,,,,0.2300253779534101,0.1374790103127624,6.185392149039949e-06,0.0022535584530225,0.0374239933621235,0.0314020814705248,0.0742573220222739,0.062308542366472,***,***,,,***,**,100.0
mean_TF,Mistral-v0.3 7B Mean,Adv,0.2410427587193842,0.146717422434326,3.759646886356297e-13,1.1880357047925976e-05,,,,,,,,,0.236481081268927,0.1418880754836317,4.130220739383055e-06,0.0016700819348737,0.037098411735434,0.0309567406466242,0.0736112974394969,0.0614248895544897,***,***,,,***,**,100.0
mean_TF,OPT 1.3B Mean,Adv,0.375673504639098,0.2966469004867963,5.166545528215124e-31,2.040541323486725e-19,,,,,,,,,0.3718060668659106,0.2907198943106755,2.0838846844752617e-18,1.5463383024240772e-14,0.034008520441177,0.027682962048506,0.067480282755113,0.0549290025646171,***,***,,,***,***,100.0
mean_TF,OPT 2.7B Mean,Adv,0.3461226966384224,0.2610722758112976,2.7957359464395497e-26,3.05943869860141e-15,,,,,,,,,0.341633176191008,0.2560596348847264,6.011756790562104e-15,4.2372150181257366e-11,0.0341356106041724,0.0278051476910501,0.0677324572108984,0.0551714453877842,***,***,,,***,***,100.0
mean_TF,OPT 350M Mean,Adv,0.4336473112425906,0.3616278093153243,7.803104689496029e-42,1.0592309959856422e-28,,,,,,,,,0.4307075926573088,0.3563114695665221,2.668950942298413e-27,3.7971222250424174e-20,0.0326479482545078,0.0280932584225816,0.0647806123585728,0.0557431195852005,***,***,,,***,***,100.0
mean_TF,OPT 6.7B Mean,Adv,0.333917817052657,0.2400422914547584,1.8167752851685525e-24,4.728595212697342e-13,,,,,,,,,0.3301075548867607,0.2356384931734133,4.1395897010056965e-13,2.8995100639067983e-09,0.0353952789305002,0.0285285278422314,0.0702319124572767,0.0566067885461431,***,***,,,***,***,100.0
mean_TF,Pythia 1.4B Mean,Adv,0.3649946250651115,0.2689575493399581,3.0285551338932214e-29,4.094164808771936e-16,,,,,,,,,0.3614033747033247,0.2634731383904903,1.4567973612665426e-15,1.7861090678441427e-11,0.0371171943947468,0.0289317558305427,0.0736485663104997,0.0574068803558731,***,***,,,***,***,100.0
mean_TF,Pythia 160M Mean,Adv,0.4244611936196389,0.3550827437541022,5.647618702864105e-40,1.1577087936238804e-27,,,,,,,,,0.4219511040304052,0.3487995731651364,8.795089726151332e-26,4.840714419935121e-20,0.0326524777041708,0.0270989615577362,0.0647895997693751,0.0537702188911424,***,***,,,***,***,100.0
mean_TF,Pythia 1B Mean,Adv,0.3735242416420801,0.2873794332656703,1.1868318879026371e-30,2.860619703979669e-18,,,,,,,,,0.371434727298664,0.2817887488044149,8.676366100514566e-18,2.693669900593821e-13,0.0352676770601726,0.028555086785602,0.0699787226631285,0.0566594872517931,***,***,,,***,***,100.0
mean_TF,Pythia 2.8B Mean,Adv,0.3337541991329813,0.2418279267954477,1.9189197280373302e-24,3.1381741291396254e-13,,,,,,,,,0.3299295490497361,0.2368761622320128,5.326386309587115e-13,2.233721798369494e-09,0.0365354282472919,0.0287061447253591,0.0724942160589057,0.0569592189765191,***,***,,,***,***,100.0
mean_TF,Pythia 410M Mean,Adv,0.4004146703584624,0.3117282007101788,2.2673070676356963e-35,2.249808172524564e-21,,,,,,,,,0.3971942097877478,0.305529607566056,2.193367116690825e-20,9.321208343101817e-16,0.0353395793453568,0.0281085942192415,0.0701213923962431,0.0557735491328981,***,***,,,***,***,100.0
mean_TF,Pythia 6.9B Mean,Adv,0.3239790056151033,0.2211405334480051,4.7476444675643974e-23,2.9678993605713384e-11,,,,,,,,,0.3202619624734363,0.2168309994080576,1.0053394981796923e-11,1.0182480019849005e-07,0.0367195507543334,0.0294853992853905,0.0728595550585317,0.0585054290840738,***,***,,,***,***,100.0
mean_TF,Pythia 70M Max,Adv,0.2746322487247478,0.3017156827800847,9.234879987023181e-17,4.6191913698163375e-20,,,,,,,,,0.2745870138491926,0.3016125237757049,1.4011400332532165e-11,1.0364152103667396e-12,0.030980929086282,0.0321163696709817,0.0614728846664892,0.0637258451220813,***,***,,,***,***,100.0
mean_TF,Pythia 70M Mean,Adv,0.4577607904662569,0.4042778016677383,5.375859803737094e-47,4.3754078593813885e-36,,,,,,,,,0.4570052932117556,0.397395324521282,1.788503507166347e-32,2.014471688344633e-27,0.0318113646068963,0.0263560295592201,0.063120648903627,0.0522960806258684,***,***,,,***,***,100.0
