RT_col,text_col,level_type,pearson_corr,spearman_corr,pearson_p,spearman_p,n_vals,reading_regime,pearson_p_symbol,spearman_p_symbol
mean_TF,wordFreq_frequency,Adv,0.7346340811117753,0.7427282958210575,9.310554109127207e-151,8.375806903492601e-156,884,Gathering0,***,***
mean_TF,wordFreq_frequency,Ele,0.7262782492835613,0.7185281389208242,2.0581046747209917e-130,2.1168249748632503e-126,790,Gathering0,***,***
mean_TF,wordFreq_frequency,diff,0.7330935172822147,0.6901983141270098,4.669486952786977e-134,8.098616266078403e-113,790,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,Adv,0.6141700884603636,0.6049940674721151,8.83516806404798e-93,2.303900129761399e-89,884,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,Ele,0.6575107839486241,0.6235713816974895,5.644213582861963e-99,2.5262568790291008e-86,790,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,diff,0.5706029843680314,0.5535020116168625,1.9619915873703126e-69,1.3029469554798868e-64,790,Gathering0,***,***
mean_TF,n_words,Adv,0.018166186255981036,0.05350835383274182,0.5896110074162877,0.11187861148601376,884,Gathering0,ns,ns
mean_TF,n_words,Ele,-0.034966828844835346,0.020665642420661014,0.32631938720200687,0.5619212611020231,790,Gathering0,ns,ns
mean_TF,n_words,diff,-0.13271757107744797,-0.1989900893224178,0.0001833344963107382,1.6941013078388274e-08,790,Gathering0,***,***
mean_TF,sentence_count,Adv,0.020835821082549794,0.019829821083231985,0.5361244808898737,0.5559909959652661,884,Gathering0,ns,ns
mean_TF,sentence_count,Ele,-0.011627066894995156,-0.008671541893334201,0.7442013086379589,0.8077349395168483,790,Gathering0,ns,ns
mean_TF,sentence_count,diff,-0.022992410002252803,-0.04784216222573992,0.518727429073789,0.1791629542175258,790,Gathering0,ns,ns
mean_TF,syllable_count,Adv,0.10439302535317507,0.1442360522805716,0.0018840180186763002,1.670554490461517e-05,884,Gathering0,**,***
mean_TF,syllable_count,Ele,0.043027286796610845,0.09130639554902373,0.22704347910441092,0.010239201840664902,790,Gathering0,ns,*
mean_TF,syllable_count,diff,0.019292222997611422,0.004128051600021637,0.588206334531495,0.9077764430227406,790,Gathering0,ns,ns
mean_TF,mean_gpt2_surprisal,Adv,0.5825554196477639,0.569486796974131,1.8372321483950292e-81,3.888193383824649e-77,884,Gathering0,***,***
mean_TF,mean_gpt2_surprisal,Ele,0.6274577086755981,0.5965485914485347,1.0792391329168745e-87,2.5847257274846867e-77,790,Gathering0,***,***
mean_TF,mean_gpt2_surprisal,diff,0.5494972724682285,0.5430655142823165,1.6005850025144734e-63,8.380565044450442e-62,790,Gathering0,***,***
mean_TF,max_gpt2_surprisal,Adv,0.37590873310197553,0.3869341394481704,4.715246860804552e-31,5.969927382819826e-33,884,Gathering0,***,***
mean_TF,max_gpt2_surprisal,Ele,0.3864914149030493,0.40641846323885555,1.513658304815148e-29,8.917390164461818e-33,790,Gathering0,***,***
mean_TF,max_gpt2_surprisal,diff,0.2003114117581361,0.1729056311302544,1.3558044435539771e-08,1.013384585466537e-06,790,Gathering0,***,***
mean_TF,cpidr_density,Adv,-0.03272558866211598,-0.03381179393946815,0.33110762637518765,0.3153007349253289,884,Gathering0,ns,ns
mean_TF,cpidr_density,Ele,-0.03716953022921908,-0.019365339017446626,0.296750093989093,0.5867928194165312,790,Gathering0,ns,ns
mean_TF,cpidr_density,diff,0.09092590203074513,0.06078352178420426,0.010560950562776127,0.08776400889201323,790,Gathering0,*,ns
mean_TF,depid_density,Adv,0.04839312644110973,0.06582416271803387,0.15053691451832613,0.050412639137437903,884,Gathering0,ns,ns
mean_TF,depid_density,Ele,0.10795365895759922,0.1351441322360972,0.00237896665104568,0.0001389865435369128,790,Gathering0,**,***
mean_TF,depid_density,diff,0.19648765510575672,0.12660625472077175,2.5725175948966765e-08,0.0003607562711695564,790,Gathering0,***,***
mean_TF,max_embedding_depth,Adv,-0.005500448334225711,0.005780346665424833,0.8702744230975734,0.8637360316966266,884,Gathering0,ns,ns
mean_TF,max_embedding_depth,Ele,-0.04307931173282349,-0.017750192962116544,0.22648163291487458,0.6183763119336156,790,Gathering0,ns,ns
mean_TF,max_embedding_depth,diff,-0.05380782794174464,-0.03119611548095171,0.13076975973880922,0.38121922741498104,790,Gathering0,ns,ns
mean_TF,avg_embedding_depth,Adv,-0.004325791030636366,0.01272049987661341,0.8978058178239782,0.7056625408872882,884,Gathering0,ns,ns
mean_TF,avg_embedding_depth,Ele,-0.03130053945433835,-0.010127119562357893,0.3796265621355434,0.7762579551304618,790,Gathering0,ns,ns
mean_TF,avg_embedding_depth,diff,-0.03843965752804436,-0.01832180548053363,0.28053906752902485,0.6071138425614114,790,Gathering0,ns,ns
SkipRateTotal,flesch_reading_ease,Adv,,,,,884,Gathering0,,
SkipRateTotal,flesch_reading_ease,Ele,,,,,790,Gathering0,,
SkipRateTotal,flesch_reading_ease,diff,,,,,790,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,Adv,,,,,884,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,Ele,,,,,790,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,diff,,,,,790,Gathering0,,
SkipRateTotal,dale_chall_score,Adv,,,,,884,Gathering0,,
SkipRateTotal,dale_chall_score,Ele,,,,,790,Gathering0,,
SkipRateTotal,dale_chall_score,diff,,,,,790,Gathering0,,
SkipRateTotal,gunning_fog_index,Adv,,,,,884,Gathering0,,
SkipRateTotal,gunning_fog_index,Ele,,,,,790,Gathering0,,
SkipRateTotal,gunning_fog_index,diff,,,,,790,Gathering0,,
SkipRateTotal,coleman_liau_index,Adv,,,,,884,Gathering0,,
SkipRateTotal,coleman_liau_index,Ele,,,,,790,Gathering0,,
SkipRateTotal,coleman_liau_index,diff,,,,,790,Gathering0,,
SkipRateTotal,smog_index,Adv,,,,,884,Gathering0,,
SkipRateTotal,smog_index,Ele,,,,,790,Gathering0,,
SkipRateTotal,smog_index,diff,,,,,790,Gathering0,,
SkipRateTotal,ARI,Adv,,,,,884,Gathering0,,
SkipRateTotal,ARI,Ele,,,,,790,Gathering0,,
SkipRateTotal,ARI,diff,,,,,790,Gathering0,,
SkipRateTotal,CAREC,Adv,,,,,884,Gathering0,,
SkipRateTotal,CAREC,Ele,,,,,790,Gathering0,,
SkipRateTotal,CAREC,diff,,,,,790,Gathering0,,
SkipRateTotal,CAREC_M,Adv,,,,,884,Gathering0,,
SkipRateTotal,CAREC_M,Ele,,,,,790,Gathering0,,
SkipRateTotal,CAREC_M,diff,,,,,790,Gathering0,,
SkipRateTotal,CARES,Adv,,,,,884,Gathering0,,
SkipRateTotal,CARES,Ele,,,,,790,Gathering0,,
SkipRateTotal,CARES,diff,,,,,790,Gathering0,,
SkipRateTotal,CML2RI,Adv,,,,,884,Gathering0,,
SkipRateTotal,CML2RI,Ele,,,,,790,Gathering0,,
SkipRateTotal,CML2RI,diff,,,,,790,Gathering0,,
SkipRateTotal,word_length,Adv,,,,,884,Gathering0,,
SkipRateTotal,word_length,Ele,,,,,790,Gathering0,,
SkipRateTotal,word_length,diff,,,,,790,Gathering0,,
SkipRateTotal,wordFreq_frequency,Adv,,,,,884,Gathering0,,
SkipRateTotal,wordFreq_frequency,Ele,,,,,790,Gathering0,,
SkipRateTotal,wordFreq_frequency,diff,,,,,790,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,Adv,,,,,884,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,Ele,,,,,790,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,diff,,,,,790,Gathering0,,
SkipRateTotal,n_words,Adv,,,,,884,Gathering0,,
SkipRateTotal,n_words,Ele,,,,,790,Gathering0,,
SkipRateTotal,n_words,diff,,,,,790,Gathering0,,
SkipRateTotal,sentence_count,Adv,,,,,884,Gathering0,,
SkipRateTotal,sentence_count,Ele,,,,,790,Gathering0,,
SkipRateTotal,sentence_count,diff,,,,,790,Gathering0,,
SkipRateTotal,syllable_count,Adv,,,,,884,Gathering0,,
SkipRateTotal,syllable_count,Ele,,,,,790,Gathering0,,
SkipRateTotal,syllable_count,diff,,,,,790,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,Adv,,,,,884,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,Ele,,,,,790,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,diff,,,,,790,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,Adv,,,,,884,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,Ele,,,,,790,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,diff,,,,,790,Gathering0,,
SkipRateTotal,cpidr_density,Adv,,,,,884,Gathering0,,
SkipRateTotal,cpidr_density,Ele,,,,,790,Gathering0,,
SkipRateTotal,cpidr_density,diff,,,,,790,Gathering0,,
SkipRateTotal,depid_density,Adv,,,,,884,Gathering0,,
SkipRateTotal,depid_density,Ele,,,,,790,Gathering0,,
SkipRateTotal,depid_density,diff,,,,,790,Gathering0,,
SkipRateTotal,max_embedding_depth,Adv,,,,,884,Gathering0,,
SkipRateTotal,max_embedding_depth,Ele,,,,,790,Gathering0,,
SkipRateTotal,max_embedding_depth,diff,,,,,790,Gathering0,,
SkipRateTotal,avg_embedding_depth,Adv,,,,,884,Gathering0,,
SkipRateTotal,avg_embedding_depth,Ele,,,,,790,Gathering0,,
SkipRateTotal,avg_embedding_depth,diff,,,,,790,Gathering0,,
RegRateTotal,flesch_reading_ease,Adv,0.37531959637636614,0.3361548356402165,3.858259269305016e-09,1.6541529815939858e-07,231,Gathering0,***,***
RegRateTotal,flesch_reading_ease,Ele,0.4215817194621654,0.3884821029751017,4.6820635734048e-08,5.882931166464102e-07,155,Gathering0,***,***
RegRateTotal,flesch_reading_ease,diff,0.32882348346065565,0.2724549974423064,0.0030882834514284235,0.015132980078491816,79,Gathering0,**,*
RegRateTotal,flesch_kincaid_grade_score,Adv,-0.07437002839565052,-0.07318816406383744,0.26026945270968116,0.2679413636168942,231,Gathering0,ns,ns
RegRateTotal,flesch_kincaid_grade_score,Ele,-0.1879064086893364,-0.17385169841565706,0.019212839448917614,0.030509015723181085,155,Gathering0,*,*
RegRateTotal,flesch_kincaid_grade_score,diff,-0.13001643311181016,-0.13403341187082496,0.2534344189207166,0.2389365836257949,79,Gathering0,ns,ns
RegRateTotal,dale_chall_score,Adv,-0.2614885308081977,-0.25918977448199004,5.7476157929143826e-05,6.710914100513014e-05,231,Gathering0,***,***
RegRateTotal,dale_chall_score,Ele,-0.4764108303998153,-0.37838480263751967,3.706520229899169e-10,1.2072206538651458e-06,155,Gathering0,***,***
RegRateTotal,dale_chall_score,diff,-0.4129414804764247,-0.3430248969725221,0.00015553584570380307,0.001969778513438303,79,Gathering0,***,**
RegRateTotal,gunning_fog_index,Adv,0.010088771858829775,-0.013622657109212469,0.8787861833728109,0.8368433740091576,231,Gathering0,ns,ns
RegRateTotal,gunning_fog_index,Ele,-0.12382959284414247,-0.10887217685761938,0.12475895603309657,0.17750151921931692,155,Gathering0,ns,ns
RegRateTotal,gunning_fog_index,diff,-0.07159792950937137,-0.09109143599801196,0.530634009402544,0.42464117934745704,79,Gathering0,ns,ns
RegRateTotal,coleman_liau_index,Adv,-0.6747123087492684,-0.6672400919360056,4.8529505166185475e-32,3.960411958012392e-31,231,Gathering0,***,***
RegRateTotal,coleman_liau_index,Ele,-0.671395623807221,-0.6996749952389533,1.1738975785444098e-21,4.1672839647632884e-24,155,Gathering0,***,***
RegRateTotal,coleman_liau_index,diff,-0.5941567714044459,-0.5649101394264572,7.817384181780817e-09,5.853209209781388e-08,79,Gathering0,***,***
RegRateTotal,smog_index,Adv,0.016300815786920227,0.01726849688326353,0.8053545468653445,0.7940507722928376,231,Gathering0,ns,ns
RegRateTotal,smog_index,Ele,0.028121936184281483,0.05613307617264881,0.7283284253266227,0.48784433423998186,155,Gathering0,ns,ns
RegRateTotal,smog_index,diff,0.14814278693110663,0.2123293058429405,0.19259633140158616,0.060295670420579754,79,Gathering0,ns,ns
RegRateTotal,ARI,Adv,-0.1440959304681534,-0.1386619144085474,0.028551239732438092,0.03518426611397422,231,Gathering0,*,*
RegRateTotal,ARI,Ele,-0.34242083283343216,-0.28237011801308864,1.2936430690981461e-05,0.0003712159438993889,155,Gathering0,***,***
RegRateTotal,ARI,diff,-0.18043224651011905,-0.22871338185171647,0.11155446532711756,0.04262098359679911,79,Gathering0,ns,*
RegRateTotal,CAREC,Adv,-0.165818543646004,-0.15905957876853835,0.011601149795975112,0.015528735236908824,231,Gathering0,*,*
RegRateTotal,CAREC,Ele,-0.18427142974186506,-0.16425200948412527,0.021716949119954813,0.04112573837550392,155,Gathering0,*,*
RegRateTotal,CAREC,diff,0.00828547122768534,-0.0661776805352207,0.9422276442714241,0.5622785409492466,79,Gathering0,ns,ns
RegRateTotal,CAREC_M,Adv,-0.19934059761127562,-0.1953118154792843,0.0023354286392438545,0.002871748240638308,231,Gathering0,**,**
RegRateTotal,CAREC_M,Ele,-0.19604957978886617,-0.1698658919562566,0.014492687318682902,0.034594241853567825,155,Gathering0,*,*
RegRateTotal,CAREC_M,diff,-0.01051875770944853,-0.08942995607279824,0.9266939990446593,0.43317303079752834,79,Gathering0,ns,ns
RegRateTotal,CARES,Adv,-0.10390538923667571,-0.10919236977448175,0.11527396436378576,0.09781678025489504,231,Gathering0,ns,ns
RegRateTotal,CARES,Ele,-0.29136507649570464,-0.2585577797669137,0.00023485140322289586,0.001160640210847555,155,Gathering0,***,**
RegRateTotal,CARES,diff,-0.05422577909523076,-0.04385062643264624,0.6350460726624039,0.7011821298000533,79,Gathering0,ns,ns
RegRateTotal,CML2RI,Adv,0.19419789803951315,0.19864473343508798,0.00303857421035813,0.0024210028658029226,231,Gathering0,**,**
RegRateTotal,CML2RI,Ele,0.3186328519070505,0.3283090524871779,5.329946384130361e-05,3.0389679038655776e-05,155,Gathering0,***,***
RegRateTotal,CML2RI,diff,0.3557634789042985,0.2847854838458281,0.001292423128138916,0.010965608739027707,79,Gathering0,**,*
RegRateTotal,word_length,Adv,-0.7394204480834685,-0.7326513888235697,3.181290115184813e-41,3.8716648152003805e-40,231,Gathering0,***,***
RegRateTotal,word_length,Ele,-0.7712527830321779,-0.8049879152983062,8.016440562129501e-32,1.6277091087195853e-36,155,Gathering0,***,***
RegRateTotal,word_length,diff,-0.6850733396454651,-0.6508479575973507,3.322165784454953e-12,8.402312063312125e-11,79,Gathering0,***,***
RegRateTotal,wordFreq_frequency,Adv,-0.33179589770974777,-0.3184102463259727,2.4368237991636786e-07,7.716575910583852e-07,231,Gathering0,***,***
RegRateTotal,wordFreq_frequency,Ele,-0.4167994032466447,-0.34369045767989764,6.865594079560351e-08,1.1955018496799907e-05,155,Gathering0,***,***
RegRateTotal,wordFreq_frequency,diff,-0.3229579528250833,-0.2932221510984779,0.003696292281633578,0.008726387452049893,79,Gathering0,**,**
RegRateTotal,mean_pythia70m_surprisal,Adv,-0.4741406585245633,-0.3977382693172697,2.380439651983801e-14,3.541076419719587e-10,231,Gathering0,***,***
RegRateTotal,mean_pythia70m_surprisal,Ele,-0.5616385195797854,-0.4476994358058201,2.9015533606317137e-14,5.196095738524646e-09,155,Gathering0,***,***
RegRateTotal,mean_pythia70m_surprisal,diff,-0.4996365992876965,-0.4914612631583779,2.762918521411916e-06,4.241177803968357e-06,79,Gathering0,***,***
RegRateTotal,n_words,Adv,0.3372873363374004,0.3259546203812132,1.494294556310953e-07,4.057289717930845e-07,231,Gathering0,***,***
RegRateTotal,n_words,Ele,0.247870771688543,0.2655230183654174,0.0018730114858165284,0.0008404388829345532,155,Gathering0,**,***
RegRateTotal,n_words,diff,0.24050001490161294,0.24578357505179926,0.03276246548605194,0.029009140696460597,79,Gathering0,*,*
RegRateTotal,sentence_count,Adv,0.11799313297018937,0.14874002229811914,0.07347490083245446,0.023760460396827516,231,Gathering0,ns,*
RegRateTotal,sentence_count,Ele,0.08780550283778943,0.10030248410102388,0.27729287009800196,0.2143170704220357,155,Gathering0,ns,ns
RegRateTotal,sentence_count,diff,0.07545626496579862,0.010891775565778259,0.508661577514247,0.924101979217124,79,Gathering0,ns,ns
RegRateTotal,syllable_count,Adv,0.2043353762614944,0.1732491186295676,0.0017975793377933327,0.00831854991458819,231,Gathering0,**,**
RegRateTotal,syllable_count,Ele,0.11716843369296648,0.1184469886204577,0.14652014180803766,0.1421344048240223,155,Gathering0,ns,ns
RegRateTotal,syllable_count,diff,0.09684202946968835,0.0805063470626737,0.395865076099022,0.48062561728198205,79,Gathering0,ns,ns
RegRateTotal,mean_gpt2_surprisal,Adv,-0.47477830143720945,-0.39397017848977206,2.1740290752556557e-14,5.357672266504952e-10,231,Gathering0,***,***
RegRateTotal,mean_gpt2_surprisal,Ele,-0.5468953294085729,-0.43784798898534155,1.8096391665908354e-13,1.2170471493193884e-08,155,Gathering0,***,***
RegRateTotal,mean_gpt2_surprisal,diff,-0.5020596356537258,-0.5464548729005403,2.42815406479133e-06,1.8924053567278414e-07,79,Gathering0,***,***
RegRateTotal,max_gpt2_surprisal,Adv,-0.06659793890364915,-0.07690585273453068,0.3135363571930291,0.24432189794591955,231,Gathering0,ns,ns
RegRateTotal,max_gpt2_surprisal,Ele,-0.24392133536282945,-0.1792547607673238,0.002224114102257589,0.025631650881226993,155,Gathering0,**,*
RegRateTotal,max_gpt2_surprisal,diff,0.011753269015388158,-0.012881536539774372,0.9181187119646309,0.9102895601302503,79,Gathering0,ns,ns
RegRateTotal,cpidr_density,Adv,-0.005974270902154237,0.009697533313361546,0.9280414408548265,0.883452777158245,231,Gathering0,ns,ns
RegRateTotal,cpidr_density,Ele,0.07158487524215301,-0.005167562399336057,0.37607753988832354,0.9491173066632353,155,Gathering0,ns,ns
RegRateTotal,cpidr_density,diff,-0.11427989940661591,-0.14044195093538636,0.31593712064924523,0.21701370288710847,79,Gathering0,ns,ns
RegRateTotal,depid_density,Adv,-0.133033747582093,-0.09071546441735151,0.043387903183431956,0.16940720086284475,231,Gathering0,*,ns
RegRateTotal,depid_density,Ele,-0.02195248441370621,-0.037490160296197464,0.7862936634512117,0.6432687059807533,155,Gathering0,ns,ns
RegRateTotal,depid_density,diff,0.10833727499280439,0.015870247615843904,0.3419214571555848,0.8895938046825154,79,Gathering0,ns,ns
RegRateTotal,max_embedding_depth,Adv,0.1658286218864024,0.17272153047865052,0.011596016836368883,0.008520918655994365,231,Gathering0,*,**
RegRateTotal,max_embedding_depth,Ele,0.10025539824865348,0.12224707466372683,0.2145333788406631,0.12968797755193875,155,Gathering0,ns,ns
RegRateTotal,max_embedding_depth,diff,-0.0922744343520584,-0.11461269424115884,0.4186255143502331,0.314520580707834,79,Gathering0,ns,ns
RegRateTotal,avg_embedding_depth,Adv,0.14247688079067747,0.1455330914323494,0.030405321644683864,0.02698735182072837,231,Gathering0,*,*
RegRateTotal,avg_embedding_depth,Ele,0.0898002689577955,0.1080168609020083,0.2664817455414578,0.1809514512864217,155,Gathering0,ns,ns
RegRateTotal,avg_embedding_depth,diff,-0.09987140450533222,-0.09234229143642493,0.38118237613777856,0.41828195217690256,79,Gathering0,ns,ns
SkipRateFirstPass,flesch_reading_ease,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,flesch_reading_ease,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,flesch_reading_ease,diff,,,,,790,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,diff,,,,,790,Gathering0,,
SkipRateFirstPass,dale_chall_score,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,dale_chall_score,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,dale_chall_score,diff,,,,,790,Gathering0,,
SkipRateFirstPass,gunning_fog_index,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,gunning_fog_index,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,gunning_fog_index,diff,,,,,790,Gathering0,,
SkipRateFirstPass,coleman_liau_index,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,coleman_liau_index,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,coleman_liau_index,diff,,,,,790,Gathering0,,
SkipRateFirstPass,smog_index,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,smog_index,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,smog_index,diff,,,,,790,Gathering0,,
SkipRateFirstPass,ARI,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,ARI,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,ARI,diff,,,,,790,Gathering0,,
SkipRateFirstPass,CAREC,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,CAREC,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,CAREC,diff,,,,,790,Gathering0,,
SkipRateFirstPass,CAREC_M,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,CAREC_M,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,CAREC_M,diff,,,,,790,Gathering0,,
SkipRateFirstPass,CARES,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,CARES,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,CARES,diff,,,,,790,Gathering0,,
SkipRateFirstPass,CML2RI,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,CML2RI,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,CML2RI,diff,,,,,790,Gathering0,,
SkipRateFirstPass,word_length,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,word_length,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,word_length,diff,,,,,790,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,diff,,,,,790,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,diff,,,,,790,Gathering0,,
SkipRateFirstPass,n_words,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,n_words,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,n_words,diff,,,,,790,Gathering0,,
SkipRateFirstPass,sentence_count,Adv,,,,,884,Gathering0,,
SkipRateFirstPass,sentence_count,Ele,,,,,790,Gathering0,,
SkipRateFirstPass,sentence_count,diff,,,,,790,Gathering0,,
