RT_col,text_col,level_type,pearson_corr,spearman_corr,pearson_p,spearman_p,n_vals,reading_regime,pearson_p_symbol,spearman_p_symbol
mean_TF,CAREC,Adv,0.3065492236799656,0.303847239471907,7.263933153775488e-05,8.468425238956895e-05,162,Gathering0,***,***
mean_TF,CAREC,Ele,0.284323870432307,0.29465012793571177,0.0002456028503887512,0.00014117970240573767,162,Gathering0,***,***
mean_TF,CAREC,diff,0.23280440404688513,0.23442018400674045,0.0028707944878478605,0.0026774565290735475,162,Gathering0,**,**
mean_TF,CAREC_M,Adv,0.33874307253396607,0.31531371328650604,1.0376441423163325e-05,4.370559341614168e-05,162,Gathering0,***,***
mean_TF,CAREC_M,Ele,0.2638719549022389,0.24938784208513337,0.0006916389432535059,0.0013727016277706276,162,Gathering0,***,**
mean_TF,CAREC_M,diff,0.29189645408133424,0.2759863130954219,0.0001639811087405185,0.00037822793969691774,162,Gathering0,***,***
mean_TF,CARES,Adv,0.15392346989537073,0.12891338924947887,0.050509255471574685,0.10206514866813908,162,Gathering0,ns,ns
mean_TF,CARES,Ele,0.20846683202596192,0.21356836400608376,0.007765097527800372,0.006356736344531783,162,Gathering0,**,**
mean_TF,CARES,diff,0.05813842052160497,0.0887474755172808,0.46241679661045587,0.26141984752861114,162,Gathering0,ns,ns
mean_TF,CML2RI,Adv,-0.4786723377584954,-0.4361755727453247,1.172687384644392e-10,6.559984055160548e-09,162,Gathering0,***,***
mean_TF,CML2RI,Ele,-0.2202062087706798,-0.2583465055890571,0.004866931987244805,0.0009024855422032071,162,Gathering0,**,***
mean_TF,CML2RI,diff,-0.3238527170970462,-0.3678596479343345,2.623374048928659e-05,1.4662464135346717e-06,162,Gathering0,***,***
mean_TF,word_length,Adv,0.4420258919451399,0.4113407714420392,3.8931528551398816e-09,5.399675418608132e-08,162,Gathering0,***,***
mean_TF,word_length,Ele,0.24509577049617426,0.23051872216625824,0.0016694496568309947,0.0031658698895421287,162,Gathering0,**,**
mean_TF,word_length,diff,0.45052670988920396,0.42754681671726213,1.791863387970609e-09,1.3911794134571133e-08,162,Gathering0,***,***
mean_TF,wordFreq_frequency,Adv,0.7870939612856487,0.746455139359914,2.1299671556938862e-35,4.178998157872383e-30,162,Gathering0,***,***
mean_TF,wordFreq_frequency,Ele,0.718823207643776,0.7406839223220654,4.7529268753531074e-27,1.9558644207835892e-29,162,Gathering0,***,***
mean_TF,wordFreq_frequency,diff,0.7761138721977403,0.7453006868851094,7.368227328287242e-34,5.70943014320495e-30,162,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,Adv,0.6535497584889143,0.6488234605065759,4.217438344894386e-21,9.986975568647323e-21,162,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,Ele,0.6277322789762052,0.6410762673597894,3.9125989695999362e-19,3.971963061164375e-20,162,Gathering0,***,***
mean_TF,mean_pythia70m_surprisal,diff,0.6568241832174209,0.6486315221978065,2.300040329241613e-21,1.0339471310887167e-20,162,Gathering0,***,***
mean_TF,n_words,Adv,-0.09531772915656904,-0.09186993439201986,0.22760496925518495,0.2449433803830397,162,Gathering0,ns,ns
mean_TF,n_words,Ele,0.0318361664363185,0.04219812272789225,0.6875571105626849,0.5939138530821848,162,Gathering0,ns,ns
mean_TF,n_words,diff,-0.17492672118918018,-0.16816387959836127,0.025986861215498955,0.032430826634897894,162,Gathering0,*,*
mean_TF,sentence_count,Adv,-0.09049481679220246,-0.05472867996706965,0.2521083702023904,0.4891213574201271,162,Gathering0,ns,ns
mean_TF,sentence_count,Ele,-0.026667793324673006,-0.017384827380333295,0.7362245892305563,0.826201479062494,162,Gathering0,ns,ns
mean_TF,sentence_count,diff,-0.1041551204250656,-0.10119298251561991,0.1871680401589509,0.2000902462083495,162,Gathering0,ns,ns
mean_TF,syllable_count,Adv,0.014171478558823586,0.00943115941408459,0.8579489112756719,0.905186484274628,162,Gathering0,ns,ns
mean_TF,syllable_count,Ele,0.09596596639517084,0.10702844958526582,0.22444434788302453,0.17522703218817579,162,Gathering0,ns,ns
mean_TF,syllable_count,diff,-0.06369358462189638,-0.0599282664047876,0.420688463657822,0.4487282124445934,162,Gathering0,ns,ns
mean_TF,mean_gpt2_surprisal,Adv,0.6158205806330335,0.6013638910411383,2.7519582403758527e-18,2.6350333329819837e-17,162,Gathering0,***,***
mean_TF,mean_gpt2_surprisal,Ele,0.6051155963519224,0.6064398216106299,1.4823220512827812e-17,1.2077268323910807e-17,162,Gathering0,***,***
mean_TF,mean_gpt2_surprisal,diff,0.6273884688212401,0.6264174855799289,4.1440943327989104e-19,4.87266011454963e-19,162,Gathering0,***,***
mean_TF,max_gpt2_surprisal,Adv,0.2354396262481956,0.24260578835132046,0.002561619125770558,0.0018673161450244275,162,Gathering0,**,**
mean_TF,max_gpt2_surprisal,Ele,0.2114971867333149,0.24354606525935962,0.006898453515609452,0.0017902171344677765,162,Gathering0,**,**
mean_TF,max_gpt2_surprisal,diff,0.13854559550240675,0.13185906354083582,0.07870806031098632,0.09440464849300527,162,Gathering0,ns,ns
mean_TF,cpidr_density,Adv,-0.01809971801220344,-0.016099177826588994,0.8191746751388675,0.8388727887127831,162,Gathering0,ns,ns
mean_TF,cpidr_density,Ele,0.00907494339508293,0.017549864246195455,0.9087517911001504,0.8245780521866424,162,Gathering0,ns,ns
mean_TF,cpidr_density,diff,0.16662650499127293,0.14789552346234128,0.03407146873659634,0.06035816880646376,162,Gathering0,*,ns
mean_TF,depid_density,Adv,0.12650510418461258,0.09995222629223094,0.10868533959674065,0.20569053650747987,162,Gathering0,ns,ns
mean_TF,depid_density,Ele,0.14744501359658224,0.16403523258317412,0.06115356589960762,0.036995795907321216,162,Gathering0,ns,*
mean_TF,depid_density,diff,0.11275192345996177,0.11592650456347443,0.15313520886204743,0.14182317787116133,162,Gathering0,ns,ns
mean_TF,max_embedding_depth,Adv,-0.14094948609431085,-0.19654981429479115,0.07360766286290875,0.012182938810397169,162,Gathering0,ns,*
mean_TF,max_embedding_depth,Ele,-0.1423084320198882,-0.17305674416498626,0.07084493469298346,0.027648370691368766,162,Gathering0,ns,*
mean_TF,max_embedding_depth,diff,-0.02600049543365237,-0.034772966133947515,0.7425901812458032,0.6604490383817458,162,Gathering0,ns,ns
mean_TF,avg_embedding_depth,Adv,-0.07585532657411838,-0.11006140653723992,0.3373635658332191,0.16324367230548342,162,Gathering0,ns,ns
mean_TF,avg_embedding_depth,Ele,-0.12766624959164546,-0.16895308866841613,0.10545260778720567,0.031614976055543094,162,Gathering0,ns,*
mean_TF,avg_embedding_depth,diff,0.08355487054987112,0.0655143528252031,0.29046848619825966,0.4075035425272041,162,Gathering0,ns,ns
SkipRateTotal,flesch_reading_ease,Adv,,,,,162,Gathering0,,
SkipRateTotal,flesch_reading_ease,Ele,,,,,162,Gathering0,,
SkipRateTotal,flesch_reading_ease,diff,,,,,162,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,Adv,,,,,162,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,Ele,,,,,162,Gathering0,,
SkipRateTotal,flesch_kincaid_grade_score,diff,,,,,162,Gathering0,,
SkipRateTotal,dale_chall_score,Adv,,,,,162,Gathering0,,
SkipRateTotal,dale_chall_score,Ele,,,,,162,Gathering0,,
SkipRateTotal,dale_chall_score,diff,,,,,162,Gathering0,,
SkipRateTotal,gunning_fog_index,Adv,,,,,162,Gathering0,,
SkipRateTotal,gunning_fog_index,Ele,,,,,162,Gathering0,,
SkipRateTotal,gunning_fog_index,diff,,,,,162,Gathering0,,
SkipRateTotal,coleman_liau_index,Adv,,,,,162,Gathering0,,
SkipRateTotal,coleman_liau_index,Ele,,,,,162,Gathering0,,
SkipRateTotal,coleman_liau_index,diff,,,,,162,Gathering0,,
SkipRateTotal,smog_index,Adv,,,,,162,Gathering0,,
SkipRateTotal,smog_index,Ele,,,,,162,Gathering0,,
SkipRateTotal,smog_index,diff,,,,,162,Gathering0,,
SkipRateTotal,ARI,Adv,,,,,162,Gathering0,,
SkipRateTotal,ARI,Ele,,,,,162,Gathering0,,
SkipRateTotal,ARI,diff,,,,,162,Gathering0,,
SkipRateTotal,CAREC,Adv,,,,,162,Gathering0,,
SkipRateTotal,CAREC,Ele,,,,,162,Gathering0,,
SkipRateTotal,CAREC,diff,,,,,162,Gathering0,,
SkipRateTotal,CAREC_M,Adv,,,,,162,Gathering0,,
SkipRateTotal,CAREC_M,Ele,,,,,162,Gathering0,,
SkipRateTotal,CAREC_M,diff,,,,,162,Gathering0,,
SkipRateTotal,CARES,Adv,,,,,162,Gathering0,,
SkipRateTotal,CARES,Ele,,,,,162,Gathering0,,
SkipRateTotal,CARES,diff,,,,,162,Gathering0,,
SkipRateTotal,CML2RI,Adv,,,,,162,Gathering0,,
SkipRateTotal,CML2RI,Ele,,,,,162,Gathering0,,
SkipRateTotal,CML2RI,diff,,,,,162,Gathering0,,
SkipRateTotal,word_length,Adv,,,,,162,Gathering0,,
SkipRateTotal,word_length,Ele,,,,,162,Gathering0,,
SkipRateTotal,word_length,diff,,,,,162,Gathering0,,
SkipRateTotal,wordFreq_frequency,Adv,,,,,162,Gathering0,,
SkipRateTotal,wordFreq_frequency,Ele,,,,,162,Gathering0,,
SkipRateTotal,wordFreq_frequency,diff,,,,,162,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,Adv,,,,,162,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,Ele,,,,,162,Gathering0,,
SkipRateTotal,mean_pythia70m_surprisal,diff,,,,,162,Gathering0,,
SkipRateTotal,n_words,Adv,,,,,162,Gathering0,,
SkipRateTotal,n_words,Ele,,,,,162,Gathering0,,
SkipRateTotal,n_words,diff,,,,,162,Gathering0,,
SkipRateTotal,sentence_count,Adv,,,,,162,Gathering0,,
SkipRateTotal,sentence_count,Ele,,,,,162,Gathering0,,
SkipRateTotal,sentence_count,diff,,,,,162,Gathering0,,
SkipRateTotal,syllable_count,Adv,,,,,162,Gathering0,,
SkipRateTotal,syllable_count,Ele,,,,,162,Gathering0,,
SkipRateTotal,syllable_count,diff,,,,,162,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,Adv,,,,,162,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,Ele,,,,,162,Gathering0,,
SkipRateTotal,mean_gpt2_surprisal,diff,,,,,162,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,Adv,,,,,162,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,Ele,,,,,162,Gathering0,,
SkipRateTotal,max_gpt2_surprisal,diff,,,,,162,Gathering0,,
SkipRateTotal,cpidr_density,Adv,,,,,162,Gathering0,,
SkipRateTotal,cpidr_density,Ele,,,,,162,Gathering0,,
SkipRateTotal,cpidr_density,diff,,,,,162,Gathering0,,
SkipRateTotal,depid_density,Adv,,,,,162,Gathering0,,
SkipRateTotal,depid_density,Ele,,,,,162,Gathering0,,
SkipRateTotal,depid_density,diff,,,,,162,Gathering0,,
SkipRateTotal,max_embedding_depth,Adv,,,,,162,Gathering0,,
SkipRateTotal,max_embedding_depth,Ele,,,,,162,Gathering0,,
SkipRateTotal,max_embedding_depth,diff,,,,,162,Gathering0,,
SkipRateTotal,avg_embedding_depth,Adv,,,,,162,Gathering0,,
SkipRateTotal,avg_embedding_depth,Ele,,,,,162,Gathering0,,
SkipRateTotal,avg_embedding_depth,diff,,,,,162,Gathering0,,
RegRateTotal,flesch_reading_ease,Adv,0.36123649860558327,0.3576521835836447,2.2455702791860258e-05,2.742398655512657e-05,131,Gathering0,***,***
RegRateTotal,flesch_reading_ease,Ele,0.38258785107487125,0.3874044809199245,6.654906620718936e-05,5.281813520201263e-05,103,Gathering0,***,***
RegRateTotal,flesch_reading_ease,diff,0.18965953327321988,0.18413402582629382,0.08212256321000912,0.09161229672152918,85,Gathering0,ns,ns
RegRateTotal,flesch_kincaid_grade_score,Adv,-0.20865991427042244,-0.22166696335094238,0.0167695595625251,0.010942930039276062,131,Gathering0,*,*
RegRateTotal,flesch_kincaid_grade_score,Ele,-0.1996034093580615,-0.2509201763249769,0.0432362633718925,0.010572449995874015,103,Gathering0,*,*
RegRateTotal,flesch_kincaid_grade_score,diff,0.011101866919134295,-0.028489193736344245,0.9196760838098648,0.7957734228872182,85,Gathering0,ns,ns
RegRateTotal,dale_chall_score,Adv,-0.503446488865992,-0.4890991012737163,8.842176855109028e-10,3.0740872893023e-09,131,Gathering0,***,***
RegRateTotal,dale_chall_score,Ele,-0.40527975860821314,-0.38305724235905214,2.1698842862641824e-05,6.507741465217142e-05,103,Gathering0,***,***
RegRateTotal,dale_chall_score,diff,-0.1968011222396448,-0.16908675177650997,0.0710354899537715,0.12186737563973479,85,Gathering0,ns,ns
RegRateTotal,gunning_fog_index,Adv,-0.22504366398980585,-0.23103121540539465,0.009757841025129036,0.007932056814071697,131,Gathering0,**,**
RegRateTotal,gunning_fog_index,Ele,-0.23953004316146925,-0.2760021966618633,0.014814475296794746,0.00477305820540049,103,Gathering0,*,**
RegRateTotal,gunning_fog_index,diff,-0.012068729887204269,-0.05161454241301118,0.912707032450689,0.6389769497478759,85,Gathering0,ns,ns
RegRateTotal,coleman_liau_index,Adv,-0.7407147167998829,-0.7461734034141402,4.8872992373499334e-24,1.5053688431082388e-24,131,Gathering0,***,***
RegRateTotal,coleman_liau_index,Ele,-0.7671272238857046,-0.7687120228259395,3.447117570088194e-21,2.5496619934516677e-21,103,Gathering0,***,***
RegRateTotal,coleman_liau_index,diff,-0.5959383325884402,-0.57236668657259,1.7774587437000611e-09,1.046983093648418e-08,85,Gathering0,***,***
RegRateTotal,smog_index,Adv,-0.276033948326288,-0.2943320071407882,0.0014162794679975035,0.0006439107950920346,131,Gathering0,**,***
RegRateTotal,smog_index,Ele,-0.35153237006566496,-0.3487392309266598,0.0002715267713936853,0.0003060190232773541,103,Gathering0,***,***
RegRateTotal,smog_index,diff,-0.1846120296177474,-0.18173199882054053,0.09075861392221654,0.09599846843242359,85,Gathering0,ns,ns
RegRateTotal,ARI,Adv,-0.34347813345420897,-0.3659561444123263,5.9066902166718474e-05,1.7196242690119153e-05,131,Gathering0,***,***
RegRateTotal,ARI,Ele,-0.37941041423451677,-0.43886055767753385,7.735645606601599e-05,3.5335451029540925e-06,103,Gathering0,***,***
RegRateTotal,ARI,diff,-0.06698244209757462,-0.13328186462154956,0.5424657079250053,0.22397046966179074,85,Gathering0,ns,ns
RegRateTotal,CAREC,Adv,-0.13222943722579927,-0.12420611248357893,0.1321829442811464,0.15752089853419296,131,Gathering0,ns,ns
RegRateTotal,CAREC,Ele,-0.19805602697725427,-0.188536158111166,0.04491704855667453,0.056491768041185685,103,Gathering0,*,ns
RegRateTotal,CAREC,diff,-0.14242183608256367,-0.10510064490912643,0.19351111869348445,0.3384221075542636,85,Gathering0,ns,ns
RegRateTotal,CAREC_M,Adv,-0.18955127414308592,-0.18128970266374847,0.03012682276853079,0.03824000821341486,131,Gathering0,*,*
RegRateTotal,CAREC_M,Ele,-0.24781662308610602,-0.2468918859552783,0.011607101908628991,0.011932027361378774,103,Gathering0,*,*
RegRateTotal,CAREC_M,diff,-0.20262029262879008,-0.17437951924956027,0.06292114532788026,0.11045509233428674,85,Gathering0,ns,ns
RegRateTotal,CARES,Adv,-0.02916956474826588,-0.013585650990231143,0.7408472662520332,0.8776005102657971,131,Gathering0,ns,ns
RegRateTotal,CARES,Ele,-0.03383263265033866,-0.036912972806747796,0.73440604997897,0.7112484184493317,103,Gathering0,ns,ns
RegRateTotal,CARES,diff,-0.031058612299456684,-0.013210865741645497,0.7778096467456902,0.9044831557539751,85,Gathering0,ns,ns
RegRateTotal,CML2RI,Adv,0.3939336659247449,0.4021192547910105,3.2363232362990507e-06,1.927299580691903e-06,131,Gathering0,***,***
RegRateTotal,CML2RI,Ele,0.3727079878264517,0.3737754250318499,0.00010572226878649464,0.00010063677468313079,103,Gathering0,***,***
RegRateTotal,CML2RI,diff,0.1670523922194591,0.2360562829783076,0.12648707251817737,0.02963427970965848,85,Gathering0,ns,*
RegRateTotal,word_length,Adv,-0.8044369512916912,-0.7974739629322131,5.76183472629263e-31,4.324772938183268e-30,131,Gathering0,***,***
RegRateTotal,word_length,Ele,-0.8458455919251805,-0.847427843430128,2.537426149422598e-29,1.570803041759489e-29,103,Gathering0,***,***
RegRateTotal,word_length,diff,-0.6817777951544455,-0.6590189564197771,6.83065240540307e-13,7.045428833662206e-12,85,Gathering0,***,***
RegRateTotal,wordFreq_frequency,Adv,-0.3949528047772842,-0.3885175892809481,3.0363481746021745e-06,4.526114024017588e-06,131,Gathering0,***,***
RegRateTotal,wordFreq_frequency,Ele,-0.2827617714616001,-0.30985590651495853,0.00380366544402986,0.0014470945706001684,103,Gathering0,**,**
RegRateTotal,wordFreq_frequency,diff,-0.2001747426746861,-0.21254641391440302,0.06623453927777324,0.050826309345544995,85,Gathering0,ns,ns
RegRateTotal,mean_pythia70m_surprisal,Adv,-0.29092862322220336,-0.23001121016388196,0.00074857191952684,0.008219900303192458,131,Gathering0,***,**
RegRateTotal,mean_pythia70m_surprisal,Ele,-0.21048576891193713,-0.1914510389667443,0.032834886393543886,0.052713215796624295,103,Gathering0,*,ns
RegRateTotal,mean_pythia70m_surprisal,diff,-0.25393535059752215,-0.25841313269493843,0.01902281249565473,0.016945597410898454,85,Gathering0,*,*
RegRateTotal,n_words,Adv,0.24602796864782348,0.2496516365772744,0.004617036476175479,0.004031484373671521,131,Gathering0,**,**
RegRateTotal,n_words,Ele,0.2195769136409518,0.21642152218558158,0.025844701200475377,0.02811160801497767,103,Gathering0,*,*
RegRateTotal,n_words,diff,0.10997532505553659,0.12453264442132687,0.31636627301836706,0.2561401183700541,85,Gathering0,ns,ns
RegRateTotal,sentence_count,Adv,0.14941393968756927,0.18647149412853473,0.0885108580115882,0.032961628663206746,131,Gathering0,ns,*
RegRateTotal,sentence_count,Ele,0.1478880008179542,0.1464171320470413,0.13601600493822286,0.13999693350229475,103,Gathering0,ns,ns
RegRateTotal,sentence_count,diff,-0.08903997716575122,-0.06993117538968167,0.41773059807063273,0.5247981252796552,85,Gathering0,ns,ns
RegRateTotal,syllable_count,Adv,0.09537526450902273,0.1005121174274465,0.2785289015049016,0.2533362283791854,131,Gathering0,ns,ns
RegRateTotal,syllable_count,Ele,0.05434477145894685,0.0592042578861896,0.5856082400503503,0.5524813255382526,103,Gathering0,ns,ns
RegRateTotal,syllable_count,diff,-0.019747666713473028,-0.007154201555930323,0.8576344304975455,0.9481877812069031,85,Gathering0,ns,ns
RegRateTotal,mean_gpt2_surprisal,Adv,-0.226759988259072,-0.1641701809640741,0.00919998953420568,0.06096642263467882,131,Gathering0,**,ns
RegRateTotal,mean_gpt2_surprisal,Ele,-0.17624402247831167,-0.14412643324693583,0.07494191492057428,0.14637172611852414,103,Gathering0,ns,ns
RegRateTotal,mean_gpt2_surprisal,diff,-0.3283001587091941,-0.3142270861833105,0.002158857410459295,0.003403781289056041,85,Gathering0,**,**
RegRateTotal,max_gpt2_surprisal,Adv,-0.1568313255041661,-0.15267175572519082,0.07363093987127091,0.08170435803179102,131,Gathering0,ns,ns
RegRateTotal,max_gpt2_surprisal,Ele,0.014669419529880257,-0.007885603830778017,0.8830773193891785,0.9369891532381514,103,Gathering0,ns,ns
RegRateTotal,max_gpt2_surprisal,diff,0.012680922357944966,-0.06262623361805811,0.9082977821332422,0.5690876061316146,85,Gathering0,ns,ns
RegRateTotal,cpidr_density,Adv,-0.003288973926610539,-0.03419490108226609,0.970259088867371,0.6982077563023955,131,Gathering0,ns,ns
RegRateTotal,cpidr_density,Ele,-0.0535704345722132,-0.04140570729565648,0.5909696020194668,0.6779430019860702,103,Gathering0,ns,ns
RegRateTotal,cpidr_density,diff,0.020070069643883526,0.014031659175298026,0.8553351239602645,0.8985792394423215,85,Gathering0,ns,ns
RegRateTotal,depid_density,Adv,-0.04876048512930761,-0.10011116940224718,0.5802157483311993,0.25524422368278715,131,Gathering0,ns,ns
RegRateTotal,depid_density,Ele,-0.06873627687906723,-0.1070999061106013,0.4902570837185945,0.28157829479899793,103,Gathering0,ns,ns
RegRateTotal,depid_density,diff,0.05706581070877235,-0.0174125464139144,0.6039323795651036,0.8743222426250187,85,Gathering0,ns,ns
RegRateTotal,max_embedding_depth,Adv,-0.06560582763750955,-0.029810074048310316,0.4565746814115745,0.7353654496422065,131,Gathering0,ns,ns
RegRateTotal,max_embedding_depth,Ele,0.07639416864996974,0.055310633104818895,0.4430959224351504,0.5789521556881458,103,Gathering0,ns,ns
RegRateTotal,max_embedding_depth,diff,0.09024739149027479,0.11750122157299148,0.41141940960270834,0.28417705995712117,85,Gathering0,ns,ns
RegRateTotal,avg_embedding_depth,Adv,-0.10920783703678599,-0.10074348721079186,0.21435513703174808,0.2522396846566243,131,Gathering0,ns,ns
RegRateTotal,avg_embedding_depth,Ele,0.04860130000457335,0.0008304515379713441,0.6258913895739799,0.9933574454223464,103,Gathering0,ns,ns
RegRateTotal,avg_embedding_depth,diff,0.17803299106608295,0.17372261077345275,0.1030737103866579,0.11182472565406915,85,Gathering0,ns,ns
SkipRateFirstPass,flesch_reading_ease,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,flesch_reading_ease,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,flesch_reading_ease,diff,,,,,162,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,flesch_kincaid_grade_score,diff,,,,,162,Gathering0,,
SkipRateFirstPass,dale_chall_score,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,dale_chall_score,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,dale_chall_score,diff,,,,,162,Gathering0,,
SkipRateFirstPass,gunning_fog_index,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,gunning_fog_index,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,gunning_fog_index,diff,,,,,162,Gathering0,,
SkipRateFirstPass,coleman_liau_index,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,coleman_liau_index,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,coleman_liau_index,diff,,,,,162,Gathering0,,
SkipRateFirstPass,smog_index,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,smog_index,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,smog_index,diff,,,,,162,Gathering0,,
SkipRateFirstPass,ARI,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,ARI,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,ARI,diff,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC,diff,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC_M,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC_M,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,CAREC_M,diff,,,,,162,Gathering0,,
SkipRateFirstPass,CARES,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,CARES,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,CARES,diff,,,,,162,Gathering0,,
SkipRateFirstPass,CML2RI,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,CML2RI,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,CML2RI,diff,,,,,162,Gathering0,,
SkipRateFirstPass,word_length,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,word_length,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,word_length,diff,,,,,162,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,wordFreq_frequency,diff,,,,,162,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,mean_pythia70m_surprisal,diff,,,,,162,Gathering0,,
SkipRateFirstPass,n_words,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,n_words,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,n_words,diff,,,,,162,Gathering0,,
SkipRateFirstPass,sentence_count,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,sentence_count,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,sentence_count,diff,,,,,162,Gathering0,,
SkipRateFirstPass,syllable_count,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,syllable_count,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,syllable_count,diff,,,,,162,Gathering0,,
