RT_col,text_col,level_type,pearson_corr,spearman_corr,pearson_p,spearman_p,n_vals,reading_regime,pearson_p_symbol,spearman_p_symbol
SkipRateFirstPass,mean_gpt2_surprisal,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,mean_gpt2_surprisal,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,mean_gpt2_surprisal,diff,,,,,162,Gathering0,,
SkipRateFirstPass,max_gpt2_surprisal,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,max_gpt2_surprisal,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,max_gpt2_surprisal,diff,,,,,162,Gathering0,,
SkipRateFirstPass,cpidr_density,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,cpidr_density,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,cpidr_density,diff,,,,,162,Gathering0,,
SkipRateFirstPass,depid_density,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,depid_density,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,depid_density,diff,,,,,162,Gathering0,,
SkipRateFirstPass,max_embedding_depth,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,max_embedding_depth,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,max_embedding_depth,diff,,,,,162,Gathering0,,
SkipRateFirstPass,avg_embedding_depth,Adv,,,,,162,Gathering0,,
SkipRateFirstPass,avg_embedding_depth,Ele,,,,,162,Gathering0,,
SkipRateFirstPass,avg_embedding_depth,diff,,,,,162,Gathering0,,
RegRateFirstPass,flesch_reading_ease,Adv,-0.03653773174283338,-0.036324298822056164,0.6786369647453531,0.6804112712111614,131,Gathering0,ns,ns
RegRateFirstPass,flesch_reading_ease,Ele,0.2109461352417136,0.2033492432229504,0.03244604505176999,0.03938321194710208,103,Gathering0,*,*
RegRateFirstPass,flesch_reading_ease,diff,0.1669047469530591,0.11955480858121241,0.1268274903646412,0.2757857876625904,85,Gathering0,ns,ns
RegRateFirstPass,flesch_kincaid_grade_score,Adv,0.10901144894011264,0.08130715125731156,0.2151854243913015,0.3558959301626434,131,Gathering0,ns,ns
RegRateFirstPass,flesch_kincaid_grade_score,Ele,-0.1083022995415103,-0.10869386064982713,0.2761800387399157,0.27443719616533013,103,Gathering0,ns,ns
RegRateFirstPass,flesch_kincaid_grade_score,diff,-0.13850450619130564,-0.11287737586018388,0.20617823575280977,0.3036860240364398,85,Gathering0,ns,ns
RegRateFirstPass,dale_chall_score,Adv,-0.041826605669721836,-0.02017725344264238,0.6352525750793023,0.8190638885547408,131,Gathering0,ns,ns
RegRateFirstPass,dale_chall_score,Ele,-0.13514617211660246,-0.11605110230535998,0.173482690577736,0.24306292628941614,103,Gathering0,ns,ns
RegRateFirstPass,dale_chall_score,diff,0.026279718857228858,0.07555392696548739,0.8113065294841815,0.4919300430176927,85,Gathering0,ns,ns
RegRateFirstPass,gunning_fog_index,Adv,0.196919365402834,0.1564992587040066,0.024173207786559476,0.07425081877251079,131,Gathering0,*,ns
RegRateFirstPass,gunning_fog_index,Ele,-0.08619849935516928,-0.10343322112065806,0.386624185225334,0.29847321374797264,103,Gathering0,ns,ns
RegRateFirstPass,gunning_fog_index,diff,-0.0746874685223599,-0.05407729519936945,0.49692326214544963,0.6230403471214214,85,Gathering0,ns,ns
RegRateFirstPass,coleman_liau_index,Adv,0.02407370463165741,0.005318943062894941,0.7849032378904893,0.9519206483862545,131,Gathering0,ns,ns
RegRateFirstPass,coleman_liau_index,Ele,-0.22743412982405783,-0.2594972082648348,0.020866016131922013,0.008121550848541501,103,Gathering0,*,**
RegRateFirstPass,coleman_liau_index,diff,-0.13330651939969884,-0.1100627857495986,0.22388402182990405,0.3159792068559898,85,Gathering0,ns,ns
RegRateFirstPass,smog_index,Adv,0.17044978561140323,0.16787138995957032,0.05159976229684844,0.055290641382644286,131,Gathering0,ns,ns
RegRateFirstPass,smog_index,Ele,-0.15466559131833474,-0.1788505490520038,0.11877642681071834,0.0706708605921666,103,Gathering0,ns,ns
RegRateFirstPass,smog_index,diff,-0.16975790805350205,-0.131478509416834,0.12037204670058646,0.2303572807194007,85,Gathering0,ns,ns
RegRateFirstPass,ARI,Adv,0.13595730343073162,0.09097692776493076,0.12152906807320078,0.301396310947875,131,Gathering0,ns,ns
RegRateFirstPass,ARI,Ele,-0.07841179782392566,-0.0911558495846158,0.43110976557510583,0.3597986921875418,103,Gathering0,ns,ns
RegRateFirstPass,ARI,diff,-0.08931473369634609,-0.09462589523509958,0.4162895378355961,0.3890036849900863,85,Gathering0,ns,ns
RegRateFirstPass,CAREC,Adv,0.04190949628176675,0.05975310789581537,0.6345818967023072,0.4977989160916344,131,Gathering0,ns,ns
RegRateFirstPass,CAREC,Ele,-0.0924109314697765,-0.013035024303457913,0.35319433533798794,0.8960268113265796,103,Gathering0,ns,ns
RegRateFirstPass,CAREC,diff,0.011761208120674327,-0.020744678252535315,0.9149229292578592,0.8505278858846512,85,Gathering0,ns,ns
RegRateFirstPass,CAREC_M,Adv,0.06437562926743912,0.07730562198399692,0.4650789611565069,0.38014045933108875,131,Gathering0,ns,ns
RegRateFirstPass,CAREC_M,Ele,-0.10051224546973359,-0.04026388683552528,0.3123997279320025,0.6863520130961949,103,Gathering0,ns,ns
RegRateFirstPass,CAREC_M,diff,0.020018741618149646,-0.020803306641379034,0.855701103926259,0.8501103568471109,85,Gathering0,ns,ns
RegRateFirstPass,CARES,Adv,0.026721570989897154,0.051009431301526145,0.7619163567803147,0.5628516824784898,131,Gathering0,ns,ns
RegRateFirstPass,CARES,Ele,-0.027157439363192613,-0.010337876538125318,0.7853879517541488,0.9174548029039603,103,Gathering0,ns,ns
RegRateFirstPass,CARES,diff,0.008341188115923114,-0.01255624661069613,0.9396063656899312,0.909195525275545,85,Gathering0,ns,ns
RegRateFirstPass,CML2RI,Adv,0.014949183805017958,0.028997616423071772,0.8654263102559036,0.7423211205271971,131,Gathering0,ns,ns
RegRateFirstPass,CML2RI,Ele,0.16422263153813726,0.14494999260789102,0.09739589815723262,0.144055120270287,103,Gathering0,ns,ns
RegRateFirstPass,CML2RI,diff,0.038705352487041725,0.06557585292169785,0.7250677909744524,0.5509947320462001,85,Gathering0,ns,ns
RegRateFirstPass,word_length,Adv,-0.014186028208808085,-0.003950722765676727,0.8722363874146686,0.9642787734402181,131,Gathering0,ns,ns
RegRateFirstPass,word_length,Ele,-0.2520040652938993,-0.28013338347041183,0.010230642281716202,0.004157417870681237,103,Gathering0,*,**
RegRateFirstPass,word_length,diff,-0.08756615896925266,-0.07621690549683253,0.42550966963298475,0.48812736243734534,85,Gathering0,ns,ns
RegRateFirstPass,wordFreq_frequency,Adv,-0.18826476013891852,-0.15860198653933621,0.03128476854624288,0.07039585073339437,131,Gathering0,*,ns
RegRateFirstPass,wordFreq_frequency,Ele,-0.038553607463137615,-0.13410675759925159,0.6990190673478509,0.17684481504923424,103,Gathering0,ns,ns
RegRateFirstPass,wordFreq_frequency,diff,0.027872559542884128,-0.023509983926330653,0.8001007935939303,0.8308811950711956,85,Gathering0,ns,ns
RegRateFirstPass,mean_pythia70m_surprisal,Adv,-0.1555780455554149,-0.18748481906236272,0.07599256367007307,0.03200497581648361,131,Gathering0,ns,*
RegRateFirstPass,mean_pythia70m_surprisal,Ele,-0.02938826570841668,-0.06769056991462184,0.7682368404913007,0.4968971360616048,103,Gathering0,ns,ns
RegRateFirstPass,mean_pythia70m_surprisal,diff,0.1861124851980616,0.13753242882922023,0.08811965241059859,0.2094110971687105,85,Gathering0,ns,ns
RegRateFirstPass,n_words,Adv,-0.02100813584148558,0.0239305537489429,0.8117485526782695,0.786151469292372,131,Gathering0,ns,ns
RegRateFirstPass,n_words,Ele,0.06111365276282709,0.059312349512329214,0.539717693317908,0.5517548931146528,103,Gathering0,ns,ns
RegRateFirstPass,n_words,diff,0.004531092760924253,-0.02410998965141751,0.9671713051114907,0.8266315598648886,85,Gathering0,ns,ns
RegRateFirstPass,sentence_count,Adv,-0.160436072528587,-0.09531498767146239,0.06716737874122627,0.27883418045042774,131,Gathering0,ns,ns
RegRateFirstPass,sentence_count,Ele,0.00502609377137285,0.0035869568090332094,0.9598139450152999,0.9713146775193852,103,Gathering0,ns,ns
RegRateFirstPass,sentence_count,diff,0.09110684518768106,0.08091254075665746,0.4069610699135579,0.4616456414514096,85,Gathering0,ns,ns
RegRateFirstPass,syllable_count,Adv,-0.028268955834430592,0.01787475789583001,0.7485771413715615,0.8394153594723498,131,Gathering0,ns,ns
RegRateFirstPass,syllable_count,Ele,-0.0039098657607686445,0.0009916138742272805,0.9687335847028966,0.9920683904307849,103,Gathering0,ns,ns
RegRateFirstPass,syllable_count,diff,-0.021705480306073555,-0.0031910631424640814,0.8436906907715858,0.976876864597658,85,Gathering0,ns,ns
RegRateFirstPass,mean_gpt2_surprisal,Adv,-0.12845005596996406,-0.11667383030651027,0.14369956693205443,0.18446507350429442,131,Gathering0,ns,ns
RegRateFirstPass,mean_gpt2_surprisal,Ele,0.010038019018594118,-0.055397175816681105,0.9198410154398354,0.578357472861619,103,Gathering0,ns,ns
RegRateFirstPass,mean_gpt2_surprisal,diff,0.14633895012740977,0.055843540373640754,0.18141561596496003,0.6117161304493541,85,Gathering0,ns,ns
RegRateFirstPass,max_gpt2_surprisal,Adv,-0.18480388994583985,-0.16160505369168418,0.034588610411960374,0.06517325879064595,131,Gathering0,*,ns
RegRateFirstPass,max_gpt2_surprisal,Ele,-0.11949065917997702,-0.128262177027219,0.22928201298328166,0.19664378474370953,103,Gathering0,ns,ns
RegRateFirstPass,max_gpt2_surprisal,diff,0.06264644001382799,-0.0515857270996896,0.568962719103257,0.6391644060710507,85,Gathering0,ns,ns
RegRateFirstPass,cpidr_density,Adv,0.012505948909955267,0.06588566331208932,0.8872610336633968,0.45465232814940504,131,Gathering0,ns,ns
RegRateFirstPass,cpidr_density,Ele,0.010721462394441028,0.04449437269321582,0.9144033656013508,0.6553959762887906,103,Gathering0,ns,ns
RegRateFirstPass,cpidr_density,diff,-0.021529205875322602,0.0263827749796728,0.8449442328201486,0.8105803473396366,85,Gathering0,ns,ns
RegRateFirstPass,depid_density,Adv,-0.09814489969741336,-0.07221367294405504,0.26474391967941663,0.4124027545414235,131,Gathering0,ns,ns
RegRateFirstPass,depid_density,Ele,0.004241830488703878,-0.026084067728587294,0.9660804433330878,0.7936775598645107,103,Gathering0,ns,ns
RegRateFirstPass,depid_density,diff,-0.006415845388933642,0.04555425813156837,0.9535288279867735,0.6788843462120908,85,Gathering0,ns,ns
RegRateFirstPass,max_embedding_depth,Adv,-0.06269048103617289,-0.008270629910302685,0.47686823069945633,0.9253029576924029,131,Gathering0,ns,ns
RegRateFirstPass,max_embedding_depth,Ele,-0.0230208978537082,-0.06575953322587968,0.8174578886534708,0.509281867518594,103,Gathering0,ns,ns
RegRateFirstPass,max_embedding_depth,diff,0.05177920417329652,0.13038010710911624,0.6379061870363743,0.2343091352516698,85,Gathering0,ns,ns
RegRateFirstPass,avg_embedding_depth,Adv,0.08857397404870235,0.11232718352654418,0.31439717604322576,0.2014722400928142,131,Gathering0,ns,ns
RegRateFirstPass,avg_embedding_depth,Ele,0.059319175432109024,0.014606059967541104,0.5517090348748104,0.8835787736239165,103,Gathering0,ns,ns
RegRateFirstPass,avg_embedding_depth,diff,0.09286390513230941,0.11702707988797396,0.3979350234438881,0.2861383311080054,85,Gathering0,ns,ns
