pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,n_bootstraps,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
mean_nonzero_TF,ARI,Adv,0.0422951785176471,0.0893220223794322,0.59306456756219,0.2583324859512428,200,0.04818287634418822,0.08649936280673665,0.4660875596444201,0.34388056378411463,0.07438961050408831,0.07532879322343912,0.14669307925770048,0.14854510676737023,ns,ns,ns,ns
mean_nonzero_TF,CAREC,Adv,0.0848576785609655,0.1576352037937665,0.2829857701331262,0.0451370090679781,200,0.09433456999302002,0.1582998129762731,0.33994861787787334,0.13837276544849839,0.08894681447425992,0.07687252152362299,0.17539925289265365,0.15158927189146082,ns,*,ns,ns
mean_nonzero_TF,CAREC_M,Adv,0.156569468986905,0.1869353428536208,0.0466283037151886,0.0172231021583073,200,0.16223206359179698,0.1857509052077387,0.12853550857936688,0.08933713533542247,0.073412401932509,0.0762489314368589,0.14476606641987805,0.15035957933893734,*,*,ns,ns
mean_nonzero_TF,CARES,Adv,0.0354844289078453,0.0610039220335299,0.6539461269986246,0.4406125557584851,200,0.019047657697342412,0.061703888521817324,0.3611246818704572,0.3848262450379061,0.11235059024547982,0.08264031041049676,0.22155048168485617,0.1629631009327805,ns,ns,ns,ns
mean_nonzero_TF,CML2RI,Adv,0.3217405032203065,0.3379539658547393,2.9807020131983413e-05,1.0912457898946807e-05,200,0.3239231245975402,0.33413115419386696,0.0011112052863825243,0.0019192894611128125,0.0622487606255605,0.07364766883975395,0.12275185088698809,0.14523000253726503,***,***,**,**
mean_nonzero_TF,GPT-2 117M Mean,Adv,0.1269927190988529,0.2286225180330275,0.1073184423614785,0.0034311524176006,200,0.1313501624414639,0.2246135841400446,0.21365613963114438,0.03664379325412491,0.0739596418350495,0.07505261955766043,0.1458451997269672,0.14800050429978862,ns,**,ns,*
mean_nonzero_TF,GPT-2 1558M Mean,Adv,0.0710793047433016,0.1501225723685046,0.3687465135221058,0.0565500455399471,200,0.07469442622392307,0.1457936045032406,0.4046347533576953,0.17709824071199967,0.07429545192718504,0.07779717512359552,0.14650740263577886,0.1534126486090904,ns,ns,ns,ns
mean_nonzero_TF,GPT-2 345M Mean,Adv,0.0920445337107519,0.173778968924341,0.2440438688669316,0.0269962049486752,200,0.09573354767273777,0.1691963861705056,0.32959594885019305,0.11458414504711018,0.0721144348440147,0.0748382610406964,0.14220653172550138,0.14757779861944578,ns,*,ns,ns
mean_nonzero_TF,GPT-2 774M Mean,Adv,0.0811167921698473,0.1706656166512128,0.3048230265265814,0.0299044423583579,200,0.08607344125935242,0.1677168564556365,0.3613648279777516,0.12429607078026965,0.07591869309807132,0.07783661555272156,0.1497083636856031,0.1534904234214135,ns,*,ns,ns
mean_nonzero_TF,GPT-J 6B Mean,Adv,0.0466063223805255,0.1108937692026515,0.5559093756665991,0.1600645689113068,200,0.04939389288838703,0.10808249620876094,0.5013528561726254,0.28569875220780816,0.0685960500942301,0.07481923674099632,0.13526842989297638,0.14754028352715245,ns,ns,ns,ns
mean_nonzero_TF,GPT-Neo 1.3B Mean,Adv,0.0938499148957994,0.1973139927261026,0.2348774042939129,0.0118445243526247,200,0.10041440740100585,0.195485325295178,0.3178570303033283,0.07248991883924809,0.07617660257791976,0.07565182548227713,0.15021694997221421,0.14918211234418952,ns,*,ns,ns
mean_nonzero_TF,GPT-Neo 125M Mean,Adv,0.157382622393545,0.2814196660555689,0.0454867983053027,0.0002859026954696,200,0.16504112481392152,0.27707709168420835,0.13512243671410953,0.009233433661809539,0.08139549177443953,0.07166715019947516,0.16050837267700382,0.14132450584355938,*,***,ns,**
mean_nonzero_TF,GPT-Neo 2.7B Mean,Adv,0.0703080207386572,0.1370877031053078,0.3739782007272413,0.0819376017313457,200,0.07643704711174198,0.13570253162045412,0.40520537519356387,0.20177071688087142,0.07359048880511533,0.076040751071073,0.14511724599375903,0.14994905670424158,ns,ns,ns,ns
mean_nonzero_TF,Gemma 7B Mean,Adv,0.0449815474174063,0.0847986270765678,0.5697796366769883,0.2833221086547431,200,0.04618295802942034,0.08188022954614764,0.5103822832741736,0.37210889227087807,0.0649875888647675,0.07344849926765164,0.1281527011568674,0.14483724879614254,ns,ns,ns,ns
mean_nonzero_TF,Gemma-2 9B Mean,Adv,0.0388385783970531,0.085456298046322,0.6236445268451514,0.2795913543407624,200,0.0410303975762679,0.0831127598147847,0.49733251259194594,0.3628833466570361,0.07363905836749593,0.07515642133908378,0.14521302306014677,0.14820519690197112,ns,ns,ns,ns
