text_id,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
3_6_6,Adv,302.0969027556365,198.5,433.71178682360636,55,8782
3_6_6,Ele,312.1009895621526,217.0,429.38623647892575,52,7377
3_6_7,Adv,315.171009771987,221.0,418.8636363636364,52,3684
3_6_7,Ele,265.3974324685745,194.0,377.30836501901143,55,3739
3_7_1,Adv,354.79704899777283,247.0,464.2735883424408,55,7184
3_7_1,Ele,305.27374551971326,215.0,416.23152107513744,52,6696
3_7_2,Adv,277.53826166038715,195.0,396.69675023212625,55,7697
3_7_2,Ele,254.5214156079855,187.0,369.5422924901186,52,5510
3_7_3,Adv,320.08218259820353,226.0,427.406552094522,55,7459
3_7_3,Ele,307.0935788949726,229.0,411.8497997329773,52,6027
3_7_4,Adv,344.42175489485135,250.0,455.900940679593,52,6895
3_7_4,Ele,292.2939705473743,212.0,406.8713981821698,55,7198
3_7_5,Adv,321.4966785107369,224.0,441.1804112783549,52,6473
3_7_5,Ele,270.7556160653506,199.0,379.5229007633588,55,5876
3_7_6,Adv,255.3775627357717,187.0,369.2285985297605,55,6097
3_7_6,Ele,250.29638248360482,187.0,364.7197903822441,52,4727
3_7_7,Adv,250.79758190327613,188.0,362.61936090225566,52,7692
3_7_7,Ele,238.29661254199328,180.0,354.00103971719693,55,7144
3_8_1,Adv,270.4464308195896,193.0,394.30176211453744,52,7943
3_8_1,Ele,259.7801524435809,187.0,378.1137698499021,55,6691
3_8_2,Adv,310.50601995184036,215.0,436.1638076830152,52,5814
3_8_2,Ele,310.17483792544573,226.0,421.07343234323434,55,4936
3_8_3,Adv,291.13174010455566,203.0,410.42893240682247,55,6695
3_8_3,Ele,285.56360388966067,205.0,403.4076254555649,52,5039
3_8_4,Adv,301.13210900473933,205.0,415.54138565297364,55,6752
3_8_4,Ele,261.3017495576961,190.0,373.1729365524986,52,5087
3_8_5,Adv,327.6668128014029,224.0,446.6136838960263,52,4562
3_8_5,Ele,327.18923327895595,219.0,435.636403127715,55,3065
3_8_6,Adv,299.6860009405863,215.0,412.1813281586891,52,6379
3_8_6,Ele,293.9854442754725,205.0,407.2269034005417,55,4603
3_9_1,Adv,295.3735555555556,203.0,420.22794815049,55,4500
3_9_1,Ele,280.4086378737542,194.0,402.4416991764196,51,3311
3_9_2,Adv,285.9465631679604,195.0,408.6461414790997,55,8889
3_9_2,Ele,292.5431076473453,197.0,420.0916297505246,51,6159
3_9_3,Adv,262.36625564644123,190.0,377.48849464254346,55,8191
3_9_3,Ele,264.02069297401346,193.5,379.7658052607291,51,6234
3_9_4,Adv,328.681659803611,223.0,439.7745285018012,51,6314
3_9_4,Ele,343.74329054842474,230.0,464.6498422712934,55,4285
