text_id,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
2_1_4,Adv,0.9849607182940516,1.0,1.5702272320629809,54,8910
2_1_4,Ele,1.1146616541353382,1.0,1.6286734413622632,56,5320
2_1_5,Adv,1.3468905799002886,1.0,1.9210329341317365,54,7622
2_1_5,Ele,1.4645784543325526,1.0,1.9535337758688012,56,6832
2_1_6,Adv,1.3693473792394655,1.0,1.870984728804634,56,7784
2_1_6,Ele,1.2118736383442266,1.0,1.744186046511628,54,5508
2_2_1,Adv,1.3533533533533533,1.0,1.908256880733945,54,5994
2_2_1,Ele,1.5502021563342319,1.0,2.085675430643699,56,5936
2_2_2,Adv,1.312636165577342,1.0,1.8795493934142113,54,8262
2_2_2,Ele,1.4183130699088147,1.0,1.9720021130480718,56,7896
2_2_3,Adv,1.4936456063907044,1.0,2.068124685771745,54,5508
2_2_3,Ele,1.6480481727574752,1.0,2.1137150466045274,56,4816
2_2_4,Adv,2.2152423469387754,2.0,2.582527881040892,56,3136
2_2_4,Ele,1.5133333333333334,1.0,2.0118168389955686,54,2700
2_2_5,Adv,1.6189500640204866,1.0,2.159521776259607,55,7810
2_2_5,Ele,1.2732779508480443,1.0,1.8076167076167076,54,5778
2_2_6,Adv,1.4906462585034013,1.0,2.0242494226327943,56,4704
2_2_6,Ele,1.239398819108964,1.0,1.796887159533074,54,3726
2_3_1,Adv,1.2647462277091908,1.0,1.87665377569713,54,7290
2_3_1,Ele,1.2532967032967033,1.0,1.7730275942479596,56,7280
2_3_2,Adv,1.2676748582230624,1.0,1.8309064433927922,54,7935
2_3_2,Ele,1.441620879120879,1.0,1.9310027598896045,56,5824
2_3_3,Adv,1.5331465919701215,1.0,2.0943877551020407,56,8568
2_3_3,Ele,1.3240740740740742,1.0,1.9408027721628647,54,5076
2_3_4,Adv,1.2043698374633627,1.0,1.8669971086327963,54,7506
2_3_4,Ele,1.3421658986175116,1.0,1.8605270162363587,56,5208
2_4_1,Adv,1.4231271777003485,1.0,1.9490008947211452,56,4592
2_4_1,Ele,1.152136752136752,1.0,1.7506493506493506,54,3510
2_4_2,Adv,1.7941176470588236,1.0,2.342292923752057,56,4760
2_4_2,Ele,1.4288409703504044,1.0,1.9604289940828403,53,3710
2_4_3,Adv,1.6711456859971712,1.0,2.174873446847676,56,5656
2_4_3,Ele,1.548841652734655,1.0,2.1206671026814914,53,4187
2_4_4,Adv,1.6654635258358663,1.0,2.1972431077694234,56,5264
2_4_4,Ele,1.5711431742508324,1.0,2.09284447072738,53,4505
2_4_5,Adv,1.3831236897274632,1.0,2.0294796206101,53,5724
2_4_5,Ele,1.472542242703533,1.0,2.008117308195863,56,5208
2_4_6,Adv,1.3815826527738666,1.0,1.9126705653021443,53,3551
2_4_6,Ele,1.433482142857143,1.0,1.8893792291850544,56,4480
2_4_7,Adv,1.582142857142857,1.0,2.124921793534932,56,6440
2_4_7,Ele,1.252416014726185,1.0,1.8407169428474806,53,4346
2_5_1,Adv,1.2598334768877404,1.0,1.8636653217243575,54,6966
2_5_1,Ele,1.2611832611832612,1.0,1.7786822691427118,56,5544
2_5_2,Adv,1.1918238993710693,1.0,1.7993669773166872,54,8586
2_5_2,Ele,1.2453346203346203,1.0,1.777089072543618,56,6216
2_5_3,Adv,1.5830853174603174,1.0,2.149158249158249,56,4032
2_5_3,Ele,1.172582304526749,1.0,1.7434034416826003,54,3888
2_5_4,Adv,1.3901723505683903,1.0,1.9465982028241335,54,5454
2_5_4,Ele,1.4886759581881532,1.0,1.9774370841770321,56,4592
2_5_5,Adv,1.4585762876579202,1.0,1.9998334443704198,56,8232
2_5_5,Ele,1.1699905033238367,1.0,1.7803468208092486,54,4212
2_6_1,Adv,1.2379032258064515,1.0,1.7814313346228239,54,6696
2_6_1,Ele,1.3943704600484261,1.0,1.9076604554865424,56,6608
2_6_2,Adv,1.491981907894737,1.0,2.041924592009004,56,4864
2_6_2,Ele,1.0907407407407408,1.0,1.6529466791393825,54,4860
2_6_3,Adv,1.3558368495077355,1.0,1.9013806706114398,54,4266
2_6_3,Ele,1.3839285714285714,1.0,1.8832842415316642,56,3696
2_6_4,Adv,1.5264084507042253,1.0,2.0611309220580742,56,7952
2_6_4,Ele,1.3274509803921568,1.0,1.8993142144638404,54,4590
2_7_1,Adv,1.620697074010327,1.0,2.1455425804614072,56,4648
2_7_1,Ele,1.1653982749873162,1.0,1.7046382189239333,54,3942
2_7_2,Adv,1.2259570494864613,1.0,1.7812447006952687,56,8568
2_7_2,Ele,1.0784650630011454,1.0,1.6218776916451334,54,5238
2_7_3,Adv,1.2266132111492936,1.0,1.773881833241303,54,5238
2_7_3,Ele,1.5481672932330828,1.0,2.1365110246433203,56,4256
2_7_4,Adv,0.9559805707346691,1.0,1.5183220829315334,54,6588
2_7_4,Ele,1.051044474393531,1.0,1.5589705147426287,56,5936
2_7_5,Adv,1.4219619666048238,1.0,1.96019820971867,56,8624
2_7_5,Ele,1.2726887192536047,1.0,1.8608929309632078,54,7074
2_7_6,Adv,0.9737237237237237,1.0,1.5370333794193165,54,7992
2_7_6,Ele,1.1203917050691243,1.0,1.6539115646258504,56,5208
2_8_1,Adv,1.308291245791246,1.0,1.8167738164815896,54,4752
2_8_1,Ele,1.3694581280788178,1.0,1.808130081300813,56,4872
2_8_2,Adv,1.1641123882503193,1.0,1.7486810551558754,54,6264
2_8_2,Ele,1.2202017114914425,1.0,1.7736561528209684,56,6544
2_8_3,Adv,1.361344537815126,1.0,1.918578830495929,56,5712
2_8_3,Ele,1.1635185185185186,1.0,1.7624123422159887,54,5400
2_8_4,Adv,1.8108066502463054,1.0,2.3526,56,6496
2_8_4,Ele,1.5253772290809329,1.0,2.1014173228346458,54,4374
2_8_5,Adv,1.4599188229325215,1.0,2.042953496627618,54,7884
2_8_5,Ele,1.7233044733044733,1.0,2.245358401880141,56,5544
2_8_6,Adv,1.2441771668575792,1.0,1.8198827143256073,54,5238
2_8_6,Ele,1.3938775510204082,1.0,1.9118264520643806,56,3920
2_9_1,Adv,1.7862446958981613,1.0,2.312428473334859,56,5656
2_9_1,Ele,1.4586894586894588,1.0,1.9730250481695568,54,5616
2_9_2,Adv,1.6365665584415585,1.0,2.196350762527233,56,4928
2_9_2,Ele,1.4439506172839507,1.0,1.9931833674164963,54,4050
2_9_3,Adv,1.4248724489795919,1.0,2.0399926953981007,56,7840
2_9_3,Ele,1.1730769230769231,1.0,1.7359683794466403,54,5616
2_9_4,Adv,1.2729044834307992,1.0,1.910054844606947,54,8208
2_9_4,Ele,1.2477851605758583,1.0,1.7740602243652823,56,7224
2_9_5,Adv,1.7158848614072495,1.0,2.2032854209445585,56,7504
2_9_5,Ele,1.3093220338983051,1.0,1.860615521855486,54,6372
2_9_6,Adv,1.434962962962963,1.0,2.0687740281930798,54,6750
2_9_6,Ele,1.7318349753694582,1.0,2.277327935222672,56,3248
3_10_1,Adv,1.4847631241997439,1.0,2.1316176470588237,55,3905
3_10_1,Ele,1.4284940411700975,1.0,2.026902382782475,52,3692
3_10_2,Adv,1.3096153846153846,1.0,1.880638232586683,52,4680
3_10_2,Ele,1.3845454545454545,1.0,1.9766385463984426,55,4400
3_10_3,Adv,1.489423076923077,1.0,2.0328083989501313,52,5200
3_10_3,Ele,1.4135254988913526,1.0,2.015491621877964,55,4510
3_10_4,Adv,1.367537313432836,1.0,1.9126856684062625,52,6968
3_10_4,Ele,1.3420039814200397,1.0,1.9593102111993799,55,7535
3_10_5,Adv,1.1258373205741627,1.0,1.6909809558030902,55,8360
3_10_5,Ele,1.1057692307692308,1.0,1.621763839191749,52,6968
3_10_6,Adv,1.1632085561497327,1.0,1.734609250398724,55,4675
3_10_6,Ele,1.0794413919413919,1.0,1.6286701208981003,52,4368
3_1_1,Adv,1.5620747350808701,1.0,2.184370613008891,55,8965
3_1_1,Ele,1.3950381679389312,1.0,1.9683098591549295,52,6812
3_1_2,Adv,1.8031515151515152,1.0,2.3740823491860836,55,4125
3_1_2,Ele,1.843006993006993,1.0,2.3818346136466335,52,2860
3_1_3,Adv,1.4228390166534497,1.0,1.9359085023737592,52,6305
3_1_3,Ele,1.2738150738150738,1.0,1.8428507194244603,55,6435
3_1_4,Adv,1.5351502801833927,1.0,2.0651019359259895,52,7852
3_1_4,Ele,1.508640120210368,1.0,2.039406865732277,55,6655
3_1_5,Adv,1.5479469854469854,1.0,2.113358169238957,52,7696
3_1_5,Ele,1.4543153049482163,1.0,2.022727272727273,55,4345
3_2_1,Adv,1.4701515151515152,1.0,2.032041884816754,55,6600
3_2_1,Ele,1.4870151216305063,1.0,2.055202180826897,52,6084
3_2_2,Adv,1.6931318681318681,1.0,2.170834800986263,52,3640
3_2_2,Ele,1.4074380165289255,1.0,1.8584939978173882,55,3630
3_2_3,Adv,1.6459381739755572,1.0,2.2014423076923078,52,5564
3_2_3,Ele,1.4914335664335665,1.0,1.996489585771121,55,5720
3_2_4,Adv,1.637967537050106,1.0,2.14807959278112,52,5668
3_2_4,Ele,1.5864077669902912,1.0,2.112599905970851,55,5665
3_2_5,Adv,1.6027444253859349,1.0,2.1807997510502566,55,8745
3_2_5,Ele,1.5009825940482875,1.0,2.031730951928558,52,7124
3_3_1,Adv,1.6423428920073215,1.0,2.2431666666666668,55,8195
3_3_1,Ele,1.4871343445287106,1.0,2.0297597042513864,52,7384
3_3_2,Adv,1.6203134796238245,1.0,2.1554628857381153,55,7975
3_3_2,Ele,1.5362179487179488,1.0,2.079843783901063,52,6240
3_3_3,Adv,1.507085020242915,1.0,2.0927617709065354,52,7904
3_3_3,Ele,1.3504804138950481,1.0,1.9177162048698573,55,6765
3_3_4,Adv,1.6156569094622193,1.0,2.200853115727003,52,7345
3_3_4,Ele,1.4210227272727274,1.0,2.0279748631664303,55,7040
3_3_5,Adv,1.5373737373737373,1.0,2.124585587157564,55,7920
3_3_5,Ele,1.487129012719564,1.0,2.0308105872622,52,6604
3_4_1,Adv,1.3287959812023984,1.0,1.8747142203932328,51,6171
3_4_1,Ele,1.1033259423503325,1.0,1.6293385723641127,55,4510
3_4_2,Adv,1.456891495601173,1.0,2.054250744293748,55,8525
3_4_2,Ele,1.462812711291413,1.0,1.9812271062271063,51,5916
3_4_3,Adv,1.436985236985237,1.0,1.9666099532113994,55,6435
3_4_3,Ele,1.2102941176470587,1.0,1.7151788815560958,51,4080
3_4_4,Adv,1.4740909090909091,1.0,2.0133478193388172,55,8800
3_4_4,Ele,1.4165806673546613,1.0,1.9488878371982963,51,5814
3_4_5,Adv,1.6330400782013685,1.0,2.1667963683527884,55,5115
3_4_5,Ele,1.2699665231946438,1.0,1.7685647685647685,51,4182
3_5_1,Adv,1.5170068027210883,1.0,2.0563929774782763,52,7644
3_5_1,Ele,1.4829752066115702,1.0,2.007158836689038,55,6050
3_5_2,Adv,1.3167213883677298,1.0,1.8796451288918647,52,8528
3_5_2,Ele,1.3142191142191142,1.0,1.8843582887700534,55,8580
3_5_3,Adv,1.5872235872235871,1.0,2.1480824650853467,55,6105
3_5_3,Ele,1.4943988050784167,1.0,2.0125722906713603,52,5356
3_5_4,Adv,1.454568921011874,1.0,2.0092708147619898,52,7748
3_5_4,Ele,1.5686868686868687,1.0,2.137940528634361,55,4950
3_6_1,Adv,1.3146327356853673,1.0,1.8596850071589281,52,6916
3_6_1,Ele,1.2710575139146567,1.0,1.786906624934794,55,5390
3_6_2,Adv,1.539791356184799,1.0,2.0839048003227107,55,3355
3_6_2,Ele,1.5532786885245902,1.0,2.077150084317032,52,3172
3_6_3,Adv,1.4296314617858026,1.0,1.9382964453386988,52,4043
3_6_3,Ele,1.3350267379679144,1.0,1.8665420560747663,55,3740
3_6_4,Adv,1.571948051948052,1.0,2.1047994435427775,55,5775
3_6_4,Ele,1.4230769230769231,1.0,1.927710843373494,52,4160
3_6_5,Adv,1.4986457204767063,1.0,2.013098053483718,52,7384
3_6_5,Ele,1.4580165289256197,1.0,2.017612076852699,55,6050
3_6_6,Adv,1.483409090909091,1.0,2.1277913610431947,55,8800
3_6_6,Ele,1.4641115926327193,1.0,2.013596572918607,52,7384
3_6_7,Adv,1.5138136511375948,1.0,2.010431654676259,52,3692
3_6_7,Ele,1.2863636363636364,1.0,1.8285822881033826,55,3740
3_7_1,Adv,1.7039555863983344,1.0,2.2277263654509163,55,7205
3_7_1,Ele,1.409958258795468,1.0,1.921186268535446,52,6708
3_7_2,Adv,1.3387012987012987,1.0,1.913140311804009,55,7700
3_7_2,Ele,1.198657474600871,1.0,1.7400579404793257,52,5512
3_7_3,Adv,1.547860962566845,1.0,2.0649188514357055,55,7480
3_7_3,Ele,1.4156167108753315,1.0,1.8979773282951766,52,6032
3_7_4,Adv,1.5698971461683326,1.0,2.0772474602261837,52,6903
3_7_4,Ele,1.3973629424011103,1.0,1.9443800695249132,55,7205
3_7_5,Adv,1.4940650531832897,1.0,2.0486155146903404,52,6487
3_7_5,Ele,1.3209855564995752,1.0,1.8505117829088313,55,5885
3_7_6,Adv,1.2705978705978707,1.0,1.8359763313609467,55,6105
3_7_6,Ele,1.1859678782755705,1.0,1.7273007079101261,52,4732
3_7_7,Adv,1.1652806652806653,1.0,1.6844477836213374,52,7696
3_7_7,Ele,1.171888111888112,1.0,1.7401869158878505,55,7150
3_8_1,Adv,1.2507541478129713,1.0,1.8221937374107307,52,7956
3_8_1,Ele,1.272876304023845,1.0,1.8503032928942809,55,6710
3_8_2,Adv,1.435782967032967,1.0,2.015425403711738,52,5824
3_8_2,Ele,1.508888888888889,1.0,2.0463013698630137,55,4950
3_8_3,Adv,1.4230998509687034,1.0,2.0044080604534007,55,6710
3_8_3,Ele,1.2888580491673276,1.0,1.8199888017917134,52,5044
3_8_4,Adv,1.4728750923872875,1.0,2.030982470444354,55,6765
3_8_4,Ele,1.2350863422291993,1.0,1.7625315037804536,52,5096
3_8_5,Adv,1.5277534965034965,1.0,2.0800357036596253,52,4576
3_8_5,Ele,1.6603896103896103,1.0,2.2071644367716874,55,3080
3_8_6,Adv,1.4169793621013134,1.0,1.9469387755102041,52,6396
3_8_6,Ele,1.4844155844155844,1.0,2.0532934131736527,55,4620
3_9_1,Adv,1.412860310421286,1.0,2.00819413803971,55,4510
3_9_1,Ele,1.3025641025641026,1.0,1.86845521419299,51,3315
3_9_2,Adv,1.3931537598204264,1.0,1.9889440794744433,55,8910
3_9_2,Ele,1.3518068384378545,1.0,1.9395489421064869,51,6171
3_9_3,Adv,1.3089668615984404,1.0,1.8816112084063048,55,8208
3_9_3,Ele,1.2460304731355252,1.0,1.7921568627450981,51,6235
3_9_4,Adv,1.560246679316888,1.0,2.0864876295199832,51,6324
3_9_4,Ele,1.696037296037296,1.0,2.2916535433070866,55,4290
