text_id,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_1,Adv,277.6475435816165,231.0,277.6475435816165,59,3155
1_10_1,Ele,245.7262741652021,212.0,245.7262741652021,58,2276
1_10_2,Adv,257.9048664471277,221.0,257.9048664471277,58,2733
1_10_2,Ele,256.1331444759207,218.5,256.1331444759207,59,2824
1_10_3,Adv,280.7702164009112,230.0,280.7702164009112,59,3512
1_10_3,Ele,249.35101847465657,210.0,249.35101847465657,58,2111
1_10_4,Adv,274.44431185361975,228.0,274.44431185361975,59,5028
1_10_4,Ele,255.77428425357874,218.0,255.77428425357874,58,3912
1_10_5,Adv,277.4117489986649,232.0,277.4117489986649,59,3745
1_10_5,Ele,250.04714828897337,217.0,250.04714828897337,58,2630
1_10_6,Adv,261.9963768115942,224.0,261.9963768115942,58,3864
1_10_6,Ele,276.1432695777698,229.0,276.1432695777698,59,2771
1_10_7,Adv,242.76255587693925,209.0,242.76255587693925,58,3803
1_10_7,Ele,257.95010982114843,223.0,257.95010982114843,59,3187
1_1_1,Adv,269.495223880597,227.0,269.495223880597,58,3350
1_1_1,Ele,259.1926868044515,220.0,259.1926868044515,59,3145
1_1_2,Adv,264.3303249097473,226.0,264.3303249097473,58,3324
1_1_2,Ele,257.15525477707007,219.5,257.15525477707007,59,2512
1_1_3,Adv,279.4347826086956,225.5,279.4347826086956,59,2576
1_1_3,Ele,247.36706135629709,212.0,247.36706135629709,58,1858
1_1_4,Adv,278.9734784087045,231.0,278.9734784087045,59,2941
1_1_4,Ele,251.4263490520175,217.0,251.4263490520175,58,2057
1_1_5,Adv,261.6392572944297,217.0,261.6392572944297,59,2262
1_1_5,Ele,246.2214765100671,213.0,246.2214765100671,58,1788
1_1_6,Adv,267.4384883409274,226.0,267.4384883409274,58,3731
1_1_6,Ele,255.1055463576159,221.0,255.1055463576159,59,2416
1_1_7,Adv,256.2312053241311,224.0,256.2312053241311,59,4057
1_1_7,Ele,243.52417099480624,212.0,243.52417099480624,58,2503
1_2_1,Adv,271.22926596758816,229.0,271.22926596758816,59,4196
1_2_1,Ele,261.1369397217929,224.0,261.1369397217929,58,3235
1_2_2,Adv,268.27380339680906,222.0,268.27380339680906,59,3886
1_2_2,Ele,256.8105693132499,222.0,256.8105693132499,58,3917
1_2_3,Adv,257.69215240979054,218.0,257.69215240979054,58,3963
1_2_3,Ele,264.2191345772132,223.0,264.2191345772132,59,2519
1_2_4,Adv,252.64423765211166,217.0,252.64423765211166,58,4191
1_2_4,Ele,257.4937269372694,218.0,257.4937269372694,59,2710
1_2_5,Adv,252.07809416408233,220.0,252.07809416408233,58,3547
1_2_5,Ele,254.1722290894108,216.0,254.1722290894108,59,2427
1_2_6,Adv,282.66386946386945,233.0,282.66386946386945,59,2145
1_2_6,Ele,250.32401902497028,219.0,250.32401902497028,58,1682
1_3_1,Adv,276.40935192780967,228.0,276.40935192780967,59,2438
1_3_1,Ele,246.34787978592013,211.0,246.34787978592013,58,2429
1_3_2,Adv,271.06532066508316,233.0,271.06532066508316,58,2526
1_3_2,Ele,268.7395,227.0,268.7395,59,2000
1_3_3,Adv,267.92336922102595,224.0,267.92336922102595,59,3158
1_3_3,Ele,248.16158648549393,216.0,248.16158648549393,58,2723
1_3_4,Adv,267.1514975283513,227.0,267.1514975283513,58,3439
1_3_4,Ele,250.81223083548664,215.5,250.81223083548664,59,2322
1_3_5,Adv,265.7105826906598,226.0,265.7105826906598,58,4668
1_3_5,Ele,268.0749632533072,218.0,268.0749632533072,59,2041
1_4_1,Adv,261.1423117709438,221.0,261.1423117709438,58,4715
1_4_1,Ele,255.84055068836045,219.0,255.84055068836045,59,3995
1_4_2,Adv,269.5413373210852,225.0,269.5413373210852,58,4681
1_4_2,Ele,256.0501968503937,221.0,256.0501968503937,59,4064
1_4_3,Adv,277.7530460624071,231.0,277.7530460624071,59,3365
1_4_3,Ele,246.13012048192772,214.0,246.13012048192772,58,2490
1_4_4,Adv,267.8579117330463,225.0,267.8579117330463,59,4645
1_4_4,Ele,250.9956165984804,219.0,250.9956165984804,58,3422
1_4_5,Adv,259.3359550561798,220.0,259.3359550561798,58,2670
1_4_5,Ele,264.50888274772996,222.0,264.50888274772996,59,2533
1_5_1,Adv,270.448087431694,226.0,270.448087431694,59,2196
1_5_1,Ele,255.22211764705884,218.0,255.22211764705884,58,2125
1_5_2,Adv,264.8811537627413,224.0,264.8811537627413,59,4611
1_5_2,Ele,250.3820197044335,215.0,250.3820197044335,58,4060
1_5_3,Adv,272.6325852036575,227.0,272.6325852036575,58,3609
1_5_3,Ele,264.9170818505338,223.0,264.9170818505338,59,2810
1_5_4,Adv,275.6399919775371,232.0,275.6399919775371,59,4986
1_5_4,Ele,254.73955696202532,221.0,254.73955696202532,58,3160
1_5_5,Adv,274.58099173553717,232.0,274.58099173553717,58,2420
1_5_5,Ele,281.79012875536483,232.0,281.79012875536483,59,2330
1_6_1,Adv,282.8981092436975,229.0,282.8981092436975,59,2856
1_6_1,Ele,268.9486301369863,218.0,268.9486301369863,58,2044
1_6_2,Adv,261.56380510440835,222.0,261.56380510440835,58,3448
1_6_2,Ele,266.4153225806452,223.0,266.4153225806452,59,3224
1_6_3,Adv,278.51642060861707,227.0,278.51642060861707,59,3319
1_6_3,Ele,258.2732622287606,217.0,258.2732622287606,58,2719
1_6_4,Adv,263.27411801436153,220.0,263.27411801436153,58,3203
1_6_4,Ele,266.45534362700573,223.0,266.45534362700573,59,3303
1_7_1,Adv,260.8558352402746,221.5,260.8558352402746,58,4370
1_7_1,Ele,251.3814126394052,215.0,251.3814126394052,59,4035
1_7_2,Adv,249.81790633608816,219.0,249.81790633608816,58,3630
1_7_2,Ele,251.75094645754461,217.0,251.75094645754461,58,3698
1_7_3,Adv,259.4800520381613,222.0,259.4800520381613,59,4612
1_7_3,Ele,251.87988748241912,219.0,251.87988748241912,58,3555
1_7_4,Adv,261.67988416128316,220.0,261.67988416128316,59,4489
1_7_4,Ele,245.32704896569783,216.0,245.32704896569783,58,3819
1_8_1,Adv,245.00293333333335,210.0,245.00293333333335,58,3750
1_8_1,Ele,246.31063122923587,211.5,246.31063122923587,59,3612
1_8_2,Adv,274.5466604607866,228.0,274.5466604607866,59,4297
1_8_2,Ele,261.9882005899705,221.0,261.9882005899705,58,3390
1_8_3,Adv,256.5398936170213,218.0,256.5398936170213,59,4512
1_8_3,Ele,246.8794605226187,216.0,246.8794605226187,58,3559
1_8_4,Adv,269.72826830937714,228.0,269.72826830937714,59,4383
1_8_4,Ele,250.85349065880038,216.0,250.85349065880038,58,4068
1_8_5,Adv,267.1471760797342,224.0,267.1471760797342,58,3010
1_8_5,Ele,264.6227400562475,223.0,264.6227400562475,59,2489
1_9_1,Adv,253.0063056379822,213.5,253.0063056379822,58,2696
1_9_1,Ele,251.5807303123625,218.0,251.5807303123625,59,2273
1_9_2,Adv,263.4132473622509,222.0,263.4132473622509,59,3412
1_9_2,Ele,246.8081603435934,210.0,246.8081603435934,58,2794
1_9_3,Adv,277.1586300135196,220.0,277.1586300135196,59,2219
1_9_3,Ele,245.39408866995075,213.0,245.39408866995075,58,1624
1_9_4,Adv,250.2147598594299,217.0,250.2147598594299,58,2561
1_9_4,Ele,253.38847023360964,216.5,253.38847023360964,59,2654
1_9_5,Adv,260.6370477568741,220.0,260.6370477568741,58,3455
1_9_5,Ele,260.9945652173913,224.0,260.9945652173913,59,2392
1_9_6,Adv,250.0159817351598,215.0,250.0159817351598,58,3504
1_9_6,Ele,256.67413931144915,218.0,256.67413931144915,59,3747
2_10_1,Adv,274.37673210161665,221.0,274.37673210161665,54,3464
2_10_1,Ele,253.80032258064517,214.0,253.80032258064517,56,3100
2_10_2,Adv,272.436030617824,223.0,272.436030617824,54,3658
2_10_2,Ele,263.4549418604651,221.0,263.4549418604651,56,3440
2_10_3,Adv,277.4012048192771,221.0,277.4012048192771,56,3320
2_10_3,Ele,260.87033747779753,220.0,260.87033747779753,54,2815
2_10_4,Adv,285.1570393147375,230.0,285.1570393147375,56,4553
2_10_4,Ele,267.74114774114776,219.0,267.74114774114776,53,2457
2_1_1,Adv,263.7792243016002,224.0,263.7792243016002,56,3687
2_1_1,Ele,257.03031346882534,213.0,257.03031346882534,54,2903
2_1_2,Adv,264.5014717687985,218.0,264.5014717687985,56,3737
