text_id,align_idx,level,RegRateFirstPass,RegRateTotal,n_subjects,n_rows
1_10_1,0,Adv,0.23336006415396954,0.24234470691163604,59,2286
1_10_1,0,Ele,0.18672985781990523,0.23197492163009403,58,1914
1_10_1,1,Adv,0.2062780269058296,0.24710080285459413,59,1121
1_10_1,1,Ele,0.2979890310786106,0.2558983666061706,58,1102
1_10_1,2,Adv,0.28490718321226793,0.2513435303844564,59,2419
1_10_1,2,Ele,0.271513353115727,0.27504105090311987,58,1218
1_10_2,3,Adv,0.18864774624373956,0.27262931034482757,58,928
1_10_2,3,Ele,0.21172638436482086,0.28456735057983945,59,1121
1_10_2,4,Adv,0.2576419213973799,0.3085612366230678,58,1682
1_10_2,4,Ele,0.273955773955774,0.2900912646675359,59,1534
1_10_2,5,Adv,0.3302891933028919,0.3030503978779841,58,1508
1_10_2,5,Ele,0.314214463840399,0.27421307506053266,59,1652
1_10_2,6,Adv,0.41354723707664887,0.3793103448275862,58,1044
1_10_2,6,Ele,0.3686868686868687,0.3380414312617702,59,1062
1_10_3,7,Adv,0.2585066162570889,0.28639082751744765,59,4012
1_10_3,7,Ele,0.26263297872340424,0.2480106100795756,58,3016
1_10_3,8,Adv,0.30587392550143266,0.33732947498966515,59,2419
1_10_3,8,Ele,0.357495881383855,0.3021346469622332,58,1218
1_10_4,9,Adv,0.25573192239858905,0.2916251246261216,59,2006
1_10_4,9,Ele,0.18292682926829268,0.2078544061302682,58,1044
1_10_4,10,Adv,0.31065989847715736,0.288135593220339,59,1829
1_10_4,10,Ele,0.29791894852135814,0.296875,58,1856
1_10_4,11,Adv,0.20245398773006135,0.18220338983050846,59,1416
1_10_4,11,Ele,0.2816593886462882,0.25383141762452105,58,1044
1_10_4,12,Adv,0.2898671096345515,0.23983050847457626,59,2360
1_10_4,12,Ele,0.3289315726290516,0.32503192848020435,58,1566
1_10_4,13,Adv,0.27825261158594494,0.22748815165876776,59,2110
1_10_4,13,Ele,0.30038022813688214,0.2572227399813607,58,2146
1_10_5,14,Adv,0.16493055555555555,0.20638085742771686,59,1003
1_10_5,14,Ele,0.22592592592592592,0.27478448275862066,58,928
1_10_5,15,Adv,0.29833333333333334,0.3479036574487065,59,1121
1_10_5,15,Ele,0.3050847457627119,0.28056426332288403,58,1276
1_10_5,16,Adv,0.265748031496063,0.3214871514488792,59,1829
1_10_5,16,Ele,0.23641304347826086,0.26795977011494254,58,1392
1_10_5,17,Adv,0.278815196394076,0.3054106910039113,59,3068
1_10_5,17,Ele,0.3446808510638298,0.30702917771883287,58,1508
1_10_6,18,Adv,0.2467948717948718,0.2955665024630542,58,1624
1_10_6,18,Ele,0.2747093023255814,0.25084745762711863,59,1180
1_10_6,19,Adv,0.3057176196032672,0.3604004449388209,58,1798
1_10_6,19,Ele,0.26551373346897256,0.24499229583975346,59,1947
1_10_6,20,Adv,0.31078610603290674,0.3103448275862069,58,1102
1_10_6,20,Ele,0.3155818540433925,0.2994350282485876,59,1062
1_10_6,21,Adv,0.29772727272727273,0.24482758620689654,58,870
1_10_6,22,Adv,0.1882998171846435,0.1969147005444646,58,1102
1_10_6,22,Ele,0.24957841483979765,0.19892952720785012,59,1121
1_10_6,23,Adv,0.31098696461824954,0.3103448275862069,58,928
1_10_7,24,Adv,0.2441860465116279,0.22266009852216748,58,2030
1_10_7,24,Ele,0.18244803695150116,0.2344632768361582,59,708
1_10_7,25,Adv,0.32453567937438904,0.3317800559179869,58,2146
1_10_7,25,Ele,0.2290836653386454,0.2611228813559322,59,1888
1_10_7,26,Adv,0.2864963503649635,0.22413793103448276,58,1160
1_10_7,26,Ele,0.262992125984252,0.23898305084745763,59,1180
1_10_7,27,Adv,0.265,0.19927826784282276,58,2494
1_10_7,27,Ele,0.28878923766816145,0.2097457627118644,59,2360
1_1_1,28,Adv,0.25394896719319565,0.2752463054187192,58,1624
1_1_1,28,Ele,0.19621109607577808,0.21257062146892655,59,1416
1_1_1,29,Adv,0.28133704735376047,0.21793103448275863,58,1450
1_1_1,29,Ele,0.24086378737541528,0.2066182405165456,59,1239
