text_id,align_idx,level,mean_HigherPassFixation,median_HigherPassFixation,mean_nonzero_HigherPassFixation,n_subjects,n_rows
1_10_7,26,Adv,102.81751824817518,0.0,288.94358974358977,57,548
1_10_7,26,Ele,130.40314960629922,0.0,339.3688524590164,59,635
1_10_7,27,Adv,77.875,0.0,280.6306306306306,58,1200
1_10_7,27,Ele,103.11390134529148,0.0,334.22093023255815,59,1115
1_1_1,28,Adv,200.66464155528553,0.0,457.47091412742384,58,823
1_1_1,28,Ele,141.8362652232747,0.0,361.43793103448274,59,739
1_1_1,29,Adv,109.2284122562674,0.0,333.7276595744681,57,718
1_1_1,29,Ele,102.37209302325581,0.0,378.0858895705521,59,602
1_1_1,30,Adv,181.9404052443385,0.0,439.90778097982707,57,839
1_1_1,30,Ele,76.60357142857143,0.0,323.35175879396985,58,840
1_1_1,31,Adv,169.21443298969072,0.0,440.0482573726542,58,970
1_1_1,31,Ele,105.06846473029046,0.0,348.0618556701031,59,964
1_1_2,32,Adv,151.2080291970803,0.0,390.85849056603774,58,548
1_1_2,33,Adv,228.95268138801262,106.0,437.2168674698795,58,317
1_1_2,33,Ele,173.22994652406416,0.0,479.9111111111111,58,374
1_1_2,34,Adv,132.51045627376425,0.0,359.28092783505156,58,1052
1_1_2,34,Ele,128.83367346938775,0.0,321.264631043257,59,980
1_1_2,35,Adv,115.16625916870416,0.0,406.0603448275862,56,409
1_1_2,35,Ele,80.8329853862213,0.0,312.25,59,479
1_1_2,36,Adv,67.5621181262729,0.0,283.52991452991455,58,491
1_1_2,36,Ele,54.264044943820224,0.0,289.77,59,534
1_1_2,37,Adv,141.7041420118343,0.0,430.20359281437123,58,507
1_1_2,37,Ele,54.648275862068964,0.0,293.48148148148147,59,145
1_1_3,38,Adv,191.5225594749795,0.0,464.1471172962227,59,1219
1_1_3,38,Ele,153.90194420963653,0.0,433.4904761904762,58,1183
1_1_3,39,Adv,178.37024221453288,0.0,410.2042440318302,59,867
1_1_3,39,Ele,183.97560975609755,0.0,377.15,56,328
1_1_3,40,Adv,75.60408163265306,0.0,280.6515151515151,59,490
1_1_3,40,Ele,68.39193083573487,0.0,239.7171717171717,58,347
1_1_4,41,Adv,193.79087452471484,0.0,437.48497854077254,59,1052
1_1_4,41,Ele,175.9456647398844,0.0,394.2823834196891,58,865
1_1_4,42,Adv,218.06368563685638,0.0,470.55847953216374,58,738
1_1_4,42,Ele,148.19418960244647,0.0,384.5992063492063,58,654
1_1_4,43,Adv,226.8396694214876,0.0,497.2391304347826,59,605
1_1_4,43,Ele,245.15985130111525,23.0,490.3197026022305,58,538
1_1_4,44,Adv,151.5018315018315,0.0,395.7894736842105,59,546
1_1_5,45,Adv,100.0944055944056,0.0,351.2515337423313,59,572
1_1_5,45,Ele,160.9271523178808,0.0,390.3614457831325,57,604
1_1_5,46,Adv,122.4405705229794,0.0,382.4752475247525,59,631
1_1_5,46,Ele,103.8840579710145,0.0,317.56962025316454,58,483
1_1_5,47,Adv,65.04498269896193,0.0,324.1034482758621,55,289
1_1_5,48,Adv,156.65584415584416,0.0,398.1023102310231,59,770
1_1_5,48,Ele,172.376604850214,0.0,393.6026058631922,58,701
1_1_6,49,Adv,220.11238532110093,0.0,559.5860058309038,58,872
1_1_6,50,Adv,274.392,145.5,497.0869565217391,57,500
1_1_6,51,Adv,210.02564102564102,0.0,450.05494505494505,58,780
1_1_6,51,Ele,144.04910714285714,0.0,402.0809968847352,58,896
1_1_6,52,Adv,157.38568714376188,0.0,365.45882352941175,58,1579
1_1_6,52,Ele,132.50263157894736,0.0,353.96133567662565,59,1520
1_1_7,53,Adv,170.5189003436426,0.0,367.56296296296296,59,291
1_1_7,53,Ele,139.89508196721312,0.0,355.56666666666666,58,305
1_1_7,54,Adv,117.69350649350649,0.0,351.25581395348837,58,385
1_1_7,55,Adv,160.5898058252427,0.0,382.4450867052023,57,412
1_1_7,55,Ele,98.32360097323601,0.0,290.72661870503595,58,411
1_1_7,56,Adv,164.84168336673346,0.0,373.8909090909091,58,499
1_1_7,56,Ele,157.25,0.0,419.3333333333333,58,584
1_1_7,57,Adv,168.37862595419847,0.0,372.5945945945946,59,655
1_1_7,57,Ele,149.681654676259,0.0,334.2289156626506,58,556
1_1_7,58,Adv,147.34701986754968,0.0,374.56902356902356,58,755
1_1_7,58,Ele,74.96754250386398,0.0,287.0059171597633,58,647
1_1_7,59,Adv,305.83903420523137,196.0,482.54603174603176,58,497
1_1_7,60,Adv,116.11545293072824,0.0,367.26404494382024,59,563
1_2_1,61,Adv,153.93136094674557,0.0,411.62025316455697,59,845
1_2_1,61,Ele,117.41058823529411,0.0,355.15658362989325,58,850
1_2_1,62,Adv,162.56469500924214,0.0,410.011655011655,59,1082
1_2_1,62,Ele,193.8556701030928,0.0,450.7808219178082,58,679
1_2_1,63,Adv,122.10735586481114,0.0,368.8888888888889,59,1006
1_2_1,63,Ele,162.94017094017093,0.0,449.62264150943395,57,585
1_2_1,64,Adv,78.4893111638955,0.0,325.02295081967213,59,1263
1_2_1,64,Ele,98.87332738626226,0.0,369.45666666666665,58,1121
1_2_2,65,Adv,206.23444976076556,0.0,448.9895833333333,58,418
1_2_2,65,Ele,173.15408805031447,0.0,393.3071428571429,58,318
1_2_2,66,Adv,150.61787072243345,0.0,460.61046511627904,59,526
1_2_2,66,Ele,142.627539503386,0.0,356.9717514124294,58,443
1_2_2,67,Adv,104.62790697674419,0.0,313.8837209302326,55,387
1_2_2,67,Ele,96.25245098039215,0.0,330.00840336134456,57,408
1_2_2,68,Adv,122.30359085963003,0.0,383.6075085324232,58,919
1_2_2,68,Ele,153.42433537832312,0.0,399.0664893617021,58,978
1_2_2,69,Adv,150.66812227074234,0.0,407.51574803149606,58,687
1_2_2,69,Ele,100.21156558533146,0.0,330.4651162790698,58,709
1_2_2,70,Adv,110.38145416227609,0.0,351.51677852348996,59,949
1_2_2,70,Ele,161.9396795475966,0.0,446.2805194805195,58,1061
1_2_3,71,Adv,173.03761061946904,0.0,421.633423180593,58,904
1_2_3,72,Adv,181.25594025797693,0.0,415.22550544323485,58,1473
1_2_3,72,Ele,187.06876371616679,0.0,441.66321243523316,59,1367
1_2_3,73,Adv,214.18984962406014,0.0,460.4,57,1064
1_2_3,73,Ele,125.78125,0.0,361.3466334164589,59,1152
1_2_3,74,Adv,64.31800766283524,0.0,297.11504424778764,58,522
1_2_4,75,Adv,210.20289855072463,0.0,458.0210526315789,58,1035
1_2_4,75,Ele,257.0755208333333,150.5,476.8937198067633,59,768
1_2_4,76,Adv,138.14460784313727,0.0,390.0553633217993,58,816
1_2_4,76,Ele,124.748,0.0,393.11344537815125,58,750
1_2_4,77,Adv,109.95340501792114,0.0,331.64324324324326,57,558
1_2_4,77,Ele,50.0,0.0,255.55555555555554,50,230
1_2_4,78,Adv,144.25688073394497,0.0,365.6744186046512,55,218
1_2_4,78,Ele,123.55555555555556,0.0,353.8181818181818,51,189
1_2_4,79,Adv,121.45578231292517,0.0,392.3956043956044,54,294
1_2_4,79,Ele,59.13953488372093,0.0,282.55555555555554,48,129
1_2_4,80,Adv,98.33816425120773,0.0,339.26666666666665,57,207
1_2_4,80,Ele,65.81818181818181,0.0,278.46153846153845,54,165
1_2_4,81,Adv,83.30291627469425,0.0,343.22093023255815,58,1063
1_2_4,81,Ele,69.32567849686848,0.0,335.42424242424244,59,479
1_2_5,82,Adv,215.40254237288136,0.0,459.3524096385542,58,708
1_2_5,82,Ele,164.54113924050634,0.0,371.39285714285717,59,632
1_2_5,83,Adv,219.11338289962825,43.5,434.99261992619927,57,538
1_2_5,83,Ele,236.05872483221478,45.5,470.53846153846155,59,596
1_2_5,84,Adv,151.0773558368495,0.0,422.8976377952756,57,711
1_2_5,84,Ele,107.8664047151277,0.0,338.91358024691357,58,509
1_2_5,85,Adv,79.21610738255033,0.0,353.38922155688624,58,745
1_2_5,85,Ele,65.66811594202899,0.0,274.6121212121212,59,690
1_2_5,86,Adv,76.62603550295859,0.0,328.6751269035533,58,845
1_2_6,87,Adv,221.42313915857605,0.0,491.3447037701975,59,1236
1_2_6,87,Ele,151.7042857142857,0.0,380.6200716845878,57,700
1_2_6,88,Adv,238.51639344262296,0.0,487.6927374301676,57,366
1_2_6,88,Ele,125.3103448275862,0.0,338.04651162790697,55,348
1_2_6,89,Adv,226.9318600368324,0.0,481.34375,59,543
1_2_6,89,Ele,103.09305993690852,0.0,361.11049723756906,58,634
1_3_1,90,Adv,159.5779005524862,0.0,396.75274725274727,59,905
1_3_1,90,Ele,102.83118405627198,0.0,302.4655172413793,57,853
1_3_1,91,Adv,238.3956043956044,122.0,439.7432432432432,59,546
1_3_1,91,Ele,157.4683257918552,0.0,344.55940594059405,58,442
1_3_1,92,Adv,159.51396648044692,0.0,432.6212121212121,59,537
1_3_1,92,Ele,95.07680722891567,0.0,360.74857142857144,57,664
1_3_1,93,Adv,95.15555555555555,0.0,348.130081300813,59,450
1_3_1,93,Ele,67.3531914893617,0.0,257.3658536585366,58,470
1_3_2,94,Adv,191.1089108910891,11.0,382.2178217821782,58,606
1_3_2,94,Ele,162.64208242950107,0.0,418.87150837988827,59,461
1_3_2,95,Adv,208.74735249621784,0.0,429.85046728971963,58,661
1_3_2,95,Ele,151.73857142857142,0.0,361.28231292517006,58,700
1_3_2,96,Adv,220.79943502824858,0.0,451.80924855491327,57,708
1_3_2,96,Ele,133.03975535168195,0.0,365.5798319327731,58,327
1_3_2,97,Adv,139.46460980036298,0.0,369.44711538461536,58,551
1_3_2,97,Ele,160.73046875,0.0,374.06363636363636,59,512
1_3_3,98,Adv,131.3629893238434,0.0,419.46590909090907,59,562
1_3_3,98,Ele,183.54371584699453,0.0,447.8466666666667,58,732
1_3_3,99,Adv,218.65714285714284,76.0,425.1666666666667,53,105
1_3_3,99,Ele,184.96842105263158,0.0,418.3809523809524,51,95
1_3_3,100,Adv,138.9777777777778,0.0,359.9424460431655,57,360
1_3_3,100,Ele,83.14364640883979,0.0,354.09411764705885,55,362
1_3_3,101,Adv,97.68807339449542,0.0,360.9491525423729,55,436
1_3_3,101,Ele,99.61061946902655,0.0,304.2162162162162,48,113
1_3_3,102,Adv,171.67158671586716,0.0,467.5678391959799,59,542
1_3_3,102,Ele,71.69260700389106,0.0,312.2881355932203,52,257
1_3_3,103,Adv,255.93396226415095,0.0,542.58,53,106
1_3_3,103,Ele,71.0948905109489,0.0,278.2857142857143,53,137
1_3_3,104,Adv,111.34139784946237,0.0,366.53982300884957,59,744
1_3_3,104,Ele,74.21148459383754,0.0,346.32026143790847,58,714
1_3_3,105,Adv,167.62706270627064,0.0,518.2755102040817,59,303
1_3_3,105,Ele,129.50159744408947,0.0,422.2291666666667,58,313
1_3_4,106,Adv,162.26869806094183,0.0,386.6600660066007,57,722
1_3_4,106,Ele,102.41472868217055,0.0,361.958904109589,59,258
1_3_4,107,Adv,180.92613636363637,0.0,493.68992248062017,53,352
1_3_4,107,Ele,110.93908629441624,0.0,370.4237288135593,53,394
1_3_4,108,Adv,159.28867924528302,0.0,363.89224137931035,57,530
1_3_4,108,Ele,170.58057395143487,0.0,415.4462365591398,58,453
1_3_4,109,Adv,138.93235831809872,0.0,424.5586592178771,56,547
1_3_4,110,Adv,115.22670807453416,0.0,371.03,58,1288
1_3_4,110,Ele,120.40427280197206,0.0,371.9086294416244,59,1217
1_3_5,111,Adv,179.94602272727272,0.0,385.0516717325228,58,704
1_3_5,112,Adv,216.82846715328466,0.0,515.1242774566474,58,822
1_3_5,112,Ele,154.62340036563072,0.0,480.5625,59,547
1_3_5,113,Adv,207.92824074074073,0.0,480.3475935828877,56,432
1_3_5,114,Adv,149.0350553505535,0.0,375.706976744186,58,2710
1_3_5,114,Ele,103.90629183400267,0.0,334.5603448275862,59,1494
1_4_1,115,Adv,169.59942363112393,0.0,389.7417218543046,58,694
1_4_1,115,Ele,119.06222222222222,0.0,412.1384615384615,59,675
1_4_1,116,Adv,157.96703296703296,0.0,378.2894736842105,57,637
1_4_1,116,Ele,117.97641509433963,0.0,380.8781725888325,59,636
1_4_1,117,Adv,190.24506466984343,0.0,411.59057437407955,58,1469
1_4_1,117,Ele,151.1867816091954,0.0,394.5975,59,1044
1_4_1,119,Adv,151.9289817232376,0.0,402.4121715076072,58,1915
1_4_1,119,Ele,181.54817073170733,0.0,418.1727528089888,59,1640
1_4_2,120,Adv,211.6563245823389,0.0,442.68219633943426,58,1257
1_4_2,120,Ele,115.06109022556392,0.0,377.85493827160496,59,1064
1_4_2,121,Adv,179.259900990099,0.0,436.2710843373494,58,404
1_4_2,121,Ele,100.06791569086651,0.0,316.5111111111111,57,427
1_4_2,122,Adv,129.47018572825024,0.0,378.42285714285714,58,1023
1_4_2,122,Ele,113.99314285714286,0.0,377.8181818181818,59,875
1_4_2,123,Adv,98.14884696016772,0.0,390.14166666666665,58,477
1_4_2,123,Ele,146.00507614213197,0.0,355.0987654320988,56,197
1_4_2,124,Adv,140.16614420062695,0.0,456.2551020408163,52,319
1_4_2,124,Ele,91.98843930635839,0.0,328.12371134020617,55,346
1_4_2,125,Adv,165.28605769230768,0.0,474.2,56,416
1_4_2,125,Ele,101.58432304038004,0.0,423.43564356435644,59,421
1_4_2,126,Adv,90.04743833017078,0.0,341.40287769784175,58,527
1_4_2,126,Ele,67.9074074074074,0.0,289.5,58,486
1_4_2,127,Adv,165.22093023255815,0.0,468.42857142857144,57,258
1_4_2,127,Ele,73.8225806451613,0.0,305.1333333333333,58,248
1_4_3,128,Adv,252.4451127819549,142.0,457.4277929155313,59,665
1_4_3,128,Ele,187.72554744525547,0.0,417.5064935064935,58,685
1_4_3,129,Adv,334.24101796407183,180.5,554.0272952853599,59,668
1_4_3,129,Ele,147.80521739130435,0.0,360.1186440677966,57,575
1_4_3,130,Adv,243.09817351598173,100.0,473.2311111111111,59,438
1_4_3,130,Ele,162.61198738170347,0.0,368.2,56,317
1_4_3,131,Adv,178.80357142857142,0.0,425.26254826254825,59,616
1_4_3,131,Ele,142.55601659751036,0.0,350.57142857142856,58,482
1_4_3,132,Adv,143.299591002045,0.0,406.2231884057971,59,978
1_4_3,132,Ele,133.3735498839907,0.0,344.21556886227546,58,431
1_4_4,133,Adv,158.84720327421556,0.0,379.2671009771987,59,733
1_4_4,133,Ele,177.52696456086287,0.0,365.76190476190476,57,649
1_4_4,134,Adv,156.38926174496643,0.0,367.9263157894737,56,447
1_4_4,134,Ele,210.3544600938967,16.5,420.7089201877934,55,426
1_4_4,135,Adv,216.0763723150358,0.0,457.25252525252523,58,419
1_4_4,135,Ele,203.67664670658684,125.0,377.93333333333334,56,334
1_4_4,136,Adv,137.99255583126552,0.0,437.88188976377955,59,403
1_4_4,136,Ele,129.54779411764707,0.0,335.5904761904762,54,272
1_4_4,137,Adv,119.09116022099448,0.0,402.9065420560748,56,362
1_4_4,137,Ele,128.40079365079364,0.0,443.24657534246575,54,252
1_4_4,138,Adv,204.05649157581763,0.0,448.5686274509804,59,1009
1_4_4,138,Ele,200.35557986870896,0.0,438.0980861244019,57,914
1_4_4,139,Adv,225.11508951406648,0.0,494.4943820224719,58,391
1_4_4,139,Ele,147.71891891891892,0.0,379.55555555555554,53,185
1_4_4,140,Adv,228.2283950617284,92.0,445.4578313253012,54,324
1_4_4,140,Ele,166.87948717948717,0.0,439.75,58,390
1_4_4,141,Adv,114.69658886894075,0.0,339.8191489361702,59,557
1_4_5,142,Adv,160.79283489096574,0.0,375.3781818181818,58,642
1_4_5,142,Ele,197.1705685618729,0.0,441.60299625468167,59,598
1_4_5,143,Adv,140.13933236574746,0.0,374.2480620155039,58,689
1_4_5,143,Ele,241.90521327014218,0.0,500.4117647058824,59,633
1_4_5,144,Adv,182.54368932038835,0.0,432.9407894736842,58,721
1_4_5,144,Ele,154.73952095808383,0.0,378.6300366300366,59,668
1_4_5,145,Adv,197.2200647249191,0.0,461.67424242424244,58,618
1_4_5,145,Ele,133.4652996845426,0.0,388.151376146789,59,634
1_5_1,146,Adv,141.93174061433447,0.0,391.09090909090907,59,879
1_5_1,146,Ele,106.30105263157894,0.0,336.62,58,950
1_5_1,147,Adv,147.29956584659914,0.0,431.2881355932203,59,691
1_5_1,147,Ele,117.6046875,0.0,368.95588235294116,57,640
1_5_1,148,Adv,53.801916932907346,0.0,283.02521008403363,59,626
1_5_1,148,Ele,64.13084112149532,0.0,317.68518518518516,58,535
1_5_2,149,Adv,171.84670487106018,0.0,508.25847457627117,59,698
1_5_2,149,Ele,92.86392405063292,0.0,297.9187817258883,58,632
1_5_2,150,Adv,89.04683840749415,0.0,362.12380952380954,57,427
1_5_2,150,Ele,74.1575,0.0,282.5047619047619,58,400
1_5_2,151,Adv,100.14634146341463,0.0,430.15238095238095,58,451
1_5_2,151,Ele,75.87341772151899,0.0,342.51428571428573,58,474
1_5_2,152,Adv,181.52088772845954,0.0,451.4448051948052,58,766
1_5_2,152,Ele,185.82808022922637,0.0,436.72727272727275,57,698
1_5_2,153,Adv,106.95445411922304,0.0,395.2549504950495,57,1493
1_5_2,153,Ele,134.65685570710696,0.0,383.5930470347648,58,1393
1_5_2,154,Adv,89.47164948453609,0.0,371.2834224598931,59,776
1_5_2,154,Ele,75.28077753779698,0.0,314.009009009009,58,463
1_5_3,155,Adv,237.182405165456,124.0,441.24474474474476,58,1239
1_5_3,155,Ele,240.0888888888889,0.0,488.47872340425533,59,765
1_5_3,156,Adv,197.95934959349594,0.0,404.13278008298755,57,492
1_5_3,156,Ele,186.5343811394892,0.0,409.25,59,509
1_5_3,157,Adv,173.57761351636748,0.0,416.14683544303796,58,947
1_5_3,157,Ele,144.86193672099714,0.0,364.0746987951807,59,1043
1_5_3,158,Adv,143.12352309344791,0.0,386.2260869565217,58,931
1_5_3,158,Ele,129.48275862068965,0.0,360.6497175141243,59,493
1_5_4,159,Adv,260.7932960893855,139.0,471.5353535353535,59,179
1_5_4,159,Ele,323.50602409638554,196.0,488.2,58,166
1_5_4,160,Adv,198.24852071005918,0.0,476.9252669039146,59,676
1_5_4,160,Ele,125.83636363636364,0.0,329.57142857142856,56,385
1_5_4,161,Adv,136.38381742738588,0.0,413.44025157232704,56,482
1_5_4,162,Adv,275.53714285714284,165.0,446.47222222222223,53,175
1_5_4,163,Adv,156.98130841121494,0.0,424.8819561551433,59,1605
1_5_4,163,Ele,190.6028955532575,0.0,438.8404761904762,56,967
1_5_4,164,Adv,170.88946015424165,0.0,392.188790560472,58,778
1_5_4,164,Ele,143.39398734177215,0.0,340.6954887218045,56,632
1_5_4,165,Adv,114.67094408799267,0.0,369.04424778761063,59,1091
1_5_4,165,Ele,118.38217821782179,0.0,336.8056338028169,58,1010
1_5_5,166,Adv,247.62767154105737,132.0,452.9650205761317,58,889
1_5_5,166,Ele,209.5013586956522,29.5,416.73783783783784,59,736
1_5_5,167,Adv,291.3492462311558,172.0,486.19287211740044,58,796
1_5_5,167,Ele,214.64369158878506,0.0,462.80856423173805,59,856
1_5_5,168,Adv,158.59183673469389,0.0,389.8494983277592,58,735
1_5_5,168,Ele,104.94037940379404,0.0,332.3862660944206,59,738
1_6_1,169,Adv,210.04767441860466,0.0,477.8862433862434,59,860
1_6_1,169,Ele,166.9667458432304,0.0,433.9074074074074,58,842
1_6_1,170,Adv,155.92158859470467,0.0,406.14058355437663,58,982
1_6_1,170,Ele,124.78590425531915,0.0,366.55859375,58,752
1_6_1,171,Adv,203.35305719921104,0.0,467.5736961451247,59,1014
1_6_1,171,Ele,91.34444444444445,0.0,354.3534482758621,58,450
1_6_2,172,Adv,249.52057416267942,125.0,474.0890909090909,58,1045
1_6_2,172,Ele,253.5222222222222,0.0,514.6691729323309,59,810
1_6_2,173,Adv,233.59733333333332,61.0,458.63350785340316,57,1125
1_6_2,173,Ele,218.68177028451,0.0,487.15727699530515,57,949
1_6_2,174,Adv,254.82648401826484,161.0,435.9921875,52,219
1_6_2,174,Ele,128.01333333333332,0.0,328.2393162393162,54,300
1_6_2,175,Adv,124.38621586475942,0.0,340.4021352313167,58,769
1_6_2,175,Ele,126.90035169988276,0.0,375.8541666666667,58,853
1_6_2,176,Adv,86.81724137931035,0.0,286.10227272727275,58,290
1_6_2,176,Ele,125.69871794871794,0.0,377.09615384615387,59,312
1_6_3,177,Adv,188.58683729433272,0.0,427.1511387163561,59,1094
1_6_3,177,Ele,183.99056603773585,0.0,436.63432835820896,58,954
1_6_3,178,Adv,160.32049518569463,0.0,384.66336633663366,59,727
1_6_3,178,Ele,170.15936952714537,0.0,358.52767527675275,57,571
1_6_3,179,Adv,173.90895741556534,0.0,414.0979020979021,57,681
1_6_3,179,Ele,192.73013493253373,0.0,393.1223241590214,58,667
1_6_3,180,Adv,227.86046511627907,0.0,465.405,59,817
1_6_3,180,Ele,183.96584440227704,0.0,387.8,58,527
1_6_4,181,Adv,163.81737588652481,0.0,378.65983606557376,58,564
1_6_4,181,Ele,150.4271978021978,0.0,395.3465703971119,59,728
1_6_4,182,Adv,152.15371329879102,0.0,393.29017857142856,58,579
1_6_4,182,Ele,145.6892109500805,0.0,400.32300884955754,59,621
1_6_4,183,Adv,160.87758945386065,0.0,418.7549019607843,58,531
1_6_4,183,Ele,130.2062615101289,0.0,444.6666666666667,59,543
1_6_4,184,Adv,158.44791666666666,0.0,517.8212765957447,58,768
1_6_4,184,Ele,117.49053627760253,0.0,387.9635416666667,59,634
1_6_4,185,Adv,151.09855453350855,0.0,402.04895104895104,58,761
1_6_4,185,Ele,97.99227799227799,0.0,329.61038961038963,59,777
1_7_1,186,Adv,97.0855614973262,0.0,372.02868852459017,58,935
1_7_1,186,Ele,145.72151898734177,0.0,442.7692307692308,59,790
1_7_1,187,Adv,107.36704119850187,0.0,352.46311475409834,58,801
1_7_1,187,Ele,121.52837573385519,0.0,350.85310734463275,58,511
1_7_1,188,Adv,70.97161172161172,0.0,302.73828125,58,1092
1_7_1,188,Ele,66.02927927927928,0.0,305.3854166666667,59,888
1_7_1,189,Adv,84.82867132867133,0.0,330.0816326530612,57,572
1_7_1,189,Ele,58.25788751714678,0.0,329.2248062015504,59,729
1_7_1,190,Adv,87.07943925233644,0.0,298.16,58,428
1_7_1,190,Ele,81.15338645418326,0.0,293.0863309352518,59,502
1_7_1,191,Adv,32.91279069767442,0.0,235.875,52,172
1_7_1,191,Ele,48.10294117647059,0.0,265.2162162162162,58,204
1_7_1,192,Adv,49.642276422764226,0.0,265.4782608695652,56,246
1_7_1,192,Ele,56.021126760563384,0.0,311.96078431372547,59,284
1_7_1,193,Adv,110.89516129032258,0.0,335.390243902439,55,124
1_7_1,193,Ele,62.2992125984252,0.0,416.42105263157896,59,127
1_7_2,194,Adv,140.72336265884653,0.0,380.84656084656086,58,1023
1_7_2,194,Ele,112.14780168381665,0.0,370.01851851851853,58,1069
1_7_2,195,Adv,119.21644295302013,0.0,379.96256684491976,56,596
1_7_2,195,Ele,132.82022471910113,0.0,361.3406113537118,58,623
1_7_2,196,Adv,142.7732484076433,0.0,371.1158940397351,56,785
1_7_2,196,Ele,114.80171184022825,0.0,354.51982378854626,58,701
1_7_2,197,Adv,94.3763779527559,0.0,307.3282051282051,56,635
1_7_2,197,Ele,131.8905325443787,0.0,379.39574468085107,57,676
1_7_2,198,Adv,67.15736040609137,0.0,256.06451612903226,58,591
1_7_2,198,Ele,77.84578696343402,0.0,307.9559748427673,58,629
1_7_3,199,Adv,169.52674230145868,0.0,454.7739130434783,59,617
1_7_3,199,Ele,97.93031358885017,0.0,362.65806451612906,58,574
1_7_3,200,Adv,99.31347962382445,0.0,344.35869565217394,55,319
1_7_3,200,Ele,97.49308755760369,0.0,315.76119402985074,53,217
1_7_3,201,Adv,176.41812865497076,0.0,424.8943661971831,58,342
1_7_3,201,Ele,151.28195488721803,0.0,341.02542372881356,54,266
1_7_3,202,Adv,109.8093471810089,0.0,394.728,59,1348
1_7_3,202,Ele,114.3091423185674,0.0,339.72549019607845,58,1061
1_7_3,203,Adv,171.4005376344086,0.0,458.71223021582733,58,372
1_7_3,203,Ele,62.74061433447099,0.0,322.50877192982455,51,293
1_7_3,204,Adv,125.55859802847755,0.0,400.82167832167835,58,913
