text_id,align_idx,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_10_6,19,Ele,157.46122239342577,165.0,224.92809977989728,59,1947
1_10_6,20,Adv,157.3339382940109,164.0,217.81658291457288,58,1102
1_10_6,20,Ele,156.63747645951037,162.0,229.13085399449037,59,1062
1_10_6,21,Adv,160.86091954022987,162.5,220.04559748427673,58,870
1_10_6,22,Adv,145.69963702359345,154.5,209.06380208333334,58,1102
1_10_6,22,Ele,141.69313113291705,156.0,213.7792732166891,59,1121
1_10_6,23,Adv,152.8081896551724,163.0,207.9266862170088,58,928
1_10_7,24,Adv,149.6743842364532,158.0,210.1237897648686,58,2030
1_10_7,24,Ele,168.79943502824858,174.0,220.90573012939,59,708
1_10_7,25,Adv,156.56663560111835,163.0,213.32825396825396,58,2146
1_10_7,25,Ele,163.4761652542373,171.0,215.9853044086774,59,1888
1_10_7,26,Adv,153.31293103448274,162.0,218.2122699386503,58,1160
1_10_7,26,Ele,161.36186440677966,170.0,221.40348837209302,59,1180
1_10_7,27,Adv,135.2858861267041,146.0,206.36269113149848,58,2494
1_10_7,27,Ele,138.99194915254236,149.0,216.08761528326747,59,2360
1_1_1,28,Adv,153.76970443349754,165.0,212.16822429906543,58,1624
1_1_1,28,Ele,152.125,165.0,220.25460122699386,59,1416
1_1_1,29,Adv,143.8455172413793,154.0,209.6241206030151,58,1450
1_1_1,29,Ele,144.9136400322841,160.0,211.48174322732626,59,1239
1_1_1,30,Adv,165.42620689655172,170.5,210.22611744084136,58,1450
1_1_1,30,Ele,143.38619854721549,157.0,213.01618705035972,59,1652
1_1_1,31,Adv,153.48377281947262,162.5,218.85032537960956,58,1972
1_1_1,31,Ele,149.2061235647895,160.0,222.9558823529412,59,1829
1_1_2,32,Adv,172.17816091954023,176.0,217.7252906976744,58,870
1_1_2,33,Adv,153.87774294670845,161.0,213.4217391304348,58,638
1_1_2,33,Ele,159.47919876733437,173.0,211.66053169734153,59,649
1_1_2,34,Adv,151.739110707804,162.0,210.6001259445844,58,2204
1_1_2,34,Ele,154.79322033898305,164.0,219.38778311599177,59,2065
1_1_2,35,Adv,138.76600985221674,149.0,206.36996336996336,58,812
1_1_2,35,Ele,154.58983050847456,163.0,214.77551020408163,59,885
1_1_2,36,Adv,132.6501014198783,141.0,211.63915857605178,58,986
1_1_2,36,Ele,131.4549509366637,144.0,218.63649851632047,59,1121
