text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_2_4,79,Ele,205.18055555555554,191.0,205.18055555555554,59,288
1_2_4,80,Adv,194.3310185185185,178.0,194.3310185185185,58,432
1_2_4,80,Ele,210.95283018867926,184.0,210.95283018867926,58,318
1_2_4,81,Adv,201.2016302016302,186.0,201.2016302016302,58,2331
1_2_4,81,Ele,203.03642384105962,188.0,203.03642384105962,59,906
1_2_5,82,Adv,212.0725681935152,196.0,212.0725681935152,58,1943
1_2_5,82,Ele,208.34355444305382,193.0,208.34355444305382,59,1598
1_2_5,83,Adv,214.8235596707819,198.0,214.8235596707819,58,1944
1_2_5,83,Ele,223.6282806641671,206.0,223.6282806641671,59,1867
1_2_5,84,Adv,215.27905638665132,198.0,215.27905638665132,58,1738
1_2_5,84,Ele,213.3185988323603,196.0,213.3185988323603,59,1199
1_2_5,85,Adv,210.44556962025317,195.0,210.44556962025317,58,1580
1_2_5,85,Ele,211.06716981132075,196.0,211.06716981132075,59,1325
1_2_5,86,Adv,203.28208160851568,189.0,203.28208160851568,58,1691
1_2_6,87,Adv,222.9791243838794,205.0,222.9791243838794,59,3449
1_2_6,87,Ele,210.0045197740113,193.0,210.0045197740113,58,1770
1_2_6,88,Adv,221.54947916666666,202.5,221.54947916666666,59,1152
1_2_6,88,Ele,216.30513595166164,197.0,216.30513595166164,58,993
1_2_6,89,Adv,229.7678916827853,210.0,229.7678916827853,59,1551
1_2_6,89,Ele,216.25388198757764,200.0,216.25388198757764,58,1288
1_3_1,90,Adv,217.9714522134878,200.0,217.9714522134878,59,2417
1_3_1,90,Ele,205.6366612111293,190.0,205.6366612111293,58,1833
1_3_1,91,Adv,223.91666666666666,207.0,223.91666666666666,59,1620
1_3_1,91,Ele,207.49883810999225,192.0,207.49883810999225,58,1291
1_3_1,92,Adv,221.11461318051576,204.0,221.11461318051576,59,1396
1_3_1,92,Ele,216.6049798115747,200.0,216.6049798115747,58,1486
1_3_1,93,Adv,210.51016042780748,197.0,210.51016042780748,59,935
1_3_1,93,Ele,202.23952095808383,188.0,202.23952095808383,58,835
1_3_2,94,Adv,210.79935275080905,196.0,210.79935275080905,58,1545
1_3_2,94,Ele,214.96147403685092,201.0,214.96147403685092,59,1194
1_3_2,95,Adv,214.34360554699538,197.0,214.34360554699538,58,1947
1_3_2,95,Ele,216.54715078164398,198.0,216.54715078164398,59,1983
1_3_2,96,Adv,218.37209302325581,204.5,218.37209302325581,58,2064
1_3_2,96,Ele,218.42045454545453,201.5,218.42045454545453,59,792
1_3_2,97,Adv,212.15607843137255,196.0,212.15607843137255,58,1275
1_3_2,97,Ele,213.13359073359072,201.0,213.13359073359072,59,1295
1_3_3,98,Adv,226.5226277372263,203.0,226.5226277372263,59,1370
1_3_3,98,Ele,212.11403047819232,193.0,212.11403047819232,58,1903
1_3_3,99,Adv,204.18309859154928,185.5,204.18309859154928,59,284
1_3_3,99,Ele,221.27046263345196,206.0,221.27046263345196,58,281
1_3_3,100,Adv,224.94930875576037,209.0,224.94930875576037,59,868
1_3_3,100,Ele,219.43527918781726,200.0,219.43527918781726,58,788
1_3_3,101,Adv,222.02862783810463,205.0,222.02862783810463,59,1013
1_3_3,101,Ele,215.34716981132075,204.0,215.34716981132075,58,265
1_3_3,102,Adv,224.70857142857142,208.0,224.70857142857142,59,1575
1_3_3,102,Ele,203.8387715930902,188.0,203.8387715930902,58,521
1_3_3,103,Adv,204.6577540106952,189.5,204.6577540106952,59,374
1_3_3,103,Ele,197.70694864048338,182.0,197.70694864048338,57,331
1_3_3,104,Adv,214.39915713425648,200.0,214.39915713425648,59,1661
1_3_3,104,Ele,211.5312925170068,193.0,211.5312925170068,58,1470
1_3_3,105,Adv,226.5122950819672,201.0,226.5122950819672,59,732
1_3_3,105,Ele,224.47612551159617,194.0,224.47612551159617,58,733
1_3_4,106,Adv,216.87698412698413,194.0,216.87698412698413,58,1764
1_3_4,106,Ele,195.64491362763914,185.0,195.64491362763914,59,521
1_3_4,107,Adv,220.54855371900825,204.0,220.54855371900825,58,968
1_3_4,107,Ele,214.91222570532915,195.0,214.91222570532915,59,957
1_3_4,108,Adv,214.31533477321815,196.0,214.31533477321815,58,1389
1_3_4,108,Ele,211.9671641791045,195.5,211.9671641791045,59,1340
1_3_4,109,Adv,212.7982062780269,191.0,212.7982062780269,58,1338
1_3_4,110,Adv,212.94027824906684,197.0,212.94027824906684,58,2947
1_3_4,110,Ele,212.53924145700338,197.0,212.53924145700338,59,2663
1_3_5,111,Adv,207.94969928922907,191.0,207.94969928922907,58,1829
1_3_5,112,Adv,216.39872153415902,198.0,216.39872153415902,58,2503
1_3_5,112,Ele,224.50533807829183,204.0,224.50533807829183,59,1405
1_3_5,113,Adv,224.36133828996282,201.0,224.36133828996282,58,1345
1_3_5,114,Adv,211.00670859538783,193.0,211.00670859538783,58,7155
1_3_5,114,Ele,219.03248186691894,203.0,219.03248186691894,59,3171
1_4_1,115,Adv,211.00750670241288,196.0,211.00750670241288,58,1865
1_4_1,115,Ele,217.34061433447098,198.0,217.34061433447098,59,1465
1_4_1,116,Adv,212.0900900900901,195.0,212.0900900900901,58,1665
1_4_1,116,Ele,220.5130086724483,202.0,220.5130086724483,59,1499
1_4_1,117,Adv,205.9207089552239,190.0,205.9207089552239,58,4288
1_4_1,117,Ele,220.91408024224071,199.0,220.91408024224071,59,2642
1_4_1,119,Adv,211.9464065708419,197.0,211.9464065708419,58,4870
1_4_1,119,Ele,217.52565913370998,199.0,217.52565913370998,59,4248
1_4_2,120,Adv,217.6117859912122,200.0,217.6117859912122,58,3869
1_4_2,120,Ele,216.3183803096467,200.0,216.3183803096467,59,2519
1_4_2,121,Adv,219.48766447368422,199.5,219.48766447368422,58,1216
1_4_2,121,Ele,216.175506268081,205.0,216.175506268081,59,1037
1_4_2,122,Adv,208.6955602536998,189.0,208.6955602536998,58,2365
1_4_2,122,Ele,212.59569260890848,195.0,212.59569260890848,59,2043
1_4_2,123,Adv,210.03041474654378,189.0,210.03041474654378,58,1085
1_4_2,123,Ele,215.13114754098362,197.0,215.13114754098362,59,488
1_4_2,124,Adv,211.70026525198938,186.0,211.70026525198938,57,754
1_4_2,124,Ele,209.8793103448276,195.5,209.8793103448276,59,754
1_4_2,125,Adv,212.49953660797036,194.0,212.49953660797036,58,1079
1_4_2,125,Ele,217.25554259043173,203.0,217.25554259043173,59,857
1_4_2,126,Adv,207.18206278026906,191.0,207.18206278026906,58,1115
1_4_2,126,Ele,212.59263157894736,198.5,212.59263157894736,58,950
1_4_2,127,Adv,214.74917491749176,195.0,214.74917491749176,57,606
1_4_2,127,Ele,202.7729007633588,188.0,202.7729007633588,58,524
1_4_3,128,Adv,211.72210636079248,197.0,211.72210636079248,59,1918
1_4_3,128,Ele,208.8013468013468,192.0,208.8013468013468,58,1782
1_4_3,129,Adv,221.50095969289828,199.0,221.50095969289828,59,2605
1_4_3,129,Ele,205.0745301360985,189.0,205.0745301360985,58,1543
1_4_3,130,Adv,213.88259668508286,195.0,213.88259668508286,59,1448
1_4_3,130,Ele,200.16687268232386,189.0,200.16687268232386,58,809
1_4_3,131,Adv,217.94722814498934,197.0,217.94722814498934,59,1876
1_4_3,131,Ele,208.35124610591902,192.0,208.35124610591902,58,1284
1_4_3,132,Adv,221.10484927916121,203.0,221.10484927916121,59,2289
1_4_3,132,Ele,217.57328990228012,197.0,217.57328990228012,58,921
1_4_4,133,Adv,216.35030241935485,196.5,216.35030241935485,59,1984
1_4_4,133,Ele,206.31057842626367,190.0,206.31057842626367,58,1919
1_4_4,134,Adv,208.5387071029529,192.0,208.5387071029529,59,1253
1_4_4,134,Ele,205.08567603748327,192.0,205.08567603748327,58,1494
1_4_4,135,Adv,217.85777777777778,201.0,217.85777777777778,59,1350
1_4_4,135,Ele,211.78817299205647,196.0,211.78817299205647,58,1133
1_4_4,136,Adv,227.10857664233578,206.0,227.10857664233578,59,1096
1_4_4,136,Ele,209.9600532623169,190.0,209.9600532623169,58,751
1_4_4,137,Adv,214.79952550415183,205.0,214.79952550415183,59,843
1_4_4,137,Ele,198.1870170015456,181.0,198.1870170015456,58,647
1_4_4,138,Adv,219.223411154345,200.0,219.223411154345,59,3084
1_4_4,138,Ele,214.29258868984897,196.0,214.29258868984897,58,2847
1_4_4,139,Adv,219.75923076923078,197.0,219.75923076923078,59,1300
1_4_4,139,Ele,205.1057347670251,188.5,205.1057347670251,58,558
1_4_4,140,Adv,220.21550094517957,202.0,220.21550094517957,59,1058
1_4_4,140,Ele,214.27385892116183,194.0,214.27385892116183,58,964
1_4_4,141,Adv,215.78856695379795,201.0,215.78856695379795,59,1277
1_4_5,142,Adv,207.49045424621463,195.0,207.49045424621463,58,1519
1_4_5,142,Ele,213.84483742156303,198.0,213.84483742156303,59,1753
1_4_5,143,Adv,207.6002310803004,195.0,207.6002310803004,58,1731
1_4_5,143,Ele,220.2176322418136,204.0,220.2176322418136,59,1985
1_4_5,144,Adv,215.4497487437186,199.0,215.4497487437186,58,1990
1_4_5,144,Ele,216.41709994222992,202.0,216.41709994222992,59,1731
1_4_5,145,Adv,214.9612676056338,193.0,214.9612676056338,58,1704
1_4_5,145,Ele,218.67381416504224,195.0,218.67381416504224,59,1539
1_5_1,146,Adv,218.52509293680296,201.0,218.52509293680296,59,2152
1_5_1,146,Ele,206.28064032016007,190.0,206.28064032016007,58,1999
1_5_1,147,Adv,221.72012012012013,203.0,221.72012012012013,59,1665
1_5_1,147,Ele,212.06085192697768,195.0,212.06085192697768,58,1479
1_5_1,148,Adv,212.12964641885767,198.0,212.12964641885767,59,1103
1_5_1,148,Ele,206.31362196409714,192.0,206.31362196409714,58,947
1_5_2,149,Adv,221.7236384704519,203.0,221.7236384704519,59,1726
1_5_2,149,Ele,203.4044233807267,192.5,203.4044233807267,58,1266
1_5_2,150,Adv,217.47441364605544,198.0,217.47441364605544,59,938
1_5_2,150,Ele,208.84779874213837,191.0,208.84779874213837,58,795
1_5_2,151,Adv,219.42594594594595,204.0,219.42594594594595,59,925
1_5_2,151,Ele,202.23687031082528,189.0,202.23687031082528,58,933
1_5_2,152,Adv,228.74498286833088,205.0,228.74498286833088,59,2043
1_5_2,152,Ele,209.7492596248766,194.0,209.7492596248766,58,2026
1_5_2,153,Adv,218.669079328315,202.0,218.669079328315,59,3454
1_5_2,153,Ele,208.83606069622135,194.0,208.83606069622135,58,3361
1_5_2,154,Adv,221.19540229885058,204.0,221.19540229885058,59,1566
1_5_2,154,Ele,206.26659038901602,185.5,206.26659038901602,58,874
1_5_3,155,Adv,208.48100943155748,193.0,208.48100943155748,58,3923
1_5_3,155,Ele,222.25278644672315,206.0,222.25278644672315,59,2243
1_5_3,156,Adv,209.73581213307241,194.0,209.73581213307241,58,1533
1_5_3,156,Ele,220.92897327707453,202.0,220.92897327707453,59,1422
1_5_3,157,Adv,213.20347574221577,195.0,213.20347574221577,58,2762
1_5_3,157,Ele,215.19270015698586,197.0,215.19270015698586,59,2548
1_5_3,158,Adv,217.69022687609075,197.5,217.69022687609075,58,2292
1_5_3,158,Ele,214.9971098265896,198.0,214.9971098265896,59,1038
1_5_4,159,Adv,216.78823529411764,198.0,216.78823529411764,59,510
1_5_4,159,Ele,211.85245901639345,193.0,211.85245901639345,58,549
1_5_4,160,Adv,224.9219934994583,206.0,224.9219934994583,59,1846
1_5_4,160,Ele,207.74137931034483,189.0,207.74137931034483,58,1044
1_5_4,161,Adv,220.32484635645304,202.0,220.32484635645304,59,1139
1_5_4,162,Adv,223.0682788051209,199.0,223.0682788051209,59,703
1_5_4,163,Adv,222.1419068736142,203.0,222.1419068736142,59,4059
1_5_4,163,Ele,211.18148760330578,197.0,211.18148760330578,58,3025
1_5_4,164,Adv,221.19054307116104,201.0,221.19054307116104,59,2136
1_5_4,164,Ele,205.69840396257567,190.0,205.69840396257567,58,1817
1_5_4,165,Adv,218.93144308082947,200.0,218.93144308082947,59,2363
1_5_4,165,Ele,212.22562219502245,195.0,212.22562219502245,58,2451
1_5_5,166,Adv,208.77407675597394,196.0,208.77407675597394,58,2762
1_5_5,166,Ele,215.5303893637227,197.5,215.5303893637227,59,2106
1_5_5,167,Adv,215.84754521963825,197.0,215.84754521963825,58,3096
1_5_5,167,Ele,221.61083172147002,203.0,221.61083172147002,59,2585
1_5_5,168,Adv,211.2776911076443,192.0,211.2776911076443,58,1923
1_5_5,168,Ele,216.19890176937156,197.0,216.19890176937156,59,1639
1_6_1,169,Adv,221.18150684931507,202.0,221.18150684931507,59,2336
1_6_1,169,Ele,205.82324687800192,190.0,205.82324687800192,58,2082
1_6_1,170,Adv,220.9724770642202,201.0,220.9724770642202,59,2616
1_6_1,170,Ele,213.20033482142858,194.5,213.20033482142858,58,1792
1_6_1,171,Adv,218.4795591894774,200.0,218.4795591894774,59,2813
1_6_1,171,Ele,217.66514285714285,197.0,217.66514285714285,58,875
1_6_2,172,Adv,215.00894568690097,197.0,215.00894568690097,58,3130
1_6_2,172,Ele,222.81196911196912,202.0,222.81196911196912,59,2590
1_6_2,173,Adv,213.55744680851063,195.0,213.55744680851063,58,3760
1_6_2,173,Ele,212.74071595851456,197.0,212.74071595851456,59,2989
1_6_2,174,Adv,215.9090909090909,199.0,215.9090909090909,58,737
1_6_2,174,Ele,210.40318302387269,191.0,210.40318302387269,59,754
1_6_2,175,Adv,204.79591836734693,188.0,204.79591836734693,58,1960
1_6_2,175,Ele,214.41394441735738,197.0,214.41394441735738,59,2051
1_6_2,176,Adv,200.80579216354343,183.0,200.80579216354343,58,587
1_6_2,176,Ele,214.8914373088685,198.5,214.8914373088685,59,654
1_6_3,177,Adv,224.53436960276338,204.0,224.53436960276338,59,2895
1_6_3,177,Ele,214.68993135011442,199.0,214.68993135011442,58,2622
1_6_3,178,Adv,213.20193340494092,196.0,213.20193340494092,59,1862
1_6_3,178,Ele,211.30507425742573,193.5,211.30507425742573,58,1616
1_6_3,179,Adv,224.48852266038847,203.0,224.48852266038847,59,1699
1_6_3,179,Ele,209.1129435282359,191.0,209.1129435282359,58,2001
1_6_3,180,Adv,230.01544885177452,207.0,230.01544885177452,59,2395
1_6_3,180,Ele,217.20085166784955,199.0,217.20085166784955,58,1409
1_6_4,181,Adv,210.95562130177515,197.0,210.95562130177515,58,1352
1_6_4,181,Ele,212.6528681253696,194.0,212.6528681253696,59,1691
1_6_4,182,Adv,208.76605504587155,191.0,208.76605504587155,58,1526
1_6_4,182,Ele,212.58360872438863,198.0,212.58360872438863,59,1513
1_6_4,183,Adv,212.97204751921734,192.0,212.97204751921734,58,1431
1_6_4,183,Ele,214.9699248120301,195.0,214.9699248120301,59,1197
1_6_4,184,Adv,211.0849639546859,192.0,211.0849639546859,58,1942
1_6_4,184,Ele,212.2443342776204,194.0,212.2443342776204,59,1412
1_6_4,185,Adv,215.1766081871345,199.0,215.1766081871345,58,1710
1_6_4,185,Ele,214.3989145183175,197.0,214.3989145183175,59,1474
1_7_1,186,Adv,214.5462915601023,197.0,214.5462915601023,58,1955
1_7_1,186,Ele,218.63631660631142,200.0,218.63631660631142,59,1933
1_7_1,187,Adv,213.82403217697336,198.0,213.82403217697336,58,1989
1_7_1,187,Ele,214.47734375,198.0,214.47734375,59,1280
1_7_1,188,Adv,208.81925436526663,192.0,208.81925436526663,58,2119
1_7_1,188,Ele,200.92973580663295,188.0,200.92973580663295,59,1779
1_7_1,189,Adv,202.8662092624357,184.0,202.8662092624357,58,1166
1_7_1,189,Ele,208.23722044728436,195.0,208.23722044728436,59,1252
1_7_1,190,Adv,211.86157253599114,189.0,211.86157253599114,58,903
1_7_1,190,Ele,207.85332011892964,194.0,207.85332011892964,59,1009
1_7_1,191,Adv,207.0909090909091,191.0,207.0909090909091,57,308
1_7_1,191,Ele,208.69452449567723,194.0,208.69452449567723,59,347
1_7_1,192,Adv,201.69196428571428,190.0,201.69196428571428,58,448
1_7_1,192,Ele,216.24663677130044,206.0,216.24663677130044,59,446
1_7_1,193,Adv,214.16525423728814,196.5,214.16525423728814,55,236
1_7_1,193,Ele,211.98611111111111,190.0,211.98611111111111,59,216
1_7_2,194,Adv,213.68045112781954,195.0,213.68045112781954,58,2394
1_7_2,194,Ele,217.07061224489797,200.0,217.07061224489797,58,2450
1_7_2,195,Adv,205.5365526492287,191.0,205.5365526492287,58,1491
1_7_2,195,Ele,215.71912491178546,198.0,215.71912491178546,58,1417
1_7_2,196,Adv,214.85483079941147,198.0,214.85483079941147,58,2039
1_7_2,196,Ele,217.05260011954573,203.0,217.05260011954573,58,1673
1_7_2,197,Adv,201.08582834331338,186.0,201.08582834331338,58,1503
1_7_2,197,Ele,209.2213348545351,192.0,209.2213348545351,58,1753
1_7_2,198,Adv,200.42194469223907,186.0,200.42194469223907,58,1121
1_7_2,198,Ele,212.69479965899404,196.0,212.69479965899404,58,1173
1_7_3,199,Adv,218.29334212261043,201.0,218.29334212261043,59,1517
