text_id,align_idx,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
1_1_6,51,Ele,189.54432855280314,191.0,244.33697478991596,59,1534
1_1_6,52,Adv,173.6665582303188,165.0,250.39915572232644,58,3074
1_1_6,52,Ele,172.12927883017613,165.0,254.76487948844073,59,3009
1_1_7,53,Adv,194.15042372881356,178.0,249.69754768392372,59,472
1_1_7,53,Ele,190.7823275862069,185.0,237.32707774798928,58,464
1_1_7,54,Adv,161.75358539765318,165.0,242.78864970645793,59,767
1_1_7,55,Adv,160.35487288135593,168.5,244.15322580645162,59,944
1_1_7,55,Ele,148.39224137931035,146.0,230.2809364548495,58,928
1_1_7,56,Adv,189.34004237288136,182.0,264.01329394387,59,944
1_1_7,56,Ele,182.78831417624522,179.5,239.4366373902133,58,1044
1_1_7,57,Adv,187.0406779661017,178.5,253.39609644087255,59,1180
1_1_7,57,Ele,175.59655172413792,177.0,242.77949940405244,58,1160
1_1_7,58,Adv,169.0534550195567,164.0,253.25,59,1534
1_1_7,58,Ele,142.9418103448276,143.0,230.82946635730858,58,1392
1_1_7,59,Adv,198.48622881355934,194.5,246.5407894736842,59,944
1_1_7,60,Adv,148.2827832292596,155.0,233.4620786516854,59,1121
1_2_1,61,Adv,210.69417833456154,190.0,271.7794676806084,59,1357
1_2_1,61,Ele,211.06671664167916,192.0,265.87629839471197,58,1334
1_2_1,62,Adv,207.21598062953996,192.0,271.8557814485388,59,2065
1_2_1,62,Ele,195.73988005997,185.0,258.5316831683168,58,1334
1_2_1,63,Adv,199.08421610169492,182.0,271.3870036101083,59,1888
1_2_1,63,Ele,184.82758620689654,174.0,254.6,58,1102
1_2_1,64,Adv,172.30805084745762,166.0,259.5067007019783,59,2360
1_2_1,64,Ele,173.56108374384237,166.0,247.77004219409284,58,2030
1_2_2,65,Adv,209.9322033898305,191.0,272.45008460236886,59,767
1_2_2,65,Ele,177.6344827586207,171.0,236.84597701149426,58,580
1_2_2,66,Adv,210.77367896311065,183.0,300.2926136363636,59,1003
1_2_2,66,Ele,186.91256157635468,167.0,258.99829351535834,58,812
1_2_2,67,Adv,168.9007263922518,166.0,251.82671480144404,59,826
1_2_2,67,Ele,171.22783251231527,171.0,232.50334448160535,58,812
1_2_2,68,Adv,196.03502824858757,175.0,273.86108918705605,59,1770
1_2_2,68,Ele,181.5705329153605,171.0,252.9301310043668,58,1914
1_2_2,69,Adv,200.49576271186442,182.0,260.2695269526953,59,1180
1_2_2,69,Ele,183.42353823088456,174.5,250.96102564102563,58,1334
1_2_2,70,Adv,179.7342810278841,168.0,250.94198473282444,59,1829
1_2_2,70,Ele,188.828125,182.0,257.1276595744681,58,1856
1_2_3,71,Adv,195.24584929757344,189.5,254.16043225270158,58,1566
1_2_3,72,Adv,189.35472541507025,179.0,258.07615317667535,58,3132
1_2_3,72,Ele,200.3959938366718,188.0,267.1946584488957,59,2596
1_2_3,73,Adv,188.22605363984675,175.0,253.2319587628866,58,2088
1_2_3,73,Ele,175.1653687585891,171.0,250.58060288335517,59,2183
1_2_3,74,Adv,122.26190476190476,97.0,225.62878787878788,58,1218
1_2_4,75,Adv,196.94771968854283,180.0,254.025824964132,58,1798
1_2_4,75,Ele,203.1129943502825,185.0,262.89579524680073,59,1416
1_2_4,76,Adv,176.43965517241378,173.0,252.90203000882613,58,1624
1_2_4,76,Ele,173.77058111380146,163.0,258.15557553956836,59,1652
1_2_4,77,Adv,160.0396551724138,158.0,236.49171974522292,58,1160
1_2_4,77,Ele,141.99811676082862,156.0,232.00307692307692,59,531
1_2_4,78,Adv,163.08189655172413,159.0,233.5493827160494,58,464
1_2_4,78,Ele,152.26365348399247,151.0,239.91691394658753,59,531
1_2_4,79,Adv,170.02586206896552,166.0,254.16237113402062,58,580
1_2_4,79,Ele,135.68361581920905,147.5,230.92307692307693,59,354
1_2_4,80,Adv,151.57389162561577,150.0,218.22340425531914,58,406
1_2_4,80,Ele,149.84745762711864,148.0,244.4516129032258,59,354
1_2_4,81,Adv,153.7736516357206,148.0,241.55277777777778,58,2262
1_2_4,81,Ele,136.72598870056498,123.0,239.21416803953872,59,1062
1_2_5,82,Adv,206.68199233716476,188.0,251.7806301050175,58,1044
1_2_5,82,Ele,193.40018832391715,180.0,249.2609223300971,59,1062
1_2_5,83,Adv,187.9758620689655,175.0,245.55405405405406,58,1160
1_2_5,83,Ele,186.61904761904762,179.0,251.6006528835691,59,1239
1_2_5,84,Adv,176.66810344827587,169.0,251.96926229508196,58,1392
1_2_5,84,Ele,159.42194469223907,159.0,240.20430107526883,59,1121
1_2_5,85,Adv,168.72689655172414,161.5,246.37865055387715,58,1450
1_2_5,85,Ele,152.06033898305085,152.0,239.8812834224599,59,1475
1_2_5,86,Adv,162.83066502463055,159.0,243.2723091076357,58,1624
1_2_6,87,Adv,205.9289077212806,191.0,268.6689189189189,59,2124
1_2_6,87,Ele,195.07327586206895,183.5,247.5765864332604,58,1160
1_2_6,88,Adv,191.50456323337679,168.0,277.13962264150945,59,767
1_2_6,88,Ele,193.54641909814325,175.0,266.3029197080292,58,754
1_2_6,89,Adv,191.56591337099812,177.5,275.29499323410016,59,1062
1_2_6,89,Ele,140.6,142.0,235.41570438799076,58,1450
1_3_1,90,Adv,181.4691088026244,174.0,253.3641221374046,59,1829
1_3_1,90,Ele,159.22235434007135,161.0,229.29109589041096,58,1682
1_3_1,91,Adv,223.52330508474577,204.5,289.44581618655695,59,944
1_3_1,91,Ele,209.26354679802955,185.0,268.86392405063293,58,812
1_3_1,92,Adv,204.74775672981056,183.0,280.16643929058665,59,1003
1_3_1,92,Ele,153.84946949602121,154.0,241.92387904066737,58,1508
1_3_1,93,Adv,148.63908275174475,137.0,255.72041166380788,59,1003
1_3_1,93,Ele,135.02941176470588,126.5,229.55,58,986
1_3_2,94,Adv,193.35192697768764,182.0,250.19028871391077,58,986
1_3_2,94,Ele,190.42372881355934,189.0,252.87781350482314,59,826
1_3_2,95,Adv,204.925,179.0,255.0568669527897,58,1160
1_3_2,95,Ele,184.75457627118644,171.0,265.86634146341464,59,1475
1_3_2,96,Adv,203.8025078369906,194.0,273.73894736842107,58,1276
1_3_2,96,Ele,200.0627118644068,188.0,256.6021739130435,59,590
1_3_2,97,Adv,187.3002028397566,173.0,266.1066282420749,58,986
1_3_2,97,Ele,183.11864406779662,179.0,251.25581395348837,59,944
1_3_3,98,Adv,217.94217347956132,184.0,293.02412868632706,59,1003
1_3_3,98,Ele,196.34827586206896,180.0,248.37949836423118,58,1160
1_3_3,99,Adv,178.41242937853107,161.0,241.06106870229007,59,177
1_3_3,99,Ele,201.1206896551724,191.0,261.15671641791045,58,174
1_3_3,100,Adv,201.22342064714945,198.0,268.1601642710472,59,649
1_3_3,100,Ele,168.20557029177718,169.0,252.64342629482073,58,754
1_3_3,101,Adv,162.20338983050848,161.0,249.9078341013825,59,1003
1_3_3,101,Ele,167.25862068965517,154.5,248.74358974358975,58,232
1_3_3,102,Adv,214.8235294117647,191.0,280.5572916666667,59,1003
1_3_3,102,Ele,139.10172413793103,153.0,219.83378746594005,58,580
1_3_3,103,Adv,174.6864406779661,163.0,245.39285714285714,59,236
1_3_3,103,Ele,141.02586206896552,130.0,220.07623318385652,58,348
1_3_3,104,Adv,164.5,165.0,246.18829268292683,59,1534
1_3_3,104,Ele,143.7177522349936,138.5,238.6659597030753,58,1566
1_3_3,105,Adv,166.04160246533127,159.0,251.77803738317758,59,649
1_3_3,105,Ele,158.27586206896552,139.0,264.8076923076923,58,696
1_3_4,106,Adv,179.05472263868066,172.0,244.482088024565,58,1334
1_3_4,106,Ele,172.77966101694915,170.0,237.06976744186048,59,413
1_3_4,107,Adv,199.9498432601881,190.5,263.0268041237113,58,638
1_3_4,107,Ele,174.2094430992736,163.0,253.78659611992944,59,826
1_3_4,108,Adv,176.7749042145594,171.5,250.7513586956522,58,1044
1_3_4,108,Ele,162.50188323917138,164.5,237.38239339752408,59,1062
1_3_4,109,Adv,173.52722323049002,158.5,260.52724795640324,58,1102
1_3_4,110,Adv,178.190065681445,164.5,262.2785498489426,58,2436
1_3_4,110,Ele,168.21483050847456,164.0,251.8953045685279,59,2360
1_3_5,111,Adv,186.63103448275862,180.0,237.3815789473684,58,1160
1_3_5,112,Adv,195.49199507389162,176.0,269.27820186598814,58,1624
1_3_5,112,Ele,224.73622881355934,184.0,306.13419913419915,59,944
1_3_5,113,Adv,224.7475369458128,191.0,293.4003215434084,58,812
1_3_5,114,Adv,166.9210063335679,159.0,250.07353716394306,58,5684
1_3_5,114,Ele,160.11448672849377,162.0,245.6712463199215,59,3127
1_4_1,115,Adv,179.5744514106583,173.0,238.18814968814968,58,1276
1_4_1,115,Ele,171.54882970137209,171.0,245.15455594002307,59,1239
1_4_1,116,Adv,177.8926332288401,170.5,250.5419426048565,58,1276
1_4_1,116,Ele,178.78450363196126,181.0,249.4527027027027,59,1239
1_4_1,117,Adv,199.71460014673514,181.5,261.74134615384617,58,2726
1_4_1,117,Ele,191.1566512583462,176.0,261.3637640449438,59,1947
1_4_1,119,Adv,179.24919181034483,170.0,247.81117318435753,58,3712
1_4_1,119,Ele,176.17332906939558,170.0,248.82294489611562,59,3127
1_4_2,120,Adv,223.47391688771,197.0,290.1825487944891,58,2262
1_4_2,120,Ele,188.59757869249395,177.0,270.6421125781793,59,2065
1_4_2,121,Adv,191.29310344827587,182.5,256.43297380585517,58,870
1_4_2,121,Ele,182.95819209039547,179.0,255.391167192429,59,885
1_4_2,122,Adv,178.83333333333334,162.0,260.4923896499239,58,1914
1_4_2,122,Ele,167.0699835975943,162.0,248.83631921824104,59,1829
1_4_2,123,Adv,152.58429118773947,144.5,241.36060606060607,58,1044
1_4_2,123,Ele,168.46489104116222,169.0,238.27397260273972,59,413
1_4_2,124,Adv,165.4514106583072,152.0,235.0957683741648,58,638
1_4_2,124,Ele,176.3050847457627,177.0,242.41949152542372,59,649
1_4_2,125,Adv,187.39655172413794,171.0,248.76232394366198,58,754
1_4_2,125,Ele,176.48761408083442,176.0,251.14285714285714,59,767
1_4_2,126,Adv,147.17059891107078,143.0,237.8035190615836,58,1102
1_4_2,126,Ele,150.4774011299435,151.0,241.76550680786687,59,1062
1_4_2,127,Adv,142.63793103448276,137.0,244.04129793510324,58,580
1_4_2,127,Ele,126.03389830508475,118.0,218.7058823529412,59,649
1_4_3,128,Adv,189.80107047279216,183.0,247.69150174621652,59,1121
1_4_3,128,Ele,192.29582577132487,178.5,240.8068181818182,58,1102
1_4_3,129,Adv,217.020030816641,186.0,277.255905511811,59,1298
1_4_3,129,Ele,165.25172413793103,170.5,228.476758045292,58,1160
1_4_3,130,Adv,191.6180790960452,177.0,261.70061728395063,59,885
1_4_3,130,Ele,160.38871473354232,168.5,229.9505617977528,58,638
1_4_3,131,Adv,202.21226795803068,176.0,286.00570776255705,59,1239
1_4_3,131,Ele,165.52586206896552,157.0,238.02892561983472,58,1044
1_4_3,132,Adv,194.75043834015196,180.0,269.5938511326861,59,1711
1_4_3,132,Ele,164.24014778325125,161.5,245.15257352941177,58,812
1_4_4,133,Adv,191.45833333333334,179.0,264.4926829268293,59,1416
1_4_4,133,Ele,182.6215106732348,169.0,244.7007700770077,58,1218
1_4_4,134,Adv,164.35992023928216,157.0,242.07488986784142,59,1003
1_4_4,134,Ele,169.72515212981745,165.0,238.04978662873398,58,986
1_4_4,135,Adv,225.07040417209907,196.0,281.6133768352365,59,767
1_4_4,135,Ele,198.32183908045977,183.0,252.3436928702011,58,696
1_4_4,136,Adv,198.57990314769975,175.0,278.48387096774195,59,826
1_4_4,136,Ele,166.18965517241378,161.0,231.0,58,638
1_4_4,137,Adv,177.33333333333334,175.0,258.8701030927835,59,708
1_4_4,137,Ele,165.2375478927203,159.0,246.44,58,522
1_4_4,138,Adv,192.99052841475574,174.0,267.73098201936375,59,2006
1_4_4,138,Ele,179.58254963427376,172.0,251.44184345281639,58,1914
1_4_4,139,Adv,194.14285714285714,172.5,265.5,59,826
1_4_4,139,Ele,173.62807881773398,165.5,242.24398625429552,58,406
1_4_4,140,Adv,197.0677966101695,180.0,257.8568548387097,59,649
1_4_4,140,Ele,164.84880636604774,159.5,243.24070450097847,58,754
1_4_4,141,Adv,161.54491525423728,157.5,250.49014454664913,59,1180
1_4_5,142,Adv,203.10141987829616,192.5,260.0753246753247,58,986
1_4_5,142,Ele,197.86158192090394,182.0,263.31954887218046,59,1062
1_4_5,143,Adv,156.72827586206895,150.0,236.23284823284823,58,1450
1_4_5,143,Ele,184.12969786293294,168.0,257.3264675592173,59,1357
1_4_5,144,Adv,177.33753315649867,171.0,251.33928571428572,58,1508
1_4_5,144,Ele,169.284604519774,172.0,238.7519920318725,59,1416
1_4_5,145,Adv,193.2594827586207,169.0,261.58809801633606,58,1160
1_4_5,145,Ele,180.63922518159805,167.0,259.0416666666667,59,1239
1_5_1,146,Adv,191.02542372881356,178.0,267.88964346349746,59,1652
1_5_1,146,Ele,177.70868014268729,172.0,250.34003350083754,58,1682
1_5_1,147,Adv,185.0759027266028,166.0,273.58169934640523,59,1357
1_5_1,147,Ele,173.69278996865205,168.0,251.85454545454544,58,1276
1_5_1,148,Adv,152.83535108958839,152.0,246.56640625,59,1239
1_5_1,148,Ele,151.9051724137931,145.5,235.64487369985142,58,1044
1_5_2,149,Adv,210.0606601248885,184.0,275.0911214953271,59,1121
1_5_2,149,Ele,181.86494252873564,179.0,239.1272040302267,58,1044
1_5_2,150,Adv,171.9909604519774,163.0,248.71241830065358,59,885
1_5_2,150,Ele,190.17241379310346,173.5,271.7864476386037,58,696
1_5_2,151,Adv,159.89936440677965,158.0,251.15640599001665,59,944
1_5_2,151,Ele,145.98884381338743,142.0,231.42282958199357,58,986
1_5_2,152,Adv,208.55014124293785,194.0,271.92173112338855,59,1416
1_5_2,152,Ele,190.72788605697153,177.5,249.68694798822375,58,1334
1_5_2,153,Adv,171.60071707953063,165.0,256.3149951314508,59,3068
1_5_2,153,Ele,172.470286133529,168.0,242.9736434108527,58,2726
1_5_2,154,Adv,159.1004842615012,141.0,264.15477386934674,59,1652
1_5_2,154,Ele,140.18356997971603,139.0,231.52596314907873,58,986
1_5_3,155,Adv,207.20782851817336,195.0,261.262044653349,58,2146
1_5_3,155,Ele,206.34414148857775,191.0,279.1714855433699,59,1357
1_5_3,156,Adv,207.42780172413794,191.0,252.61548556430446,58,928
1_5_3,156,Ele,197.3270189431705,182.0,271.86675824175825,59,1003
1_5_3,157,Adv,206.1106785317019,186.0,265.27344309234076,58,1798
1_5_3,157,Ele,190.07362288135593,177.0,252.89570119802679,59,1888
1_5_3,158,Adv,186.11679644048942,167.5,264.95486935866984,58,1798
1_5_3,158,Ele,168.38757062146894,172.0,233.94505494505495,59,885
1_5_4,159,Adv,261.54237288135596,206.5,295.33014354066984,59,236
1_5_4,159,Ele,248.83620689655172,216.5,282.9901960784314,58,232
1_5_4,160,Adv,229.73416592328277,206.0,289.36179775280897,59,1121
1_5_4,160,Ele,190.71087533156498,176.0,255.864768683274,58,754
1_5_4,161,Adv,181.88877118644066,175.5,255.51041666666666,59,944
1_5_4,162,Adv,236.92655367231637,209.0,278.6445182724253,59,354
1_5_4,163,Adv,198.5856105153926,187.0,269.03045923149017,59,2891
1_5_4,163,Ele,177.95763546798028,171.5,247.60383824537354,58,2030
1_5_4,164,Adv,210.05674281503318,193.0,259.6056466302368,59,1357
1_5_4,164,Ele,184.8973354231975,175.0,238.07164480322905,58,1276
1_5_4,165,Adv,163.69986719787516,161.0,253.28630136986303,59,2259
1_5_4,165,Ele,172.82183908045977,169.0,242.3451981195433,58,2088
1_5_5,166,Adv,198.77777777777777,188.0,258.3286307053942,58,1566
1_5_5,166,Ele,215.97094430992735,192.0,275.8639175257732,59,1239
1_5_5,167,Adv,205.26337693222354,182.0,268.05357142857144,58,1682
1_5_5,167,Ele,210.75015693659762,190.0,284.7540288379983,59,1593
1_5_5,168,Adv,183.16620689655173,165.0,267.1941649899396,58,1450
1_5_5,168,Ele,187.4089904200442,173.0,266.57651991614256,59,1357
1_6_1,169,Adv,215.8361581920904,187.5,283.77344475394614,59,1416
1_6_1,169,Ele,195.23922413793105,176.5,258.3393536121673,58,1392
1_6_1,170,Adv,195.19756355932202,176.0,269.9875457875458,59,1888
1_6_1,170,Ele,176.6303448275862,163.0,249.3807205452775,58,1450
1_6_1,171,Adv,202.5406779661017,183.0,273.8708938120703,59,1770
1_6_1,171,Ele,206.70689655172413,179.0,274.55725190839695,58,696
1_6_2,172,Adv,210.32164090368607,196.0,257.6554989075018,58,1682
1_6_2,172,Ele,224.11643330876933,193.0,275.22714932126695,59,1357
1_6_2,173,Adv,207.52190121155638,180.0,269.08882175226586,58,2146
1_6_2,173,Ele,188.8828967642527,179.0,255.91858037578288,59,1947
1_6_2,174,Adv,200.20935960591132,192.0,245.5740181268882,58,406
1_6_2,174,Ele,187.16101694915255,172.0,253.2683486238532,59,590
1_6_2,175,Adv,149.63070077864293,148.0,235.78965819456616,58,1798
1_6_2,175,Ele,162.4685620557682,157.0,248.45735785953178,59,1829
1_6_2,176,Adv,148.02068965517242,145.0,219.57033248081842,58,580
1_6_2,176,Ele,161.5728813559322,164.0,246.32558139534885,59,590
1_6_3,177,Adv,204.512583461736,180.0,279.03714085494045,59,1947
1_6_3,177,Ele,192.32701149425287,176.5,262.0587314017228,58,1740
1_6_3,178,Adv,175.23516949152543,170.5,245.9197224975223,59,1416
1_6_3,178,Ele,189.01379310344828,175.0,254.35730858468676,58,1160
1_6_3,179,Adv,198.25254237288135,183.5,260.51002227171494,59,1180
1_6_3,179,Ele,182.717868338558,170.0,240.1112255406797,58,1276
1_6_3,180,Adv,228.24834193072954,197.0,288.9300373134328,59,1357
1_6_3,180,Ele,186.6004056795132,173.0,247.628532974428,58,986
1_6_4,181,Adv,188.9719827586207,183.0,242.21823204419888,58,928
1_6_4,181,Ele,174.8909358879882,172.0,256.292656587473,59,1357
1_6_4,182,Adv,172.61822660098522,157.0,254.23095525997581,58,1218
1_6_4,182,Ele,170.35270379338175,171.0,248.31411764705882,59,1239
1_6_4,183,Adv,180.1551724137931,157.0,266.84274193548384,58,1102
1_6_4,183,Ele,174.91425722831505,156.0,264.6138763197587,59,1003
1_6_4,184,Adv,165.62260536398466,154.0,250.11089681774348,58,1566
1_6_4,184,Ele,191.62622658340769,173.0,272.6053299492386,59,1121
1_6_4,185,Adv,180.49550224887557,171.0,252.12670157068064,58,1334
1_6_4,185,Ele,164.57485875706215,167.0,246.6010582010582,59,1416
1_7_1,186,Adv,179.2080459770115,166.0,266.2869342442357,58,1740
1_7_1,186,Ele,181.5586701434159,173.0,262.4985862393968,59,1534
1_7_1,187,Adv,174.35402298850576,163.0,259.5175363558597,58,1740
1_7_1,187,Ele,177.5583804143126,169.5,250.42098273572378,59,1062
1_7_1,188,Adv,161.66216216216216,152.0,248.8715925394548,58,2146
1_7_1,188,Ele,150.28495762711864,152.5,230.3068181818182,59,1888
1_7_1,189,Adv,159.96460980036298,145.0,244.8347222222222,58,1102
1_7_1,189,Ele,164.82742681047765,161.0,249.64527421236872,59,1298
1_7_1,190,Adv,172.7080459770115,160.0,263.14535901926445,58,870
1_7_1,190,Ele,169.84004237288136,166.5,238.23031203566123,59,944
1_7_1,191,Adv,138.8793103448276,146.5,234.9375,58,406
1_7_1,191,Ele,148.40677966101694,130.0,245.168,59,413
1_7_1,192,Adv,132.6206896551724,114.0,236.6769230769231,58,580
1_7_1,192,Ele,132.98983050847457,138.0,236.33734939759037,59,590
1_7_1,193,Adv,155.16379310344828,154.0,227.83544303797467,58,232
1_7_1,193,Ele,213.99435028248587,191.0,282.6641791044776,59,177
1_7_2,194,Adv,165.0591133004926,156.0,248.01628423390082,58,2030
1_7_2,194,Ele,166.58756805807622,157.5,256.5751222921034,58,2204
1_7_2,195,Adv,157.7368815592204,150.0,241.3084862385321,58,1334
1_7_2,195,Ele,178.65344827586208,168.0,255.53390875462392,58,1160
1_7_2,196,Adv,181.19093231162196,180.0,248.24584426946632,58,1566
1_7_2,196,Ele,168.37241379310345,167.0,243.16733067729083,58,1450
1_7_2,197,Adv,146.8839522546419,136.0,229.05997931747675,58,1508
1_7_2,197,Ele,163.31379310344826,162.0,235.86155378486055,58,1450
1_7_2,198,Adv,134.36281859070465,135.0,223.77028714107365,58,1334
1_7_2,198,Ele,148.80721003134795,153.0,236.4607721046077,58,1276
1_7_3,199,Adv,197.2391713747646,175.0,263.48176100628933,59,1062
1_7_3,199,Ele,173.99290060851928,165.5,244.7318116975749,58,986
1_7_3,200,Adv,155.29738058551618,160.0,246.42542787286064,59,649
1_7_3,200,Ele,158.08189655172413,150.5,238.14935064935065,58,464
