text_id,align_idx,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_1,0,Adv,274.08821170809944,226.0,274.08821170809944,59,1247
1_10_1,0,Ele,256.3611374407583,214.0,256.3611374407583,58,1055
1_10_1,1,Adv,303.3811659192825,250.0,303.3811659192825,59,669
1_10_1,1,Ele,236.6142595978062,210.0,236.6142595978062,57,547
1_10_1,2,Adv,267.33494753833736,227.0,267.33494753833736,59,1239
1_10_1,2,Ele,236.47477744807122,212.0,236.47477744807122,58,674
1_10_2,3,Adv,271.03839732888144,222.0,271.03839732888144,57,599
1_10_2,3,Ele,260.08631921824104,222.0,260.08631921824104,58,614
1_10_2,4,Adv,269.8853711790393,232.0,269.8853711790393,58,916
1_10_2,4,Ele,265.62039312039315,225.5,265.62039312039315,59,814
1_10_2,5,Adv,240.67884322678844,204.0,240.67884322678844,58,657
1_10_2,5,Ele,250.70822942643392,219.5,250.70822942643392,59,802
1_10_2,6,Adv,244.49376114081997,214.0,244.49376114081997,58,561
1_10_2,6,Ele,246.37037037037038,205.0,246.37037037037038,59,594
1_10_3,7,Adv,280.7594517958412,228.0,280.7594517958412,59,2116
1_10_3,7,Ele,252.77659574468086,213.0,252.77659574468086,58,1504
1_10_3,8,Adv,280.7865329512894,231.0,280.7865329512894,59,1396
1_10_3,8,Ele,240.86326194398683,205.0,240.86326194398683,58,607
1_10_4,9,Adv,290.60493827160496,231.5,290.60493827160496,59,1134
1_10_4,9,Ele,262.2164634146341,216.0,262.2164634146341,58,656
1_10_4,10,Adv,295.3472081218274,245.0,295.3472081218274,58,985
1_10_4,10,Ele,268.71084337349396,232.0,268.71084337349396,58,913
1_10_4,11,Adv,256.0015337423313,221.5,256.0015337423313,57,652
1_10_4,11,Ele,243.09606986899564,218.5,243.09606986899564,57,458
1_10_4,12,Adv,259.9078073089701,221.5,259.9078073089701,58,1204
1_10_4,12,Ele,240.41656662665065,210.0,240.41656662665065,58,833
1_10_4,13,Adv,265.52801519468187,223.0,265.52801519468187,58,1053
1_10_4,13,Ele,258.2100760456274,216.5,258.2100760456274,58,1052
1_10_5,14,Adv,298.9635416666667,237.0,298.9635416666667,59,576
1_10_5,14,Ele,261.27962962962965,222.5,261.27962962962965,57,540
1_10_5,15,Adv,303.8833333333333,240.0,303.8833333333333,59,600
1_10_5,15,Ele,252.50231124807397,216.0,252.50231124807397,58,649
1_10_5,16,Adv,282.9783464566929,241.5,282.9783464566929,59,1016
1_10_5,16,Ele,255.50951086956522,222.0,255.50951086956522,58,736
1_10_5,17,Adv,255.5492594977463,223.0,255.5492594977463,59,1553
1_10_5,17,Ele,233.4808510638298,207.0,233.4808510638298,58,705
1_10_6,18,Adv,269.8247863247863,235.0,269.8247863247863,58,936
1_10_6,18,Ele,292.7107558139535,234.5,292.7107558139535,59,688
1_10_6,19,Adv,255.5414235705951,222.0,255.5414235705951,57,857
1_10_6,19,Ele,270.9318413021363,228.0,270.9318413021363,58,983
1_10_6,20,Adv,263.290676416819,226.0,263.290676416819,55,547
1_10_6,20,Ele,280.86587771203153,229.0,280.86587771203153,57,507
1_10_6,21,Adv,278.2818181818182,240.0,278.2818181818182,55,440
1_10_6,22,Adv,246.77696526508225,218.0,246.77696526508225,58,547
1_10_6,22,Ele,261.52276559865095,220.0,261.52276559865095,58,593
1_10_6,23,Adv,259.4934823091248,214.0,259.4934823091248,57,537
1_10_7,24,Adv,245.58042635658916,212.0,245.58042635658916,57,1032
1_10_7,24,Ele,262.5635103926097,218.0,262.5635103926097,59,433
1_10_7,25,Adv,253.3763440860215,212.0,253.3763440860215,57,1023
1_10_7,25,Ele,258.71314741035854,223.0,258.71314741035854,59,1004
1_10_7,26,Adv,247.9470802919708,212.5,247.9470802919708,57,548
1_10_7,26,Ele,263.27874015748034,226.0,263.27874015748034,59,635
1_10_7,27,Adv,228.92333333333335,202.0,228.92333333333335,58,1200
1_10_7,27,Ele,252.43677130044844,224.0,252.43677130044844,59,1115
1_1_1,28,Adv,273.3317132442284,228.0,273.3317132442284,58,823
1_1_1,28,Ele,253.3531799729364,216.0,253.3531799729364,59,739
1_1_1,29,Adv,262.71866295264624,222.5,262.71866295264624,57,718
1_1_1,29,Ele,255.40863787375415,219.0,255.40863787375415,59,602
1_1_1,30,Adv,269.80691299165676,229.0,269.80691299165676,57,839
1_1_1,30,Ele,259.9654761904762,222.5,259.9654761904762,58,840
1_1_1,31,Adv,270.9865979381443,228.5,270.9865979381443,58,970
1_1_1,31,Ele,265.3589211618257,223.0,265.3589211618257,59,964
1_1_2,32,Adv,260.76824817518246,225.0,260.76824817518246,58,548
1_1_2,33,Adv,269.4794952681388,234.0,269.4794952681388,58,317
1_1_2,33,Ele,263.33422459893046,218.0,263.33422459893046,58,374
