text_id,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
3_3_3,Adv,160.18610829959513,164.0,222.43692902319043,52,7904
3_3_3,Ele,149.45705838876572,158.0,212.23278757346768,55,6765
3_3_4,Adv,164.7297481279782,168.0,224.3954005934718,52,7345
3_3_4,Ele,149.484375,159.0,213.33265761200082,55,7040
3_3_5,Adv,155.67108585858585,162.0,215.1308672134008,55,7920
3_3_5,Ele,161.49666868564506,165.0,220.53846153846155,52,6604
3_4_1,Adv,156.68206125425377,162.0,221.05281207133058,51,6171
3_4_1,Ele,138.509977827051,154.0,204.5448592010478,55,4510
3_4_2,Adv,152.36797653958945,159.0,214.84237512404897,55,8525
3_4_2,Ele,164.74306964164975,166.0,223.12728937728937,51,5916
3_4_3,Adv,156.5126651126651,163.0,214.19800085070182,55,6435
3_4_3,Ele,153.97254901960784,163.0,218.20354289683917,51,4080
3_4_4,Adv,157.89988636363637,163.0,215.6633555796989,55,8800
3_4_4,Ele,158.70020639834883,163.0,218.33483199242784,51,5814
3_4_5,Adv,161.91671554252198,165.0,214.83891050583657,55,5115
3_4_5,Ele,155.44906743185078,163.0,216.4795204795205,51,4182
3_5_1,Adv,165.5243328100471,169.0,224.37808122007448,52,7644
3_5_1,Ele,156.06462809917355,165.0,211.22841163310963,55,6050
3_5_2,Adv,157.1641651031895,159.0,224.35487110813526,52,8528
3_5_2,Ele,149.29149184149185,157.0,214.0576537433155,55,8580
3_5_3,Adv,156.76248976248976,165.0,212.15584127687873,55,6105
3_5_3,Ele,162.50298730395818,166.0,218.84988684938395,52,5356
3_5_4,Adv,158.56530717604542,163.0,219.0344089855589,52,7748
3_5_4,Ele,154.5531313131313,164.0,210.63821585903085,55,4950
3_6_1,Adv,153.42958357432042,161.0,217.0421354060135,52,6916
3_6_1,Ele,150.98144712430425,160.0,212.25612936880543,55,5390
3_6_2,Adv,154.29210134128166,164.0,208.81403791851554,55,3355
3_6_2,Ele,157.98360655737704,166.0,211.2664418212479,52,3172
3_6_3,Adv,165.15533020034627,168.0,223.91784037558685,52,4043
3_6_3,Ele,152.7548128342246,158.0,213.57121495327104,55,3740
3_6_4,Adv,162.75272727272727,166.0,217.9218641316949,55,5775
3_6_4,Ele,157.60384615384615,164.0,213.49137088896126,52,4160
3_6_5,Adv,163.96208017334777,167.0,220.2466800072767,52,7384
3_6_5,Ele,152.76,158.0,211.39021043000915,55,6050
3_6_6,Adv,146.2003409090909,155.0,209.7087204563977,55,8800
3_6_6,Ele,157.41874322860238,162.0,216.4984168373999,52,7384
3_6_7,Adv,162.34886240520044,166.0,215.60863309352519,52,3692
3_6_7,Ele,147.6745989304813,157.0,209.921322690992,55,3740
3_7_1,Adv,165.26398334489937,169.0,216.06369080021776,55,7205
3_7_1,Ele,161.89087656529517,165.0,220.5898842169409,52,6708
3_7_2,Adv,147.25753246753246,158.0,210.44599109131403,55,7700
3_7_2,Ele,146.82764876632802,157.0,213.14564129575982,52,5512
3_7_3,Adv,160.22580213903743,164.0,213.74870697342607,55,7480
3_7_3,Ele,165.6286472148541,169.0,222.0653478550789,52,6032
3_7_4,Adv,171.13950456323337,170.0,226.44738355376654,52,6903
3_7_4,Ele,154.30756419153366,161.0,214.71340285824644,55,7205
3_7_5,Adv,162.69523662710034,166.0,223.0826463749736,52,6487
3_7_5,Ele,148.6093457943925,159.0,208.1804332301833,55,5885
3_7_6,Adv,142.0990990990991,152.0,205.32899408284024,55,6105
3_7_6,Ele,148.5991124260355,158.0,216.42690058479533,52,4732
3_7_7,Adv,152.00272869022868,157.0,219.72445529676935,52,7696
3_7_7,Ele,140.9102097902098,150.0,209.2436137071651,55,7150
3_8_1,Adv,151.82277526395174,157.0,221.1869620948544,52,7956
3_8_1,Ele,144.6499254843517,155.0,210.26884748700172,55,6710
3_8_2,Adv,159.1409684065934,164.0,223.3880453121234,52,5824
3_8_2,Ele,158.4460606060606,164.5,214.87890410958903,55,4950
3_8_3,Adv,149.71058122205662,158.0,210.86439966414778,55,6710
3_8_3,Ele,158.68675654242665,163.0,224.08062709966404,52,5044
3_8_4,Adv,151.90776053215077,161.0,209.46922136159804,55,6765
3_8_4,Ele,151.08496860282574,161.0,215.6059927191263,52,5096
3_8_5,Adv,167.68859265734267,171.0,228.3079440642666,52,4576
3_8_5,Ele,156.4551948051948,163.0,207.97669400086318,55,3080
3_8_6,Adv,160.62914321450907,166.0,220.70547798066596,52,6396
3_8_6,Ele,149.55324675324675,159.0,206.86706586826347,55,4620
3_9_1,Adv,154.17184035476717,161.0,219.13488811849984,55,4510
3_9_1,Ele,152.62021116138763,162.0,218.92514063176114,51,3315
3_9_2,Adv,148.78035914702582,157.0,212.40714629065855,55,8910
3_9_2,Ele,155.88899692108248,161.0,223.6668216693792,51,6171
3_9_3,Adv,144.62804580896687,154.0,207.89964973730298,55,8208
3_9_3,Ele,148.94418604651162,157.0,214.2253748558247,51,6235
3_9_4,Adv,162.02450980392157,166.0,216.67223514485093,51,6324
3_9_4,Ele,153.8200466200466,162.0,207.83874015748032,55,4290
