text_id,align_idx,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,0,Adv,0.4545056867891514,0.29352580927384075,59,2286
1_10_1,0,Ele,0.44879832810867293,0.2669801462904911,58,1914
1_10_1,1,Adv,0.4032114183764496,0.23550401427297057,59,1121
1_10_1,1,Ele,0.5036297640653358,0.294010889292196,58,1102
1_10_1,2,Adv,0.4878048780487805,0.30715171558495247,59,2419
1_10_1,2,Ele,0.4466338259441708,0.26354679802955666,58,1218
1_10_2,3,Adv,0.3545258620689655,0.1961206896551724,58,928
1_10_2,3,Ele,0.45227475468331846,0.23996431757359502,59,1121
1_10_2,4,Adv,0.45541022592152197,0.2431629013079667,58,1682
1_10_2,4,Ele,0.46936114732724904,0.24119947848761408,59,1534
1_10_2,5,Adv,0.5643236074270557,0.28580901856763924,58,1508
1_10_2,5,Ele,0.5145278450363197,0.3153753026634383,59,1652
1_10_2,6,Adv,0.46264367816091956,0.27011494252873564,58,1044
1_10_2,6,Ele,0.4406779661016949,0.24858757062146894,59,1062
1_10_3,7,Adv,0.47258225324027914,0.26869391824526423,59,4012
1_10_3,7,Ele,0.5013262599469496,0.28249336870026526,58,3016
1_10_3,8,Adv,0.4229020256304258,0.2385283174865647,59,2419
1_10_3,8,Ele,0.5016420361247947,0.31444991789819376,58,1218
1_10_4,9,Adv,0.43469591226321036,0.2288135593220339,59,2006
1_10_4,9,Ele,0.3716475095785441,0.2164750957854406,58,1044
1_10_4,10,Adv,0.46145434663750684,0.25041006014215417,59,1829
1_10_4,10,Ele,0.5080818965517241,0.25323275862068967,58,1856
1_10_4,11,Adv,0.53954802259887,0.3495762711864407,59,1416
1_10_4,11,Ele,0.5613026819923371,0.31896551724137934,58,1044
1_10_4,12,Adv,0.48983050847457626,0.28728813559322036,59,2360
1_10_4,12,Ele,0.46807151979565775,0.26756066411238827,58,1566
1_10_4,13,Adv,0.5009478672985782,0.33933649289099527,59,2110
1_10_4,13,Ele,0.5097856477166822,0.32665424044734387,58,2146
1_10_5,14,Adv,0.42572283150548357,0.2382851445663011,59,1003
1_10_5,14,Ele,0.41810344827586204,0.2209051724137931,58,928
1_10_5,15,Adv,0.4647636039250669,0.23818019625334522,59,1121
1_10_5,15,Ele,0.49137931034482757,0.25391849529780564,58,1276
1_10_5,16,Adv,0.44450519409513395,0.22525970475669765,59,1829
1_10_5,16,Ele,0.47126436781609193,0.25287356321839083,58,1392
1_10_5,17,Adv,0.4938070404172099,0.27444589308996087,59,3068
1_10_5,17,Ele,0.5324933687002652,0.33687002652519893,58,1508
1_10_6,18,Adv,0.4236453201970443,0.22475369458128078,58,1624
1_10_6,18,Ele,0.41694915254237286,0.23135593220338982,59,1180
