text_id,align_idx,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_5_1,148,Ele,187.14463601532566,159.0,290.3105497771174,58,1044
1_5_2,149,Adv,328.4041218637993,216.5,430.66862514688603,59,1116
1_5_2,149,Ele,246.65708812260536,200.0,324.3198992443325,58,1044
1_5_2,150,Adv,230.49830508474577,176.0,333.3186274509804,59,885
1_5_2,150,Ele,238.55459770114942,196.0,340.93223819301846,58,696
1_5_2,151,Adv,215.00953389830508,170.0,337.7188019966722,59,944
1_5_2,151,Ele,191.36612576064908,151.0,303.35530546623795,58,986
1_5_2,152,Adv,320.27317763623495,241.0,417.8633425669437,59,1413
1_5_2,152,Ele,313.8213213213213,227.0,411.0226155358899,58,1332
1_5_2,153,Adv,243.66470971950423,181.0,364.07212475633526,59,3066
1_5_2,153,Ele,256.1908256880734,198.0,360.97207859358844,58,2725
1_5_2,154,Adv,204.14796846573682,152.0,339.35483870967744,59,1649
1_5_2,154,Ele,182.8367139959432,150.5,301.9715242881072,58,986
1_5_3,155,Adv,378.1800373134328,286.0,476.95176470588234,58,2144
1_5_3,155,Ele,361.6346863468635,249.0,489.5254745254745,59,1355
1_5_3,156,Adv,338.57883369330455,255.5,412.5315789473684,58,926
1_5_3,156,Ele,313.2213359920239,222.0,431.53983516483515,59,1003
1_5_3,157,Adv,318.5,238.0,410.1859296482412,58,1794
1_5_3,157,Ele,290.41896186440675,214.0,386.4066243833686,59,1888
1_5_3,158,Adv,267.9302844394869,196.0,381.8751987281399,58,1793
1_5_3,158,Ele,248.9287330316742,193.0,345.99528301886795,59,884
1_5_4,159,Adv,468.4830508474576,356.5,529.0047846889952,59,236
1_5_4,159,Ele,501.32327586206895,368.0,570.1323529411765,58,232
1_5_4,160,Adv,362.5849731663685,265.0,457.01240135287486,59,1118
1_5_4,160,Ele,287.6419098143236,223.5,385.9110320284698,58,754
1_5_4,161,Adv,262.65111346765644,203.0,369.1207153502235,59,943
1_5_4,162,Adv,442.9858757062147,328.0,520.9867109634552,59,354
1_5_4,163,Adv,311.8900034590107,226.0,422.52764761012185,59,2891
1_5_4,163,Ele,308.98371174728527,216.0,430.24123711340206,58,2026
1_5_4,164,Adv,348.16728076639646,263.0,430.29417122040076,59,1357
1_5_4,164,Ele,292.91065830721004,235.5,377.14833501513624,58,1276
1_5_4,165,Adv,227.10761736049602,175.0,351.47978067169294,59,2258
1_5_4,165,Ele,249.12116858237547,196.0,349.33848220282067,58,2088
1_5_5,166,Adv,366.3035143769968,254.0,476.1337209302326,58,1565
1_5_5,166,Ele,361.7081649151172,260.0,462.224173553719,59,1237
1_5_5,167,Adv,388.04412641621946,287.0,507.2096648480125,58,1677
1_5_5,167,Ele,359.6133082234777,254.0,485.8897370653096,59,1593
1_5_5,168,Adv,280.19793103448274,192.0,408.73943661971833,58,1450
1_5_5,168,Ele,257.28982300884957,199.0,366.09129066107033,59,1356
1_6_1,169,Adv,354.3328611898017,231.0,466.2795899347623,59,1412
1_6_1,169,Ele,295.7616990640749,214.0,391.6234509056244,58,1389
1_6_1,170,Adv,300.5506631299735,210.0,415.9603524229075,59,1885
1_6_1,170,Ele,259.2651933701657,188.5,366.25951219512194,58,1448
1_6_1,171,Adv,333.5249433106576,232.5,451.52570990023025,59,1764
1_6_1,171,Ele,263.46109510086455,206.0,350.27203065134097,58,694
1_6_2,172,Adv,396.47440476190474,288.0,485.8329686360321,58,1680
