text_id,level,mean_HigherPassFixation,median_HigherPassFixation,mean_nonzero_HigherPassFixation,n_subjects,n_rows
3_7_1,Ele,165.26554816314723,0.0,418.24524158125917,52,3457
3_7_2,Adv,162.56710829493088,0.0,405.77498202731846,55,3472
3_7_2,Ele,138.35276419706656,0.0,385.21465968586386,52,2659
3_7_3,Adv,182.21701696632059,0.0,434.78851963746223,55,3949
3_7_3,Ele,153.09712230215828,0.0,387.50531107739,52,3336
3_7_4,Adv,199.31401921989826,0.0,432.3562231759657,52,3538
3_7_4,Ele,159.99389567147614,0.0,397.66758620689654,55,3604
3_7_5,Adv,187.10857142857142,0.0,449.1956678700361,52,3325
3_7_5,Ele,145.91975518531112,0.0,377.10896309314586,55,2941
3_7_6,Adv,132.0311596530678,0.0,379.16328413284134,55,3113
3_7_6,Ele,127.05613741097612,0.0,373.5012315270936,52,2387
3_7_7,Adv,116.65102094935031,0.0,352.4767628205128,52,3771
3_7_7,Ele,119.59061393152302,0.0,345.4160272804774,55,3388
3_8_1,Adv,137.85665796344648,0.0,414.76119402985074,52,3830
3_8_1,Ele,157.4038082731451,0.0,423.1703442188879,55,3046
3_8_2,Adv,168.99934683213587,0.0,431.5896580483736,52,3062
3_8_2,Ele,214.01728990751909,0.0,460.4333910034602,55,2487
3_8_3,Adv,188.13180245360175,0.0,430.8868876080692,55,3179
3_8_3,Ele,150.99419279907085,0.0,396.359756097561,52,2583
3_8_4,Adv,203.74188363870138,0.0,445.42586085734365,55,3111
3_8_4,Ele,129.1735601082335,0.0,368.84326710816777,52,2587
3_8_5,Adv,212.023631840796,0.0,472.20775623268696,52,2412
3_8_5,Ele,238.63916913946588,0.0,499.511801242236,55,1685
3_8_6,Adv,171.65224257738473,0.0,431.31031746031744,52,3166
3_8_6,Ele,183.819529206626,0.0,425.08266129032256,55,2294
3_9_1,Adv,178.32582322357018,0.0,420.40449438202245,55,2308
3_9_1,Ele,162.90509666080843,0.0,392.7669491525424,51,1707
3_9_2,Adv,166.69883692155406,0.0,427.7015873015873,55,4041
3_9_2,Ele,182.16815034619188,0.0,449.2,51,3033
3_9_3,Adv,153.50878533231474,0.0,397.6444591029024,55,3927
3_9_3,Ele,145.41641439623277,0.0,378.5665499124343,51,2973
3_9_4,Adv,207.91996262846465,0.0,456.655950752394,51,3211
3_9_4,Ele,258.7360525082044,140.0,470.0885860306644,55,2133
