text_id,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_2_4,Ele,218.4321033210332,201.0,218.4321033210332,59,2710
1_2_5,Adv,214.2182125740062,198.0,214.2182125740062,58,3547
1_2_5,Ele,218.61392665842604,201.0,218.61392665842604,59,2427
1_2_6,Adv,223.24102564102563,206.0,223.24102564102563,59,2145
1_2_6,Ele,214.5178359096314,199.0,214.5178359096314,58,1682
1_3_1,Adv,226.25307629204266,208.0,226.25307629204266,59,2438
1_3_1,Ele,213.97282832441334,199.0,213.97282832441334,58,2429
1_3_2,Adv,221.42715756136184,206.0,221.42715756136184,58,2526
1_3_2,Ele,225.6375,208.0,225.6375,59,2000
1_3_3,Adv,221.67352754908168,206.0,221.67352754908168,59,3158
1_3_3,Ele,214.20602276900476,196.0,214.20602276900476,58,2723
1_3_4,Adv,222.14073858679848,204.0,222.14073858679848,58,3439
1_3_4,Ele,211.55986218776917,197.0,211.55986218776917,59,2322
1_3_5,Adv,219.98093401885177,203.0,219.98093401885177,58,4668
1_3_5,Ele,220.15090641842235,204.0,220.15090641842235,59,2041
1_4_1,Adv,216.0239660657476,200.0,216.0239660657476,58,4715
1_4_1,Ele,219.73992490613267,204.0,219.73992490613267,59,3995
1_4_2,Adv,219.07861568041017,201.0,219.07861568041017,58,4681
1_4_2,Ele,219.50590551181102,203.5,219.50590551181102,59,4064
1_4_3,Adv,224.69153046062408,208.0,224.69153046062408,59,3365
1_4_3,Ele,215.82048192771083,199.0,215.82048192771083,58,2490
1_4_4,Adv,222.13649085037676,204.0,222.13649085037676,59,4645
1_4_4,Ele,214.50233781414377,198.0,214.50233781414377,58,3422
1_4_5,Adv,216.35992509363297,202.0,216.35992509363297,58,2670
1_4_5,Ele,222.1014607185156,204.0,222.1014607185156,59,2533
1_5_1,Adv,219.05373406193078,204.0,219.05373406193078,59,2196
1_5_1,Ele,214.08282352941177,199.0,214.08282352941177,58,2125
1_5_2,Adv,220.93580568206463,204.0,220.93580568206463,59,4611
1_5_2,Ele,215.09704433497538,198.0,215.09704433497538,58,4060
1_5_3,Adv,222.4876697146024,204.0,222.4876697146024,58,3609
1_5_3,Ele,219.90604982206406,202.5,219.90604982206406,59,2810
1_5_4,Adv,227.62174087444845,209.0,227.62174087444845,59,4986
1_5_4,Ele,218.03924050632912,202.0,218.03924050632912,58,3160
1_5_5,Adv,222.1681818181818,205.0,222.1681818181818,58,2420
1_5_5,Ele,224.16309012875536,205.0,224.16309012875536,59,2330
1_6_1,Adv,221.40721288515405,206.0,221.40721288515405,59,2856
1_6_1,Ele,216.45645792563602,198.0,216.45645792563602,58,2044
1_6_2,Adv,218.97737819025522,202.0,218.97737819025522,58,3448
1_6_2,Ele,220.04590570719603,203.0,220.04590570719603,59,3224
1_6_3,Adv,227.88159084061465,206.0,227.88159084061465,59,3319
1_6_3,Ele,220.1541007723428,202.0,220.1541007723428,58,2719
1_6_4,Adv,218.46706212925383,200.0,218.46706212925383,58,3203
1_6_4,Ele,217.8474114441417,202.0,217.8474114441417,59,3303
1_7_1,Adv,216.0908466819222,200.0,216.0908466819222,58,4370
1_7_1,Ele,213.37348203221808,199.0,213.37348203221808,59,4035
1_7_2,Adv,217.17768595041323,202.5,217.17768595041323,58,3630
1_7_2,Ele,217.08707409410493,203.0,217.08707409410493,58,3698
1_7_3,Adv,220.69189071986122,204.0,220.69189071986122,59,4612
1_7_3,Ele,218.13980309423349,199.0,218.13980309423349,58,3555
1_7_4,Adv,216.7308977500557,199.0,216.7308977500557,59,4489
1_7_4,Ele,212.05001309243258,197.0,212.05001309243258,58,3819
1_8_1,Adv,209.75786666666667,195.5,209.75786666666667,58,3750
1_8_1,Ele,211.02547065337762,195.0,211.02547065337762,59,3612
1_8_2,Adv,222.88480335117524,206.0,222.88480335117524,59,4297
1_8_2,Ele,217.50265486725664,198.0,217.50265486725664,58,3390
1_8_3,Adv,217.43351063829786,201.0,217.43351063829786,59,4512
1_8_3,Ele,214.90559145827478,199.0,214.90559145827478,58,3559
1_8_4,Adv,225.27195984485513,206.0,225.27195984485513,59,4383
1_8_4,Ele,215.52851524090462,198.0,215.52851524090462,58,4068
1_8_5,Adv,220.10365448504984,203.0,220.10365448504984,58,3010
1_8_5,Ele,220.80956207312173,203.0,220.80956207312173,59,2489
1_9_1,Adv,209.2963649851632,191.0,209.2963649851632,58,2696
1_9_1,Ele,215.30796304443467,200.0,215.30796304443467,59,2273
1_9_2,Adv,221.5835287221571,204.0,221.5835287221571,59,3412
1_9_2,Ele,214.60021474588405,195.0,214.60021474588405,58,2794
1_9_3,Adv,217.40243352861648,202.0,217.40243352861648,59,2219
1_9_3,Ele,209.1225369458128,193.0,209.1225369458128,58,1624
1_9_4,Adv,214.0761421319797,199.0,214.0761421319797,58,2561
1_9_4,Ele,214.38470233609647,200.0,214.38470233609647,59,2654
1_9_5,Adv,215.3397973950796,198.0,215.3397973950796,58,3455
1_9_5,Ele,224.32566889632108,207.0,224.32566889632108,59,2392
1_9_6,Adv,218.13898401826484,201.0,218.13898401826484,58,3504
1_9_6,Ele,219.68187883640246,202.0,219.68187883640246,59,3747
2_10_1,Adv,216.97228637413394,198.0,216.97228637413394,54,3464
2_10_1,Ele,209.44290322580645,194.0,209.44290322580645,56,3100
2_10_2,Adv,217.99371241115364,198.0,217.99371241115364,54,3658
2_10_2,Ele,216.1188953488372,199.0,216.1188953488372,56,3440
2_10_3,Adv,217.06626506024097,198.0,217.06626506024097,56,3320
2_10_3,Ele,218.43268206039076,199.0,218.43268206039076,54,2815
2_10_4,Adv,220.9703492202943,202.0,220.9703492202943,56,4553
2_10_4,Ele,216.9067969067969,198.0,216.9067969067969,53,2457
2_1_1,Adv,220.75562788174668,205.0,220.75562788174668,56,3687
2_1_1,Ele,213.02032380296245,192.0,213.02032380296245,54,2903
2_1_2,Adv,218.82258496119883,198.0,218.82258496119883,56,3737
2_1_2,Ele,214.86800463141645,195.0,214.86800463141645,54,2591
2_1_3,Adv,211.03269852676968,193.0,211.03269852676968,54,2783
2_1_3,Ele,214.9995249406176,198.0,214.9995249406176,56,2105
2_1_4,Adv,213.24436741767764,195.0,213.24436741767764,54,4039
2_1_4,Ele,215.78206502322257,197.0,215.78206502322257,56,2799
2_1_5,Adv,216.2708496732026,199.0,216.2708496732026,54,3825
2_1_5,Ele,222.2037037037037,202.0,222.2037037037037,56,3672
2_1_6,Adv,219.13566433566433,199.0,219.13566433566433,56,4290
2_1_6,Ele,211.45618374558305,193.0,211.45618374558305,54,2830
2_2_1,Adv,214.2961387434555,194.0,214.2961387434555,54,3056
2_2_1,Ele,219.0687263556116,196.0,219.0687263556116,56,3172
2_2_2,Adv,218.28938097634625,197.0,218.28938097634625,54,3974
2_2_2,Ele,216.05433440355642,196.0,216.05433440355642,56,4049
2_2_3,Adv,218.49589725294328,195.0,218.49589725294328,54,2803
2_2_3,Ele,221.37407797681772,204.0,221.37407797681772,56,2847
2_2_4,Adv,233.79025844930416,209.0,233.79025844930416,56,2012
2_2_4,Ele,211.8804491413474,193.0,211.8804491413474,54,1514
2_2_5,Adv,218.800959838343,198.0,218.800959838343,55,3959
2_2_5,Ele,212.07620367163145,193.0,212.07620367163145,54,2887
2_2_6,Adv,216.7666026871401,196.0,216.7666026871401,56,2605
2_2_6,Ele,208.06674208144796,192.5,208.06674208144796,54,1768
2_3_1,Adv,210.2859174964438,194.0,210.2859174964438,54,3515
2_3_1,Ele,212.6520694259012,194.0,212.6520694259012,56,3745
2_3_2,Adv,213.0462484624846,196.0,213.0462484624846,54,4065
2_3_2,Ele,217.69263803680983,199.0,217.69263803680983,56,3260
2_3_3,Adv,213.91652754590984,196.0,213.91652754590984,56,4193
2_3_3,Ele,210.3853596970972,195.0,210.3853596970972,54,2377
2_3_4,Adv,213.8819463643904,197.0,213.8819463643904,54,3617
2_3_4,Ele,214.6519471488178,197.0,214.6519471488178,56,2876
2_4_1,Adv,218.8090356871678,198.0,218.8090356871678,56,2634
2_4_1,Ele,210.40279394644935,197.0,210.40279394644935,54,1718
2_4_2,Adv,224.5757035981475,202.0,224.5757035981475,56,2807
2_4_2,Ele,213.6463897131553,198.0,213.6463897131553,53,2022
2_4_3,Adv,216.88408085912823,198.0,216.88408085912823,56,3166
2_4_3,Ele,208.57348314606742,194.0,208.57348314606742,53,2225
2_4_4,Adv,215.71046625366807,195.0,215.71046625366807,56,3067
2_4_4,Ele,205.31578947368422,189.0,205.31578947368422,53,2318
2_4_5,Adv,209.6309887869521,191.0,209.6309887869521,53,2943
2_4_5,Ele,215.47880215343204,197.0,215.47880215343204,56,2972
2_4_6,Adv,216.02349726775955,197.5,216.02349726775955,53,1830
2_4_6,Ele,212.4520202020202,195.0,212.4520202020202,56,2376
2_4_7,Adv,223.95039682539684,201.0,223.95039682539684,56,3528
2_4_7,Ele,215.76753782668501,198.0,215.76753782668501,53,2181
2_5_1,Adv,215.06961849067113,197.0,215.06961849067113,54,3591
2_5_1,Ele,213.93337819650068,198.0,213.93337819650068,56,2972
2_5_2,Adv,220.13932107496464,201.0,220.13932107496464,54,4242
2_5_2,Ele,216.3075495049505,194.5,216.3075495049505,56,3232
2_5_3,Adv,220.1320754716981,201.0,220.1320754716981,56,2332
2_5_3,Ele,210.30810810810812,193.0,210.30810810810812,54,2035
2_5_4,Adv,219.80251346499102,197.0,219.80251346499102,54,2785
2_5_4,Ele,216.12916006339145,196.0,216.12916006339145,56,2524
2_5_5,Adv,218.20749347877637,199.0,218.20749347877637,56,4217
2_5_5,Ele,213.4537341474871,196.0,213.4537341474871,54,2129
2_6_1,Adv,213.63451925904147,196.0,213.63451925904147,54,3401
2_6_1,Ele,213.00278784499582,197.0,213.00278784499582,56,3587
2_6_2,Adv,218.42644320297953,199.0,218.42644320297953,56,2685
2_6_2,Ele,206.8084738434933,194.0,206.8084738434933,54,2313
2_6_3,Adv,212.76847977684798,196.0,212.76847977684798,54,2151
2_6_3,Ele,214.12865497076024,199.0,214.12865497076024,56,2052
2_6_4,Adv,217.8081865778201,196.0,217.8081865778201,56,4202
2_6_4,Ele,201.6741622574956,187.0,201.6741622574956,54,2268
2_7_1,Adv,221.97909407665506,201.0,221.97909407665506,56,2583
2_7_1,Ele,209.18423694779116,195.0,209.18423694779116,54,1992
2_7_2,Adv,216.20691287878788,197.0,216.20691287878788,56,4224
2_7_2,Ele,204.37626459143968,187.0,204.37626459143968,54,2570
2_7_3,Adv,212.85990888382688,196.0,212.85990888382688,54,2634
2_7_3,Ele,208.76486609169314,191.0,208.76486609169314,56,2203
2_7_4,Adv,208.3531109685696,191.0,208.3531109685696,54,3118
2_7_4,Ele,211.72781456953643,196.0,211.72781456953643,56,3020
2_7_5,Adv,210.02537593984962,193.0,210.02537593984962,56,4256
2_7_5,Ele,205.06406769416742,189.0,205.06406769416742,54,3309
2_7_6,Adv,207.49059689288634,193.0,207.49059689288634,54,3669
2_7_6,Ele,210.26694277108433,191.0,210.26694277108433,56,2656
2_8_1,Adv,216.77872340425532,197.0,216.77872340425532,54,2585
2_8_1,Ele,215.2842998585573,197.0,215.2842998585573,56,2828
2_8_2,Adv,216.46282345234195,198.0,216.46282345234195,54,3053
2_8_2,Ele,208.4565151052792,191.0,208.4565151052792,56,3277
2_8_3,Adv,213.9389544688027,191.0,213.9389544688027,56,2965
2_8_3,Ele,209.7060810810811,192.0,209.7060810810811,54,2664
2_8_4,Adv,216.5533199195171,200.0,216.5533199195171,56,3479
2_8_4,Ele,212.77270732777535,196.0,212.77270732777535,54,2279
2_8_5,Adv,211.9692429022082,192.0,211.9692429022082,54,3804
2_8_5,Ele,213.67876344086022,193.0,213.67876344086022,56,2976
2_8_6,Adv,206.40696324951645,189.0,206.40696324951645,54,2585
2_8_6,Ele,210.48612395929695,193.0,210.48612395929695,56,2162
2_9_1,Adv,221.33262711864407,200.0,221.33262711864407,56,3304
2_9_1,Ele,211.57601854918846,196.0,211.57601854918846,54,3019
2_9_2,Adv,217.5166361974406,198.0,217.5166361974406,56,2735
2_9_2,Ele,211.14327485380116,196.0,211.14327485380116,54,2052
2_9_3,Adv,217.03767741935485,200.0,217.03767741935485,56,3875
2_9_3,Ele,211.2084385142445,192.0,211.2084385142445,54,2773
2_9_4,Adv,214.02103395843892,198.0,214.02103395843892,54,3946
2_9_4,Ele,212.3372030237581,194.0,212.3372030237581,56,3704
2_9_5,Adv,217.63291139240508,199.0,217.63291139240508,56,4108
2_9_5,Ele,209.06702668360865,195.0,209.06702668360865,54,3148
2_9_6,Adv,216.51988725336673,199.0,216.51988725336673,54,3193
2_9_6,Ele,216.8548114800225,200.0,216.8548114800225,56,1777
3_10_1,Adv,212.3053354463814,195.0,212.3053354463814,55,1893
3_10_1,Ele,221.94136807817588,202.0,221.94136807817588,52,1842
3_10_2,Adv,218.27148353997435,197.0,218.27148353997435,52,2339
3_10_2,Ele,210.7146801656696,192.0,210.7146801656696,55,2173
3_10_3,Adv,216.06666666666666,196.0,216.06666666666666,52,2490
3_10_3,Ele,210.55141579731745,195.0,210.55141579731745,55,2013
3_10_4,Adv,225.05560511448112,205.0,225.05560511448112,52,3363
3_10_4,Ele,211.22674235257017,194.0,211.22674235257017,55,3171
3_10_5,Adv,207.67954182205648,191.0,207.67954182205648,55,3754
3_10_5,Ele,218.44104134762634,200.0,218.44104134762634,52,3265
3_10_6,Adv,213.39488636363637,195.0,213.39488636363637,55,2112
3_10_6,Ele,210.03603603603602,194.0,210.03603603603602,52,1998
3_1_1,Adv,216.98286316899552,198.0,216.98286316899552,55,3793
3_1_1,Ele,225.2069367531332,203.0,225.2069367531332,52,3431
3_1_2,Adv,219.5460588793922,200.0,219.5460588793922,55,2106
3_1_2,Ele,224.03487634749524,203.0,224.03487634749524,52,1577
3_1_3,Adv,222.86237373737373,201.0,222.86237373737373,52,3168
3_1_3,Ele,209.09851694915255,196.0,209.09851694915255,55,2832
3_1_4,Adv,223.11935834692767,203.0,223.11935834692767,52,3678
3_1_4,Ele,213.19400580083789,196.0,213.19400580083789,55,3103
3_1_5,Adv,222.02918287937743,203.0,222.02918287937743,52,3598
3_1_5,Ele,211.63628357551738,195.0,211.63628357551738,55,2271
3_2_1,Adv,217.86197356286505,200.0,217.86197356286505,55,3253
3_2_1,Ele,217.05882352941177,196.0,217.05882352941177,52,2873
3_2_2,Adv,233.36817545496967,209.0,233.36817545496967,52,2143
3_2_2,Ele,213.68003913894324,200.0,213.68003913894324,55,2044
3_2_3,Adv,225.0960288808664,205.0,225.0960288808664,52,2770
3_2_3,Ele,215.55412011173183,198.0,215.55412011173183,55,2864
3_2_4,Adv,223.41458333333333,201.0,223.41458333333333,52,2880
3_2_4,Ele,211.45454545454547,194.0,211.45454545454547,55,2761
3_2_5,Adv,215.63286713286712,198.0,215.63286713286712,55,4004
3_2_5,Ele,219.95584045584044,199.0,219.95584045584044,52,3510
3_3_1,Adv,222.22524815474677,203.0,222.22524815474677,55,3929
3_3_1,Ele,225.4700153767299,204.0,225.4700153767299,52,3902
3_3_2,Adv,218.36203319502076,199.0,218.36203319502076,55,3856
3_3_2,Ele,228.4461023142509,208.0,228.4461023142509,52,3284
3_3_3,Adv,225.72223745544284,205.0,225.72223745544284,52,3647
3_3_3,Ele,216.47540983606558,200.0,216.47540983606558,55,3233
3_3_4,Adv,226.3070516379789,207.0,226.3070516379789,52,3602
3_3_4,Ele,213.65266707541386,198.0,213.65266707541386,55,3262
3_3_5,Adv,218.27144002137322,199.0,218.27144002137322,55,3743
3_3_5,Ele,222.88843457943926,204.0,222.88843457943926,52,3424
3_4_1,Adv,225.18660578386607,206.0,225.18660578386607,51,3285
3_4_1,Ele,207.4013751611517,197.0,207.4013751611517,55,2327
3_4_2,Adv,217.3817231075697,197.0,217.3817231075697,55,4016
3_4_2,Ele,225.60348042262274,203.0,225.60348042262274,51,3218
3_4_3,Adv,217.39272086879953,199.0,217.39272086879953,55,3407
3_4_3,Ele,223.4653594771242,205.0,223.4653594771242,51,2295
3_4_4,Adv,219.33807746150256,200.0,219.33807746150256,55,4286
3_4_4,Ele,220.9637342908438,201.0,220.9637342908438,51,2785
3_4_5,Adv,218.42834830144474,198.0,218.42834830144474,55,2561
3_4_5,Ele,219.38180155464107,201.0,219.38180155464107,51,2187
3_5_1,Adv,228.3043919776593,206.0,228.3043919776593,52,3939
3_5_1,Ele,213.24308437067774,198.0,213.24308437067774,55,2892
3_5_2,Adv,224.49637305699483,202.0,224.49637305699483,52,3860
3_5_2,Ele,217.17331571994717,198.0,217.17331571994717,55,3785
3_5_3,Adv,214.2056885189039,200.0,214.2056885189039,55,2883
3_5_3,Ele,220.92826704545453,200.0,220.92826704545453,52,2816
3_5_4,Adv,220.34723336006417,202.0,220.34723336006417,52,3741
3_5_4,Ele,214.03883495145632,197.0,214.03883495145632,55,2369
3_6_1,Adv,218.70071326676177,201.0,218.70071326676177,52,3505
3_6_1,Ele,215.03920876015542,200.0,215.03920876015542,55,2831
3_6_2,Adv,210.11358447488584,193.0,210.11358447488584,55,1752
3_6_2,Ele,215.81408775981524,200.0,215.81408775981524,52,1732
3_6_3,Adv,225.72474513438368,204.5,225.72474513438368,52,2158
3_6_3,Ele,212.3396127681842,192.0,212.3396127681842,55,1911
3_6_4,Adv,217.96916890080428,200.0,217.96916890080428,55,2984
3_6_4,Ele,217.96669666966696,196.0,217.96669666966696,52,2222
3_6_5,Adv,219.11250340506675,200.0,219.11250340506675,52,3671
3_6_5,Ele,211.16040716040715,195.0,211.16040716040715,55,2849
3_6_6,Adv,211.74468085106383,194.0,211.74468085106383,55,3901
3_6_6,Ele,220.51373855120733,201.0,220.51373855120733,52,3603
3_6_7,Adv,222.71279243404678,200.0,222.71279243404678,52,2009
3_6_7,Ele,213.75294117647059,197.0,213.75294117647059,55,2040
3_7_1,Adv,220.65021344717184,202.0,220.65021344717184,55,3748
3_7_1,Ele,220.87387908591265,199.0,220.87387908591265,52,3457
3_7_2,Adv,212.6990207373272,196.0,212.6990207373272,55,3472
3_7_2,Ele,215.0485144791275,198.0,215.0485144791275,52,2659
3_7_3,Adv,217.47682957710813,199.0,217.47682957710813,55,3949
3_7_3,Ele,224.56474820143885,206.0,224.56474820143885,52,3336
3_7_4,Adv,226.32984737139626,204.0,226.32984737139626,52,3538
3_7_4,Ele,219.99833518312985,200.0,219.99833518312985,55,3604
3_7_5,Adv,224.366015037594,203.0,224.366015037594,52,3325
3_7_5,Ele,210.8459707582455,194.0,210.8459707582455,55,2941
3_7_6,Adv,209.0003212335368,195.0,209.0003212335368,55,3113
3_7_6,Ele,219.29995810640972,200.0,219.29995810640972,52,2387
3_7_7,Adv,220.45505171042163,200.0,220.45505171042163,52,3771
3_7_7,Ele,213.15791027154663,196.5,213.15791027154663,55,3388
3_8_1,Adv,222.30548302872063,204.0,222.30548302872063,52,3830
3_8_1,Ele,215.3086014445174,198.5,215.3086014445174,55,3046
3_8_2,Adv,225.22011757021554,206.0,225.22011757021554,52,3062
3_8_2,Ele,220.46119823080016,202.0,220.46119823080016,55,2487
3_8_3,Adv,215.7008493236867,198.0,215.7008493236867,55,3179
3_8_3,Ele,228.52109949670924,205.0,228.52109949670924,52,2583
3_8_4,Adv,214.51205400192865,196.0,214.51205400192865,55,3111
3_8_4,Ele,217.92578275995362,197.0,217.92578275995362,52,2587
3_8_5,Adv,233.4830016583748,210.0,233.4830016583748,52,2412
3_8_5,Ele,213.08130563798218,197.0,213.08130563798218,55,1685
3_8_6,Adv,223.12034112444726,204.0,223.12034112444726,52,3166
3_8_6,Ele,211.5274629468178,195.0,211.5274629468178,55,2294
3_9_1,Adv,223.76083188908146,203.0,223.76083188908146,55,2308
3_9_1,Ele,220.0656121851201,202.0,220.0656121851201,51,1707
3_9_2,Adv,214.60430586488494,197.0,214.60430586488494,55,4041
3_9_2,Ele,224.97560171447412,204.0,224.97560171447412,51,3033
3_9_3,Adv,212.00203717850778,194.0,212.00203717850778,55,3927
3_9_3,Ele,214.46821392532794,199.0,214.46821392532794,51,2973
3_9_4,Adv,218.40859545312986,200.0,218.40859545312986,51,3211
3_9_4,Ele,211.2358180965776,196.0,211.2358180965776,55,2133
