text_id,align_idx,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_10_7,24,Adv,213.20639534883722,195.0,213.20639534883722,57,1032
1_10_7,24,Ele,220.26327944572748,198.0,220.26327944572748,59,433
1_10_7,25,Adv,218.63929618768327,199.0,218.63929618768327,57,1023
1_10_7,25,Ele,218.77290836653387,205.0,218.77290836653387,59,1004
1_10_7,26,Adv,217.41058394160584,196.0,217.41058394160584,57,548
1_10_7,26,Ele,226.19370078740158,209.0,226.19370078740158,59,635
1_10_7,27,Adv,209.31,192.0,209.31,58,1200
1_10_7,27,Ele,218.48071748878922,207.0,218.48071748878922,59,1115
1_1_1,28,Adv,214.19684082624545,199.0,214.19684082624545,58,823
1_1_1,28,Ele,215.41542625169149,202.0,215.41542625169149,59,739
1_1_1,29,Adv,214.4289693593315,198.0,214.4289693593315,57,718
1_1_1,29,Ele,215.80730897009965,203.0,215.80730897009965,59,602
1_1_1,30,Adv,213.84743742550654,196.0,213.84743742550654,57,839
1_1_1,30,Ele,214.33809523809524,197.0,214.33809523809524,58,840
1_1_1,31,Adv,220.60927835051547,204.0,220.60927835051547,58,970
1_1_1,31,Ele,226.35995850622407,202.5,226.35995850622407,59,964
1_1_2,32,Adv,221.61313868613138,205.0,221.61313868613138,58,548
1_1_2,33,Adv,217.85804416403786,203.0,217.85804416403786,58,317
1_1_2,33,Ele,211.9090909090909,197.0,211.9090909090909,58,374
1_1_2,34,Adv,215.18441064638785,202.5,215.18441064638785,58,1052
1_1_2,34,Ele,218.57142857142858,202.0,218.57142857142858,59,980
1_1_2,35,Adv,211.45721271393643,198.0,211.45721271393643,56,409
1_1_2,35,Ele,215.98956158663884,199.0,215.98956158663884,59,479
1_1_2,36,Adv,216.39307535641547,204.0,216.39307535641547,58,491
1_1_2,36,Ele,220.65917602996254,202.0,220.65917602996254,59,534
1_1_2,37,Adv,224.1301775147929,198.0,224.1301775147929,58,507
1_1_2,37,Ele,210.27586206896552,183.0,210.27586206896552,59,145
1_1_3,38,Adv,223.94667760459393,208.0,223.94667760459393,59,1219
1_1_3,38,Ele,209.4530853761623,195.0,209.4530853761623,58,1183
1_1_3,39,Adv,226.4717416378316,206.0,226.4717416378316,59,867
1_1_3,39,Ele,222.0670731707317,212.0,222.0670731707317,56,328
1_1_3,40,Adv,220.38163265306122,201.5,220.38163265306122,59,490
1_1_3,40,Ele,209.46109510086455,196.0,209.46109510086455,58,347
1_1_4,41,Adv,227.15589353612168,213.0,227.15589353612168,59,1052
1_1_4,41,Ele,208.3907514450867,194.0,208.3907514450867,58,865
1_1_4,42,Adv,215.27235772357724,202.5,215.27235772357724,58,738
1_1_4,42,Ele,214.5045871559633,198.5,214.5045871559633,58,654
1_1_4,43,Adv,230.55537190082646,215.0,230.55537190082646,59,605
1_1_4,43,Ele,211.02230483271376,192.0,211.02230483271376,58,538
1_1_4,44,Adv,220.47802197802199,204.0,220.47802197802199,59,546
1_1_5,45,Adv,215.05944055944056,203.0,215.05944055944056,59,572
1_1_5,45,Ele,213.5662251655629,201.5,213.5662251655629,57,604
1_1_5,46,Adv,214.70522979397782,197.0,214.70522979397782,59,631
1_1_5,46,Ele,210.6583850931677,196.0,210.6583850931677,58,483
1_1_5,47,Adv,203.44636678200692,195.0,203.44636678200692,55,289
1_1_5,48,Adv,224.47922077922078,201.0,224.47922077922078,59,770
1_1_5,48,Ele,205.61198288159773,194.0,205.61198288159773,58,701
1_1_6,49,Adv,218.1605504587156,206.0,218.1605504587156,58,872
1_1_6,50,Adv,217.736,207.0,217.736,57,500
1_1_6,51,Adv,213.7948717948718,193.5,213.7948717948718,58,780
1_1_6,51,Ele,214.27455357142858,202.0,214.27455357142858,58,896
1_1_6,52,Adv,224.06459784673845,206.0,224.06459784673845,58,1579
1_1_6,52,Ele,219.99671052631578,202.0,219.99671052631578,59,1520
1_1_7,53,Adv,209.61168384879724,188.0,209.61168384879724,59,291
1_1_7,53,Ele,207.18032786885246,195.0,207.18032786885246,58,305
1_1_7,54,Adv,215.95324675324676,209.0,215.95324675324676,58,385
1_1_7,55,Adv,228.5631067961165,211.0,228.5631067961165,57,412
1_1_7,55,Ele,214.80535279805352,192.0,214.80535279805352,58,411
1_1_7,56,Adv,220.14028056112224,208.0,220.14028056112224,58,499
1_1_7,56,Ele,217.11301369863014,203.5,217.11301369863014,58,584
1_1_7,57,Adv,217.612213740458,205.0,217.612213740458,59,655
1_1_7,57,Ele,220.79136690647482,208.0,220.79136690647482,58,556
1_1_7,58,Adv,223.97880794701987,207.0,223.97880794701987,58,755
1_1_7,58,Ele,202.85780525502318,188.0,202.85780525502318,58,647
1_1_7,59,Adv,234.2917505030181,221.0,234.2917505030181,58,497
1_1_7,60,Adv,216.08170515097692,203.0,216.08170515097692,59,563
1_2_1,61,Adv,225.9396449704142,208.0,225.9396449704142,59,845
1_2_1,61,Ele,219.8505882352941,207.0,219.8505882352941,58,850
1_2_1,62,Adv,225.38817005545286,208.0,225.38817005545286,59,1082
1_2_1,62,Ele,215.12076583210603,200.0,215.12076583210603,58,679
1_2_1,63,Adv,224.93836978131213,206.5,224.93836978131213,59,1006
1_2_1,63,Ele,220.42222222222222,200.0,220.42222222222222,57,585
1_2_1,64,Adv,218.30799683293745,204.0,218.30799683293745,59,1263
1_2_1,64,Ele,212.907225691347,199.0,212.907225691347,58,1121
1_2_2,65,Adv,223.66507177033492,210.0,223.66507177033492,58,418
1_2_2,65,Ele,202.68553459119497,188.5,202.68553459119497,58,318
1_2_2,66,Adv,219.97908745247148,204.5,219.97908745247148,59,526
1_2_2,66,Ele,208.5372460496614,194.0,208.5372460496614,58,443
1_2_2,67,Adv,225.28682170542635,210.0,225.28682170542635,55,387
1_2_2,67,Ele,210.76960784313727,197.5,210.76960784313727,57,408
1_2_2,68,Adv,220.78781284004353,201.0,220.78781284004353,58,919
1_2_2,68,Ele,220.59100204498978,204.0,220.59100204498978,58,978
1_2_2,69,Adv,219.53566229985444,203.0,219.53566229985444,58,687
1_2_2,69,Ele,219.62200282087448,207.0,219.62200282087448,58,709
1_2_2,70,Adv,214.27081138040043,198.0,214.27081138040043,59,949
1_2_2,70,Ele,218.9651272384543,204.0,218.9651272384543,58,1061
1_2_3,71,Adv,218.85287610619469,205.0,218.85287610619469,58,904
1_2_3,72,Adv,222.18194161575016,205.0,222.18194161575016,58,1473
1_2_3,72,Ele,228.3313825896123,209.0,228.3313825896123,59,1367
1_2_3,73,Adv,213.67575187969925,195.0,213.67575187969925,57,1064
1_2_3,73,Ele,223.87326388888889,197.5,223.87326388888889,59,1152
1_2_3,74,Adv,198.7375478927203,188.5,198.7375478927203,58,522
1_2_4,75,Adv,214.21256038647343,199.0,214.21256038647343,58,1035
1_2_4,75,Ele,222.33463541666666,204.0,222.33463541666666,59,768
1_2_4,76,Adv,217.46691176470588,205.0,217.46691176470588,58,816
1_2_4,76,Ele,228.11066666666667,207.0,228.11066666666667,58,750
1_2_4,77,Adv,211.33512544802866,194.5,211.33512544802866,57,558
1_2_4,77,Ele,212.9391304347826,205.0,212.9391304347826,50,230
1_2_4,78,Adv,191.1559633027523,179.5,191.1559633027523,55,218
1_2_4,78,Ele,215.17460317460316,205.0,215.17460317460316,51,189
1_2_4,79,Adv,222.7312925170068,204.0,222.7312925170068,54,294
1_2_4,79,Ele,212.80620155038758,202.0,212.80620155038758,48,129
1_2_4,80,Adv,192.91304347826087,180.0,192.91304347826087,57,207
1_2_4,80,Ele,212.5878787878788,186.0,212.5878787878788,54,165
1_2_4,81,Adv,209.6942615239887,195.0,209.6942615239887,58,1063
1_2_4,81,Ele,204.47181628392485,189.0,204.47181628392485,59,479
1_2_5,82,Adv,209.70621468926555,194.0,209.70621468926555,58,708
1_2_5,82,Ele,207.8259493670886,194.0,207.8259493670886,59,632
1_2_5,83,Adv,219.76022304832713,201.5,219.76022304832713,57,538
1_2_5,83,Ele,232.61073825503357,208.0,232.61073825503357,59,596
1_2_5,84,Adv,216.9338959212377,204.0,216.9338959212377,57,711
1_2_5,84,Ele,221.1787819253438,204.0,221.1787819253438,58,509
1_2_5,85,Adv,216.05369127516778,201.0,216.05369127516778,58,745
1_2_5,85,Ele,214.51304347826087,200.0,214.51304347826087,59,690
1_2_5,86,Adv,210.56686390532545,194.0,210.56686390532545,58,845
1_2_6,87,Adv,222.2378640776699,208.0,222.2378640776699,59,1236
1_2_6,87,Ele,205.27,192.0,205.27,57,700
1_2_6,88,Adv,219.2568306010929,200.0,219.2568306010929,57,366
1_2_6,88,Ele,219.33908045977012,205.5,219.33908045977012,55,348
1_2_6,89,Adv,228.20994475138122,207.0,228.20994475138122,59,543
1_2_6,89,Ele,222.0820189274448,208.0,222.0820189274448,58,634
1_3_1,90,Adv,225.87182320441988,206.0,225.87182320441988,59,905
1_3_1,90,Ele,210.5978898007034,198.0,210.5978898007034,57,853
1_3_1,91,Adv,237.04761904761904,220.0,237.04761904761904,59,546
1_3_1,91,Ele,217.42533936651583,203.0,217.42533936651583,58,442
1_3_1,92,Adv,223.92551210428306,208.0,223.92551210428306,59,537
1_3_1,92,Ele,219.69277108433735,204.0,219.69277108433735,57,664
1_3_1,93,Adv,216.7,202.0,216.7,59,450
1_3_1,93,Ele,208.77021276595744,195.0,208.77021276595744,58,470
1_3_2,94,Adv,218.53465346534654,203.0,218.53465346534654,58,606
1_3_2,94,Ele,225.14967462039044,207.0,225.14967462039044,59,461
1_3_2,95,Adv,213.08320726172465,194.0,213.08320726172465,58,661
1_3_2,95,Ele,223.7942857142857,202.0,223.7942857142857,58,700
1_3_2,96,Adv,230.4406779661017,225.0,230.4406779661017,57,708
1_3_2,96,Ele,237.00305810397555,215.0,237.00305810397555,58,327
1_3_2,97,Adv,223.03629764065334,201.0,223.03629764065334,58,551
1_3_2,97,Ele,221.337890625,210.0,221.337890625,59,512
1_3_3,98,Adv,221.37010676156584,202.0,221.37010676156584,59,562
1_3_3,98,Ele,208.7691256830601,191.0,208.7691256830601,58,732
1_3_3,99,Adv,201.71428571428572,189.0,201.71428571428572,53,105
1_3_3,99,Ele,254.0421052631579,226.0,254.0421052631579,51,95
1_3_3,100,Adv,232.13611111111112,216.0,232.13611111111112,57,360
1_3_3,100,Ele,227.11325966850828,208.0,227.11325966850828,55,362
1_3_3,101,Adv,221.045871559633,206.5,221.045871559633,55,436
1_3_3,101,Ele,217.99115044247787,204.0,217.99115044247787,48,113
1_3_3,102,Adv,229.21033210332104,209.0,229.21033210332104,59,542
1_3_3,102,Ele,212.9260700389105,200.0,212.9260700389105,52,257
1_3_3,103,Adv,210.43396226415095,191.5,210.43396226415095,53,106
1_3_3,103,Ele,197.77372262773721,180.0,197.77372262773721,53,137
1_3_3,104,Adv,217.4798387096774,205.0,217.4798387096774,59,744
1_3_3,104,Ele,215.0672268907563,198.5,215.0672268907563,58,714
1_3_3,105,Adv,218.37293729372936,195.0,218.37293729372936,59,303
1_3_3,105,Ele,204.81469648562302,185.0,204.81469648562302,58,313
1_3_4,106,Adv,222.101108033241,197.0,222.101108033241,57,722
1_3_4,106,Ele,196.15116279069767,191.5,196.15116279069767,59,258
1_3_4,107,Adv,232.50852272727272,212.0,232.50852272727272,53,352
1_3_4,107,Ele,208.58121827411168,194.5,208.58121827411168,53,394
1_3_4,108,Adv,226.59622641509435,205.5,226.59622641509435,57,530
1_3_4,108,Ele,211.7373068432671,195.0,211.7373068432671,58,453
1_3_4,109,Adv,216.6983546617916,200.0,216.6983546617916,56,547
1_3_4,110,Adv,219.80745341614906,205.0,219.80745341614906,58,1288
1_3_4,110,Ele,215.72473294987674,202.0,215.72473294987674,59,1217
1_3_5,111,Adv,212.7159090909091,199.0,212.7159090909091,58,704
1_3_5,112,Adv,216.94525547445255,203.5,216.94525547445255,58,822
1_3_5,112,Ele,217.3053016453382,204.0,217.3053016453382,59,547
1_3_5,113,Adv,225.03472222222223,201.0,225.03472222222223,56,432
1_3_5,114,Adv,221.98339483394835,203.0,221.98339483394835,58,2710
1_3_5,114,Ele,221.19277108433735,204.0,221.19277108433735,59,1494
1_4_1,115,Adv,211.30403458213257,199.0,211.30403458213257,58,694
1_4_1,115,Ele,216.36444444444444,202.0,216.36444444444444,59,675
1_4_1,116,Adv,219.6420722135008,199.0,219.6420722135008,57,637
1_4_1,116,Ele,219.52201257861634,203.5,219.52201257861634,59,636
1_4_1,117,Adv,216.8298162014976,201.0,216.8298162014976,58,1469
1_4_1,117,Ele,222.96264367816093,204.0,222.96264367816093,59,1044
1_4_1,119,Adv,215.91279373368147,201.0,215.91279373368147,58,1915
1_4_1,119,Ele,219.1621951219512,206.0,219.1621951219512,59,1640
1_4_2,120,Adv,232.83850437549722,214.0,232.83850437549722,58,1257
1_4_2,120,Ele,217.52725563909775,202.5,217.52725563909775,59,1064
1_4_2,121,Adv,220.62128712871288,206.0,220.62128712871288,58,404
1_4_2,121,Ele,224.92505854800936,209.0,224.92505854800936,57,427
1_4_2,122,Adv,216.04985337243403,198.0,216.04985337243403,58,1023
1_4_2,122,Ele,220.912,200.0,220.912,59,875
1_4_2,123,Adv,211.23899371069183,189.0,211.23899371069183,58,477
1_4_2,123,Ele,221.71065989847716,207.0,221.71065989847716,56,197
1_4_2,124,Adv,207.04075235109718,187.0,207.04075235109718,52,319
1_4_2,124,Ele,219.3150289017341,205.5,219.3150289017341,55,346
1_4_2,125,Adv,214.96394230769232,196.5,214.96394230769232,56,416
1_4_2,125,Ele,220.84560570071258,212.0,220.84560570071258,59,421
1_4_2,126,Adv,209.47248576850095,196.0,209.47248576850095,58,527
1_4_2,126,Ele,220.43004115226339,204.5,220.43004115226339,58,486
1_4_2,127,Adv,217.2674418604651,195.0,217.2674418604651,57,258
1_4_2,127,Ele,208.13306451612902,197.0,208.13306451612902,58,248
1_4_3,128,Adv,215.06917293233082,202.0,215.06917293233082,59,665
1_4_3,128,Ele,207.47445255474452,190.0,207.47445255474452,58,685
1_4_3,129,Adv,233.561377245509,208.5,233.561377245509,59,668
1_4_3,129,Ele,212.0278260869565,197.0,212.0278260869565,57,575
1_4_3,130,Adv,223.43607305936072,210.0,223.43607305936072,59,438
1_4_3,130,Ele,213.2744479495268,200.0,213.2744479495268,56,317
1_4_3,131,Adv,225.18019480519482,206.5,225.18019480519482,59,616
1_4_3,131,Ele,220.82365145228215,204.0,220.82365145228215,58,482
1_4_3,132,Adv,225.43047034764825,213.0,225.43047034764825,59,978
1_4_3,132,Ele,230.42227378190256,209.0,230.42227378190256,58,431
1_4_4,133,Adv,223.44338335607094,208.0,223.44338335607094,59,733
1_4_4,133,Ele,207.87519260400617,195.0,207.87519260400617,57,649
1_4_4,134,Adv,211.97539149888144,197.0,211.97539149888144,56,447
1_4_4,134,Ele,210.11971830985917,200.0,210.11971830985917,55,426
1_4_4,135,Adv,223.28878281622912,209.0,223.28878281622912,58,419
1_4_4,135,Ele,226.51796407185628,208.0,226.51796407185628,56,334
1_4_4,136,Adv,221.64764267990074,205.0,221.64764267990074,59,403
1_4_4,136,Ele,205.15441176470588,184.0,205.15441176470588,54,272
1_4_4,137,Adv,223.00828729281767,212.0,223.00828729281767,56,362
1_4_4,137,Ele,204.6547619047619,193.0,204.6547619047619,54,252
1_4_4,138,Adv,222.46085232903866,199.0,222.46085232903866,59,1009
1_4_4,138,Ele,225.85010940919037,204.5,225.85010940919037,57,914
1_4_4,139,Adv,232.33503836317135,206.0,232.33503836317135,58,391
1_4_4,139,Ele,210.76216216216216,199.0,210.76216216216216,53,185
1_4_4,140,Adv,217.76234567901236,202.5,217.76234567901236,54,324
1_4_4,140,Ele,208.0897435897436,190.5,208.0897435897436,58,390
1_4_4,141,Adv,222.28904847396768,203.0,222.28904847396768,59,557
1_4_5,142,Adv,216.75856697819316,206.0,216.75856697819316,58,642
1_4_5,142,Ele,218.02508361204013,200.5,218.02508361204013,59,598
1_4_5,143,Adv,211.63134978229317,198.0,211.63134978229317,58,689
1_4_5,143,Ele,227.478672985782,208.0,227.478672985782,59,633
1_4_5,144,Adv,219.18307905686547,203.0,219.18307905686547,58,721
1_4_5,144,Ele,221.00149700598803,208.0,221.00149700598803,59,668
1_4_5,145,Adv,217.92394822006472,198.0,217.92394822006472,58,618
1_4_5,145,Ele,221.73659305993692,201.0,221.73659305993692,59,634
1_5_1,146,Adv,223.320819112628,207.0,223.320819112628,59,879
1_5_1,146,Ele,215.24736842105264,198.0,215.24736842105264,58,950
1_5_1,147,Adv,220.62083936324169,206.0,220.62083936324169,59,691
1_5_1,147,Ele,216.3265625,203.5,216.3265625,57,640
1_5_1,148,Adv,211.33226837060704,193.0,211.33226837060704,59,626
1_5_1,148,Ele,209.33084112149533,196.0,209.33084112149533,58,535
1_5_2,149,Adv,219.76647564469914,202.5,219.76647564469914,59,698
1_5_2,149,Ele,209.41613924050634,200.0,209.41613924050634,58,632
1_5_2,150,Adv,216.57142857142858,198.0,216.57142857142858,57,427
1_5_2,150,Ele,218.87,204.5,218.87,58,400
1_5_2,151,Adv,218.35254988913525,200.0,218.35254988913525,58,451
1_5_2,151,Ele,207.26371308016877,189.0,207.26371308016877,58,474
1_5_2,152,Adv,226.6971279373368,206.5,226.6971279373368,58,766
1_5_2,152,Ele,219.0888252148997,198.5,219.0888252148997,57,698
1_5_2,153,Adv,222.20629604822506,206.0,222.20629604822506,57,1493
1_5_2,153,Ele,218.58650394831298,203.0,218.58650394831298,58,1393
1_5_2,154,Adv,217.7590206185567,204.0,217.7590206185567,59,776
1_5_2,154,Ele,211.0950323974082,190.0,211.0950323974082,58,463
1_5_3,155,Adv,226.02824858757063,208.0,226.02824858757063,58,1239
1_5_3,155,Ele,218.89411764705883,205.0,218.89411764705883,59,765
1_5_3,156,Adv,212.7418699186992,196.0,212.7418699186992,57,492
1_5_3,156,Ele,224.26522593320234,205.0,224.26522593320234,59,509
1_5_3,157,Adv,222.3210137275607,200.0,222.3210137275607,58,947
1_5_3,157,Ele,220.62703739213805,202.0,220.62703739213805,59,1043
1_5_3,158,Adv,223.09559613319013,205.0,223.09559613319013,58,931
1_5_3,158,Ele,215.4503042596349,196.0,215.4503042596349,59,493
1_5_4,159,Adv,221.06703910614524,196.0,221.06703910614524,59,179
1_5_4,159,Ele,215.6024096385542,201.0,215.6024096385542,58,166
1_5_4,160,Adv,231.5887573964497,213.0,231.5887573964497,59,676
1_5_4,160,Ele,219.08051948051948,206.0,219.08051948051948,56,385
1_5_4,161,Adv,223.30290456431536,206.5,223.30290456431536,56,482
1_5_4,162,Adv,218.17142857142858,198.0,218.17142857142858,53,175
1_5_4,163,Adv,228.2498442367601,214.0,228.2498442367601,59,1605
1_5_4,163,Ele,219.27404343329886,206.0,219.27404343329886,56,967
1_5_4,164,Adv,236.39460154241644,213.0,236.39460154241644,58,778
1_5_4,164,Ele,213.2262658227848,197.5,213.2262658227848,56,632
1_5_4,165,Adv,222.48304307974337,207.0,222.48304307974337,59,1091
1_5_4,165,Ele,219.87227722772278,202.0,219.87227722772278,58,1010
1_5_5,166,Adv,221.859392575928,210.0,221.859392575928,58,889
1_5_5,166,Ele,222.05434782608697,203.5,222.05434782608697,59,736
1_5_5,167,Adv,224.16582914572865,198.5,224.16582914572865,58,796
1_5_5,167,Ele,227.46728971962617,211.5,227.46728971962617,59,856
1_5_5,168,Adv,220.378231292517,204.0,220.378231292517,58,735
1_5_5,168,Ele,222.43360433604337,202.0,222.43360433604337,59,738
1_6_1,169,Adv,222.38837209302326,207.0,222.38837209302326,59,860
1_6_1,169,Ele,211.36579572446556,193.5,211.36579572446556,58,842
1_6_1,170,Adv,219.40529531568228,203.0,219.40529531568228,58,982
1_6_1,170,Ele,216.00797872340425,200.0,216.00797872340425,58,752
1_6_1,171,Adv,222.5138067061144,207.0,222.5138067061144,59,1014
1_6_1,171,Ele,226.73111111111112,201.5,226.73111111111112,58,450
1_6_2,172,Adv,222.0870813397129,205.0,222.0870813397129,58,1045
1_6_2,172,Ele,223.41975308641975,202.0,223.41975308641975,59,810
1_6_2,173,Adv,223.67022222222224,206.0,223.67022222222224,57,1125
1_6_2,173,Ele,219.67017913593256,206.0,219.67017913593256,57,949
1_6_2,174,Adv,222.88584474885846,206.0,222.88584474885846,52,219
1_6_2,174,Ele,227.63333333333333,212.0,227.63333333333333,54,300
1_6_2,175,Adv,213.8439531859558,195.0,213.8439531859558,58,769
1_6_2,175,Ele,214.54161781946073,197.0,214.54161781946073,58,853
1_6_2,176,Adv,200.22758620689655,182.5,200.22758620689655,58,290
1_6_2,176,Ele,220.18269230769232,205.0,220.18269230769232,59,312
1_6_3,177,Adv,225.25228519195613,205.0,225.25228519195613,59,1094
1_6_3,177,Ele,220.8008385744235,205.0,220.8008385744235,58,954
1_6_3,178,Adv,214.26409903713892,195.0,214.26409903713892,59,727
1_6_3,178,Ele,224.30472854640982,206.0,224.30472854640982,57,571
1_6_3,179,Adv,233.0308370044053,211.0,233.0308370044053,57,681
1_6_3,179,Ele,213.18440779610194,191.0,213.18440779610194,58,667
1_6_3,180,Adv,239.22766217870256,211.0,239.22766217870256,59,817
1_6_3,180,Ele,223.30740037950665,203.0,223.30740037950665,58,527
1_6_4,181,Adv,221.7322695035461,207.0,221.7322695035461,58,564
1_6_4,181,Ele,215.22802197802199,197.0,215.22802197802199,59,728
1_6_4,182,Adv,217.0189982728843,203.0,217.0189982728843,58,579
1_6_4,182,Ele,219.55555555555554,203.0,219.55555555555554,59,621
1_6_4,183,Adv,221.3728813559322,196.0,221.3728813559322,58,531
1_6_4,183,Ele,213.4548802946593,200.0,213.4548802946593,59,543
1_6_4,184,Adv,210.05729166666666,191.5,210.05729166666666,58,768
1_6_4,184,Ele,220.10094637223975,210.0,220.10094637223975,59,634
1_6_4,185,Adv,223.60840998685939,206.0,223.60840998685939,58,761
1_6_4,185,Ele,220.16731016731018,203.0,220.16731016731018,59,777
1_7_1,186,Adv,219.07486631016042,204.0,219.07486631016042,58,935
1_7_1,186,Ele,214.07848101265822,197.0,214.07848101265822,59,790
1_7_1,187,Adv,220.96129837702873,204.0,220.96129837702873,58,801
1_7_1,187,Ele,221.59099804305285,207.0,221.59099804305285,58,511
1_7_1,188,Adv,216.61630036630038,202.0,216.61630036630038,58,1092
1_7_1,188,Ele,205.85923423423424,196.0,205.85923423423424,59,888
1_7_1,189,Adv,204.29895104895104,190.0,204.29895104895104,57,572
1_7_1,189,Ele,212.37722908093278,200.0,212.37722908093278,59,729
1_7_1,190,Adv,221.2429906542056,196.5,221.2429906542056,58,428
1_7_1,190,Ele,220.08565737051794,203.0,220.08565737051794,59,502
1_7_1,191,Adv,219.61627906976744,202.0,219.61627906976744,52,172
1_7_1,191,Ele,209.68627450980392,195.0,209.68627450980392,58,204
1_7_1,192,Adv,206.4959349593496,193.5,206.4959349593496,56,246
1_7_1,192,Ele,218.46478873239437,206.5,218.46478873239437,59,284
1_7_1,193,Adv,208.25806451612902,191.5,208.25806451612902,55,124
1_7_1,193,Ele,202.18897637795277,190.0,202.18897637795277,59,127
1_7_2,194,Adv,220.00488758553274,205.0,220.00488758553274,58,1023
1_7_2,194,Ele,219.0935453695042,202.0,219.0935453695042,58,1069
1_7_2,195,Adv,212.4513422818792,203.0,212.4513422818792,56,596
1_7_2,195,Ele,224.1171749598716,208.0,224.1171749598716,58,623
1_7_2,196,Adv,227.29554140127388,211.0,227.29554140127388,56,785
1_7_2,196,Ele,216.54065620542082,206.0,216.54065620542082,58,701
1_7_2,197,Adv,211.16535433070865,199.0,211.16535433070865,56,635
1_7_2,197,Ele,210.0532544378698,197.0,210.0532544378698,57,676
1_7_2,198,Adv,210.0710659898477,196.0,210.0710659898477,58,591
1_7_2,198,Ele,214.88235294117646,202.0,214.88235294117646,58,629
1_7_3,199,Adv,217.6904376012966,196.0,217.6904376012966,59,617
1_7_3,199,Ele,212.70383275261324,188.5,212.70383275261324,58,574
1_7_3,200,Adv,224.65203761755487,214.0,224.65203761755487,55,319
1_7_3,200,Ele,207.98617511520737,199.0,207.98617511520737,53,217
1_7_3,201,Adv,227.18421052631578,202.0,227.18421052631578,58,342
1_7_3,201,Ele,218.96616541353384,200.0,218.96616541353384,54,266
1_7_3,202,Adv,224.09940652818992,208.0,224.09940652818992,59,1348
1_7_3,202,Ele,219.36946277097078,202.0,219.36946277097078,58,1061
