text_id,align_idx,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_10_1,0,Adv,232.10243902439024,217.5,232.10243902439024,54,1230
1_10_1,0,Ele,218.54596622889306,207.0,218.54596622889306,54,1066
1_10_1,1,Adv,248.05397301349325,229.0,248.05397301349325,54,667
1_10_1,1,Ele,213.09878682842287,203.0,213.09878682842287,53,577
1_10_1,2,Adv,243.55445544554456,226.0,243.55445544554456,54,1212
1_10_1,2,Ele,227.37806637806636,219.0,227.37806637806636,54,693
1_10_2,3,Adv,230.1677966101695,205.0,230.1677966101695,53,590
1_10_2,3,Ele,236.46825396825398,222.0,236.46825396825398,53,630
1_10_2,4,Adv,240.10531594784354,225.0,240.10531594784354,54,997
1_10_2,4,Ele,243.2950423216445,220.0,243.2950423216445,53,827
1_10_2,5,Adv,217.26339969372128,202.0,217.26339969372128,54,653
1_10_2,5,Ele,226.06294536817103,211.0,226.06294536817103,54,842
1_10_2,6,Adv,227.65239726027397,212.0,227.65239726027397,54,584
1_10_2,6,Ele,233.35689045936397,207.0,233.35689045936397,53,566
1_10_3,7,Adv,240.0566125290023,221.0,240.0566125290023,54,2155
1_10_3,7,Ele,222.54464285714286,213.0,222.54464285714286,54,1568
1_10_3,8,Adv,246.72926447574335,231.0,246.72926447574335,54,1278
1_10_3,8,Ele,223.21394611727416,210.0,223.21394611727416,54,631
1_10_4,9,Adv,237.1726618705036,223.0,237.1726618705036,54,1112
1_10_4,9,Ele,220.4081041968162,201.0,220.4081041968162,54,691
1_10_4,10,Adv,249.9274447949527,227.0,249.9274447949527,52,951
1_10_4,10,Ele,230.86467661691543,213.0,230.86467661691543,54,1005
1_10_4,11,Adv,234.5343137254902,219.0,234.5343137254902,51,612
1_10_4,11,Ele,242.12304250559285,226.0,242.12304250559285,51,447
1_10_4,12,Adv,236.09510357815444,221.0,236.09510357815444,53,1062
1_10_4,12,Ele,220.95690747782004,205.0,220.95690747782004,53,789
1_10_4,13,Adv,242.31372549019608,223.0,242.31372549019608,53,918
1_10_4,13,Ele,229.39347408829175,214.0,229.39347408829175,54,1042
1_10_5,14,Adv,241.90016920473772,217.0,241.90016920473772,54,591
