text_id,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
1_10_1,Adv,231.25930101465613,212.0,296.569156626506,54,5322
1_10_1,Ele,208.26686960933537,197.0,262.96860986547085,54,3942
1_10_2,Adv,218.213899292551,203.5,270.4321815368747,54,4806
1_10_2,Ele,215.84574684574685,203.0,272.7348932887632,54,4914
1_10_3,Adv,235.25739041794088,210.0,294.93610223642173,54,5886
1_10_3,Ele,198.9822425164891,189.5,259.3875661375661,54,3942
1_10_4,Adv,222.01631780328606,205.0,292.8796021377672,54,8886
1_10_4,Ele,206.3665824915825,195.0,266.9656987295826,54,7128
1_10_5,Adv,238.26735138499845,212.0,297.3021359223301,54,6426
1_10_5,Ele,211.506734006734,200.0,266.03493912122815,54,4752
1_10_6,Adv,219.17230902777777,201.0,275.54001455074575,54,6912
1_10_6,Ele,215.8283950617284,198.0,287.85016465422615,54,4860
1_10_7,Adv,195.6207133058985,187.0,260.18518518518516,54,7290
1_10_7,Ele,205.73646723646723,194.0,273.66556134533397,54,5616
1_1_1,Adv,229.1547619047619,204.0,293.81556073775704,54,6048
1_1_1,Ele,213.1173433048433,199.0,284.8326987148977,54,5616
1_1_2,Adv,212.48803670927566,194.0,282.6688467407892,54,6102
1_1_2,Ele,205.1281045751634,190.0,278.2322695035461,54,4590
1_1_3,Adv,219.2211455641688,198.0,290.3773531089561,54,4644
1_1_3,Ele,200.46649029982365,188.0,262.20184544406,54,3402
1_1_4,Adv,223.15791615791616,206.0,285.57239583333336,54,4914
1_1_4,Ele,211.79685746352413,196.0,267.67517730496456,54,3564
1_1_5,Adv,203.93654320987653,190.0,278.37647455342096,54,4050
1_1_5,Ele,202.3672839506173,188.0,261.10752212389383,54,2916
1_1_6,Adv,220.87863483318029,203.0,280.07393751212885,54,6534
1_1_6,Ele,211.34872534872534,202.5,274.1928237129485,54,4158
1_1_7,Adv,209.058181315644,199.5,272.4194129299478,54,7236
1_1_7,Ele,198.10723514211887,191.0,259.0118243243243,54,4644
1_2_1,Adv,230.2616809116809,210.0,295.5095063985375,54,7020
1_2_1,Ele,225.1437037037037,208.0,281.2993984266543,54,5400
1_2_2,Adv,228.67422222222223,207.0,293.45076045627377,54,6750
1_2_2,Ele,209.90902410346854,197.0,269.42482550462177,54,6804
1_2_3,Adv,207.4333064949007,192.0,273.44648859012915,54,7452
1_2_3,Ele,222.64631915866482,209.0,278.8817296678121,54,4374
1_2_4,Adv,198.87645687645687,188.0,265.3748055987558,54,7722
1_2_4,Ele,195.22185185185185,185.0,265.40735146022155,54,5400
1_2_5,Adv,207.44202898550725,198.0,267.26452282157675,54,6210
1_2_5,Ele,204.96207050423916,197.0,267.5910282551704,54,4482
1_2_6,Adv,241.22028745163072,213.0,302.2982334603395,54,3618
1_2_6,Ele,200.29533844189015,192.0,264.47091062394605,54,3132
1_3_1,Adv,231.27686328303614,205.0,302.06180949537173,54,4374
1_3_1,Ele,192.60852713178295,182.5,259.1926977687627,54,4644
1_3_2,Adv,230.0214424951267,208.0,286.671120558761,54,4104
1_3_2,Ele,224.3105413105413,207.0,283.8248017303533,54,3510
1_3_3,Adv,223.1235150244584,205.5,291.52225519287833,54,5724
1_3_3,Ele,193.6169590643275,185.0,262.0725593667546,54,5130
1_3_4,Adv,212.13323500491643,197.0,280.1205366803722,54,6102
1_3_4,Ele,199.31762775433663,190.0,268.56885660138977,54,4266
1_3_5,Adv,210.7633101851852,194.0,275.95014396120627,54,8640
1_3_5,Ele,209.82367149758454,196.0,283.26195652173914,54,3726
1_4_1,Adv,212.82425328554362,195.0,275.1952726710953,54,8370
1_4_1,Ele,208.62760416666666,198.0,277.10107609531127,54,6912
1_4_2,Adv,219.30789967182372,197.0,286.63219975490193,54,8532
1_4_2,Ele,204.69135802469137,195.0,277.56366874443455,54,7614
1_4_3,Adv,237.08857442348008,213.0,299.9767904509284,54,5724
1_4_3,Ele,199.37262872628727,194.0,256.1131418624891,54,4428
1_4_4,Adv,218.69997670626603,200.0,288.84140901399786,54,8586
1_4_4,Ele,207.5006022282445,196.0,262.8182684973303,54,6642
1_4_5,Adv,215.35900673400673,200.0,271.1674615792263,54,4752
1_4_5,Ele,217.78919035314385,203.0,275.5143012803051,54,4644
1_5_1,Adv,220.64531893004116,198.0,297.14894354000694,54,3888
1_5_1,Ele,201.5888352120236,190.0,273.0352599054889,54,3726
1_5_2,Adv,216.998556998557,197.0,292.61553429544347,54,8316
1_5_2,Ele,199.8834991708126,188.0,267.94312708410524,54,7236
1_5_3,Adv,237.62834138486312,211.0,288.7812133072407,54,6210
1_5_3,Ele,237.53235419327373,217.0,292.5103538663172,54,4698
1_5_4,Adv,230.01903735632183,210.0,295.375,54,8352
1_5_4,Ele,208.2956228956229,196.0,264.65796791443853,54,5940
1_5_5,Adv,229.16323731138547,207.0,285.4913130162347,54,4374
1_5_5,Ele,245.14788732394365,217.5,309.4820546592032,54,3834
1_6_1,Adv,240.0618001722653,207.0,312.5447154471545,54,4644
1_6_1,Ele,224.84001214329083,196.0,288.96722590714006,54,3294
1_6_2,Adv,218.30701754385964,200.5,277.3783281733746,54,6156
1_6_2,Ele,221.71253028729663,203.0,286.58948545861296,54,5778
1_6_3,Adv,241.4887037037037,211.0,299.7790804597701,54,5400
1_6_3,Ele,217.04827299209322,199.0,271.64947916666665,54,4806
1_6_4,Adv,209.36285814116002,192.0,276.8290598290598,54,5724
1_6_4,Ele,208.27118945868946,195.0,283.41434456021324,54,5616
1_7_1,Adv,202.7982456140351,185.0,282.1301694915254,54,8208
1_7_1,Ele,199.39013266998342,188.0,277.0860380257346,54,7236
1_7_2,Adv,196.38681592039802,188.0,262.09055699004057,54,7236
1_7_2,Ele,199.8245283018868,189.0,274.2065325632344,53,6890
1_7_3,Adv,215.0661911911912,199.0,282.2809985219248,54,7992
1_7_3,Ele,205.93480257116622,193.0,268.04342629482073,54,6534
1_7_4,Adv,202.0503323836657,186.0,284.0574098798398,54,8424
1_7_4,Ele,189.44955776672194,183.0,262.91848868431146,54,7236
1_8_1,Adv,195.12876157407408,185.0,263.2695686121413,54,6912
1_8_1,Ele,190.61512345679012,183.0,265.34607948442533,54,6480
1_8_2,Adv,229.76649958228904,208.0,291.3973159102949,54,7182
1_8_2,Ele,217.20737404070738,199.0,275.5430687830688,54,5994
1_8_3,Adv,209.66904404404406,195.0,278.44383516118313,54,7992
1_8_3,Ele,200.1866540761725,191.0,260.59946732227,54,6354
1_8_4,Adv,213.34699238245338,199.0,285.236874451273,54,7614
1_8_4,Ele,196.47155126140635,187.0,261.4475,54,7452
1_8_5,Adv,221.6011971567527,201.0,279.867706118592,54,5346
1_8_5,Ele,219.54516711833784,203.0,281.37366136034734,54,4428
1_9_1,Adv,218.82512626262627,200.0,282.41634980988596,54,4752
1_9_1,Ele,213.439417989418,205.5,278.20724137931035,54,3780
1_9_2,Adv,217.10326993660328,201.0,279.7328030954428,54,5994
1_9_2,Ele,204.70919540229886,191.0,259.05018181818184,54,5220
1_9_3,Adv,242.2623891497131,205.0,306.1417270929466,54,3834
1_9_3,Ele,192.03991060025544,182.0,255.07591178965225,54,3132
1_9_4,Adv,210.2632126508531,197.0,258.6447402098797,54,4806
1_9_4,Ele,210.31420431420432,199.0,264.72438524590166,54,4914
1_9_5,Adv,214.7314814814815,196.0,279.4096385542169,54,6480
1_9_5,Ele,223.75012345679013,212.0,280.727385377943,54,4050
1_9_6,Adv,204.61248852157942,194.0,267.6016813450761,54,6534
1_9_6,Ele,207.08431195423066,196.0,276.2510544286001,54,6642
2_10_1,Adv,216.78673957621325,189.0,302.9940291378075,44,5852
2_10_1,Ele,206.34179894179894,196.0,274.02051714446316,45,4725
2_10_2,Adv,234.4589532644845,207.0,302.3620767494357,44,5713
2_10_2,Ele,225.29419862340217,209.0,286.5485242621311,45,5085
2_10_3,Adv,227.86837606837608,198.0,302.7320211960636,45,5265
2_10_3,Ele,205.86384487072561,189.0,280.64894826606024,44,4796
2_10_4,Adv,232.46184210526314,202.0,313.6790293943579,45,6840
2_10_4,Ele,229.42633228840126,202.0,296.8043257857384,44,3828
2_1_1,Adv,239.624670433145,220.0,291.2352941176471,45,5310
2_1_1,Ele,226.63464837049742,206.0,283.1567104205733,44,4664
2_1_2,Adv,210.5677863910422,190.0,288.35715970747816,45,5805
2_1_2,Ele,201.3004784688995,189.0,275.5193189259987,44,4180
2_1_3,Adv,199.6337907375643,187.0,274.0117716303708,44,4664
2_1_3,Ele,213.72253086419752,205.0,282.86805555555554,45,3240
2_1_4,Adv,196.5925619834711,187.0,273.1601913875598,44,7260
2_1_4,Ele,210.19087719298247,197.0,279.752801992528,45,4275
2_1_5,Adv,218.99967799066172,198.0,287.4486475063398,44,6211
2_1_5,Ele,227.33315118397087,208.0,284.2311546344796,45,5490
2_1_6,Adv,247.94500399680257,218.0,308.3292246520875,45,6255
2_1_6,Ele,215.42201426024957,200.0,277.9798734905118,44,4488
2_2_1,Adv,236.64742014742015,201.0,309.7791476815867,44,4884
2_2_1,Ele,240.07610062893082,216.0,293.93300821355234,45,4770
2_2_2,Adv,228.6213606654783,196.0,296.6041626517633,44,6732
2_2_2,Ele,214.31331757289203,202.0,283.5316930775646,45,6345
2_2_3,Adv,240.00289661319073,203.0,308.10440503432494,44,4488
2_2_3,Ele,239.80645994832042,219.0,292.3916194076875,45,3870
2_2_4,Adv,292.35833333333335,249.0,325.7042440318302,45,2520
2_2_4,Ele,246.4,218.0,295.57251908396944,44,2200
2_2_5,Adv,236.38450704225352,211.0,304.9660811629316,45,6390
2_2_5,Ele,211.63445199660154,194.0,276.15715077605324,44,4708
2_2_6,Adv,233.73492063492063,213.0,296.78132348001344,45,3780
2_2_6,Ele,202.3020421607378,187.0,269.9731868131868,44,3036
2_3_1,Adv,221.03501683501685,200.0,291.31306856001777,44,5940
2_3_1,Ele,214.2425641025641,200.0,276.54876434245364,45,5850
2_3_2,Adv,211.5856678532735,191.0,289.69167196439923,44,6461
2_3_2,Ele,230.9974358974359,210.0,291.23599137931035,45,4680
2_3_3,Adv,210.25867828612925,190.0,277.64307633294976,45,6885
2_3_3,Ele,197.36943907156675,186.0,265.2111760883691,44,4136
2_3_4,Adv,211.8423806409418,189.0,295.7379593700068,44,6116
2_3_4,Ele,224.17610513739547,206.0,287.3436447166922,45,4185
2_4_1,Adv,220.18672086720866,202.0,282.3102849200834,45,3690
2_4_1,Ele,194.23776223776224,187.0,260.9300140911226,44,2860
2_4_2,Adv,254.5445751633987,214.0,321.3310231023102,45,3825
2_4_2,Ele,206.49900332225914,195.5,271.4244541484716,43,3010
2_4_3,Adv,226.52827282728273,208.0,285.04180509413067,45,4545
2_4_3,Ele,199.36797173977038,190.0,270.79288284686123,43,3397
2_4_4,Adv,234.72671394799053,206.5,293.2350856467809,45,4230
2_4_4,Ele,226.01285909712723,202.0,284.36385542168676,43,3655
2_4_5,Adv,238.38350559862187,203.0,303.5516863175213,43,4644
2_4_5,Ele,236.8704898446834,209.0,297.50990396158466,45,4185
2_4_6,Adv,223.79972231863937,202.0,279.96830221450284,43,2881
2_4_6,Ele,224.1186111111111,204.0,280.8308388444135,45,3600
2_4_7,Adv,237.74821256038646,208.0,306.51395117090186,45,5175
2_4_7,Ele,212.49149177538288,197.5,280.72124391157735,43,3526
2_5_1,Adv,227.6992600422833,200.0,302.8875087883759,44,5676
2_5_1,Ele,222.38855218855218,204.0,281.54049445865303,45,4455
2_5_2,Adv,218.6600914808462,196.0,295.54598145285934,44,6996
2_5_2,Ele,213.15535535535537,198.0,278.4286087866109,45,4995
2_5_3,Adv,245.16666666666666,214.0,309.2020241339042,45,3240
2_5_3,Ele,197.11868686868686,184.0,273.53131844064825,44,3168
2_5_4,Adv,227.58843384338434,203.0,288.9722857142857,44,4444
2_5_4,Ele,235.4880758807588,215.0,290.32776478449716,45,3690
2_5_5,Adv,237.0772486772487,216.0,294.0682542658916,45,6615
2_5_5,Ele,214.856351981352,196.0,283.1747311827957,44,3432
2_6_1,Adv,213.1484604105572,193.0,280.6994931209269,44,5456
2_6_1,Ele,219.61374764595104,203.0,279.9877551020408,45,5310
2_6_2,Adv,246.97801073894144,203.0,315.6637254901961,45,3911
2_6_2,Ele,185.16969696969696,182.0,259.1983032873807,44,3960
2_6_3,Adv,216.6993670886076,200.0,278.1562038404727,44,3476
2_6_3,Ele,215.57676767676767,205.5,269.1311475409836,45,2970
2_6_4,Adv,229.8153364632238,207.0,286.42871074702555,45,6390
2_6_4,Ele,204.16550802139037,193.0,261.85836762688615,44,3740
2_7_1,Adv,242.41927710843373,222.0,297.5471574104502,45,3735
2_7_1,Ele,207.85678704856787,197.0,271.6175752644426,44,3212
2_7_2,Adv,212.73202614379085,199.0,279.1955775829203,45,6885
2_7_2,Ele,207.3758200562324,193.0,268.77619192225933,44,4268
2_7_3,Adv,218.28467666354265,201.0,277.026167112697,44,4268
2_7_3,Ele,224.93187134502924,211.0,271.05954897815366,45,3420
2_7_4,Adv,194.53558122205663,185.0,267.3494623655914,44,5368
2_7_4,Ele,204.095178197065,196.0,267.01426220515634,45,4770
2_7_5,Adv,213.74790764790765,196.0,281.0764705882353,45,6930
2_7_5,Ele,190.09663428174878,185.0,259.34130177514794,44,5764
2_7_6,Adv,194.52288083538085,185.0,269.28847789115645,44,6512
2_7_6,Ele,204.21935483870968,195.0,262.4065090574148,45,4185
2_8_1,Adv,227.22675619834712,202.0,291.2353525322741,44,3872
2_8_1,Ele,227.45900383141762,208.0,289.2179278986684,45,3915
2_8_2,Adv,205.6871081504702,194.0,273.820292123109,44,5104
2_8_2,Ele,206.7825508458468,194.0,274.371500630517,45,5261
2_8_3,Adv,212.26143790849673,195.0,280.12650948821164,45,4590
2_8_3,Ele,194.08454545454546,180.0,272.92170022371363,44,4400
2_8_4,Adv,227.96283524904214,205.0,283.9336673824863,45,5220
2_8_4,Ele,209.2516835016835,193.0,278.58535674262237,44,3564
2_8_5,Adv,221.14601494396015,197.0,285.4987942122186,44,6424
2_8_5,Ele,231.16475869809204,207.0,285.66962552011097,45,4455
2_8_6,Adv,215.3336457357076,193.0,282.26167076167076,44,4268
2_8_6,Ele,206.8504761904762,194.0,269.1363073110285,45,3150
2_9_1,Adv,273.0959295929593,236.0,326.9812961011591,45,4545
2_9_1,Ele,233.0930944055944,205.0,291.5097021044001,44,4576
2_9_2,Adv,257.77853535353535,218.0,315.45210135970336,45,3960
2_9_2,Ele,225.54090909090908,207.0,280.2277861445783,44,3300
2_9_3,Adv,227.60380952380953,203.0,297.7375415282392,45,6300
2_9_3,Ele,202.8597027972028,189.0,271.6669593210419,44,4576
2_9_4,Adv,214.60316985645932,190.0,296.84922440537747,44,6688
2_9_4,Ele,216.78122308354867,199.0,280.83351930372686,45,5805
2_9_5,Adv,250.792039800995,220.0,308.6907532149418,45,6030
2_9_5,Ele,210.84264252696457,196.0,273.0593664255425,44,5192
2_9_6,Adv,224.4930909090909,195.0,298.67247218190613,44,5500
2_9_6,Ele,217.97394636015326,207.0,270.01044138585667,45,2610
3_10_1,Adv,224.71428571428572,200.0,290.0857142857143,42,2982
3_10_1,Ele,223.76923076923077,199.0,284.4889807162534,39,2769
3_10_2,Adv,220.0008547008547,200.0,283.48127753303964,39,3510
3_10_2,Ele,213.13601190476192,200.0,273.6480703095147,42,3360
3_10_3,Adv,220.74128205128204,199.0,273.99458943348185,39,3900
3_10_3,Ele,207.35859465737514,198.0,267.66979010494754,42,3444
3_10_4,Adv,227.60811327975506,200.0,292.0402651608151,39,5226
3_10_4,Ele,206.7292318387209,192.0,272.3260073260073,42,5754
3_10_5,Adv,205.88612155388472,193.0,272.9754932502596,42,6384
3_10_5,Ele,210.98717948717947,194.0,278.15817356205855,39,5226
3_10_6,Adv,200.6235294117647,192.0,262.2577810325888,42,3570
3_10_6,Ele,196.69261294261295,187.0,264.3006562756358,39,3276
3_1_1,Adv,232.57420391469472,202.0,300.86980347694634,42,6846
3_1_1,Ele,233.4208259933451,204.0,294.45604938271606,39,5109
3_1_2,Adv,251.12984126984128,218.0,305.66421947449766,42,3150
3_1_2,Ele,255.56969696969696,217.0,304.3847862298723,39,2145
3_1_3,Adv,234.58283898305083,203.0,294.6330494944119,39,4720
3_1_3,Ele,202.66707366707368,193.0,267.3573154362416,42,4914
