text_id,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,Adv,0.41582111987974446,0.22021796317173994,54,5322
1_10_1,Ele,0.4074074074074074,0.20801623541349568,54,3942
1_10_2,Adv,0.41240116521015396,0.19309196837286724,54,4806
1_10_2,Ele,0.416971916971917,0.2085877085877086,54,4914
1_10_3,Adv,0.4167516139993204,0.20234454638124363,54,5886
1_10_3,Ele,0.4421613394216134,0.2328767123287671,54,3942
1_10_4,Adv,0.47614224623002477,0.2419536349313527,54,8886
1_10_4,Ele,0.4424803591470258,0.22699214365881032,54,7128
1_10_5,Adv,0.43635231870525987,0.19856831621537505,54,6426
1_10_5,Ele,0.4227693602693603,0.20496632996632996,54,4752
1_10_6,Adv,0.4632523148148148,0.20457175925925927,54,6912
1_10_6,Ele,0.45843621399176954,0.25020576131687244,54,4860
1_10_7,Adv,0.49135802469135803,0.24814814814814815,54,7290
1_10_7,Ele,0.457977207977208,0.2482193732193732,54,5616
1_1_1,Adv,0.44113756613756616,0.22007275132275134,54,6048
1_1_1,Ele,0.45032051282051283,0.2517806267806268,54,5616
1_1_2,Adv,0.4473942969518191,0.24827925270403148,54,6102
1_1_2,Ele,0.47276688453159044,0.2627450980392157,54,4590
1_1_3,Adv,0.44724375538329025,0.2450473729543497,54,4644
1_1_3,Ele,0.4176954732510288,0.23544973544973544,54,3402
1_1_4,Adv,0.432030932030932,0.21855921855921856,54,4914
1_1_4,Ele,0.4127384960718294,0.20875420875420875,54,3564
1_1_5,Adv,0.4567901234567901,0.2674074074074074,54,4050
1_1_5,Ele,0.39334705075445814,0.22496570644718794,54,2916
1_1_6,Adv,0.42026323844505664,0.21135598408325681,54,6534
1_1_6,Ele,0.42303992303992305,0.2291967291967292,54,4158
1_1_7,Adv,0.4575732448866777,0.2325870646766169,54,7236
1_1_7,Ele,0.45564168819982775,0.2351421188630491,54,4644
1_2_1,Adv,0.4376068376068376,0.2207977207977208,54,7020
1_2_1,Ele,0.4066666666666667,0.19962962962962963,54,5400
1_2_2,Adv,0.46725925925925926,0.22074074074074074,54,6750
1_2_2,Ele,0.43621399176954734,0.2208994708994709,54,6804
1_2_3,Adv,0.475979602791197,0.24141170155662908,54,7452
1_2_3,Ele,0.4176954732510288,0.20164609053497942,54,4374
1_2_4,Adv,0.47591297591297593,0.2505827505827506,54,7722
1_2_4,Ele,0.4922222222222222,0.2644444444444444,54,5400
1_2_5,Adv,0.43446054750402574,0.22383252818035426,54,6210
1_2_5,Ele,0.4502454261490406,0.23404730031236054,54,4482
1_2_6,Adv,0.40105030403537867,0.20204532891100055,54,3618
1_2_6,Ele,0.44604086845466157,0.24265644955300128,54,3132
1_3_1,Adv,0.4410150891632373,0.2343392775491541,54,4374
1_3_1,Ele,0.44724375538329025,0.25689061154177434,54,4644
1_3_2,Adv,0.3937621832358674,0.19761208576998052,54,4104
1_3_2,Ele,0.4267806267806268,0.20968660968660968,54,3510
1_3_3,Adv,0.47309573724668064,0.2346261355695318,54,5724
1_3_3,Ele,0.44113060428849904,0.26120857699805067,54,5130
1_3_4,Adv,0.44657489347754836,0.2427073090789905,54,6102
1_3_4,Ele,0.47280825128926396,0.2578527894983591,54,4266
1_3_5,Adv,0.48159722222222223,0.23622685185185185,54,8640
1_3_5,Ele,0.4712828770799785,0.25925925925925924,54,3726
1_4_1,Adv,0.48076463560334526,0.22664277180406212,54,8370
1_4_1,Ele,0.4782986111111111,0.24710648148148148,54,6912
1_4_2,Adv,0.46003281762775433,0.2348804500703235,54,8532
1_4_2,Ele,0.4876543209876543,0.26254268452850016,54,7614
1_4_3,Adv,0.4416491963661775,0.20964360587002095,54,5724
1_4_3,Ele,0.43450767841011745,0.22154471544715448,54,4428
1_4_4,Adv,0.4990682506405777,0.24283717679944095,54,8586
1_4_4,Ele,0.48087925323697683,0.2104787714543812,54,6642
