text_id,align_idx,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_5,14,Adv,0.3562091503267974,0.17973856209150327,54,918
1_10_5,14,Ele,0.36226851851851855,0.18171296296296297,54,864
1_10_5,15,Adv,0.42105263157894735,0.17738791423001948,54,1026
1_10_5,15,Ele,0.41245791245791247,0.17929292929292928,54,1188
1_10_5,16,Adv,0.44205495818399043,0.1821983273596177,54,1674
1_10_5,16,Ele,0.404320987654321,0.1597222222222222,54,1296
1_10_5,17,Adv,0.46474358974358976,0.2222222222222222,54,2808
1_10_5,17,Ele,0.48575498575498577,0.2827635327635328,54,1404
1_10_6,18,Adv,0.38756613756613756,0.17394179894179895,54,1512
1_10_6,18,Ele,0.41203703703703703,0.19074074074074074,54,1080
1_10_6,19,Adv,0.4994026284348865,0.17264038231780168,54,1674
1_10_6,19,Ele,0.4708193041526375,0.23961840628507294,54,1782
1_10_6,20,Adv,0.5224171539961013,0.22417153996101363,54,1026
1_10_6,20,Ele,0.5051440329218106,0.2962962962962963,54,972
1_10_6,21,Adv,0.5098765432098765,0.22962962962962963,54,810
1_10_6,22,Adv,0.49707602339181284,0.25633528265107214,54,1026
1_10_6,22,Ele,0.4415204678362573,0.2875243664717349,54,1026
1_10_6,23,Adv,0.3715277777777778,0.21180555555555555,54,864
1_10_7,24,Adv,0.4746031746031746,0.23333333333333334,54,1890
1_10_7,24,Ele,0.36419753086419754,0.16358024691358025,54,648
1_10_7,25,Adv,0.4904904904904905,0.2107107107107107,54,1998
1_10_7,25,Ele,0.4224537037037037,0.19560185185185186,54,1728
1_10_7,26,Adv,0.49907407407407406,0.24074074074074073,54,1080
1_10_7,26,Ele,0.4583333333333333,0.25,54,1080
1_10_7,27,Adv,0.5021533161068045,0.2958656330749354,54,2322
1_10_7,27,Ele,0.5143518518518518,0.3148148148148148,54,2160
1_1_1,28,Adv,0.4523809523809524,0.2414021164021164,54,1512
1_1_1,28,Ele,0.45987654320987653,0.2507716049382716,54,1296
1_1_1,29,Adv,0.4474074074074074,0.2437037037037037,54,1350
1_1_1,29,Ele,0.4691358024691358,0.2601410934744268,54,1134
1_1_1,30,Adv,0.3511111111111111,0.14222222222222222,54,1350
1_1_1,30,Ele,0.4451058201058201,0.2414021164021164,54,1512
1_1_1,31,Adv,0.4934640522875817,0.24237472766884532,54,1836
1_1_1,31,Ele,0.4348864994026284,0.25627240143369173,54,1674
1_1_2,32,Adv,0.3395061728395062,0.17160493827160495,54,810
1_1_2,33,Adv,0.45286195286195285,0.2727272727272727,54,594
1_1_2,33,Ele,0.44107744107744107,0.2222222222222222,54,594
1_1_2,34,Adv,0.4571150097465887,0.22660818713450293,54,2052
1_1_2,34,Ele,0.49682539682539684,0.24232804232804234,54,1890
1_1_2,35,Adv,0.4656084656084656,0.2328042328042328,54,756
1_1_2,35,Ele,0.43333333333333335,0.21851851851851853,54,810
1_1_2,36,Adv,0.45206971677559915,0.25381263616557737,54,918
1_1_2,36,Ele,0.48148148148148145,0.32748538011695905,54,1026
1_1_2,37,Adv,0.4948559670781893,0.3497942386831276,54,972
1_1_2,37,Ele,0.45925925925925926,0.3814814814814815,54,270
1_1_3,38,Adv,0.45121951219512196,0.24299909665763325,54,2214
1_1_3,38,Ele,0.4199074074074074,0.23703703703703705,54,2160
1_1_3,39,Adv,0.43253968253968256,0.21362433862433863,54,1512
1_1_3,39,Ele,0.41919191919191917,0.22727272727272727,54,594
1_1_3,40,Adv,0.46187363834422657,0.3017429193899782,54,918
1_1_3,40,Ele,0.4089506172839506,0.23765432098765432,54,648
1_1_4,41,Adv,0.3620689655172414,0.18646232439335889,54,1566
1_1_4,41,Ele,0.3840877914951989,0.16941015089163236,54,1458
1_1_4,42,Adv,0.4645061728395062,0.21141975308641975,54,1296
1_1_4,42,Ele,0.42676767676767674,0.23148148148148148,54,1188
1_1_4,43,Adv,0.4502923976608187,0.21150097465886938,54,1026
1_1_4,43,Ele,0.4400871459694989,0.24183006535947713,54,918
1_1_4,44,Adv,0.47953216374269003,0.28362573099415206,54,1026
1_1_5,45,Adv,0.38657407407407407,0.21875,54,864
1_1_5,45,Ele,0.3368055555555556,0.1840277777777778,54,864
1_1_5,46,Adv,0.49516908212560384,0.30193236714975846,54,1242
1_1_5,46,Ele,0.39382716049382716,0.25308641975308643,54,810
1_1_5,47,Adv,0.46296296296296297,0.31851851851851853,54,540
1_1_5,48,Adv,0.4636752136752137,0.24715099715099714,54,1404
1_1_5,48,Ele,0.4323671497584541,0.23510466988727857,54,1242
1_1_6,49,Adv,0.3817663817663818,0.198005698005698,54,1404
1_1_6,50,Adv,0.43724279835390945,0.24279835390946503,54,972
1_1_6,51,Adv,0.4158950617283951,0.1743827160493827,54,1296
1_1_6,51,Ele,0.38675213675213677,0.1752136752136752,54,1404
1_1_6,52,Adv,0.43535988819007687,0.22396925227113906,54,2862
1_1_6,52,Ele,0.44153957879448075,0.25671750181554104,54,2754
1_1_7,53,Adv,0.35648148148148145,0.15046296296296297,54,432
1_1_7,53,Ele,0.3125,0.1550925925925926,54,432
1_1_7,54,Adv,0.4458689458689459,0.25213675213675213,54,702
1_1_7,55,Adv,0.47453703703703703,0.22685185185185186,54,864
1_1_7,55,Ele,0.49074074074074076,0.24074074074074073,54,864
1_1_7,56,Adv,0.42824074074074076,0.2048611111111111,54,864
1_1_7,56,Ele,0.4074074074074074,0.16358024691358025,54,972
1_1_7,57,Adv,0.43425925925925923,0.225,54,1080
1_1_7,57,Ele,0.4861111111111111,0.225,54,1080
1_1_7,58,Adv,0.495014245014245,0.25854700854700857,54,1404
1_1_7,58,Ele,0.49074074074074076,0.32021604938271603,54,1296
1_1_7,59,Adv,0.4826388888888889,0.18518518518518517,54,864
1_1_7,60,Adv,0.47076023391812866,0.29434697855750486,54,1026
1_2_1,61,Adv,0.3534621578099839,0.1537842190016103,54,1242
1_2_1,61,Ele,0.32689210950080516,0.1706924315619968,54,1242
1_2_1,62,Adv,0.4275132275132275,0.19047619047619047,54,1890
1_2_1,62,Ele,0.4355877616747182,0.14814814814814814,54,1242
1_2_1,63,Adv,0.4710648148148148,0.20543981481481483,54,1728
1_2_1,63,Ele,0.4317738791423002,0.2124756335282651,54,1026
1_2_1,64,Adv,0.46805555555555556,0.29814814814814816,54,2160
1_2_1,64,Ele,0.4264550264550265,0.2455026455026455,54,1890
1_2_2,65,Adv,0.44871794871794873,0.20512820512820512,54,702
1_2_2,65,Ele,0.4351851851851852,0.21666666666666667,54,540
1_2_2,66,Adv,0.48474945533769065,0.26034858387799564,54,918
1_2_2,66,Ele,0.4470899470899471,0.24206349206349206,54,756
1_2_2,67,Adv,0.48412698412698413,0.2724867724867725,54,756
1_2_2,67,Ele,0.4642857142857143,0.2208994708994709,54,756
1_2_2,68,Adv,0.4901234567901235,0.23271604938271606,54,1620
1_2_2,68,Ele,0.4500561167227834,0.234006734006734,54,1782
1_2_2,69,Adv,0.4398148148148148,0.16018518518518518,54,1080
1_2_2,69,Ele,0.4428341384863124,0.21014492753623187,54,1242
1_2_2,70,Adv,0.45340501792114696,0.20967741935483872,54,1674
1_2_2,70,Ele,0.40046296296296297,0.20717592592592593,54,1728
1_2_3,71,Adv,0.3834019204389575,0.2112482853223594,54,1458
1_2_3,72,Adv,0.49348422496570643,0.21536351165980797,54,2916
1_2_3,72,Ele,0.4196127946127946,0.19318181818181818,54,2376
1_2_3,73,Adv,0.4773662551440329,0.2037037037037037,54,1944
1_2_3,73,Ele,0.41541541541541543,0.21171171171171171,54,1998
1_2_3,74,Adv,0.5476190476190477,0.41181657848324515,54,1134
1_2_4,75,Adv,0.4074074074074074,0.1821983273596177,54,1674
1_2_4,75,Ele,0.42669753086419754,0.16666666666666666,54,1296
1_2_4,76,Adv,0.44907407407407407,0.24338624338624337,54,1512
1_2_4,76,Ele,0.4973544973544973,0.2724867724867725,54,1512
1_2_4,77,Adv,0.4898148148148148,0.24537037037037038,54,1080
1_2_4,77,Ele,0.4711934156378601,0.2757201646090535,54,486
1_2_4,78,Adv,0.5,0.21296296296296297,54,432
1_2_4,78,Ele,0.5967078189300411,0.2777777777777778,54,486
1_2_4,79,Adv,0.49074074074074076,0.22962962962962963,54,540
1_2_4,79,Ele,0.5709876543209876,0.3333333333333333,54,324
1_2_4,80,Adv,0.4523809523809524,0.21428571428571427,54,378
1_2_4,80,Ele,0.49382716049382713,0.25308641975308643,54,324
1_2_4,81,Adv,0.5379867046533713,0.33238366571699907,54,2106
1_2_4,81,Ele,0.5030864197530864,0.3508230452674897,54,972
1_2_5,82,Adv,0.27469135802469136,0.12139917695473251,54,972
1_2_5,82,Ele,0.345679012345679,0.17078189300411523,54,972
1_2_5,83,Adv,0.45092592592592595,0.17037037037037037,54,1080
1_2_5,83,Ele,0.4312169312169312,0.20105820105820105,54,1134
1_2_5,84,Adv,0.4591049382716049,0.22453703703703703,54,1296
1_2_5,84,Ele,0.52046783625731,0.27485380116959063,54,1026
1_2_5,85,Adv,0.46074074074074073,0.2518518518518518,54,1350
1_2_5,85,Ele,0.48814814814814816,0.2762962962962963,54,1350
1_2_5,86,Adv,0.4808201058201058,0.30224867724867727,54,1512
1_2_6,87,Adv,0.3585390946502058,0.17541152263374485,54,1944
1_2_6,87,Ele,0.35648148148148145,0.18425925925925926,54,1080
1_2_6,88,Adv,0.49002849002849,0.24074074074074073,54,702
1_2_6,88,Ele,0.47863247863247865,0.21794871794871795,54,702
1_2_6,89,Adv,0.4218106995884774,0.2273662551440329,54,972
1_2_6,89,Ele,0.5007407407407407,0.3022222222222222,54,1350
1_3_1,90,Adv,0.4402628434886499,0.21505376344086022,54,1674
1_3_1,90,Ele,0.4118773946360153,0.23563218390804597,54,1566
1_3_1,91,Adv,0.3773148148148148,0.1712962962962963,54,864
1_3_1,91,Ele,0.376984126984127,0.164021164021164,54,756
1_3_1,92,Adv,0.43028322440087147,0.20152505446623092,54,918
1_3_1,92,Ele,0.5128205128205128,0.28205128205128205,54,1404
1_3_1,93,Adv,0.5130718954248366,0.3616557734204793,54,918
1_3_1,93,Ele,0.4651416122004357,0.3311546840958606,54,918
1_3_2,94,Adv,0.36492374727668847,0.2113289760348584,54,918
1_3_2,94,Ele,0.4166666666666667,0.23148148148148148,54,756
1_3_2,95,Adv,0.4212962962962963,0.1787037037037037,54,1080
1_3_2,95,Ele,0.45555555555555555,0.22074074074074074,54,1350
1_3_2,96,Adv,0.3947811447811448,0.19276094276094277,54,1188
1_3_2,96,Ele,0.3814814814814815,0.1537037037037037,54,540
1_3_2,97,Adv,0.3888888888888889,0.21241830065359477,54,918
1_3_2,97,Ele,0.41898148148148145,0.20833333333333334,54,864
1_3_3,98,Adv,0.4150326797385621,0.19498910675381265,54,918
1_3_3,98,Ele,0.34074074074074073,0.14814814814814814,54,1080
1_3_3,99,Adv,0.38271604938271603,0.19135802469135801,54,162
1_3_3,99,Ele,0.3950617283950617,0.17901234567901234,54,162
1_3_3,100,Adv,0.4158249158249158,0.2037037037037037,54,594
1_3_3,100,Ele,0.43162393162393164,0.26638176638176636,54,702
1_3_3,101,Adv,0.514161220043573,0.2374727668845316,54,918
1_3_3,101,Ele,0.4537037037037037,0.25,54,216
1_3_3,102,Adv,0.4477124183006536,0.18736383442265794,54,918
1_3_3,102,Ele,0.4462962962962963,0.29259259259259257,54,540
1_3_3,103,Adv,0.5694444444444444,0.25462962962962965,54,216
1_3_3,103,Ele,0.5401234567901234,0.2962962962962963,54,324
1_3_3,104,Adv,0.5071225071225072,0.2727920227920228,54,1404
1_3_3,104,Ele,0.4725651577503429,0.2935528120713306,54,1458
1_3_3,105,Adv,0.5050505050505051,0.30976430976430974,54,594
1_3_3,105,Ele,0.5015432098765432,0.35185185185185186,54,648
1_3_4,106,Adv,0.42673107890499196,0.2181964573268921,54,1242
1_3_4,106,Ele,0.3835978835978836,0.24074074074074073,54,378
1_3_4,107,Adv,0.4158249158249158,0.1717171717171717,54,594
1_3_4,107,Ele,0.49603174603174605,0.25793650793650796,54,756
1_3_4,108,Adv,0.4506172839506173,0.21604938271604937,54,972
1_3_4,108,Ele,0.5452674897119342,0.23868312757201646,54,972
1_3_4,109,Adv,0.4415204678362573,0.260233918128655,54,1026
1_3_4,110,Adv,0.4660493827160494,0.27821869488536155,54,2268
1_3_4,110,Ele,0.4476851851851852,0.26944444444444443,54,2160
1_3_5,111,Adv,0.36574074074074076,0.17962962962962964,54,1080
1_3_5,112,Adv,0.43783068783068785,0.21031746031746032,54,1512
1_3_5,112,Ele,0.40162037037037035,0.22685185185185186,54,864
1_3_5,113,Adv,0.41534391534391535,0.17195767195767195,54,756
1_3_5,114,Adv,0.5272108843537415,0.2643613000755858,54,5292
1_3_5,114,Ele,0.4923130677847659,0.2690426275331936,54,2862
1_4_1,115,Adv,0.44107744107744107,0.20454545454545456,54,1188
1_4_1,115,Ele,0.4365079365079365,0.2619047619047619,54,1134
1_4_1,116,Adv,0.4604377104377104,0.234006734006734,54,1188
1_4_1,116,Ele,0.4638447971781305,0.23809523809523808,54,1134
1_4_1,117,Adv,0.45587076438140267,0.2017336485421592,54,2538
1_4_1,117,Ele,0.4713804713804714,0.22615039281705948,54,1782
1_4_1,119,Adv,0.5196759259259259,0.25,54,3456
1_4_1,119,Ele,0.5048916841369672,0.2578616352201258,54,2862
1_4_2,120,Adv,0.43399810066476735,0.2060778727445394,54,2106
1_4_2,120,Ele,0.4306878306878307,0.24444444444444444,54,1890
1_4_2,121,Adv,0.4148148148148148,0.1728395061728395,54,810
1_4_2,121,Ele,0.454320987654321,0.22839506172839505,54,810
1_4_2,122,Adv,0.4551066217732884,0.24186307519640854,54,1782
1_4_2,122,Ele,0.496415770609319,0.2789725209080048,54,1674
1_4_2,123,Adv,0.522633744855967,0.2788065843621399,54,972
1_4_2,123,Ele,0.47883597883597884,0.21957671957671956,54,378
1_4_2,124,Adv,0.46296296296296297,0.18181818181818182,54,594
1_4_2,124,Ele,0.45454545454545453,0.21548821548821548,54,594
1_4_2,125,Adv,0.4586894586894587,0.17663817663817663,54,702
1_4_2,125,Ele,0.48717948717948717,0.24786324786324787,54,702
1_4_2,126,Adv,0.46101364522417154,0.2884990253411306,54,1026
1_4_2,126,Ele,0.5781893004115226,0.3045267489711934,54,972
1_4_2,127,Adv,0.5296296296296297,0.37037037037037035,54,540
1_4_2,127,Ele,0.5808080808080808,0.3434343434343434,54,594
1_4_3,128,Adv,0.3810916179337232,0.1881091617933723,54,1026
1_4_3,128,Ele,0.36257309941520466,0.1695906432748538,54,1026
1_4_3,129,Adv,0.46885521885521886,0.16414141414141414,54,1188
1_4_3,129,Ele,0.42592592592592593,0.2,54,1080
1_4_3,130,Adv,0.5098765432098765,0.2111111111111111,54,810
1_4_3,130,Ele,0.4663299663299663,0.24579124579124578,54,594
1_4_3,131,Adv,0.48324514991181655,0.25573192239858905,54,1134
1_4_3,131,Ele,0.5102880658436214,0.2551440329218107,54,972
1_4_3,132,Adv,0.39527458492975737,0.22413793103448276,54,1566
1_4_3,132,Ele,0.421957671957672,0.2605820105820106,54,756
1_4_4,133,Adv,0.44290123456790126,0.22839506172839505,54,1296
1_4_4,133,Ele,0.43209876543209874,0.19576719576719576,54,1134
1_4_4,134,Adv,0.49673202614379086,0.2636165577342048,54,918
1_4_4,134,Ele,0.5152505446623094,0.22113289760348584,54,918
1_4_4,135,Adv,0.42735042735042733,0.1737891737891738,54,702
1_4_4,135,Ele,0.47685185185185186,0.15895061728395063,54,648
1_4_4,136,Adv,0.503968253968254,0.2222222222222222,54,756
1_4_4,136,Ele,0.5202020202020202,0.18855218855218855,54,594
1_4_4,137,Adv,0.49074074074074076,0.24074074074074073,54,648
1_4_4,137,Ele,0.4835390946502058,0.23251028806584362,54,486
1_4_4,138,Adv,0.5010893246187363,0.24509803921568626,54,1836
1_4_4,138,Ele,0.4887766554433221,0.21997755331088664,54,1782
1_4_4,139,Adv,0.5740740740740741,0.2328042328042328,54,756
1_4_4,139,Ele,0.4947089947089947,0.1746031746031746,54,378
1_4_4,140,Adv,0.5168350168350169,0.1936026936026936,54,594
1_4_4,140,Ele,0.45584045584045585,0.26638176638176636,54,702
1_4_4,141,Adv,0.5509259259259259,0.3333333333333333,54,1080
1_4_5,142,Adv,0.3540305010893246,0.14596949891067537,54,918
1_4_5,142,Ele,0.4207818930041152,0.18415637860082304,54,972
1_4_5,143,Adv,0.5022222222222222,0.24666666666666667,54,1350
1_4_5,143,Ele,0.4669887278582931,0.2037037037037037,54,1242
1_4_5,144,Adv,0.48361823361823364,0.21652421652421652,54,1404
1_4_5,144,Ele,0.4529320987654321,0.2152777777777778,54,1296
1_4_5,145,Adv,0.4462962962962963,0.19166666666666668,54,1080
1_4_5,145,Ele,0.43738977072310403,0.2310405643738977,54,1134
1_5_1,146,Adv,0.41798941798941797,0.2056878306878307,54,1512
1_5_1,146,Ele,0.3537675606641124,0.23180076628352492,54,1566
1_5_1,147,Adv,0.46859903381642515,0.2721417069243156,54,1242
1_5_1,147,Ele,0.4537037037037037,0.26936026936026936,54,1188
1_5_1,148,Adv,0.4488536155202822,0.31040564373897706,54,1134
1_5_1,148,Ele,0.4567901234567901,0.3004115226337449,54,972
1_5_2,149,Adv,0.3362573099415205,0.18128654970760233,54,1026
1_5_2,149,Ele,0.3405349794238683,0.1882716049382716,54,972
1_5_2,150,Adv,0.48148148148148145,0.24444444444444444,54,810
1_5_2,150,Ele,0.3441358024691358,0.2021604938271605,54,648
1_5_2,151,Adv,0.5185185185185185,0.2974537037037037,54,864
1_5_2,151,Ele,0.46405228758169936,0.3104575163398693,54,918
1_5_2,152,Adv,0.44753086419753085,0.18904320987654322,54,1296
1_5_2,152,Ele,0.45652173913043476,0.1964573268921095,54,1242
1_5_2,153,Adv,0.5231481481481481,0.25035612535612534,54,2808
1_5_2,153,Ele,0.48975571315996846,0.26004728132387706,54,2538
1_5_2,154,Adv,0.5582010582010583,0.37037037037037035,54,1512
1_5_2,154,Ele,0.5250544662309368,0.36492374727668847,54,918
1_5_3,155,Adv,0.4114114114114114,0.2002002002002002,54,1998
1_5_3,155,Ele,0.4082125603864734,0.18679549114331723,54,1242
1_5_3,156,Adv,0.44675925925925924,0.12152777777777778,54,864
1_5_3,156,Ele,0.4139433551198257,0.19607843137254902,54,918
1_5_3,157,Adv,0.4348864994026284,0.13799283154121864,54,1674
1_5_3,157,Ele,0.4207175925925926,0.16261574074074073,54,1728
1_5_3,158,Adv,0.4002389486260454,0.2174432497013142,54,1674
1_5_3,158,Ele,0.38641975308641974,0.2345679012345679,54,810
1_5_4,159,Adv,0.26851851851851855,0.09259259259259259,54,216
1_5_4,159,Ele,0.28703703703703703,0.10648148148148148,54,216
1_5_4,160,Adv,0.398635477582846,0.15789473684210525,54,1026
1_5_4,160,Ele,0.4472934472934473,0.2207977207977208,54,702
1_5_4,161,Adv,0.5138888888888888,0.22800925925925927,54,864
1_5_4,162,Adv,0.5,0.15123456790123457,54,324
1_5_4,163,Adv,0.46749811035525324,0.22297808012093726,54,2646
1_5_4,163,Ele,0.5100529100529101,0.24814814814814815,54,1890
1_5_4,164,Adv,0.5128824476650563,0.178743961352657,54,1242
1_5_4,164,Ele,0.5,0.19276094276094277,54,1188
1_5_4,165,Adv,0.5339233038348082,0.29891838741396265,54,2034
1_5_4,165,Ele,0.4742798353909465,0.2001028806584362,54,1944
1_5_5,166,Adv,0.41358024691358025,0.1831275720164609,54,1458
1_5_5,166,Ele,0.3880070546737213,0.16843033509700175,54,1134
1_5_5,167,Adv,0.5,0.17113665389527458,54,1566
1_5_5,167,Ele,0.4451303155006859,0.19410150891632372,54,1458
1_5_5,168,Adv,0.457037037037037,0.24296296296296296,54,1350
1_5_5,168,Ele,0.42914653784219003,0.26006441223832527,54,1242
1_6_1,169,Adv,0.3904320987654321,0.2222222222222222,54,1296
1_6_1,169,Ele,0.34953703703703703,0.20910493827160495,54,1296
1_6_1,170,Adv,0.47337962962962965,0.23668981481481483,54,1728
1_6_1,170,Ele,0.43333333333333335,0.23703703703703705,54,1350
1_6_1,171,Adv,0.404320987654321,0.2345679012345679,54,1620
1_6_1,171,Ele,0.31790123456790126,0.21604938271604937,54,648
1_6_2,172,Adv,0.3825031928480204,0.17177522349936142,54,1566
1_6_2,172,Ele,0.40418679549114334,0.16505636070853463,54,1242
1_6_2,173,Adv,0.46546546546546547,0.1871871871871872,54,1998
1_6_2,173,Ele,0.5078563411896745,0.2059483726150393,54,1782
1_6_2,174,Adv,0.455026455026455,0.1693121693121693,54,378
1_6_2,174,Ele,0.4777777777777778,0.2037037037037037,54,540
1_6_2,175,Adv,0.5459976105137395,0.27837514934289126,54,1674
1_6_2,175,Ele,0.5292712066905615,0.2903225806451613,54,1674
1_6_2,176,Adv,0.4425925925925926,0.25555555555555554,54,540
1_6_2,176,Ele,0.38333333333333336,0.25925925925925924,54,540
1_6_3,177,Adv,0.43434343434343436,0.22895622895622897,54,1782
1_6_3,177,Ele,0.4327160493827161,0.24444444444444444,54,1620
1_6_3,178,Adv,0.4876543209876543,0.22916666666666666,54,1296
1_6_3,178,Ele,0.4842592592592593,0.2101851851851852,54,1080
1_6_3,179,Adv,0.387037037037037,0.14444444444444443,54,1080
1_6_3,179,Ele,0.4696969696969697,0.1750841750841751,54,1188
1_6_3,180,Adv,0.3695652173913043,0.15217391304347827,54,1242
1_6_3,180,Ele,0.4215686274509804,0.14705882352941177,54,918
1_6_4,181,Adv,0.3854166666666667,0.20833333333333334,54,864
1_6_4,181,Ele,0.43719806763285024,0.2882447665056361,54,1242
1_6_4,182,Adv,0.4673721340388007,0.24162257495590828,54,1134
1_6_4,182,Ele,0.46472663139329806,0.24074074074074073,54,1134
1_6_4,183,Adv,0.4522417153996101,0.23976608187134502,54,1026
1_6_4,183,Ele,0.43681917211328974,0.28322440087145967,54,918
1_6_4,184,Adv,0.49862825788751713,0.2729766803840878,54,1458
1_6_4,184,Ele,0.40253411306042886,0.23684210526315788,54,1026
1_6_4,185,Adv,0.39371980676328505,0.2391304347826087,54,1242
1_6_4,185,Ele,0.43441358024691357,0.27391975308641975,54,1296
1_7_1,186,Adv,0.40617283950617283,0.2734567901234568,54,1620
1_7_1,186,Ele,0.44871794871794873,0.2706552706552707,54,1404
1_7_1,187,Adv,0.4802469135802469,0.2611111111111111,54,1620
1_7_1,187,Ele,0.492798353909465,0.2736625514403292,54,972
1_7_1,188,Adv,0.45495495495495497,0.2877877877877878,54,1998
1_7_1,188,Ele,0.46296296296296297,0.2800925925925926,54,1728
1_7_1,189,Adv,0.4551656920077973,0.2894736842105263,54,1026
1_7_1,189,Ele,0.43013468013468015,0.2828282828282828,54,1188
1_7_1,190,Adv,0.4802469135802469,0.2419753086419753,54,810
1_7_1,190,Ele,0.4351851851851852,0.2337962962962963,54,864
1_7_1,191,Adv,0.5105820105820106,0.3386243386243386,54,378
1_7_1,191,Ele,0.5291005291005291,0.3439153439153439,54,378
1_7_1,192,Adv,0.5407407407407407,0.36666666666666664,54,540
1_7_1,192,Ele,0.5148148148148148,0.3685185185185185,54,540
1_7_1,193,Adv,0.37962962962962965,0.2222222222222222,54,216
1_7_1,193,Ele,0.25308641975308643,0.19753086419753085,54,162
1_7_2,194,Adv,0.4264550264550265,0.2560846560846561,54,1890
1_7_2,194,Ele,0.4890764647467726,0.2929493545183714,53,2014
1_7_2,195,Adv,0.47987117552334946,0.2584541062801932,54,1242
1_7_2,195,Ele,0.44716981132075473,0.24716981132075472,53,1060
1_7_2,196,Adv,0.45267489711934156,0.19753086419753085,54,1458
1_7_2,196,Ele,0.489811320754717,0.26264150943396225,53,1325
1_7_2,197,Adv,0.4886039886039886,0.25997150997151,54,1404
1_7_2,197,Ele,0.510943396226415,0.2339622641509434,53,1325
1_7_2,198,Adv,0.48711755233494364,0.286634460547504,54,1242
1_7_2,198,Ele,0.48027444253859347,0.3078902229845626,53,1166
1_7_3,199,Adv,0.37037037037037035,0.16769547325102882,54,972
1_7_3,199,Ele,0.37037037037037035,0.24727668845315903,54,918
1_7_3,200,Adv,0.4730639730639731,0.29292929292929293,54,594
1_7_3,200,Ele,0.4652777777777778,0.2569444444444444,54,432
1_7_3,201,Adv,0.42777777777777776,0.2074074074074074,54,540
1_7_3,201,Ele,0.5018518518518519,0.21481481481481482,54,540
1_7_3,202,Adv,0.4209575429087624,0.2104787714543812,54,2214
1_7_3,202,Ele,0.4994994994994995,0.21621621621621623,54,1998
1_7_3,203,Adv,0.5370370370370371,0.26353276353276356,54,702
1_7_3,203,Ele,0.49444444444444446,0.2388888888888889,54,540
1_7_3,204,Adv,0.5376344086021505,0.26045400238948624,54,1674
1_7_3,204,Ele,0.4911111111111111,0.22,54,1350
1_7_3,205,Adv,0.5200617283950617,0.283179012345679,54,1296
1_7_3,205,Ele,0.4708994708994709,0.2671957671957672,54,756
1_7_4,206,Adv,0.4513888888888889,0.25848765432098764,54,1296
1_7_4,206,Ele,0.41534391534391535,0.25573192239858905,54,1134
1_7_4,207,Adv,0.43287037037037035,0.19444444444444445,54,432
1_7_4,208,Adv,0.5113168724279835,0.24074074074074073,54,972
1_7_4,208,Ele,0.42386831275720166,0.23559670781893005,54,972
1_7_4,209,Adv,0.5361111111111111,0.32037037037037036,54,1080
1_7_4,209,Ele,0.4925925925925926,0.29907407407407405,54,1080
1_7_4,210,Adv,0.4595959595959596,0.2558922558922559,54,594
1_7_4,210,Ele,0.43209876543209874,0.26954732510288065,54,486
1_7_4,211,Adv,0.4965277777777778,0.24421296296296297,54,864
1_7_4,211,Ele,0.45601851851851855,0.20601851851851852,54,864
1_7_4,212,Adv,0.546875,0.3136574074074074,54,1728
1_7_4,212,Ele,0.533205619412516,0.3052362707535121,54,1566
1_7_4,213,Adv,0.5267489711934157,0.36213991769547327,54,1458
