text_id,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
2_6_2,Adv,235.5884648742411,217.0,235.5884648742411,45,2306
2_6_2,Ele,222.01019912578923,210.0,222.01019912578923,44,2059
2_6_3,Adv,231.50950369588173,216.0,231.50950369588173,44,1894
2_6_3,Ele,231.73866090712744,218.0,231.73866090712744,45,1852
2_6_4,Adv,235.1187933796049,216.0,235.1187933796049,45,3746
2_6_4,Ele,224.33333333333334,211.0,224.33333333333334,44,1932
2_7_1,Adv,244.2416485900217,226.0,244.2416485900217,45,2305
2_7_1,Ele,231.5443104352386,216.0,231.5443104352386,44,1907
2_7_2,Adv,236.33406173176726,219.0,236.33406173176726,45,3661
2_7_2,Ele,229.06242197253434,213.0,229.06242197253434,44,2403
2_7_3,Adv,232.72915802571546,217.0,232.72915802571546,44,2411
2_7_3,Ele,230.70921610169492,216.0,230.70921610169492,45,1888
2_7_4,Adv,229.93567662565906,215.0,229.93567662565906,44,2845
2_7_4,Ele,232.99121844127333,217.0,232.99121844127333,45,2733
2_7_5,Adv,230.61441922563418,215.0,230.61441922563418,45,3745
2_7_5,Ele,225.34690386589122,212.0,225.34690386589122,44,2923
2_7_6,Adv,230.2988471770618,215.0,230.2988471770618,44,3383
2_7_6,Ele,229.91552695092517,214.0,229.91552695092517,45,2486
2_8_1,Adv,236.48975141735718,220.0,236.48975141735718,44,2293
2_8_1,Ele,236.96650124069478,220.0,236.96650124069478,45,2418
2_8_2,Adv,234.5086145010768,218.0,234.5086145010768,44,2786
2_8_2,Ele,229.54321404456448,215.0,229.54321404456448,45,2962
2_8_3,Adv,233.30697312037398,213.0,233.30697312037398,45,2567
2_8_3,Ele,229.23494486853266,212.0,229.23494486853266,44,2358
2_8_4,Adv,232.25329064389896,216.0,232.25329064389896,45,2811
2_8_4,Ele,232.57784431137725,215.0,232.57784431137725,44,2004
2_8_5,Adv,231.77299880525686,215.0,231.77299880525686,44,3348
2_8_5,Ele,229.6991935483871,211.0,229.6991935483871,45,2480
2_8_6,Adv,227.59656652360516,213.0,227.59656652360516,44,2330
2_8_6,Ele,227.6228540772532,212.0,227.6228540772532,45,1864
2_9_1,Adv,245.24181880812952,226.0,245.24181880812952,45,2903
2_9_1,Ele,231.24859813084112,217.0,231.24859813084112,44,2675
2_9_2,Adv,240.8083028083028,223.0,240.8083028083028,45,2457
2_9_2,Ele,235.85185185185185,222.0,235.85185185185185,44,1863
2_9_3,Adv,234.61567933981726,219.0,234.61567933981726,45,3393
2_9_3,Ele,233.00686037126715,219.0,233.00686037126715,44,2478
2_9_4,Adv,235.64533560864618,219.0,235.64533560864618,44,3516
2_9_4,Ele,232.3583519642287,215.0,232.3583519642287,45,3131
2_9_5,Adv,236.85782255807445,222.0,236.85782255807445,45,3573
2_9_5,Ele,229.98814091384722,216.0,229.98814091384722,44,2867
2_9_6,Adv,236.8192130450195,220.0,236.8192130450195,44,2821
2_9_6,Ele,232.26486129458388,219.0,232.26486129458388,45,1514
3_10_1,Adv,228.56856974690996,214.0,228.56856974690996,42,1699
3_10_1,Ele,228.80411686586984,209.5,228.80411686586984,39,1506
3_10_2,Adv,230.31336633663366,212.0,230.31336633663366,39,2020
3_10_2,Ele,233.96196196196198,217.0,233.96196196196198,42,1998
3_10_3,Adv,227.71637426900585,208.0,227.71637426900585,39,2052
3_10_3,Ele,228.09485094850947,215.0,228.09485094850947,42,1845
3_10_4,Adv,236.498726809749,217.0,236.498726809749,39,2749
3_10_4,Ele,230.71794871794873,216.0,230.71794871794873,42,2847
3_10_5,Adv,228.5076605774897,214.0,228.5076605774897,42,3394
3_10_5,Ele,230.52226148409895,214.0,230.52226148409895,39,2830
3_10_6,Adv,229.72528032619775,215.0,229.72528032619775,42,1962
3_10_6,Ele,226.34233199310742,210.0,226.34233199310742,39,1741
3_1_1,Adv,235.35498220640568,217.0,235.35498220640568,42,3372
3_1_1,Ele,238.61679336558396,215.0,238.61679336558396,39,2894
3_1_2,Adv,240.31505316172357,219.0,240.31505316172357,42,1787
3_1_2,Ele,234.29804804804806,213.0,234.29804804804806,39,1332
3_1_3,Adv,237.69945987654322,216.0,237.69945987654322,39,2592
3_1_3,Ele,224.7423236514523,213.0,224.7423236514523,42,2410
3_1_4,Adv,235.10311671087533,217.0,235.10311671087533,39,3016
3_1_4,Ele,229.50719822812846,216.0,229.50719822812846,42,2709
3_1_5,Adv,237.38412162162163,220.0,237.38412162162163,39,2960
3_1_5,Ele,226.309900990099,211.0,226.309900990099,42,2020
3_2_1,Adv,234.2408906882591,217.0,234.2408906882591,42,2964
3_2_1,Ele,227.2704684317719,208.0,227.2704684317719,39,2455
3_2_2,Adv,244.9426787741203,217.0,244.9426787741203,39,1762
3_2_2,Ele,235.17730496453902,221.0,235.17730496453902,42,1833
3_2_3,Adv,234.2051948051948,214.0,234.2051948051948,39,2310
3_2_3,Ele,230.92220925709842,214.0,230.92220925709842,42,2571
3_2_4,Adv,232.09405940594058,212.0,232.09405940594058,39,2424
3_2_4,Ele,228.87017255546425,214.0,228.87017255546425,42,2434
3_2_5,Adv,230.86453943407585,215.0,230.86453943407585,42,3322
3_2_5,Ele,229.83211678832117,212.0,229.83211678832117,39,2740
3_3_1,Adv,239.7240566037736,222.0,239.7240566037736,42,3392
3_3_1,Ele,235.76906385616863,216.0,235.76906385616863,39,3226
3_3_2,Adv,235.84184561810795,217.0,235.84184561810795,42,3446
3_3_2,Ele,238.89475600874,219.5,238.89475600874,39,2746
3_3_3,Adv,234.7665282657298,211.0,234.7665282657298,39,3131
3_3_3,Ele,233.87487652288442,218.0,233.87487652288442,42,3037
3_3_4,Adv,235.62327773749092,217.0,235.62327773749092,39,2758
3_3_4,Ele,228.55710206995005,213.0,228.55710206995005,42,2802
3_3_5,Adv,238.38880344509383,221.0,238.38880344509383,42,3251
3_3_5,Ele,229.3178858674837,213.0,229.3178858674837,39,2611
3_4_1,Adv,239.34597327555073,218.0,239.34597327555073,38,2769
3_4_1,Ele,225.08073394495412,215.0,225.08073394495412,42,2180
3_4_2,Adv,242.28654292343387,220.0,242.28654292343387,42,3448
3_4_2,Ele,237.23138297872342,218.0,237.23138297872342,38,2632
3_4_3,Adv,241.43284083277368,222.5,241.43284083277368,42,2978
3_4_3,Ele,238.10528992878943,218.0,238.10528992878943,38,1966
3_4_4,Adv,240.066471683063,220.0,240.066471683063,42,3761
3_4_4,Ele,234.43676222596966,214.0,234.43676222596966,38,2372
3_4_5,Adv,237.04493392070484,219.0,237.04493392070484,42,2270
3_4_5,Ele,229.66872197309416,212.0,229.66872197309416,38,1784
3_5_1,Adv,242.4434202161475,218.0,242.4434202161475,39,3146
3_5_1,Ele,234.9946380697051,218.0,234.9946380697051,42,2611
3_5_2,Adv,238.60600490196077,217.0,238.60600490196077,39,3264
3_5_2,Ele,236.43414634146342,219.0,236.43414634146342,42,3485
3_5_3,Adv,232.57422969187675,217.0,232.57422969187675,42,2499
3_5_3,Ele,230.18351187703772,211.0,230.18351187703772,39,2147
3_5_4,Adv,231.05340453938584,214.0,231.05340453938584,39,2996
3_5_4,Ele,227.940441882805,211.0,227.940441882805,42,2082
3_6_1,Adv,232.98196248196248,215.0,232.98196248196248,39,2772
3_6_1,Ele,235.3705321683876,218.0,235.3705321683876,42,2518
3_6_2,Adv,230.07808564231738,213.0,230.07808564231738,42,1588
3_6_2,Ele,225.9861932938856,210.0,225.9861932938856,39,1521
3_6_3,Adv,237.46050510478238,216.0,237.46050510478238,39,1861
3_6_3,Ele,233.81807511737088,216.0,233.81807511737088,42,1704
3_6_4,Adv,235.6303758233243,216.0,235.6303758233243,42,2581
3_6_4,Ele,229.45559038662486,211.0,229.45559038662486,39,1914
3_6_5,Adv,228.69341489744514,212.0,228.69341489744514,39,2779
3_6_5,Ele,227.6322075782537,214.0,227.6322075782537,42,2428
3_6_6,Adv,228.56449771689498,211.0,228.56449771689498,42,3504
3_6_6,Ele,233.03957329662768,213.0,233.03957329662768,39,2906
3_6_7,Adv,238.28588235294117,218.0,238.28588235294117,39,1700
3_6_7,Ele,228.90613130765058,213.0,228.90613130765058,42,1843
3_7_1,Adv,241.3954682779456,223.0,241.3954682779456,42,3310
3_7_1,Ele,236.8159973666886,212.0,236.8159973666886,39,3038
3_7_2,Adv,233.37605725439167,220.0,233.37605725439167,42,3074
3_7_2,Ele,228.72549889135254,213.0,228.72549889135254,39,2255
3_7_3,Adv,237.0614973262032,220.0,237.0614973262032,42,3366
3_7_3,Ele,240.10169491525423,221.0,240.10169491525423,39,2773
3_7_4,Adv,239.86823042428423,216.0,239.86823042428423,39,2899
3_7_4,Ele,239.10630803714378,220.0,239.10630803714378,42,3123
3_7_5,Adv,237.73276170060737,216.0,237.73276170060737,39,2799
3_7_5,Ele,234.51761619190404,217.0,234.51761619190404,42,2668
3_7_6,Adv,228.41485958051902,214.0,228.41485958051902,42,2813
3_7_6,Ele,234.32014890646812,215.0,234.32014890646812,39,2149
3_7_7,Adv,235.26310890474713,218.0,235.26310890474713,39,3223
3_7_7,Ele,233.56089639493342,218.0,233.56089639493342,42,3079
3_8_1,Adv,232.16792390947853,214.0,232.16792390947853,38,3049
3_8_1,Ele,232.75150655795818,215.0,232.75150655795818,42,2821
3_8_2,Adv,233.904033970276,215.0,233.904033970276,39,2355
3_8_2,Ele,235.32614678899083,219.0,235.32614678899083,42,2180
3_8_3,Adv,234.7376203576341,218.0,234.7376203576341,42,2908
3_8_3,Ele,236.9622988505747,215.0,236.9622988505747,39,2175
3_8_4,Adv,233.53042560675343,215.0,233.53042560675343,42,2843
3_8_4,Ele,229.12825278810408,210.0,229.12825278810408,39,2152
3_8_5,Adv,243.0429329474192,221.0,243.0429329474192,39,2073
3_8_5,Ele,231.353470437018,215.5,231.353470437018,42,1556
3_8_6,Adv,234.81182580902916,212.0,234.81182580902916,39,2503
3_8_6,Ele,227.5918972332016,211.0,227.5918972332016,42,2024
3_9_1,Adv,241.89761431411532,220.0,241.89761431411532,42,2012
3_9_1,Ele,232.80532212885154,213.0,232.80532212885154,38,1428
3_9_2,Adv,234.25107480653483,215.0,234.25107480653483,42,3489
3_9_2,Ele,239.34179222839018,219.0,239.34179222839018,38,2522
3_9_3,Adv,229.5958058029302,213.0,229.5958058029302,42,3481
3_9_3,Ele,226.66146261298275,210.0,226.66146261298275,38,2434
3_9_4,Adv,231.45165189363416,213.0,231.45165189363416,38,2482
3_9_4,Ele,224.3649393605292,211.0,224.3649393605292,42,1814
