text_id,align_idx,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_1,0,Adv,304.41544715447156,252.0,304.41544715447156,54,1230
1_10_1,0,Ele,278.9859287054409,237.0,278.9859287054409,54,1066
1_10_1,1,Adv,341.12893553223387,279.0,341.12893553223387,54,667
1_10_1,1,Ele,255.19237435008665,226.0,255.19237435008665,53,577
1_10_1,2,Adv,287.7409240924092,250.5,287.7409240924092,54,1212
1_10_1,2,Ele,261.23376623376623,234.0,261.23376623376623,54,693
1_10_2,3,Adv,310.1152542372881,253.5,310.1152542372881,53,590
1_10_2,3,Ele,276.43809523809523,242.0,276.43809523809523,53,630
1_10_2,4,Adv,293.8505516549649,250.0,293.8505516549649,54,997
1_10_2,4,Ele,294.9588875453446,249.0,294.9588875453446,53,827
1_10_2,5,Adv,255.5865237366003,221.0,255.5865237366003,54,653
1_10_2,5,Ele,266.71140142517817,233.0,266.71140142517817,54,842
1_10_2,6,Adv,258.67123287671234,232.0,258.67123287671234,54,584
1_10_2,6,Ele,273.2014134275618,230.5,273.2014134275618,53,566
1_10_3,7,Adv,308.24083526682136,252.0,308.24083526682136,54,2155
1_10_3,7,Ele,271.25063775510205,237.0,271.25063775510205,54,1568
1_10_3,8,Adv,313.89593114241,261.0,313.89593114241,54,1278
1_10_3,8,Ele,265.9603803486529,231.0,265.9603803486529,54,631
1_10_4,9,Adv,323.7859712230216,264.0,323.7859712230216,54,1112
1_10_4,9,Ele,285.83357452966715,236.0,285.83357452966715,54,691
1_10_4,10,Adv,330.6540483701367,271.0,330.6540483701367,52,951
1_10_4,10,Ele,278.80298507462686,241.0,278.80298507462686,54,1005
1_10_4,11,Adv,271.55392156862746,239.0,271.55392156862746,51,612
1_10_4,11,Ele,268.18120805369125,243.0,268.18120805369125,51,447
1_10_4,12,Adv,288.2617702448211,250.0,288.2617702448211,53,1062
1_10_4,12,Ele,258.3384030418251,227.0,258.3384030418251,53,789
1_10_4,13,Adv,293.9019607843137,249.0,293.9019607843137,53,918
1_10_4,13,Ele,287.147792706334,251.0,287.147792706334,54,1042
1_10_5,14,Adv,340.51776649746193,268.0,340.51776649746193,54,591
1_10_5,14,Ele,283.90562613430126,248.0,283.90562613430126,52,551
1_10_5,15,Adv,353.8855218855219,267.5,353.8855218855219,52,594
1_10_5,15,Ele,278.13896848137534,248.5,278.13896848137534,54,698
1_10_5,16,Adv,323.84796573875803,273.5,323.84796573875803,54,934
1_10_5,16,Ele,284.3834196891192,249.0,284.3834196891192,53,772
1_10_5,17,Adv,277.4850299401198,244.0,277.4850299401198,54,1503
1_10_5,17,Ele,248.39473684210526,227.5,248.39473684210526,54,722
1_10_6,18,Adv,300.85421166306696,261.0,300.85421166306696,54,926
1_10_6,18,Ele,341.21259842519686,271.0,341.21259842519686,54,635
1_10_6,19,Adv,280.34606205250594,239.0,280.34606205250594,53,838
1_10_6,19,Ele,282.7158006362672,245.0,282.7158006362672,53,943
1_10_6,20,Adv,278.77142857142854,242.5,278.77142857142854,50,490
1_10_6,20,Ele,302.4760914760915,255.0,302.4760914760915,52,481
1_10_6,21,Adv,313.8513853904282,266.0,313.8513853904282,51,397
1_10_6,22,Adv,264.48837209302326,235.5,264.48837209302326,54,516
1_10_6,22,Ele,277.0732984293194,247.0,277.0732984293194,52,573
1_10_6,23,Adv,283.49355432780845,233.0,283.49355432780845,54,543
1_10_7,24,Adv,273.2074521651561,235.0,273.2074521651561,52,993
1_10_7,24,Ele,296.13349514563106,237.5,296.13349514563106,53,412
1_10_7,25,Adv,273.61787819253436,234.0,273.61787819253436,53,1018
1_10_7,25,Ele,281.6643286573146,237.5,281.6643286573146,53,998
1_10_7,26,Adv,275.23475046210723,240.0,275.23475046210723,51,541
1_10_7,26,Ele,292.24102564102566,248.0,292.24102564102566,52,585
1_10_7,27,Adv,260.4550173010381,230.0,260.4550173010381,54,1156
1_10_7,27,Ele,270.67397521449,234.0,270.67397521449,54,1049
1_1_1,28,Adv,316.6449275362319,253.0,316.6449275362319,54,828
1_1_1,28,Ele,285.6457142857143,232.5,285.6457142857143,54,700
1_1_1,29,Adv,302.0067024128686,249.0,302.0067024128686,53,746
1_1_1,29,Ele,285.80232558139534,242.5,285.80232558139534,53,602
1_1_1,30,Adv,310.53767123287673,266.0,310.53767123287673,53,876
1_1_1,30,Ele,289.85935637663886,250.0,289.85935637663886,53,839
1_1_1,31,Adv,301.8,255.0,301.8,54,930
1_1_1,31,Ele,300.1088794926004,256.5,300.1088794926004,54,946
1_1_2,32,Adv,292.42429906542054,249.0,292.42429906542054,54,535
1_1_2,33,Adv,310.07384615384615,258.0,310.07384615384615,54,325
1_1_2,33,Ele,292.2590361445783,241.0,292.2590361445783,52,332
1_1_2,34,Adv,289.5026929982047,244.0,289.5026929982047,54,1114
1_1_2,34,Ele,290.38801261829656,247.0,290.38801261829656,52,951
1_1_2,35,Adv,294.2227722772277,251.5,294.2227722772277,51,404
1_1_2,35,Ele,282.76252723311546,242.0,282.76252723311546,53,459
1_1_2,36,Adv,262.20477137176937,238.0,262.20477137176937,54,503
1_1_2,36,Ele,270.01691729323306,245.0,270.01691729323306,54,532
1_1_2,37,Adv,331.28105906313647,270.0,331.28105906313647,54,491
1_1_2,37,Ele,270.2328767123288,227.0,270.2328767123288,53,146
1_1_3,38,Adv,314.1530864197531,252.0,314.1530864197531,54,1215
1_1_3,38,Ele,274.7150837988827,233.0,274.7150837988827,54,1253
1_1_3,39,Adv,309.8636363636364,255.0,309.8636363636364,54,858
