text_id,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_2_6,Adv,234.05633802816902,215.0,234.05633802816902,54,7100
1_2_6,Ele,216.32421959095802,201.0,216.32421959095802,54,4645
1_3_1,Adv,231.73619464188081,213.0,231.73619464188081,54,7316
1_3_1,Ele,217.46871945259042,203.0,217.46871945259042,54,6138
1_3_2,Adv,223.14981680010857,208.0,223.14981680010857,54,7369
1_3_2,Ele,226.75644504748982,210.0,226.75644504748982,54,5896
1_3_3,Adv,229.46535519125683,213.0,229.46535519125683,54,9150
1_3_3,Ele,220.2521306818182,203.0,220.2521306818182,54,7040
1_3_4,Adv,220.76984293193718,205.0,220.76984293193718,54,9550
1_3_4,Ele,219.21416261945794,205.0,219.21416261945794,54,6383
1_3_5,Adv,218.10779975107178,202.0,218.10779975107178,54,14462
1_3_5,Ele,230.3255033557047,214.0,230.3255033557047,54,5364
1_4_1,Adv,215.7936807015001,202.0,215.7936807015001,54,13799
1_4_1,Ele,227.16324761629588,208.0,227.16324761629588,54,10383
1_4_2,Adv,219.678705576423,203.0,219.678705576423,54,13844
1_4_2,Ele,224.52941726685998,209.0,224.52941726685998,54,10691
1_4_3,Adv,227.22950072886297,211.0,227.22950072886297,54,10976
1_4_3,Ele,215.3852065321806,201.0,215.3852065321806,54,7287
1_4_4,Adv,226.3279614325069,209.0,226.3279614325069,54,14520
1_4_4,Ele,212.80493744227056,198.0,212.80493744227056,54,11909
1_4_5,Adv,217.66170162059103,204.0,217.66170162059103,54,8392
1_4_5,Ele,226.24322981366458,209.0,226.24322981366458,54,8050
1_5_1,Adv,232.0543842034806,213.5,232.0543842034806,54,5976
1_5_1,Ele,216.7200819672131,201.0,216.7200819672131,54,4880
1_5_2,Adv,232.0243106542666,212.0,232.0243106542666,54,12258
1_5_2,Ele,216.1614048934491,201.0,216.1614048934491,54,10136
1_5_3,Adv,219.60923577793008,203.0,219.60923577793008,54,11672
1_5_3,Ele,231.09202453987731,214.0,231.09202453987731,54,8476
1_5_4,Adv,231.61641845259717,212.0,231.61641845259717,54,13765
1_5_4,Ele,216.74259491030455,201.0,216.74259491030455,54,9588
1_5_5,Adv,219.11407686344003,204.0,219.11407686344003,54,9029
1_5_5,Ele,226.91275167785236,209.0,226.91275167785236,54,7450
1_6_1,Adv,231.32681867535288,212.0,231.32681867535288,54,8289
1_6_1,Ele,219.7998836532868,201.0,219.7998836532868,54,5157
1_6_2,Adv,219.08973554459882,203.0,219.08973554459882,54,11155
1_6_2,Ele,225.84129883307966,208.0,225.84129883307966,54,9855
1_6_3,Adv,231.71131839599963,212.0,231.71131839599963,54,10399
1_6_3,Ele,218.92882388787325,203.0,218.92882388787325,54,8205
1_6_4,Adv,218.45673712021136,202.0,218.45673712021136,54,9084
1_6_4,Ele,221.97896518375242,206.0,221.97896518375242,54,8272
1_7_1,Adv,220.35258008824093,203.0,220.35258008824093,54,10426
1_7_1,Ele,222.34149675361658,207.0,222.34149675361658,54,8779
1_7_2,Adv,217.42444166144855,202.0,217.42444166144855,54,9582
1_7_2,Ele,224.91946167595415,209.0,224.91946167595415,53,9511
1_7_3,Adv,226.14077783864153,207.0,226.14077783864153,54,12779
1_7_3,Ele,218.64297376727984,202.0,218.64297376727984,54,9187
1_7_4,Adv,224.34039735099338,207.0,224.34039735099338,54,12080
1_7_4,Ele,215.1859263331501,201.0,215.1859263331501,54,9095
1_8_1,Adv,214.51174238539636,199.0,214.51174238539636,54,9751
1_8_1,Ele,219.8185013179365,203.0,219.8185013179365,54,7967
1_8_2,Adv,225.79444444444445,210.0,225.79444444444445,54,13320
1_8_2,Ele,219.8569669247009,202.0,219.8569669247009,54,11368
1_8_3,Adv,224.46568066677563,207.0,224.46568066677563,54,12238
1_8_3,Ele,214.29522914709258,198.0,214.29522914709258,54,9579
1_8_4,Adv,225.60848044877082,208.0,225.60848044877082,54,12122
1_8_4,Ele,215.8439470077661,199.0,215.8439470077661,54,10945
1_8_5,Adv,221.87052744467192,206.0,221.87052744467192,54,10257
1_8_5,Ele,224.30326613932127,209.0,224.30326613932127,54,7838
1_9_1,Adv,216.33578976640712,200.0,216.33578976640712,54,7192
1_9_1,Ele,227.4999032694912,211.0,227.4999032694912,54,5169
1_9_2,Adv,226.93641503819066,209.0,226.93641503819066,54,10081
1_9_2,Ele,210.78613569321533,196.0,210.78613569321533,54,8814
1_9_3,Adv,231.1010917340139,211.0,231.1010917340139,54,7053
1_9_3,Ele,207.0002030044661,194.0,207.0002030044661,54,4926
1_9_4,Adv,213.1479608307328,198.0,213.1479608307328,54,9293
1_9_4,Ele,220.83415752020264,205.0,220.83415752020264,54,8291
1_9_5,Adv,218.62473562292274,202.0,218.62473562292274,54,9929
1_9_5,Ele,228.88059481743227,211.5,228.88059481743227,54,6792
1_9_6,Adv,219.04193273733503,204.0,219.04193273733503,54,9396
1_9_6,Ele,225.36070888264535,209.0,225.36070888264535,54,9254
2_10_1,Adv,233.3608039005827,214.0,233.3608039005827,44,8409
2_10_1,Ele,217.39368452117455,202.0,217.39368452117455,45,6777
2_10_2,Adv,226.92869327874445,209.0,226.92869327874445,44,8793
2_10_2,Ele,223.30308157099697,207.0,223.30308157099697,45,8275
2_10_3,Adv,229.38201979253606,210.0,229.38201979253606,45,8387
2_10_3,Ele,223.4337960889685,205.0,223.4337960889685,44,6699
2_10_4,Adv,229.4346123030357,211.0,229.4346123030357,45,11233
2_10_4,Ele,225.60861517751977,208.0,225.60861517751977,44,5943
2_1_1,Adv,230.25210173459615,213.0,230.25210173459615,45,9397
2_1_1,Ele,222.5212923991087,205.0,222.5212923991087,44,8078
2_1_2,Adv,230.79173796137863,211.5,230.79173796137863,45,8182
2_1_2,Ele,229.7472602739726,211.0,229.7472602739726,44,5840
2_1_3,Adv,220.6904546823246,205.0,220.6904546823246,44,6642
2_1_3,Ele,223.57373949579832,209.0,223.57373949579832,45,4760
2_1_4,Adv,224.75833783054506,208.0,224.75833783054506,44,9265
2_1_4,Ele,225.7082677853522,210.0,225.7082677853522,45,5721
2_1_5,Adv,230.15075720566682,210.0,230.15075720566682,44,10235
2_1_5,Ele,224.18199937060737,208.0,224.18199937060737,45,9533
2_1_6,Adv,231.7042293499858,214.0,231.7042293499858,45,10569
2_1_6,Ele,219.8199879590608,205.0,219.8199879590608,44,6644
2_2_1,Adv,233.10487774605932,210.0,233.10487774605932,44,8057
2_2_1,Ele,230.2135098438561,211.0,230.2135098438561,45,8838
2_2_2,Adv,229.9782185559366,208.0,229.9782185559366,44,10789
2_2_2,Ele,228.4159757330637,210.0,228.4159757330637,45,9890
2_2_3,Adv,234.3449559498697,211.0,234.3449559498697,44,8059
2_2_3,Ele,224.36291966834307,209.0,224.36291966834307,45,7357
2_2_4,Adv,238.1631972032417,218.0,238.1631972032417,45,6293
2_2_4,Ele,230.31221605249874,211.0,230.31221605249874,44,3962
2_2_5,Adv,228.27767920511002,210.0,228.27767920511002,45,11272
2_2_5,Ele,222.63820912124584,205.5,222.63820912124584,44,7192
2_2_6,Adv,228.72310458495656,211.0,228.72310458495656,45,6674
2_2_6,Ele,216.29162768942936,201.0,216.29162768942936,44,4276
2_3_1,Adv,227.77395854709624,211.0,227.77395854709624,44,9746
2_3_1,Ele,220.8139534883721,204.0,220.8139534883721,45,8686
2_3_2,Adv,224.96083577268598,209.0,224.96083577268598,44,9907
2_3_2,Ele,224.40085522296886,206.0,224.40085522296886,45,8185
2_3_3,Adv,224.43006993006992,206.0,224.43006993006992,45,12012
2_3_3,Ele,222.7245096571343,206.0,222.7245096571343,44,6679
2_3_4,Adv,229.92776902887138,212.0,229.92776902887138,44,9525
2_3_4,Ele,224.37866012570902,208.0,224.37866012570902,45,6523
2_4_1,Adv,224.54608780171716,209.0,224.54608780171716,45,6173
2_4_1,Ele,216.09573934837093,203.0,216.09573934837093,44,3990
2_4_2,Adv,233.7609702916326,211.0,233.7609702916326,45,7338
2_4_2,Ele,222.77215447154472,205.0,222.77215447154472,43,4920
2_4_3,Adv,219.8812420345267,204.0,219.8812420345267,45,8631
2_4_3,Ele,215.82665721375398,203.0,215.82665721375398,43,5642
2_4_4,Adv,224.46051464063888,205.0,224.46051464063888,45,7889
2_4_4,Ele,222.47158026233603,206.0,222.47158026233603,43,6404
2_4_5,Adv,227.73210385828682,208.0,227.73210385828682,43,8242
2_4_5,Ele,220.8768403171008,204.0,220.8768403171008,45,7064
2_4_6,Adv,221.48078941843377,203.0,221.48078941843377,43,4763
2_4_6,Ele,223.22601096641534,206.0,223.22601096641534,45,5836
2_4_7,Adv,232.4492337164751,210.0,232.4492337164751,45,9396
2_4_7,Ele,225.5844552145037,209.0,225.5844552145037,43,5571
2_5_1,Adv,232.42301710730948,212.5,232.42301710730948,44,9002
2_5_1,Ele,222.37860506180107,205.0,222.37860506180107,45,6796
2_5_2,Adv,231.3417802579819,213.0,231.3417802579819,44,10931
2_5_2,Ele,226.2886327920377,208.0,226.2886327920377,45,7636
2_5_3,Adv,231.09903893142206,210.0,231.09903893142206,45,6139
2_5_3,Ele,214.8397579560735,198.0,214.8397579560735,44,4462
2_5_4,Adv,226.2281690140845,206.0,226.2281690140845,44,7810
2_5_4,Ele,227.22736175983124,210.0,227.22736175983124,45,6637
2_5_5,Adv,231.02427557910931,211.0,231.02427557910931,45,11699
2_5_5,Ele,221.3349773130795,205.0,221.3349773130795,44,5069
2_6_1,Adv,220.17611461034952,203.0,220.17611461034952,44,8097
2_6_1,Ele,222.5242038959524,205.0,222.5242038959524,45,8573
2_6_2,Adv,227.37596842566876,206.0,227.37596842566876,45,6841
2_6_2,Ele,215.79231398201145,202.0,215.79231398201145,44,4892
2_6_3,Adv,223.5762967936881,205.0,223.5762967936881,44,5957
2_6_3,Ele,219.31547260686332,205.0,219.31547260686332,45,4983
2_6_4,Adv,224.6587935429057,205.0,224.6587935429057,45,11770
2_6_4,Ele,218.7243012790147,204.0,218.7243012790147,44,6333
2_7_1,Adv,229.8481117720293,213.0,229.8481117720293,45,7229
2_7_1,Ele,223.7197144656729,207.0,223.7197144656729,44,4763
2_7_2,Adv,227.33165432098767,209.0,227.33165432098767,45,10125
2_7_2,Ele,226.19478848319125,207.0,226.19478848319125,44,6217
2_7_3,Adv,226.43893879842784,211.0,226.43893879842784,44,7124
2_7_3,Ele,219.8491298719977,204.0,219.8491298719977,45,6953
2_7_4,Adv,220.21399609550983,204.0,220.21399609550983,44,6659
2_7_4,Ele,222.37511811023623,207.0,222.37511811023623,45,6350
2_7_5,Adv,221.4327501366867,203.0,221.4327501366867,45,10974
2_7_5,Ele,218.6395584591124,203.0,218.6395584591124,44,8878
2_7_6,Adv,221.30743781399337,205.0,221.30743781399337,44,8161
2_7_6,Ele,216.96440620782727,202.0,216.96440620782727,45,5928
2_8_1,Adv,227.99649766511007,207.0,227.99649766511007,44,5996
2_8_1,Ele,227.125786163522,208.0,227.125786163522,45,5883
2_8_2,Adv,221.20440376707785,205.0,221.20440376707785,44,7539
2_8_2,Ele,217.8401220644819,202.0,217.8401220644819,45,7537
2_8_3,Adv,223.16092442932086,204.0,223.16092442932086,45,7053
2_8_3,Ele,223.114827918945,203.0,223.114827918945,44,6218
2_8_4,Adv,220.72374194753058,202.0,220.72374194753058,45,10711
2_8_4,Ele,219.64339835563436,203.0,219.64339835563436,44,6203
2_8_5,Adv,223.284372484122,204.0,223.284372484122,44,11179
2_8_5,Ele,222.65006506565717,204.0,222.65006506565717,45,8453
2_8_6,Adv,221.12511443393348,204.0,221.12511443393348,44,6554
2_8_6,Ele,223.30754873496474,206.0,223.30754873496474,45,4822
2_9_1,Adv,234.30680768046,215.0,234.30680768046,45,9739
2_9_1,Ele,223.61781257646194,208.0,223.61781257646194,44,8174
2_9_2,Adv,233.6944478490011,214.0,233.6944478490011,45,8159
2_9_2,Ele,222.40261206062561,207.0,222.40261206062561,44,6202
2_9_3,Adv,225.70686782673084,208.0,225.70686782673084,45,10804
2_9_3,Ele,219.65707211389662,205.0,219.65707211389662,44,6462
2_9_4,Adv,228.84954706577392,211.0,228.84954706577392,44,10156
2_9_4,Ele,224.16945678168773,207.0,224.16945678168773,45,8781
2_9_5,Adv,227.71404021309505,210.0,227.71404021309505,45,11638
2_9_5,Ele,220.54513122393917,204.0,220.54513122393917,44,8154
2_9_6,Adv,227.74118631656032,208.0,227.74118631656032,44,9559
2_9_6,Ele,219.74922958397534,205.0,219.74922958397534,45,5192
3_10_1,Adv,226.99498117942284,206.0,226.99498117942284,42,5579
3_10_1,Ele,224.28837471783297,202.0,224.28837471783297,39,5316
3_10_2,Adv,227.63163371488034,207.0,227.63163371488034,39,5766
3_10_2,Ele,226.58468158347677,208.0,226.58468158347677,42,5810
3_10_3,Adv,223.5385726668593,204.0,223.5385726668593,39,6922
3_10_3,Ele,221.14285714285714,205.0,221.14285714285714,42,5761
3_10_4,Adv,229.87126255218323,206.0,229.87126255218323,39,8863
3_10_4,Ele,221.46945407279028,202.0,221.46945407279028,42,9232
3_10_5,Adv,220.03902154921374,203.0,220.03902154921374,42,8585
3_10_5,Ele,222.39877924720244,204.0,222.39877924720244,39,6881
3_10_6,Adv,220.37857142857143,205.0,220.37857142857143,42,5040
3_10_6,Ele,222.7708857862211,202.0,222.7708857862211,39,4369
3_1_1,Adv,226.52232142857142,208.0,226.52232142857142,42,12992
3_1_1,Ele,225.79440497335702,205.0,225.79440497335702,39,9008
3_1_2,Adv,231.61036602402905,212.0,231.61036602402905,42,7158
3_1_2,Ele,220.31524163568773,202.0,220.31524163568773,39,5380
3_1_3,Adv,223.33862754607176,202.0,223.33862754607176,39,8248
3_1_3,Ele,218.07640787315472,204.0,218.07640787315472,42,7316
3_1_4,Adv,223.2228059052622,201.0,223.2228059052622,39,11041
3_1_4,Ele,219.59192974655403,204.0,219.59192974655403,42,8996
3_1_5,Adv,222.87875948655486,204.0,222.87875948655486,39,10673
3_1_5,Ele,218.8766706141093,202.0,218.8766706141093,42,5911
3_2_1,Adv,228.97549019607843,208.0,228.97549019607843,42,8976
3_2_1,Ele,223.9503503979095,203.0,223.9503503979095,39,8419
3_2_2,Adv,234.20027247956403,209.0,234.20027247956403,39,5872
3_2_2,Ele,224.70444002650763,209.0,224.70444002650763,42,4527
3_2_3,Adv,232.2565438681532,210.0,232.2565438681532,39,8252
3_2_3,Ele,222.76613545816733,206.0,222.76613545816733,42,7530
3_2_4,Adv,224.082335872325,202.0,224.082335872325,39,8271
3_2_4,Ele,220.73389355742296,202.0,220.73389355742296,42,7854
3_2_5,Adv,221.88078613912595,204.0,221.88078613912595,42,11601
3_2_5,Ele,223.54296240112689,202.0,223.54296240112689,39,9229
3_3_1,Adv,233.1907422789398,215.0,233.1907422789398,42,13243
3_3_1,Ele,226.7094017094017,205.0,226.7094017094017,39,10413
3_3_2,Adv,229.51854775059195,209.0,229.51854775059195,42,11403
3_3_2,Ele,227.96015894593748,206.0,227.96015894593748,39,9563
3_3_3,Adv,228.70123297754876,206.0,228.70123297754876,39,10868
3_3_3,Ele,225.4866698982065,208.0,225.4866698982065,42,8252
3_3_4,Adv,228.10035703946733,206.0,228.10035703946733,39,10363
3_3_4,Ele,226.21426024955437,206.0,226.21426024955437,42,8415
3_3_5,Adv,228.7573698227569,207.0,228.7573698227569,42,10889
3_3_5,Ele,221.8474366197183,204.0,221.8474366197183,39,8875
3_4_1,Adv,229.6412232121358,208.0,229.6412232121358,38,8306
3_4_1,Ele,219.98528819024588,207.0,219.98528819024588,42,4962
3_4_2,Adv,229.84709956709958,210.0,229.84709956709958,42,11550
3_4_2,Ele,225.40690011629408,205.0,225.40690011629408,38,7739
3_4_3,Adv,233.00582818510316,211.0,233.00582818510316,42,8579
3_4_3,Ele,225.47207903780068,207.0,225.47207903780068,38,4656
3_4_4,Adv,225.22235852142623,208.0,225.22235852142623,42,12228
3_4_4,Ele,221.88257575757575,203.0,221.88257575757575,38,7920
3_4_5,Adv,231.69394736842105,210.0,231.69394736842105,42,7600
3_4_5,Ele,222.58051813471502,205.0,222.58051813471502,38,4825
3_5_1,Adv,227.7584486491575,207.0,227.7584486491575,39,10623
3_5_1,Ele,224.70278220370145,207.0,224.70278220370145,42,8159
3_5_2,Adv,233.63734639194308,210.0,233.63734639194308,39,10823
3_5_2,Ele,224.54865444617784,208.0,224.54865444617784,42,10256
3_5_3,Adv,225.92934965741884,209.0,225.92934965741884,42,8903
3_5_3,Ele,215.55777366472765,198.0,215.55777366472765,39,7564
3_5_4,Adv,218.84144367203123,202.0,218.84144367203123,39,10501
3_5_4,Ele,219.9372163388805,202.0,219.9372163388805,42,6610
3_6_1,Adv,223.78503293209175,204.0,223.78503293209175,39,8806
3_6_1,Ele,219.8449147188882,203.0,219.8449147188882,42,6332
3_6_2,Adv,220.53510140405615,203.0,220.53510140405615,42,5128
3_6_2,Ele,216.11963190184048,201.0,216.11963190184048,39,4890
3_6_3,Adv,233.31717908632967,209.0,233.31717908632967,39,5757
3_6_3,Ele,225.88655737704917,205.0,225.88655737704917,42,4575
3_6_4,Adv,227.39541441883276,207.0,227.39541441883276,42,8156
3_6_4,Ele,222.8535733970237,204.0,222.8535733970237,39,5443
3_6_5,Adv,226.2313725490196,205.0,226.2313725490196,39,9945
3_6_5,Ele,222.75691997986914,203.5,222.75691997986914,42,7948
3_6_6,Adv,222.00500042376473,202.0,222.00500042376473,42,11799
3_6_6,Ele,223.25624805558436,204.0,223.25624805558436,39,9643
3_6_7,Adv,222.44033583422652,202.0,222.44033583422652,39,5598
3_6_7,Ele,219.18584070796462,201.0,219.18584070796462,42,4181
3_7_1,Adv,228.24026438013576,209.0,228.24026438013576,42,11196
3_7_1,Ele,230.22188139059304,208.0,230.22188139059304,39,8802
3_7_2,Adv,223.3146982980918,207.0,223.3146982980918,42,9695
3_7_2,Ele,222.0255423911371,204.0,222.0255423911371,39,6499
3_7_3,Adv,226.91374768270074,208.0,226.91374768270074,42,10249
3_7_3,Ele,228.6905068175971,209.0,228.6905068175971,39,7774
3_7_4,Adv,230.28223844282238,208.0,230.28223844282238,39,9453
3_7_4,Ele,225.25616591928252,206.0,225.25616591928252,42,8920
3_7_5,Adv,229.32440962019805,207.0,229.32440962019805,39,9189
3_7_5,Ele,224.1859549035588,206.0,224.1859549035588,42,7362
3_7_6,Adv,218.56641498881433,204.0,218.56641498881433,42,7152
3_7_6,Ele,222.86641697877653,203.0,222.86641697877653,39,5607
3_7_7,Adv,226.14750207665836,207.0,226.14750207665836,39,8427
3_7_7,Ele,221.462593674584,206.0,221.462593674584,42,7873
3_8_1,Adv,225.6722827882392,205.0,225.6722827882392,38,9081
3_8_1,Ele,226.70953739302988,207.0,226.70953739302988,42,8063
3_8_2,Adv,223.7519264566716,204.0,223.7519264566716,39,7397
3_8_2,Ele,227.23214573593424,208.0,227.23214573593424,42,6203
3_8_3,Adv,223.83297328027288,206.0,223.83297328027288,42,8795
3_8_3,Ele,227.7684987694832,207.0,227.7684987694832,39,6095
3_8_4,Adv,224.6596475165942,206.0,224.6596475165942,42,8738
3_8_4,Ele,222.54595242170117,201.0,222.54595242170117,39,5843
3_8_5,Adv,226.83635317802703,207.0,226.83635317802703,39,6954
3_8_5,Ele,226.315732989912,207.0,226.315732989912,42,4659
3_8_6,Adv,225.2278634762541,205.0,225.2278634762541,39,8233
3_8_6,Ele,221.31726180681258,205.0,221.31726180681258,42,6077
3_9_1,Adv,229.15445068163592,211.0,229.15445068163592,42,6235
3_9_1,Ele,226.6456969130028,207.0,226.6456969130028,38,4276
3_9_2,Adv,225.2126392126392,206.0,225.2126392126392,42,11583
3_9_2,Ele,228.292256665391,207.0,228.292256665391,38,7839
3_9_3,Adv,219.4181324756257,202.0,219.4181324756257,42,9949
3_9_3,Ele,218.0380632145259,201.0,218.0380632145259,38,7435
3_9_4,Adv,217.29923184357543,201.0,217.29923184357543,38,8592
3_9_4,Ele,216.119209486166,199.0,216.119209486166,42,6325
