text_id,align_idx,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_10_1,0,Adv,179.09125840537945,188.0,231.30769230769232,54,2082
1_10_1,0,Ele,168.3597081930415,172.0,215.99496040316774,54,1782
1_10_1,1,Adv,209.59454191033137,205.5,250.34225844004658,54,1026
1_10_1,1,Ele,166.7719298245614,170.5,211.50556242274413,54,1026
1_10_1,2,Adv,183.41282746160795,189.0,241.85586658725433,54,2214
1_10_1,2,Ele,180.97530864197532,189.0,222.1060606060606,54,1134
1_10_2,3,Adv,190.0162037037037,185.0,225.51373626373626,54,864
1_10_2,3,Ele,191.2933723196881,196.0,233.92967818831943,54,1026
1_10_2,4,Adv,194.30459770114942,198.0,234.42295839753467,54,1566
1_10_2,4,Ele,199.52065527065528,197.5,239.4247863247863,54,1404
1_10_2,5,Adv,165.3803418803419,170.0,216.80112044817926,54,1404
1_10_2,5,Ele,168.91666666666666,175.5,227.024,54,1512
1_10_2,6,Adv,179.03703703703704,182.5,222.82202304737515,54,972
1_10_2,6,Ele,179.58230452674897,184.5,231.19735099337748,54,972
1_10_3,7,Adv,189.88235294117646,190.5,236.83695652173913,54,3672
1_10_3,7,Ele,168.48433048433048,176.0,218.42289935364727,54,2808
1_10_3,8,Adv,190.90063233965674,193.0,241.37864077669903,54,2214
1_10_3,8,Ele,168.9426807760141,172.0,223.28787878787878,54,1134
1_10_4,9,Adv,192.5735294117647,195.0,235.55296469020652,54,1836
1_10_4,9,Ele,179.98251028806584,181.0,217.5907960199005,54,972
1_10_4,10,Adv,197.27777777777777,197.0,249.80559757942513,54,1674
1_10_4,10,Ele,177.2476851851852,183.0,224.05559619604975,54,1728
1_10_4,11,Adv,167.44212962962962,170.0,232.33940042826552,54,1296
1_10_4,11,Ele,160.97222222222223,172.5,229.0849194729136,54,972
1_10_4,12,Adv,175.46203703703705,185.0,231.2373398413667,54,2160
1_10_4,12,Ele,177.159122085048,173.5,221.1455479452055,54,1458
1_10_4,13,Adv,165.446875,173.0,237.05820895522388,54,1920
1_10_4,13,Ele,165.71821821821823,174.0,222.51680107526883,54,1998
1_10_5,14,Adv,193.13943355119827,188.5,235.46082337317398,54,918
1_10_5,14,Ele,177.21759259259258,178.0,216.57142857142858,54,864
1_10_5,15,Adv,199.3411306042885,194.0,242.32701421800948,54,1026
1_10_5,15,Ele,191.37878787878788,196.0,233.18769230769232,54,1188
1_10_5,16,Adv,196.11529271206692,199.0,239.80788897005112,54,1674
1_10_5,16,Ele,193.3341049382716,195.0,230.08356290174473,54,1296
1_10_5,17,Adv,180.7037037037037,185.0,232.33333333333334,54,2808
1_10_5,17,Ele,152.73290598290598,163.0,212.94637537239325,54,1404
1_10_6,18,Adv,187.58002645502646,188.0,227.07846277021616,54,1512
1_10_6,18,Ele,194.53703703703704,191.0,240.38901601830665,54,1080
1_10_6,19,Adv,187.88649940262843,191.0,227.0916967509025,54,1674
1_10_6,19,Ele,178.81200897867564,184.0,235.1608856088561,54,1782
1_10_6,20,Adv,175.62475633528265,177.0,226.37060301507537,54,1026
1_10_6,20,Ele,169.08847736625515,173.0,240.28362573099415,54,972
1_10_6,21,Adv,178.95555555555555,179.0,232.29807692307693,54,810
1_10_6,22,Adv,161.62183235867445,169.0,217.33158584534732,54,1026
1_10_6,22,Ele,161.83040935672514,174.0,227.13816689466483,54,1026
1_10_6,23,Adv,173.10185185185185,177.0,219.61820851688694,54,864
1_10_7,24,Adv,170.8095238095238,174.0,222.7950310559006,54,1890
1_10_7,24,Ele,197.804012345679,193.0,236.4889298892989,54,648
1_10_7,25,Adv,175.9079079079079,180.0,222.86873811033607,54,1998
1_10_7,25,Ele,182.171875,190.0,226.46978417266186,54,1728
1_10_7,26,Adv,175.425,182.0,231.04756097560977,54,1080
1_10_7,26,Ele,179.19166666666666,185.0,238.92222222222222,54,1080
1_10_7,27,Adv,156.3105081826012,164.0,221.9896024464832,54,2322
1_10_7,27,Ele,152.67361111111111,163.0,222.82094594594594,54,2160
1_1_1,28,Adv,172.7149470899471,180.0,227.6765475152572,54,1512
1_1_1,28,Ele,174.56635802469137,184.0,232.99485066941298,54,1296
1_1_1,29,Adv,172.38222222222223,177.5,227.92948090107737,54,1350
1_1_1,29,Ele,169.01410934744268,178.5,228.4410011918951,54,1134
1_1_1,30,Adv,192.5651851851852,189.0,224.49309153713298,54,1350
1_1_1,30,Ele,176.2612433862434,181.0,232.35135135135135,54,1512
1_1_1,31,Adv,173.98856209150327,179.0,229.64989216391086,54,1836
1_1_1,31,Ele,180.27538829151732,185.0,242.39437751004016,54,1674
1_1_2,32,Adv,188.9962962962963,191.0,228.14754098360655,54,810
1_1_2,33,Adv,161.75252525252526,170.0,222.40972222222223,54,594
1_1_2,33,Ele,172.36531986531986,182.5,221.6125541125541,54,594
1_1_2,34,Adv,171.0896686159844,177.0,221.2199117832388,54,2052
1_1_2,34,Ele,173.2867724867725,181.0,228.7094972067039,54,1890
1_1_2,35,Adv,168.0026455026455,176.0,218.98275862068965,54,756
1_1_2,35,Ele,175.94444444444446,178.0,225.14218009478674,54,810
1_1_2,36,Adv,165.6851851851852,174.0,222.04233576642335,54,918
1_1_2,36,Ele,156.85185185185185,166.5,233.231884057971,54,1026
1_1_2,37,Adv,150.2469135802469,152.0,231.0759493670886,54,972
1_1_2,37,Ele,135.32592592592593,130.0,218.79041916167665,54,270
1_1_3,38,Adv,175.4918699186992,183.0,231.82517899761336,54,2214
1_1_3,38,Ele,166.76296296296297,173.0,218.5728155339806,54,2160
1_1_3,39,Adv,183.53637566137567,183.0,233.39529015979815,54,1512
1_1_3,39,Ele,173.56734006734007,190.0,224.6165577342048,54,594
1_1_3,40,Adv,158.62091503267973,167.0,227.1669266770671,54,918
1_1_3,40,Ele,164.4922839506173,168.0,215.77125506072875,54,648
1_1_4,41,Adv,189.86462324393358,195.0,233.38147566718996,54,1566
1_1_4,41,Ele,180.52537722908093,186.0,217.345995045417,54,1458
1_1_4,42,Adv,173.3773148148148,178.0,219.8600782778865,54,1296
1_1_4,42,Ele,168.67003367003366,175.0,219.47426067907995,54,1188
1_1_4,43,Adv,186.67446393762182,194.5,236.74660074165638,54,1026
1_1_4,43,Ele,167.90740740740742,172.0,221.46408045977012,54,918
1_1_4,44,Adv,166.4571150097466,177.5,232.36054421768708,54,1026
1_1_5,45,Adv,178.02083333333334,185.0,227.86666666666667,54,864
1_1_5,45,Ele,175.3564814814815,183.0,214.9049645390071,54,864
1_1_5,46,Adv,156.40177133655394,170.0,224.04959630911188,54,1242
1_1_5,46,Ele,160.0716049382716,169.0,214.3107438016529,54,810
1_1_5,47,Adv,147.43148148148148,159.0,216.33967391304347,54,540
1_1_5,48,Adv,172.66809116809117,181.0,229.35288552507095,54,1404
1_1_5,48,Ele,160.82608695652175,169.5,210.25894736842105,54,1242
1_1_6,49,Adv,178.92450142450141,186.0,223.09946714031972,54,1404
1_1_6,50,Adv,166.84465020576133,174.0,220.34375,54,972
1_1_6,51,Adv,183.62037037037038,184.0,222.40373831775702,54,1296
1_1_6,51,Ele,185.49928774928776,192.0,224.90587219343695,54,1404
1_1_6,52,Adv,176.17645003494061,184.0,227.02251238181,54,2862
1_1_6,52,Ele,174.34059549745825,180.0,234.55495847581827,54,2754
1_1_7,53,Adv,185.40277777777777,184.5,218.23978201634878,54,432
1_1_7,53,Ele,178.14583333333334,184.0,210.84657534246574,54,432
1_1_7,54,Adv,174.1965811965812,185.0,232.9257142857143,54,702
1_1_7,55,Adv,186.7037037037037,197.0,241.48502994011977,54,864
1_1_7,55,Ele,165.1099537037037,174.0,217.46189024390245,54,864
1_1_7,56,Adv,187.31365740740742,192.0,235.57350800582242,54,864
1_1_7,56,Ele,185.45473251028807,187.0,221.72447724477246,54,972
1_1_7,57,Adv,181.1462962962963,186.0,233.73715651135007,54,1080
1_1_7,57,Ele,174.20833333333334,184.0,224.78494623655914,54,1080
1_1_7,58,Adv,171.8497150997151,178.0,231.77425552353506,54,1404
1_1_7,58,Ele,144.86496913580248,156.5,213.1044267877412,54,1296
1_1_7,59,Adv,190.71064814814815,190.0,234.05397727272728,54,864
1_1_7,60,Adv,161.14619883040936,173.0,228.3646408839779,54,1026
1_2_1,61,Adv,201.88486312399357,202.0,238.57373929590867,54,1242
1_2_1,61,Ele,192.28502415458937,195.0,231.8621359223301,54,1242
1_2_1,62,Adv,193.24867724867724,197.0,238.718954248366,54,1890
1_2_1,62,Ele,191.22785829307568,192.0,224.48487712665406,54,1242
