text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_10_1,0,Adv,230.23006896551723,211.0,230.23006896551723,54,3625
1_10_1,0,Ele,212.08698777857657,198.0,212.08698777857657,54,2782
1_10_1,1,Adv,239.3184584178499,222.0,239.3184584178499,54,1972
1_10_1,1,Ele,209.07747866053842,195.0,209.07747866053842,54,1523
1_10_1,2,Adv,236.00058360081704,218.0,236.00058360081704,54,3427
1_10_1,2,Ele,217.64760720944687,203.0,217.64760720944687,54,1609
1_10_2,3,Adv,227.70911949685535,208.0,227.70911949685535,54,1908
1_10_2,3,Ele,223.30899830220713,210.0,223.30899830220713,54,1767
1_10_2,4,Adv,225.06067251461988,211.0,225.06067251461988,54,2736
1_10_2,4,Ele,223.16038461538463,206.0,223.16038461538463,54,2600
1_10_2,5,Adv,210.91118578972635,198.0,210.91118578972635,54,2083
1_10_2,5,Ele,222.76081898557467,205.0,222.76081898557467,54,2149
1_10_2,6,Adv,212.0427841634738,197.5,212.0427841634738,54,1566
1_10_2,6,Ele,223.54330708661416,205.0,223.54330708661416,53,1397
1_10_3,7,Adv,231.2152356172304,212.0,231.2152356172304,54,6918
1_10_3,7,Ele,213.60773881499395,202.0,213.60773881499395,54,4135
1_10_3,8,Adv,235.59593362935266,219.0,235.59593362935266,54,4279
1_10_3,8,Ele,221.0376692171866,209.0,221.0376692171866,54,1699
1_10_4,9,Adv,233.29039361409303,215.0,233.29039361409303,54,3633
1_10_4,9,Ele,220.05985319028798,202.0,220.05985319028798,54,1771
1_10_4,10,Adv,242.76083866382373,220.0,242.76083866382373,54,2814
1_10_4,10,Ele,217.993681993682,200.0,217.993681993682,54,2849
1_10_4,11,Adv,228.4625550660793,210.0,228.4625550660793,54,1589
1_10_4,11,Ele,217.37300177619895,205.0,217.37300177619895,54,1126
1_10_4,12,Adv,225.13093667546175,209.0,225.13093667546175,54,3032
1_10_4,12,Ele,214.04117647058823,197.5,214.04117647058823,54,2380
1_10_4,13,Adv,230.87940841865756,213.0,230.87940841865756,53,2637
1_10_4,13,Ele,218.03458110516934,202.0,218.03458110516934,54,2805
1_10_5,14,Adv,226.0096988259316,206.0,226.0096988259316,54,1959
1_10_5,14,Ele,212.51425106124924,195.0,212.51425106124924,54,1649
1_10_5,15,Adv,241.62485615650172,215.0,241.62485615650172,54,2607
1_10_5,15,Ele,224.02660406885758,209.0,224.02660406885758,54,1917
1_10_5,16,Adv,235.29991527817,217.0,235.29991527817,54,3541
1_10_5,16,Ele,219.96964656964656,205.0,219.96964656964656,54,2405
1_10_5,17,Adv,227.5373519913886,212.0,227.5373519913886,54,4645
1_10_5,17,Ele,207.76331360946745,191.0,207.76331360946745,54,1859
1_10_6,18,Adv,220.13293370944993,203.0,220.13293370944993,54,2836
1_10_6,18,Ele,230.2883008356546,211.0,230.2883008356546,54,2154
1_10_6,19,Adv,218.87530413625305,202.0,218.87530413625305,54,3288
1_10_6,19,Ele,227.39385757678028,210.0,227.39385757678028,53,2963
1_10_6,20,Adv,217.14405260011955,198.0,217.14405260011955,54,1673
1_10_6,20,Ele,233.71389830508474,211.0,233.71389830508474,52,1475
1_10_6,21,Adv,228.68232484076432,205.0,228.68232484076432,54,1256
1_10_6,22,Adv,210.7478386167147,195.0,210.7478386167147,54,1388
1_10_6,22,Ele,221.84895833333334,206.0,221.84895833333334,52,1152
1_10_6,23,Adv,212.97762345679013,194.0,212.97762345679013,54,1296
1_10_7,24,Adv,215.1064293498002,198.0,215.1064293498002,54,2753
1_10_7,24,Ele,235.8094017094017,213.0,235.8094017094017,54,1170
