text_id,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_10_1,Adv,186.7696354753852,192.0,239.51518072289156,54,5322
1_10_1,Ele,171.5755961440893,177.0,216.6402946828956,54,3942
1_10_2,Adv,181.99604660840615,184.0,225.54744713769983,54,4806
1_10_2,Ele,184.44240944240946,188.0,233.05476986371818,54,4914
1_10_3,Adv,190.26537546721033,191.0,238.5307774227902,54,5886
1_10_3,Ele,168.6161846778285,175.0,219.80324074074073,54,3942
1_10_4,Adv,179.7736889489084,185.0,237.1539489311164,54,8886
1_10_4,Ele,172.1513748597082,177.0,222.7032667876588,54,7128
1_10_5,Adv,189.4707438530968,191.0,236.41533980582525,54,6426
1_10_5,Ele,177.91919191919192,182.0,223.78824775013234,54,4752
1_10_6,Adv,179.2060185185185,182.0,225.29501636958895,54,6912
1_10_6,Ele,176.77674897119343,181.0,235.76701427003294,54,4860
1_10_7,Adv,168.2724279835391,174.0,223.81061850027368,54,7290
1_10_7,Ele,172.05698005698005,180.0,228.86594031264804,54,5616
1_1_1,Adv,177.458167989418,182.0,227.5316938732245,54,6048
1_1_1,Ele,175.60327635327636,182.0,234.6949071870538,54,5616
1_1_2,Adv,168.04211733857753,175.0,223.543274471332,54,6102
1_1_2,Ele,167.72984749455338,175.0,227.50591016548464,54,4590
1_1_3,Adv,174.77605512489234,180.0,231.50598973188818,54,4644
1_1_3,Ele,167.5185185185185,175.0,219.10726643598616,54,3402
1_1_4,Adv,179.96296296296296,188.0,230.29635416666667,54,4914
1_1_4,Ele,173.32351290684625,179.0,219.05141843971631,54,3564
1_1_5,Adv,165.45679012345678,176.0,225.8510279743849,54,4050
1_1_5,Ele,164.9218106995885,174.0,212.7929203539823,54,2916
1_1_6,Adv,176.85521885521885,183.0,224.25228022511158,54,6534
1_1_6,Ele,178.10846560846562,185.0,231.06864274570984,54,4158
1_1_7,Adv,178.6285240464345,185.0,232.76715289032956,54,7236
1_1_7,Ele,167.04694229112835,177.0,218.4025900900901,54,4644
1_2_1,Adv,182.32820512820513,188.0,233.99341864716635,54,7020
1_2_1,Ele,178.37074074074073,183.0,222.86024988431282,54,5400
1_2_2,Adv,180.43244444444446,186.0,231.54353612167301,54,6750
1_2_2,Ele,172.20796590241034,178.0,221.03433314468967,54,6804
1_2_3,Adv,168.61996779388085,175.0,222.28126658411463,54,7452
1_2_3,Ele,187.19250114311842,192.0,234.47308132875142,54,4374
1_2_4,Adv,162.7903392903393,169.0,217.22256782443407,54,7722
1_2_4,Ele,165.17666666666668,173.0,224.56042296072508,54,5400
1_2_5,Adv,171.8768115942029,178.0,221.44294605809128,54,6210
1_2_5,Ele,173.896697902722,183.5,227.03320710748616,54,4482
1_2_6,Adv,186.9541182974019,192.0,234.2916522341531,54,3618
1_2_6,Ele,165.61813537675607,172.0,218.68296795952782,54,3132
1_3_1,Adv,181.14266117969822,187.0,236.58345774858168,54,4374
1_3_1,Ele,163.37080103359173,170.5,219.84758041147492,54,4644
1_3_2,Adv,182.9890350877193,188.0,228.05557242635894,54,4104
1_3_2,Ele,183.58632478632478,190.0,232.29560201874548,54,3510
1_3_3,Adv,178.75069881201958,185.0,233.54690709883587,54,5724
1_3_3,Ele,165.56218323586745,171.0,224.09868073878627,54,5130
1_3_4,Adv,171.41445427728613,177.0,226.35165548582557,54,6102
1_3_4,Ele,166.3764650726676,177.0,224.18256475047377,54,4266
1_3_5,Adv,170.0974537037037,176.0,222.70677375359904,54,8640
1_3_5,Ele,171.09581320450886,182.5,230.97934782608695,54,3726
1_4_1,Adv,170.84348864994027,176.0,220.91147844894175,54,8370
1_4_1,Ele,175.56264467592592,182.0,233.1838970023059,54,6912
1_4_2,Adv,171.46858884200657,176.0,224.10692401960785,54,8532
1_4_2,Ele,170.32965589703178,179.0,230.96883348174532,54,7614
1_4_3,Adv,185.03284416491962,190.0,234.1131741821397,54,5724
1_4_3,Ele,171.8148148148148,179.0,220.71250362634174,54,4428
1_4_4,Adv,177.487071977638,182.0,234.4107060452238,54,8586
1_4_4,Ele,173.37895212285457,179.0,219.60011441647598,54,6642
1_4_5,Adv,176.62142255892255,181.5,222.39136195018548,54,4752
1_4_5,Ele,183.59323858742462,188.0,232.25469899210026,54,4644
1_5_1,Adv,172.2525720164609,179.0,231.97713889851056,54,3888
1_5_1,Ele,164.1580783682233,172.0,222.3384223918575,54,3726
1_5_2,Adv,173.44023569023568,181.0,233.87854710556186,54,8316
1_5_2,Ele,165.68255942509674,173.0,222.0968877361986,54,7236
1_5_3,Adv,185.82190016103058,186.0,225.82270058708414,54,6210
1_5_3,Ele,192.0191570881226,193.0,236.46290956749672,54,4698
1_5_4,Adv,185.252035440613,190.0,237.88822263222633,54,8352
1_5_4,Ele,175.97188552188553,180.0,223.58780748663102,54,5940
1_5_5,Adv,180.8493369913123,183.0,225.30190828823697,54,4374
1_5_5,Ele,186.6017214397496,189.0,235.57161672703324,54,3834
1_6_1,Adv,181.31266149870802,186.0,236.05719091673674,54,4644
1_6_1,Ele,174.6520947176685,178.0,224.4650799843933,54,3294
1_6_2,Adv,178.10591293047435,182.0,226.29927760577917,54,6156
1_6_2,Ele,180.04655590169608,185.0,232.73131991051454,54,5778
1_6_3,Adv,191.4237037037037,190.0,237.62942528735633,54,5400
1_6_3,Ele,179.41364960466083,181.0,224.54739583333333,54,4806
1_6_4,Adv,169.09800838574424,176.0,223.5890505890506,54,5724
1_6_4,Ele,167.97524928774928,178.0,228.57984007753817,54,5616
