text_id,level,RegRateFirstPass,RegRateTotal,n_subjects,n_rows
1_10_1,Adv,0.2631071083949823,0.3002630590003758,54,5322
1_10_1,Ele,0.2341609589041096,0.2643328259766616,54,3942
1_10_2,Adv,0.30559490084985835,0.35518102372034954,54,4806
1_10_2,Ele,0.2767888307155323,0.32580382580382583,54,4914
1_10_3,Adv,0.2749781532187591,0.35338090383961945,54,5886
1_10_3,Ele,0.3119599818099136,0.2968036529680365,54,3942
1_10_4,Adv,0.28764769065520945,0.29439567859554355,54,8886
1_10_4,Ele,0.2934071464519376,0.31313131313131315,54,7128
1_10_5,Adv,0.27829928216454997,0.3825085589791472,54,6426
1_10_5,Ele,0.2785271600437477,0.31776094276094274,54,4752
1_10_6,Adv,0.27789757412398924,0.33738425925925924,54,6912
1_10_6,Ele,0.2845744680851064,0.3135802469135803,54,4860
1_10_7,Adv,0.2885652642934196,0.2632373113854595,54,7290
1_10_7,Ele,0.25,0.26282051282051283,54,5616
1_1_1,Adv,0.28816568047337277,0.3201058201058201,54,6048
1_1_1,Ele,0.23582766439909297,0.23735754985754987,54,5616
1_1_2,Adv,0.25741399762752076,0.25467059980334317,54,6102
1_1_2,Ele,0.23305785123966943,0.23006535947712417,54,4590
1_1_3,Adv,0.26529022204908453,0.28962101636520243,54,4644
1_1_3,Ele,0.26501766784452296,0.2821869488536155,54,3402
1_1_4,Adv,0.25188104621999285,0.31013431013431014,54,4914
1_1_4,Ele,0.24701385570950787,0.32042648709315374,54,3564
1_1_5,Adv,0.24772727272727274,0.2491358024691358,54,4050
1_1_5,Ele,0.2430751837196156,0.294238683127572,54,2916
1_1_6,Adv,0.2510559662090813,0.3437404346495256,54,6534
1_1_6,Ele,0.20925385577323885,0.27946127946127947,54,4158
1_1_7,Adv,0.24203821656050956,0.3037589828634605,54,7236
1_1_7,Ele,0.24802215189873417,0.2784237726098191,54,4644
1_2_1,Adv,0.21808510638297873,0.24373219373219374,54,7020
1_2_1,Ele,0.2340823970037453,0.2544444444444444,54,5400
1_2_2,Adv,0.25695216907675195,0.2957037037037037,54,6750
1_2_2,Ele,0.24791449426485923,0.2648442092886537,54,6804
1_2_3,Adv,0.26043533930857876,0.29871175523349436,54,7452
1_2_3,Ele,0.27051433058500196,0.35162322816643804,54,4374
1_2_4,Adv,0.2698295033358043,0.27026677026677026,54,7722
1_2_4,Ele,0.26440554339897887,0.29333333333333333,54,5400
1_2_5,Adv,0.24060364464692482,0.28840579710144926,54,6210
1_2_5,Ele,0.23944805194805194,0.27420794288264166,54,4482
1_2_6,Adv,0.2681125980618366,0.3466003316749585,54,3618
1_2_6,Ele,0.2876080691642651,0.2774584929757343,54,3132
1_3_1,Adv,0.28670756646216766,0.31572930955647005,54,4374
1_3_1,Ele,0.25788858589793534,0.25129198966408267,54,4644
1_3_2,Adv,0.282556270096463,0.33235867446393763,54,4104
1_3_2,Ele,0.2698807157057654,0.32877492877492875,54,3510
1_3_3,Adv,0.26989389920424406,0.28756114605171207,54,5724
1_3_3,Ele,0.25636553889082664,0.2608187134502924,54,5130
1_3_4,Adv,0.2671009771986971,0.28793838085873485,54,6102
1_3_4,Ele,0.2516674077367719,0.29512423816221284,54,4266
1_3_5,Adv,0.261219022103148,0.2920138888888889,54,8640
1_3_5,Ele,0.25228426395939085,0.25738056897477185,54,3726
1_4_1,Adv,0.2883110906580764,0.3160095579450418,54,8370
1_4_1,Ele,0.25318912922906267,0.2879050925925926,54,6912
1_4_2,Adv,0.2635120468851747,0.2744960150023441,54,8532
1_4_2,Ele,0.2407075108946424,0.2562385080115577,54,7614
1_4_3,Adv,0.2581351689612015,0.33211041229909155,54,5724
