text_id,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_10_1,Adv,389.5930320150659,284.0,499.9369260512325,54,5310
1_10_1,Ele,315.508509017018,245.0,398.5104266923324,54,3937
1_10_2,Adv,369.1667014395994,276.0,457.80491591203105,54,4793
1_10_2,Ele,357.11894093686357,273.0,451.33951093951094,54,4910
1_10_3,Adv,431.3636208660075,312.0,541.2575401069519,54,5866
1_10_3,Ele,317.4918781725888,243.0,413.93712772998015,54,3940
1_10_4,Adv,351.8909562471809,257.0,464.5086335218815,54,8868
1_10_4,Ele,325.2271577171774,243.0,420.9727074235808,54,7114
1_10_5,Adv,446.9214308028741,310.0,558.1722590714007,54,6402
1_10_5,Ele,355.24126315789476,269.0,446.8739406779661,54,4750
1_10_6,Adv,365.2389162561576,274.0,459.3438411078717,54,6902
1_10_6,Ele,359.6317741603132,261.0,479.8715974704427,54,4853
1_10_7,Adv,292.98586135895675,229.0,389.7739225712199,54,7285
1_10_7,Ele,318.40253254859994,241.0,423.7557559933539,54,5607
1_1_1,Adv,377.878898473789,273.0,484.959335746221,54,6028
1_1_1,Ele,313.0793792365323,236.0,418.6839217557252,54,5606
1_1_2,Adv,328.60272399081066,243.0,437.32365145228215,54,6094
1_1_2,Ele,297.9653443766347,224.0,404.2179183914843,54,4588
1_1_3,Adv,354.54629829484134,253.0,469.98941344778257,54,4633
1_1_3,Ele,321.8166568569747,233.0,421.07547169811323,54,3398
1_1_4,Adv,383.882520905568,279.0,491.5581091668843,54,4903
1_1_4,Ele,370.59179083497327,270.0,468.6082474226804,54,3557
1_1_5,Adv,314.60439831974304,230.0,429.55600539811064,54,4047
1_1_5,Ele,330.90855964248885,242.0,427.2583222370173,54,2909
1_1_6,Adv,387.4490171990172,272.0,491.7302670044826,54,6512
1_1_6,Ele,339.0209487117746,259.0,439.985625,54,4153
1_1_7,Adv,357.5081581858407,265.0,465.9396287619391,54,7232
1_1_7,Ele,311.3396551724138,233.5,407.16347237880495,54,4640
1_2_1,Adv,352.46320593268683,261.0,452.48480410106185,54,7012
1_2_1,Ele,336.8031934645377,260.0,421.08217270194984,54,5386
