text_id,level,reading_regime,sum_TF,Sacc_RT,PARAGRAPH_RT,n_words,TF_per_word,SaccT_per_word,P_RT_per_word,words_per_sec_based_TF,words_per_sec_based_SaccT,words_per_sec_based_P_RT
1_10_1,Adv,FirstReading,39172.11111111111,7185.407407407408,46357.51851851852,98,399.7154195011338,73.32048374905519,473.03590325018894,2.5017798944260234,13.638753440615238,2.114004440527846
1_10_1,Ele,FirstReading,23308.25925925926,4914.277777777777,28222.537037037036,73,319.2912227295789,67.31887366818873,386.6100963977676,3.131937018033665,14.85467515289915,2.5865853202424907
1_10_2,Adv,FirstReading,33733.74074074074,7076.962962962963,40810.7037037037,89,379.03079483978354,79.51643778610071,458.5472326258843,2.6383080573247364,12.576016077204073,2.1808004254512023
1_10_2,Ele,FirstReading,32700.12962962963,6681.555555555556,39381.68518518518,91,359.34208384208387,73.42368742368743,432.76577126577126,2.782863585884528,13.619582931453088,2.310718791542036
1_10_3,Adv,FirstReading,48290.03703703704,9433.574074074075,57723.61111111111,109,443.0278627251104,86.54655113829426,529.5744138634046,2.2571943756514457,11.554475445267395,1.888308750992517
1_10_3,Ele,FirstReading,23311.314814814814,5225.37037037037,28536.685185185186,73,319.33307965499745,71.58041603247082,390.9134956874683,3.13152649603475,13.970301591239323,2.5581107099957756
1_10_4,Adv,FirstReading,58983.81481481482,12760.75925925926,71744.57407407407,165,357.47766554433224,77.33793490460157,434.81560044893376,2.7973775605737417,12.930265092202513,2.2998254868673773
1_10_4,Ele,FirstReading,44010.31481481482,9044.462962962964,53054.77777777778,132,333.41147586980924,68.51865881032548,401.9301346801347,2.999296882001988,14.594564712193463,2.487994588402343
1_10_5,Adv,FirstReading,54866.24074074074,10371.518518518518,65237.75925925926,119,461.0608465608465,87.15561780267663,548.2164643635232,2.1689111262845637,11.473729694212427,1.8240969854143205
1_10_5,Ele,FirstReading,31391.74074074074,6731.759259259259,38123.5,88,356.7243265993266,76.4972643097643,433.22159090909093,2.803285129256693,13.072362901118249,2.3082875391818694
1_10_6,Adv,FirstReading,47463.01851851852,10302.944444444445,57765.96296296296,128,370.8048321759259,80.49175347222223,451.29658564814815,2.6968364843896007,12.423632942039221,2.2158377257913635
1_10_6,Ele,FirstReading,32779.75925925926,6877.481481481482,39657.24074074074,90,364.2195473251029,76.4164609053498,440.63600823045266,2.7455967351126227,13.086185726902613,2.2694468480138372
1_10_7,Adv,FirstReading,39870.0,8634.722222222223,48504.72222222222,135,295.3333333333333,63.96090534979424,359.29423868312756,3.3860045146726865,15.634550426250602,2.783234163913021
1_10_7,Ele,FirstReading,33645.92592592593,6962.648148148148,40608.57407407407,104,323.51851851851853,66.94853988603988,390.4670584045584,3.0910131654264448,14.936845548867902,2.561035504726014
