pred_col,text_col,level_type
RegRateTotal,avg_embedding_depth,diff
RegRateTotal,mean_entropy_pythia,Adv
RegRateTotal,mean_entropy_pythia,Ele
RegRateTotal,mean_entropy_pythia,diff
RegRateTotal,word_length,Adv
RegRateTotal,word_length,Ele
RegRateTotal,word_length,diff
RegRateTotal,wordFreq_frequency,Adv
RegRateTotal,wordFreq_frequency,Ele
RegRateTotal,wordFreq_frequency,diff
RegRateTotal,depid_density,Adv
RegRateTotal,depid_density,Ele
RegRateTotal,depid_density,diff
RegRateTotal,max_embedding_depth,Adv
RegRateTotal,max_embedding_depth,Ele
RegRateTotal,max_embedding_depth,diff
RegRateTotal,max_integration_cost,Adv
RegRateTotal,max_integration_cost,Ele
RegRateTotal,max_integration_cost,diff
RegRateTotal,total_integration_cost,Adv
RegRateTotal,total_integration_cost,Ele
RegRateTotal,total_integration_cost,diff
RegRateTotal,CAREC_M,Adv
RegRateTotal,CAREC_M,Ele
RegRateTotal,CAREC_M,diff
RegRateTotal,mean_entropy_gpt2,Adv
RegRateTotal,mean_entropy_gpt2,Ele
RegRateTotal,mean_entropy_gpt2,diff
RegRateTotal,PLL_bert-large-uncased,Adv
RegRateTotal,PLL_bert-large-uncased,Ele
RegRateTotal,PLL_bert-large-uncased,diff
RegRateTotal,PLL_roberta-base,Adv
RegRateTotal,PLL_roberta-base,Ele
RegRateTotal,PLL_roberta-base,diff
RegRateTotal,PLL_roberta-large,Adv
RegRateTotal,PLL_roberta-large,Ele
RegRateTotal,PLL_roberta-large,diff
RegRateTotal,llama-3.3-70b-versatile_simple_prompt,Adv
RegRateTotal,llama-3.3-70b-versatile_simple_prompt,Ele
RegRateTotal,llama-3.3-70b-versatile_simple_prompt,diff
RegRateTotal,gpt-4o_simple_prompt,Adv
RegRateTotal,gpt-4o_simple_prompt,Ele
RegRateTotal,gpt-4o_simple_prompt,diff
RegRateTotal,gpt-5_simple_prompt,Adv
RegRateTotal,gpt-5_simple_prompt,Ele
RegRateTotal,gpt-5_simple_prompt,diff
RegRateTotal,gemini-2.0-flash_simple_prompt,Adv
RegRateTotal,gemini-2.0-flash_simple_prompt,Ele
RegRateTotal,gemini-2.0-flash_simple_prompt,diff
RegRateTotal,gemini-2.5-pro_simple_prompt,Adv
RegRateTotal,gemini-2.5-pro_simple_prompt,Ele
RegRateTotal,gemini-2.5-pro_simple_prompt,diff
RegRateTotal,claude-sonnet-4-0_simple_prompt,Adv
RegRateTotal,claude-sonnet-4-0_simple_prompt,Ele
RegRateTotal,claude-sonnet-4-0_simple_prompt,diff
RegRateTotal,llama-3.3-70b-versatile_clear_specific_prompt,Adv
RegRateTotal,llama-3.3-70b-versatile_clear_specific_prompt,Ele
RegRateTotal,llama-3.3-70b-versatile_clear_specific_prompt,diff
RegRateTotal,gpt-4o_clear_specific_prompt,Adv
RegRateTotal,gpt-4o_clear_specific_prompt,Ele
RegRateTotal,gpt-4o_clear_specific_prompt,diff
RegRateTotal,gpt-5_clear_specific_prompt,Adv
RegRateTotal,gpt-5_clear_specific_prompt,Ele
RegRateTotal,gpt-5_clear_specific_prompt,diff
RegRateTotal,gemini-2.0-flash_clear_specific_prompt,Adv
RegRateTotal,gemini-2.0-flash_clear_specific_prompt,Ele
RegRateTotal,gemini-2.0-flash_clear_specific_prompt,diff
RegRateTotal,gemini-2.5-pro_clear_specific_prompt,Adv
RegRateTotal,gemini-2.5-pro_clear_specific_prompt,Ele
RegRateTotal,gemini-2.5-pro_clear_specific_prompt,diff
RegRateTotal,claude-sonnet-4-0_clear_specific_prompt,Adv
RegRateTotal,claude-sonnet-4-0_clear_specific_prompt,Ele
RegRateTotal,claude-sonnet-4-0_clear_specific_prompt,diff
RegRateTotal,Pythia 70M Mean,Adv
RegRateTotal,Pythia 70M Mean,Ele
RegRateTotal,Pythia 70M Mean,diff
RegRateTotal,Pythia 160M Mean,Adv
RegRateTotal,Pythia 160M Mean,Ele
RegRateTotal,Pythia 160M Mean,diff
RegRateTotal,Pythia 410M Mean,Adv
RegRateTotal,Pythia 410M Mean,Ele
RegRateTotal,Pythia 410M Mean,diff
RegRateTotal,Pythia 1B Mean,Adv
RegRateTotal,Pythia 1B Mean,Ele
RegRateTotal,Pythia 1B Mean,diff
RegRateTotal,Pythia 1.4B Mean,Adv
RegRateTotal,Pythia 1.4B Mean,Ele
RegRateTotal,Pythia 1.4B Mean,diff
RegRateTotal,Pythia 2.8B Mean,Adv
RegRateTotal,Pythia 2.8B Mean,Ele
RegRateTotal,Pythia 2.8B Mean,diff
RegRateTotal,Pythia 6.9B Mean,Adv
RegRateTotal,Pythia 6.9B Mean,Ele
RegRateTotal,Pythia 6.9B Mean,diff
RegRateTotal,GPT-2 117M Mean,Adv
RegRateTotal,GPT-2 117M Mean,Ele
RegRateTotal,GPT-2 117M Mean,diff
RegRateTotal,GPT-2 345M Mean,Adv
RegRateTotal,GPT-2 345M Mean,Ele
RegRateTotal,GPT-2 345M Mean,diff
RegRateTotal,GPT-2 774M Mean,Adv
RegRateTotal,GPT-2 774M Mean,Ele
RegRateTotal,GPT-2 774M Mean,diff
RegRateTotal,GPT-2 1558M Mean,Adv
RegRateTotal,GPT-2 1558M Mean,Ele
RegRateTotal,GPT-2 1558M Mean,diff
RegRateTotal,GPT-J 6B Mean,Adv
RegRateTotal,GPT-J 6B Mean,Ele
RegRateTotal,GPT-J 6B Mean,diff
RegRateTotal,GPT-Neo 125M Mean,Adv
RegRateTotal,GPT-Neo 125M Mean,Ele
RegRateTotal,GPT-Neo 125M Mean,diff
RegRateTotal,GPT-Neo 1.3B Mean,Adv
RegRateTotal,GPT-Neo 1.3B Mean,Ele
RegRateTotal,GPT-Neo 1.3B Mean,diff
RegRateTotal,GPT-Neo 2.7B Mean,Adv
RegRateTotal,GPT-Neo 2.7B Mean,Ele
RegRateTotal,GPT-Neo 2.7B Mean,diff
RegRateTotal,Llama-2 7B Mean,Adv
RegRateTotal,Llama-2 7B Mean,Ele
RegRateTotal,Llama-2 7B Mean,diff
RegRateTotal,Llama-2 13B Mean,Adv
RegRateTotal,Llama-2 13B Mean,Ele
RegRateTotal,Llama-2 13B Mean,diff
RegRateTotal,OPT 350M Mean,Adv
RegRateTotal,OPT 350M Mean,Ele
RegRateTotal,OPT 350M Mean,diff
RegRateTotal,OPT 1.3B Mean,Adv
RegRateTotal,OPT 1.3B Mean,Ele
RegRateTotal,OPT 1.3B Mean,diff
RegRateTotal,OPT 2.7B Mean,Adv
RegRateTotal,OPT 2.7B Mean,Ele
RegRateTotal,OPT 2.7B Mean,diff
RegRateTotal,OPT 6.7B Mean,Adv
RegRateTotal,OPT 6.7B Mean,Ele
RegRateTotal,OPT 6.7B Mean,diff
RegRateTotal,Mistral-v0.1 7B Mean,Adv
RegRateTotal,Mistral-v0.1 7B Mean,Ele
RegRateTotal,Mistral-v0.1 7B Mean,diff
RegRateTotal,Mistral-v0.3 7B Mean,Adv
RegRateTotal,Mistral-v0.3 7B Mean,Ele
RegRateTotal,Mistral-v0.3 7B Mean,diff
RegRateTotal,Gemma 7B Mean,Adv
RegRateTotal,Gemma 7B Mean,Ele
RegRateTotal,Gemma 7B Mean,diff
RegRateTotal,Gemma-2 9B Mean,Adv
RegRateTotal,Gemma-2 9B Mean,Ele
RegRateTotal,Gemma-2 9B Mean,diff
RegRateTotal,Recurrent-Gemma 9B Mean,Adv
RegRateTotal,Recurrent-Gemma 9B Mean,Ele
RegRateTotal,Recurrent-Gemma 9B Mean,diff
RegRateTotal,RWKV-4 169M Mean,Adv
RegRateTotal,RWKV-4 169M Mean,Ele
RegRateTotal,RWKV-4 169M Mean,diff
RegRateTotal,RWKV-4 430M Mean,Adv
RegRateTotal,RWKV-4 430M Mean,Ele
RegRateTotal,RWKV-4 430M Mean,diff
RegRateTotal,Mamba 370M Mean,Adv
RegRateTotal,Mamba 370M Mean,Ele
RegRateTotal,Mamba 370M Mean,diff
RegRateTotal,Mamba 790M Mean,Adv
RegRateTotal,Mamba 790M Mean,Ele
RegRateTotal,Mamba 790M Mean,diff
RegRateTotal,Mamba 1.4B Mean,Adv
RegRateTotal,Mamba 1.4B Mean,Ele
RegRateTotal,Mamba 1.4B Mean,diff
RegRateTotal,Mamba 2.8B Mean,Adv
RegRateTotal,Mamba 2.8B Mean,Ele
RegRateTotal,Mamba 2.8B Mean,diff
mean_NF,flesch_reading_ease,Adv
mean_NF,flesch_reading_ease,Ele
mean_NF,flesch_reading_ease,diff
mean_NF,dale_chall_score,Adv
mean_NF,dale_chall_score,Ele
mean_NF,dale_chall_score,diff
mean_NF,gunning_fog_index,Adv
mean_NF,gunning_fog_index,Ele
mean_NF,gunning_fog_index,diff
mean_NF,ARI,Adv
mean_NF,ARI,Ele
mean_NF,ARI,diff
mean_NF,smog_index,Adv
mean_NF,smog_index,Ele
mean_NF,smog_index,diff
mean_NF,coleman_liau_index,Adv
mean_NF,coleman_liau_index,Ele
mean_NF,coleman_liau_index,diff
mean_NF,flesch_kincaid_grade_score,Adv
mean_NF,flesch_kincaid_grade_score,Ele
mean_NF,flesch_kincaid_grade_score,diff
mean_NF,CML2RI,Adv
mean_NF,CML2RI,Ele
mean_NF,CML2RI,diff
mean_NF,CAREC,Adv
mean_NF,CAREC,Ele
mean_NF,CAREC,diff
mean_NF,CARES,Adv
mean_NF,CARES,Ele
mean_NF,CARES,diff
mean_NF,SBERT,Adv
mean_NF,SBERT,Ele
mean_NF,SBERT,diff
mean_NF,llama-3.3-70b-versatile_clear_prompt,Adv
mean_NF,llama-3.3-70b-versatile_clear_prompt,Ele
mean_NF,llama-3.3-70b-versatile_clear_prompt,diff
mean_NF,gpt-4o_clear_prompt,Adv
mean_NF,gpt-4o_clear_prompt,Ele
mean_NF,gpt-4o_clear_prompt,diff
mean_NF,gpt-5_clear_prompt,Adv
mean_NF,gpt-5_clear_prompt,Ele
mean_NF,gpt-5_clear_prompt,diff
mean_NF,gemini-2.0-flash_clear_prompt,Adv
mean_NF,gemini-2.0-flash_clear_prompt,Ele
mean_NF,gemini-2.0-flash_clear_prompt,diff
mean_NF,gemini-2.5-pro_clear_prompt,Adv
mean_NF,gemini-2.5-pro_clear_prompt,Ele
mean_NF,gemini-2.5-pro_clear_prompt,diff
mean_NF,claude-sonnet-4-0_clear_prompt,Adv
mean_NF,claude-sonnet-4-0_clear_prompt,Ele
mean_NF,claude-sonnet-4-0_clear_prompt,diff
mean_NF,text_evaluator,Adv
mean_NF,text_evaluator,Ele
mean_NF,text_evaluator,diff
mean_NF,lexile,Adv
mean_NF,lexile,Ele
mean_NF,lexile,diff
mean_NF,PLL_bert-base-uncased,Adv
mean_NF,PLL_bert-base-uncased,Ele
mean_NF,PLL_bert-base-uncased,diff
mean_NF,cpidr_density,Adv
mean_NF,cpidr_density,Ele
mean_NF,cpidr_density,diff
mean_NF,avg_integration_cost,Adv
mean_NF,avg_integration_cost,Ele
mean_NF,avg_integration_cost,diff
mean_NF,avg_embedding_depth,Adv
mean_NF,avg_embedding_depth,Ele
mean_NF,avg_embedding_depth,diff
mean_NF,mean_entropy_pythia,Adv
mean_NF,mean_entropy_pythia,Ele
mean_NF,mean_entropy_pythia,diff
mean_NF,word_length,Adv
mean_NF,word_length,Ele
mean_NF,word_length,diff
mean_NF,wordFreq_frequency,Adv
mean_NF,wordFreq_frequency,Ele
mean_NF,wordFreq_frequency,diff
mean_NF,depid_density,Adv
mean_NF,depid_density,Ele
mean_NF,depid_density,diff
mean_NF,max_embedding_depth,Adv
mean_NF,max_embedding_depth,Ele
mean_NF,max_embedding_depth,diff
mean_NF,max_integration_cost,Adv
mean_NF,max_integration_cost,Ele
mean_NF,max_integration_cost,diff
mean_NF,total_integration_cost,Adv
mean_NF,total_integration_cost,Ele
mean_NF,total_integration_cost,diff
mean_NF,CAREC_M,Adv
mean_NF,CAREC_M,Ele
mean_NF,CAREC_M,diff
mean_NF,mean_entropy_gpt2,Adv
mean_NF,mean_entropy_gpt2,Ele
mean_NF,mean_entropy_gpt2,diff
mean_NF,PLL_bert-large-uncased,Adv
mean_NF,PLL_bert-large-uncased,Ele
mean_NF,PLL_bert-large-uncased,diff
mean_NF,PLL_roberta-base,Adv
mean_NF,PLL_roberta-base,Ele
mean_NF,PLL_roberta-base,diff
mean_NF,PLL_roberta-large,Adv
mean_NF,PLL_roberta-large,Ele
mean_NF,PLL_roberta-large,diff
mean_NF,llama-3.3-70b-versatile_simple_prompt,Adv
mean_NF,llama-3.3-70b-versatile_simple_prompt,Ele
mean_NF,llama-3.3-70b-versatile_simple_prompt,diff
mean_NF,gpt-4o_simple_prompt,Adv
mean_NF,gpt-4o_simple_prompt,Ele
mean_NF,gpt-4o_simple_prompt,diff
mean_NF,gpt-5_simple_prompt,Adv
mean_NF,gpt-5_simple_prompt,Ele
mean_NF,gpt-5_simple_prompt,diff
mean_NF,gemini-2.0-flash_simple_prompt,Adv
mean_NF,gemini-2.0-flash_simple_prompt,Ele
mean_NF,gemini-2.0-flash_simple_prompt,diff
mean_NF,gemini-2.5-pro_simple_prompt,Adv
mean_NF,gemini-2.5-pro_simple_prompt,Ele
mean_NF,gemini-2.5-pro_simple_prompt,diff
mean_NF,claude-sonnet-4-0_simple_prompt,Adv
mean_NF,claude-sonnet-4-0_simple_prompt,Ele
mean_NF,claude-sonnet-4-0_simple_prompt,diff
mean_NF,llama-3.3-70b-versatile_clear_specific_prompt,Adv
mean_NF,llama-3.3-70b-versatile_clear_specific_prompt,Ele
mean_NF,llama-3.3-70b-versatile_clear_specific_prompt,diff
mean_NF,gpt-4o_clear_specific_prompt,Adv
mean_NF,gpt-4o_clear_specific_prompt,Ele
mean_NF,gpt-4o_clear_specific_prompt,diff
mean_NF,gpt-5_clear_specific_prompt,Adv
mean_NF,gpt-5_clear_specific_prompt,Ele
mean_NF,gpt-5_clear_specific_prompt,diff
mean_NF,gemini-2.0-flash_clear_specific_prompt,Adv
mean_NF,gemini-2.0-flash_clear_specific_prompt,Ele
mean_NF,gemini-2.0-flash_clear_specific_prompt,diff
mean_NF,gemini-2.5-pro_clear_specific_prompt,Adv
mean_NF,gemini-2.5-pro_clear_specific_prompt,Ele
mean_NF,gemini-2.5-pro_clear_specific_prompt,diff
mean_NF,claude-sonnet-4-0_clear_specific_prompt,Adv
mean_NF,claude-sonnet-4-0_clear_specific_prompt,Ele
mean_NF,claude-sonnet-4-0_clear_specific_prompt,diff
mean_NF,Pythia 70M Mean,Adv
mean_NF,Pythia 70M Mean,Ele
mean_NF,Pythia 70M Mean,diff
mean_NF,Pythia 160M Mean,Adv
mean_NF,Pythia 160M Mean,Ele
mean_NF,Pythia 160M Mean,diff
mean_NF,Pythia 410M Mean,Adv
mean_NF,Pythia 410M Mean,Ele
mean_NF,Pythia 410M Mean,diff
mean_NF,Pythia 1B Mean,Adv
mean_NF,Pythia 1B Mean,Ele
mean_NF,Pythia 1B Mean,diff
mean_NF,Pythia 1.4B Mean,Adv
mean_NF,Pythia 1.4B Mean,Ele
mean_NF,Pythia 1.4B Mean,diff
mean_NF,Pythia 2.8B Mean,Adv
mean_NF,Pythia 2.8B Mean,Ele
mean_NF,Pythia 2.8B Mean,diff
mean_NF,Pythia 6.9B Mean,Adv
mean_NF,Pythia 6.9B Mean,Ele
mean_NF,Pythia 6.9B Mean,diff
mean_NF,GPT-2 117M Mean,Adv
mean_NF,GPT-2 117M Mean,Ele
mean_NF,GPT-2 117M Mean,diff
mean_NF,GPT-2 345M Mean,Adv
mean_NF,GPT-2 345M Mean,Ele
mean_NF,GPT-2 345M Mean,diff
mean_NF,GPT-2 774M Mean,Adv
mean_NF,GPT-2 774M Mean,Ele
mean_NF,GPT-2 774M Mean,diff
mean_NF,GPT-2 1558M Mean,Adv
mean_NF,GPT-2 1558M Mean,Ele
mean_NF,GPT-2 1558M Mean,diff
mean_NF,GPT-J 6B Mean,Adv
mean_NF,GPT-J 6B Mean,Ele
mean_NF,GPT-J 6B Mean,diff
mean_NF,GPT-Neo 125M Mean,Adv
mean_NF,GPT-Neo 125M Mean,Ele
mean_NF,GPT-Neo 125M Mean,diff
mean_NF,GPT-Neo 1.3B Mean,Adv
mean_NF,GPT-Neo 1.3B Mean,Ele
mean_NF,GPT-Neo 1.3B Mean,diff
mean_NF,GPT-Neo 2.7B Mean,Adv
mean_NF,GPT-Neo 2.7B Mean,Ele
mean_NF,GPT-Neo 2.7B Mean,diff
mean_NF,Llama-2 7B Mean,Adv
mean_NF,Llama-2 7B Mean,Ele
mean_NF,Llama-2 7B Mean,diff
mean_NF,Llama-2 13B Mean,Adv
mean_NF,Llama-2 13B Mean,Ele
mean_NF,Llama-2 13B Mean,diff
mean_NF,OPT 350M Mean,Adv
mean_NF,OPT 350M Mean,Ele
mean_NF,OPT 350M Mean,diff
mean_NF,OPT 1.3B Mean,Adv
mean_NF,OPT 1.3B Mean,Ele
mean_NF,OPT 1.3B Mean,diff
mean_NF,OPT 2.7B Mean,Adv
mean_NF,OPT 2.7B Mean,Ele
mean_NF,OPT 2.7B Mean,diff
mean_NF,OPT 6.7B Mean,Adv
mean_NF,OPT 6.7B Mean,Ele
mean_NF,OPT 6.7B Mean,diff
mean_NF,Mistral-v0.1 7B Mean,Adv
mean_NF,Mistral-v0.1 7B Mean,Ele
mean_NF,Mistral-v0.1 7B Mean,diff
mean_NF,Mistral-v0.3 7B Mean,Adv
mean_NF,Mistral-v0.3 7B Mean,Ele
mean_NF,Mistral-v0.3 7B Mean,diff
mean_NF,Gemma 7B Mean,Adv
mean_NF,Gemma 7B Mean,Ele
mean_NF,Gemma 7B Mean,diff
mean_NF,Gemma-2 9B Mean,Adv
mean_NF,Gemma-2 9B Mean,Ele
mean_NF,Gemma-2 9B Mean,diff
mean_NF,Recurrent-Gemma 9B Mean,Adv
mean_NF,Recurrent-Gemma 9B Mean,Ele
mean_NF,Recurrent-Gemma 9B Mean,diff
mean_NF,RWKV-4 169M Mean,Adv
mean_NF,RWKV-4 169M Mean,Ele
mean_NF,RWKV-4 169M Mean,diff
mean_NF,RWKV-4 430M Mean,Adv
mean_NF,RWKV-4 430M Mean,Ele
mean_NF,RWKV-4 430M Mean,diff
mean_NF,Mamba 370M Mean,Adv
mean_NF,Mamba 370M Mean,Ele
mean_NF,Mamba 370M Mean,diff
mean_NF,Mamba 790M Mean,Adv
mean_NF,Mamba 790M Mean,Ele
mean_NF,Mamba 790M Mean,diff
mean_NF,Mamba 1.4B Mean,Adv
mean_NF,Mamba 1.4B Mean,Ele
mean_NF,Mamba 1.4B Mean,diff
mean_NF,Mamba 2.8B Mean,Adv
mean_NF,Mamba 2.8B Mean,Ele
mean_NF,Mamba 2.8B Mean,diff
mean_FirstPassGD,flesch_reading_ease,Adv
mean_FirstPassGD,flesch_reading_ease,Ele
mean_FirstPassGD,flesch_reading_ease,diff
mean_FirstPassGD,dale_chall_score,Adv
mean_FirstPassGD,dale_chall_score,Ele
mean_FirstPassGD,dale_chall_score,diff
mean_FirstPassGD,gunning_fog_index,Adv
mean_FirstPassGD,gunning_fog_index,Ele
mean_FirstPassGD,gunning_fog_index,diff
mean_FirstPassGD,ARI,Adv
mean_FirstPassGD,ARI,Ele
mean_FirstPassGD,ARI,diff
mean_FirstPassGD,smog_index,Adv
mean_FirstPassGD,smog_index,Ele
mean_FirstPassGD,smog_index,diff
mean_FirstPassGD,coleman_liau_index,Adv
mean_FirstPassGD,coleman_liau_index,Ele
mean_FirstPassGD,coleman_liau_index,diff
mean_FirstPassGD,flesch_kincaid_grade_score,Adv
mean_FirstPassGD,flesch_kincaid_grade_score,Ele
mean_FirstPassGD,flesch_kincaid_grade_score,diff
mean_FirstPassGD,CML2RI,Adv
mean_FirstPassGD,CML2RI,Ele
mean_FirstPassGD,CML2RI,diff
mean_FirstPassGD,CAREC,Adv
mean_FirstPassGD,CAREC,Ele
mean_FirstPassGD,CAREC,diff
mean_FirstPassGD,CARES,Adv
mean_FirstPassGD,CARES,Ele
mean_FirstPassGD,CARES,diff
mean_FirstPassGD,SBERT,Adv
mean_FirstPassGD,SBERT,Ele
mean_FirstPassGD,SBERT,diff
mean_FirstPassGD,llama-3.3-70b-versatile_clear_prompt,Adv
mean_FirstPassGD,llama-3.3-70b-versatile_clear_prompt,Ele
mean_FirstPassGD,llama-3.3-70b-versatile_clear_prompt,diff
mean_FirstPassGD,gpt-4o_clear_prompt,Adv
mean_FirstPassGD,gpt-4o_clear_prompt,Ele
mean_FirstPassGD,gpt-4o_clear_prompt,diff
mean_FirstPassGD,gpt-5_clear_prompt,Adv
mean_FirstPassGD,gpt-5_clear_prompt,Ele
mean_FirstPassGD,gpt-5_clear_prompt,diff
mean_FirstPassGD,gemini-2.0-flash_clear_prompt,Adv
mean_FirstPassGD,gemini-2.0-flash_clear_prompt,Ele
mean_FirstPassGD,gemini-2.0-flash_clear_prompt,diff
mean_FirstPassGD,gemini-2.5-pro_clear_prompt,Adv
mean_FirstPassGD,gemini-2.5-pro_clear_prompt,Ele
mean_FirstPassGD,gemini-2.5-pro_clear_prompt,diff
mean_FirstPassGD,claude-sonnet-4-0_clear_prompt,Adv
mean_FirstPassGD,claude-sonnet-4-0_clear_prompt,Ele
mean_FirstPassGD,claude-sonnet-4-0_clear_prompt,diff
mean_FirstPassGD,text_evaluator,Adv
mean_FirstPassGD,text_evaluator,Ele
mean_FirstPassGD,text_evaluator,diff
mean_FirstPassGD,lexile,Adv
mean_FirstPassGD,lexile,Ele
mean_FirstPassGD,lexile,diff
mean_FirstPassGD,PLL_bert-base-uncased,Adv
mean_FirstPassGD,PLL_bert-base-uncased,Ele
mean_FirstPassGD,PLL_bert-base-uncased,diff
mean_FirstPassGD,cpidr_density,Adv
mean_FirstPassGD,cpidr_density,Ele
mean_FirstPassGD,cpidr_density,diff
mean_FirstPassGD,avg_integration_cost,Adv
mean_FirstPassGD,avg_integration_cost,Ele
mean_FirstPassGD,avg_integration_cost,diff
mean_FirstPassGD,avg_embedding_depth,Adv
mean_FirstPassGD,avg_embedding_depth,Ele
mean_FirstPassGD,avg_embedding_depth,diff
mean_FirstPassGD,mean_entropy_pythia,Adv
mean_FirstPassGD,mean_entropy_pythia,Ele
mean_FirstPassGD,mean_entropy_pythia,diff
mean_FirstPassGD,word_length,Adv
mean_FirstPassGD,word_length,Ele
mean_FirstPassGD,word_length,diff
mean_FirstPassGD,wordFreq_frequency,Adv
mean_FirstPassGD,wordFreq_frequency,Ele
mean_FirstPassGD,wordFreq_frequency,diff
mean_FirstPassGD,depid_density,Adv
mean_FirstPassGD,depid_density,Ele
mean_FirstPassGD,depid_density,diff
mean_FirstPassGD,max_embedding_depth,Adv
mean_FirstPassGD,max_embedding_depth,Ele
mean_FirstPassGD,max_embedding_depth,diff
mean_FirstPassGD,max_integration_cost,Adv
mean_FirstPassGD,max_integration_cost,Ele
mean_FirstPassGD,max_integration_cost,diff
mean_FirstPassGD,total_integration_cost,Adv
mean_FirstPassGD,total_integration_cost,Ele
mean_FirstPassGD,total_integration_cost,diff
mean_FirstPassGD,CAREC_M,Adv
mean_FirstPassGD,CAREC_M,Ele
mean_FirstPassGD,CAREC_M,diff
mean_FirstPassGD,mean_entropy_gpt2,Adv
mean_FirstPassGD,mean_entropy_gpt2,Ele
mean_FirstPassGD,mean_entropy_gpt2,diff
mean_FirstPassGD,PLL_bert-large-uncased,Adv
mean_FirstPassGD,PLL_bert-large-uncased,Ele
mean_FirstPassGD,PLL_bert-large-uncased,diff
mean_FirstPassGD,PLL_roberta-base,Adv
mean_FirstPassGD,PLL_roberta-base,Ele
mean_FirstPassGD,PLL_roberta-base,diff
mean_FirstPassGD,PLL_roberta-large,Adv
mean_FirstPassGD,PLL_roberta-large,Ele
mean_FirstPassGD,PLL_roberta-large,diff
mean_FirstPassGD,llama-3.3-70b-versatile_simple_prompt,Adv
mean_FirstPassGD,llama-3.3-70b-versatile_simple_prompt,Ele
mean_FirstPassGD,llama-3.3-70b-versatile_simple_prompt,diff
mean_FirstPassGD,gpt-4o_simple_prompt,Adv
mean_FirstPassGD,gpt-4o_simple_prompt,Ele
mean_FirstPassGD,gpt-4o_simple_prompt,diff
mean_FirstPassGD,gpt-5_simple_prompt,Adv
mean_FirstPassGD,gpt-5_simple_prompt,Ele
mean_FirstPassGD,gpt-5_simple_prompt,diff
mean_FirstPassGD,gemini-2.0-flash_simple_prompt,Adv
mean_FirstPassGD,gemini-2.0-flash_simple_prompt,Ele
mean_FirstPassGD,gemini-2.0-flash_simple_prompt,diff
mean_FirstPassGD,gemini-2.5-pro_simple_prompt,Adv
mean_FirstPassGD,gemini-2.5-pro_simple_prompt,Ele
mean_FirstPassGD,gemini-2.5-pro_simple_prompt,diff
mean_FirstPassGD,claude-sonnet-4-0_simple_prompt,Adv
mean_FirstPassGD,claude-sonnet-4-0_simple_prompt,Ele
mean_FirstPassGD,claude-sonnet-4-0_simple_prompt,diff
mean_FirstPassGD,llama-3.3-70b-versatile_clear_specific_prompt,Adv
mean_FirstPassGD,llama-3.3-70b-versatile_clear_specific_prompt,Ele
mean_FirstPassGD,llama-3.3-70b-versatile_clear_specific_prompt,diff
mean_FirstPassGD,gpt-4o_clear_specific_prompt,Adv
mean_FirstPassGD,gpt-4o_clear_specific_prompt,Ele
mean_FirstPassGD,gpt-4o_clear_specific_prompt,diff
mean_FirstPassGD,gpt-5_clear_specific_prompt,Adv
mean_FirstPassGD,gpt-5_clear_specific_prompt,Ele
mean_FirstPassGD,gpt-5_clear_specific_prompt,diff
mean_FirstPassGD,gemini-2.0-flash_clear_specific_prompt,Adv
mean_FirstPassGD,gemini-2.0-flash_clear_specific_prompt,Ele
mean_FirstPassGD,gemini-2.0-flash_clear_specific_prompt,diff
mean_FirstPassGD,gemini-2.5-pro_clear_specific_prompt,Adv
mean_FirstPassGD,gemini-2.5-pro_clear_specific_prompt,Ele
mean_FirstPassGD,gemini-2.5-pro_clear_specific_prompt,diff
mean_FirstPassGD,claude-sonnet-4-0_clear_specific_prompt,Adv
mean_FirstPassGD,claude-sonnet-4-0_clear_specific_prompt,Ele
mean_FirstPassGD,claude-sonnet-4-0_clear_specific_prompt,diff
mean_FirstPassGD,Pythia 70M Mean,Adv
mean_FirstPassGD,Pythia 70M Mean,Ele
mean_FirstPassGD,Pythia 70M Mean,diff
mean_FirstPassGD,Pythia 160M Mean,Adv
mean_FirstPassGD,Pythia 160M Mean,Ele
mean_FirstPassGD,Pythia 160M Mean,diff
mean_FirstPassGD,Pythia 410M Mean,Adv
mean_FirstPassGD,Pythia 410M Mean,Ele
mean_FirstPassGD,Pythia 410M Mean,diff
mean_FirstPassGD,Pythia 1B Mean,Adv
mean_FirstPassGD,Pythia 1B Mean,Ele
mean_FirstPassGD,Pythia 1B Mean,diff
mean_FirstPassGD,Pythia 1.4B Mean,Adv
mean_FirstPassGD,Pythia 1.4B Mean,Ele
mean_FirstPassGD,Pythia 1.4B Mean,diff
mean_FirstPassGD,Pythia 2.8B Mean,Adv
mean_FirstPassGD,Pythia 2.8B Mean,Ele
mean_FirstPassGD,Pythia 2.8B Mean,diff
mean_FirstPassGD,Pythia 6.9B Mean,Adv
mean_FirstPassGD,Pythia 6.9B Mean,Ele
mean_FirstPassGD,Pythia 6.9B Mean,diff
mean_FirstPassGD,GPT-2 117M Mean,Adv
mean_FirstPassGD,GPT-2 117M Mean,Ele
mean_FirstPassGD,GPT-2 117M Mean,diff
mean_FirstPassGD,GPT-2 345M Mean,Adv
mean_FirstPassGD,GPT-2 345M Mean,Ele
mean_FirstPassGD,GPT-2 345M Mean,diff
mean_FirstPassGD,GPT-2 774M Mean,Adv
mean_FirstPassGD,GPT-2 774M Mean,Ele
mean_FirstPassGD,GPT-2 774M Mean,diff
mean_FirstPassGD,GPT-2 1558M Mean,Adv
