pred_col,text_col,level_type
mean_FirstPassGD,GPT-2 1558M Mean,Ele
mean_FirstPassGD,GPT-2 1558M Mean,diff
mean_FirstPassGD,GPT-J 6B Mean,Adv
mean_FirstPassGD,GPT-J 6B Mean,Ele
mean_FirstPassGD,GPT-J 6B Mean,diff
mean_FirstPassGD,GPT-Neo 125M Mean,Adv
mean_FirstPassGD,GPT-Neo 125M Mean,Ele
mean_FirstPassGD,GPT-Neo 125M Mean,diff
mean_FirstPassGD,GPT-Neo 1.3B Mean,Adv
mean_FirstPassGD,GPT-Neo 1.3B Mean,Ele
mean_FirstPassGD,GPT-Neo 1.3B Mean,diff
mean_FirstPassGD,GPT-Neo 2.7B Mean,Adv
mean_FirstPassGD,GPT-Neo 2.7B Mean,Ele
mean_FirstPassGD,GPT-Neo 2.7B Mean,diff
mean_FirstPassGD,Llama-2 7B Mean,Adv
mean_FirstPassGD,Llama-2 7B Mean,Ele
mean_FirstPassGD,Llama-2 7B Mean,diff
mean_FirstPassGD,Llama-2 13B Mean,Adv
mean_FirstPassGD,Llama-2 13B Mean,Ele
mean_FirstPassGD,Llama-2 13B Mean,diff
mean_FirstPassGD,OPT 350M Mean,Adv
mean_FirstPassGD,OPT 350M Mean,Ele
mean_FirstPassGD,OPT 350M Mean,diff
mean_FirstPassGD,OPT 1.3B Mean,Adv
mean_FirstPassGD,OPT 1.3B Mean,Ele
mean_FirstPassGD,OPT 1.3B Mean,diff
mean_FirstPassGD,OPT 2.7B Mean,Adv
mean_FirstPassGD,OPT 2.7B Mean,Ele
mean_FirstPassGD,OPT 2.7B Mean,diff
mean_FirstPassGD,OPT 6.7B Mean,Adv
mean_FirstPassGD,OPT 6.7B Mean,Ele
mean_FirstPassGD,OPT 6.7B Mean,diff
mean_FirstPassGD,Mistral-v0.1 7B Mean,Adv
mean_FirstPassGD,Mistral-v0.1 7B Mean,Ele
mean_FirstPassGD,Mistral-v0.1 7B Mean,diff
mean_FirstPassGD,Mistral-v0.3 7B Mean,Adv
mean_FirstPassGD,Mistral-v0.3 7B Mean,Ele
mean_FirstPassGD,Mistral-v0.3 7B Mean,diff
mean_FirstPassGD,Gemma 7B Mean,Adv
mean_FirstPassGD,Gemma 7B Mean,Ele
mean_FirstPassGD,Gemma 7B Mean,diff
mean_FirstPassGD,Gemma-2 9B Mean,Adv
mean_FirstPassGD,Gemma-2 9B Mean,Ele
mean_FirstPassGD,Gemma-2 9B Mean,diff
mean_FirstPassGD,Recurrent-Gemma 9B Mean,Adv
mean_FirstPassGD,Recurrent-Gemma 9B Mean,Ele
mean_FirstPassGD,Recurrent-Gemma 9B Mean,diff
mean_FirstPassGD,RWKV-4 169M Mean,Adv
mean_FirstPassGD,RWKV-4 169M Mean,Ele
mean_FirstPassGD,RWKV-4 169M Mean,diff
mean_FirstPassGD,RWKV-4 430M Mean,Adv
mean_FirstPassGD,RWKV-4 430M Mean,Ele
mean_FirstPassGD,RWKV-4 430M Mean,diff
mean_FirstPassGD,Mamba 370M Mean,Adv
mean_FirstPassGD,Mamba 370M Mean,Ele
mean_FirstPassGD,Mamba 370M Mean,diff
mean_FirstPassGD,Mamba 790M Mean,Adv
mean_FirstPassGD,Mamba 790M Mean,Ele
mean_FirstPassGD,Mamba 790M Mean,diff
mean_FirstPassGD,Mamba 1.4B Mean,Adv
mean_FirstPassGD,Mamba 1.4B Mean,Ele
mean_FirstPassGD,Mamba 1.4B Mean,diff
mean_FirstPassGD,Mamba 2.8B Mean,Adv
mean_FirstPassGD,Mamba 2.8B Mean,Ele
mean_FirstPassGD,Mamba 2.8B Mean,diff
mean_GD,flesch_reading_ease,Adv
mean_GD,flesch_reading_ease,Ele
mean_GD,flesch_reading_ease,diff
mean_GD,dale_chall_score,Adv
mean_GD,dale_chall_score,Ele
mean_GD,dale_chall_score,diff
mean_GD,gunning_fog_index,Adv
mean_GD,gunning_fog_index,Ele
mean_GD,gunning_fog_index,diff
mean_GD,ARI,Adv
mean_GD,ARI,Ele
mean_GD,ARI,diff
mean_GD,smog_index,Adv
mean_GD,smog_index,Ele
mean_GD,smog_index,diff
mean_GD,coleman_liau_index,Adv
mean_GD,coleman_liau_index,Ele
mean_GD,coleman_liau_index,diff
mean_GD,flesch_kincaid_grade_score,Adv
mean_GD,flesch_kincaid_grade_score,Ele
mean_GD,flesch_kincaid_grade_score,diff
mean_GD,CML2RI,Adv
mean_GD,CML2RI,Ele
mean_GD,CML2RI,diff
mean_GD,CAREC,Adv
mean_GD,CAREC,Ele
mean_GD,CAREC,diff
mean_GD,CARES,Adv
mean_GD,CARES,Ele
mean_GD,CARES,diff
mean_GD,SBERT,Adv
mean_GD,SBERT,Ele
mean_GD,SBERT,diff
mean_GD,llama-3.3-70b-versatile_clear_prompt,Adv
mean_GD,llama-3.3-70b-versatile_clear_prompt,Ele
mean_GD,llama-3.3-70b-versatile_clear_prompt,diff
mean_GD,gpt-4o_clear_prompt,Adv
mean_GD,gpt-4o_clear_prompt,Ele
mean_GD,gpt-4o_clear_prompt,diff
mean_GD,gpt-5_clear_prompt,Adv
mean_GD,gpt-5_clear_prompt,Ele
mean_GD,gpt-5_clear_prompt,diff
mean_GD,gemini-2.0-flash_clear_prompt,Adv
mean_GD,gemini-2.0-flash_clear_prompt,Ele
mean_GD,gemini-2.0-flash_clear_prompt,diff
mean_GD,gemini-2.5-pro_clear_prompt,Adv
mean_GD,gemini-2.5-pro_clear_prompt,Ele
mean_GD,gemini-2.5-pro_clear_prompt,diff
mean_GD,claude-sonnet-4-0_clear_prompt,Adv
mean_GD,claude-sonnet-4-0_clear_prompt,Ele
mean_GD,claude-sonnet-4-0_clear_prompt,diff
mean_GD,text_evaluator,Adv
mean_GD,text_evaluator,Ele
mean_GD,text_evaluator,diff
mean_GD,lexile,Adv
mean_GD,lexile,Ele
mean_GD,lexile,diff
mean_GD,PLL_bert-base-uncased,Adv
mean_GD,PLL_bert-base-uncased,Ele
mean_GD,PLL_bert-base-uncased,diff
mean_GD,cpidr_density,Adv
mean_GD,cpidr_density,Ele
mean_GD,cpidr_density,diff
mean_GD,avg_integration_cost,Adv
mean_GD,avg_integration_cost,Ele
mean_GD,avg_integration_cost,diff
mean_GD,avg_embedding_depth,Adv
mean_GD,avg_embedding_depth,Ele
mean_GD,avg_embedding_depth,diff
mean_GD,mean_entropy_pythia,Adv
mean_GD,mean_entropy_pythia,Ele
mean_GD,mean_entropy_pythia,diff
mean_GD,word_length,Adv
mean_GD,word_length,Ele
mean_GD,word_length,diff
mean_GD,wordFreq_frequency,Adv
mean_GD,wordFreq_frequency,Ele
mean_GD,wordFreq_frequency,diff
mean_GD,depid_density,Adv
mean_GD,depid_density,Ele
mean_GD,depid_density,diff
mean_GD,max_embedding_depth,Adv
mean_GD,max_embedding_depth,Ele
mean_GD,max_embedding_depth,diff
mean_GD,max_integration_cost,Adv
mean_GD,max_integration_cost,Ele
mean_GD,max_integration_cost,diff
mean_GD,total_integration_cost,Adv
mean_GD,total_integration_cost,Ele
mean_GD,total_integration_cost,diff
mean_GD,CAREC_M,Adv
mean_GD,CAREC_M,Ele
mean_GD,CAREC_M,diff
mean_GD,mean_entropy_gpt2,Adv
mean_GD,mean_entropy_gpt2,Ele
mean_GD,mean_entropy_gpt2,diff
mean_GD,PLL_bert-large-uncased,Adv
mean_GD,PLL_bert-large-uncased,Ele
mean_GD,PLL_bert-large-uncased,diff
mean_GD,PLL_roberta-base,Adv
mean_GD,PLL_roberta-base,Ele
mean_GD,PLL_roberta-base,diff
mean_GD,PLL_roberta-large,Adv
mean_GD,PLL_roberta-large,Ele
mean_GD,PLL_roberta-large,diff
mean_GD,llama-3.3-70b-versatile_simple_prompt,Adv
mean_GD,llama-3.3-70b-versatile_simple_prompt,Ele
mean_GD,llama-3.3-70b-versatile_simple_prompt,diff
mean_GD,gpt-4o_simple_prompt,Adv
mean_GD,gpt-4o_simple_prompt,Ele
mean_GD,gpt-4o_simple_prompt,diff
mean_GD,gpt-5_simple_prompt,Adv
mean_GD,gpt-5_simple_prompt,Ele
mean_GD,gpt-5_simple_prompt,diff
mean_GD,gemini-2.0-flash_simple_prompt,Adv
mean_GD,gemini-2.0-flash_simple_prompt,Ele
mean_GD,gemini-2.0-flash_simple_prompt,diff
mean_GD,gemini-2.5-pro_simple_prompt,Adv
mean_GD,gemini-2.5-pro_simple_prompt,Ele
mean_GD,gemini-2.5-pro_simple_prompt,diff
mean_GD,claude-sonnet-4-0_simple_prompt,Adv
mean_GD,claude-sonnet-4-0_simple_prompt,Ele
mean_GD,claude-sonnet-4-0_simple_prompt,diff
mean_GD,llama-3.3-70b-versatile_clear_specific_prompt,Adv
mean_GD,llama-3.3-70b-versatile_clear_specific_prompt,Ele
mean_GD,llama-3.3-70b-versatile_clear_specific_prompt,diff
mean_GD,gpt-4o_clear_specific_prompt,Adv
mean_GD,gpt-4o_clear_specific_prompt,Ele
mean_GD,gpt-4o_clear_specific_prompt,diff
mean_GD,gpt-5_clear_specific_prompt,Adv
mean_GD,gpt-5_clear_specific_prompt,Ele
mean_GD,gpt-5_clear_specific_prompt,diff
mean_GD,gemini-2.0-flash_clear_specific_prompt,Adv
mean_GD,gemini-2.0-flash_clear_specific_prompt,Ele
mean_GD,gemini-2.0-flash_clear_specific_prompt,diff
mean_GD,gemini-2.5-pro_clear_specific_prompt,Adv
mean_GD,gemini-2.5-pro_clear_specific_prompt,Ele
mean_GD,gemini-2.5-pro_clear_specific_prompt,diff
mean_GD,claude-sonnet-4-0_clear_specific_prompt,Adv
mean_GD,claude-sonnet-4-0_clear_specific_prompt,Ele
mean_GD,claude-sonnet-4-0_clear_specific_prompt,diff
mean_GD,Pythia 70M Mean,Adv
mean_GD,Pythia 70M Mean,Ele
mean_GD,Pythia 70M Mean,diff
mean_GD,Pythia 160M Mean,Adv
mean_GD,Pythia 160M Mean,Ele
mean_GD,Pythia 160M Mean,diff
mean_GD,Pythia 410M Mean,Adv
mean_GD,Pythia 410M Mean,Ele
mean_GD,Pythia 410M Mean,diff
mean_GD,Pythia 1B Mean,Adv
mean_GD,Pythia 1B Mean,Ele
mean_GD,Pythia 1B Mean,diff
mean_GD,Pythia 1.4B Mean,Adv
mean_GD,Pythia 1.4B Mean,Ele
mean_GD,Pythia 1.4B Mean,diff
mean_GD,Pythia 2.8B Mean,Adv
mean_GD,Pythia 2.8B Mean,Ele
mean_GD,Pythia 2.8B Mean,diff
mean_GD,Pythia 6.9B Mean,Adv
mean_GD,Pythia 6.9B Mean,Ele
mean_GD,Pythia 6.9B Mean,diff
mean_GD,GPT-2 117M Mean,Adv
mean_GD,GPT-2 117M Mean,Ele
mean_GD,GPT-2 117M Mean,diff
mean_GD,GPT-2 345M Mean,Adv
mean_GD,GPT-2 345M Mean,Ele
mean_GD,GPT-2 345M Mean,diff
mean_GD,GPT-2 774M Mean,Adv
mean_GD,GPT-2 774M Mean,Ele
mean_GD,GPT-2 774M Mean,diff
mean_GD,GPT-2 1558M Mean,Adv
mean_GD,GPT-2 1558M Mean,Ele
mean_GD,GPT-2 1558M Mean,diff
mean_GD,GPT-J 6B Mean,Adv
mean_GD,GPT-J 6B Mean,Ele
mean_GD,GPT-J 6B Mean,diff
mean_GD,GPT-Neo 125M Mean,Adv
mean_GD,GPT-Neo 125M Mean,Ele
mean_GD,GPT-Neo 125M Mean,diff
mean_GD,GPT-Neo 1.3B Mean,Adv
mean_GD,GPT-Neo 1.3B Mean,Ele
mean_GD,GPT-Neo 1.3B Mean,diff
mean_GD,GPT-Neo 2.7B Mean,Adv
mean_GD,GPT-Neo 2.7B Mean,Ele
mean_GD,GPT-Neo 2.7B Mean,diff
mean_GD,Llama-2 7B Mean,Adv
mean_GD,Llama-2 7B Mean,Ele
mean_GD,Llama-2 7B Mean,diff
mean_GD,Llama-2 13B Mean,Adv
mean_GD,Llama-2 13B Mean,Ele
mean_GD,Llama-2 13B Mean,diff
mean_GD,OPT 350M Mean,Adv
mean_GD,OPT 350M Mean,Ele
mean_GD,OPT 350M Mean,diff
mean_GD,OPT 1.3B Mean,Adv
mean_GD,OPT 1.3B Mean,Ele
mean_GD,OPT 1.3B Mean,diff
mean_GD,OPT 2.7B Mean,Adv
mean_GD,OPT 2.7B Mean,Ele
mean_GD,OPT 2.7B Mean,diff
mean_GD,OPT 6.7B Mean,Adv
mean_GD,OPT 6.7B Mean,Ele
mean_GD,OPT 6.7B Mean,diff
mean_GD,Mistral-v0.1 7B Mean,Adv
mean_GD,Mistral-v0.1 7B Mean,Ele
mean_GD,Mistral-v0.1 7B Mean,diff
mean_GD,Mistral-v0.3 7B Mean,Adv
mean_GD,Mistral-v0.3 7B Mean,Ele
mean_GD,Mistral-v0.3 7B Mean,diff
mean_GD,Gemma 7B Mean,Adv
mean_GD,Gemma 7B Mean,Ele
mean_GD,Gemma 7B Mean,diff
mean_GD,Gemma-2 9B Mean,Adv
mean_GD,Gemma-2 9B Mean,Ele
mean_GD,Gemma-2 9B Mean,diff
mean_GD,Recurrent-Gemma 9B Mean,Adv
mean_GD,Recurrent-Gemma 9B Mean,Ele
mean_GD,Recurrent-Gemma 9B Mean,diff
mean_GD,RWKV-4 169M Mean,Adv
mean_GD,RWKV-4 169M Mean,Ele
mean_GD,RWKV-4 169M Mean,diff
mean_GD,RWKV-4 430M Mean,Adv
mean_GD,RWKV-4 430M Mean,Ele
mean_GD,RWKV-4 430M Mean,diff
mean_GD,Mamba 370M Mean,Adv
mean_GD,Mamba 370M Mean,Ele
mean_GD,Mamba 370M Mean,diff
mean_GD,Mamba 790M Mean,Adv
mean_GD,Mamba 790M Mean,Ele
mean_GD,Mamba 790M Mean,diff
mean_GD,Mamba 1.4B Mean,Adv
mean_GD,Mamba 1.4B Mean,Ele
mean_GD,Mamba 1.4B Mean,diff
mean_GD,Mamba 2.8B Mean,Adv
mean_GD,Mamba 2.8B Mean,Ele
mean_GD,Mamba 2.8B Mean,diff
mean_nonzero_FF,flesch_reading_ease,Adv
mean_nonzero_FF,flesch_reading_ease,Ele
mean_nonzero_FF,flesch_reading_ease,diff
mean_nonzero_FF,dale_chall_score,Adv
mean_nonzero_FF,dale_chall_score,Ele
mean_nonzero_FF,dale_chall_score,diff
mean_nonzero_FF,gunning_fog_index,Adv
mean_nonzero_FF,gunning_fog_index,Ele
mean_nonzero_FF,gunning_fog_index,diff
mean_nonzero_FF,ARI,Adv
mean_nonzero_FF,ARI,Ele
mean_nonzero_FF,ARI,diff
mean_nonzero_FF,smog_index,Adv
mean_nonzero_FF,smog_index,Ele
mean_nonzero_FF,smog_index,diff
mean_nonzero_FF,coleman_liau_index,Adv
mean_nonzero_FF,coleman_liau_index,Ele
mean_nonzero_FF,coleman_liau_index,diff
mean_nonzero_FF,flesch_kincaid_grade_score,Adv
mean_nonzero_FF,flesch_kincaid_grade_score,Ele
mean_nonzero_FF,flesch_kincaid_grade_score,diff
mean_nonzero_FF,CML2RI,Adv
mean_nonzero_FF,CML2RI,Ele
mean_nonzero_FF,CML2RI,diff
mean_nonzero_FF,CAREC,Adv
mean_nonzero_FF,CAREC,Ele
mean_nonzero_FF,CAREC,diff
mean_nonzero_FF,CARES,Adv
mean_nonzero_FF,CARES,Ele
mean_nonzero_FF,CARES,diff
mean_nonzero_FF,SBERT,Adv
mean_nonzero_FF,SBERT,Ele
mean_nonzero_FF,SBERT,diff
mean_nonzero_FF,llama-3.3-70b-versatile_clear_prompt,Adv
mean_nonzero_FF,llama-3.3-70b-versatile_clear_prompt,Ele
mean_nonzero_FF,llama-3.3-70b-versatile_clear_prompt,diff
mean_nonzero_FF,gpt-4o_clear_prompt,Adv
mean_nonzero_FF,gpt-4o_clear_prompt,Ele
mean_nonzero_FF,gpt-4o_clear_prompt,diff
mean_nonzero_FF,gpt-5_clear_prompt,Adv
mean_nonzero_FF,gpt-5_clear_prompt,Ele
mean_nonzero_FF,gpt-5_clear_prompt,diff
mean_nonzero_FF,gemini-2.0-flash_clear_prompt,Adv
mean_nonzero_FF,gemini-2.0-flash_clear_prompt,Ele
mean_nonzero_FF,gemini-2.0-flash_clear_prompt,diff
mean_nonzero_FF,gemini-2.5-pro_clear_prompt,Adv
mean_nonzero_FF,gemini-2.5-pro_clear_prompt,Ele
mean_nonzero_FF,gemini-2.5-pro_clear_prompt,diff
mean_nonzero_FF,claude-sonnet-4-0_clear_prompt,Adv
mean_nonzero_FF,claude-sonnet-4-0_clear_prompt,Ele
mean_nonzero_FF,claude-sonnet-4-0_clear_prompt,diff
mean_nonzero_FF,text_evaluator,Adv
mean_nonzero_FF,text_evaluator,Ele
mean_nonzero_FF,text_evaluator,diff
mean_nonzero_FF,lexile,Adv
mean_nonzero_FF,lexile,Ele
mean_nonzero_FF,lexile,diff
mean_nonzero_FF,PLL_bert-base-uncased,Adv
mean_nonzero_FF,PLL_bert-base-uncased,Ele
mean_nonzero_FF,PLL_bert-base-uncased,diff
mean_nonzero_FF,cpidr_density,Adv
mean_nonzero_FF,cpidr_density,Ele
mean_nonzero_FF,cpidr_density,diff
mean_nonzero_FF,avg_integration_cost,Adv
mean_nonzero_FF,avg_integration_cost,Ele
mean_nonzero_FF,avg_integration_cost,diff
mean_nonzero_FF,avg_embedding_depth,Adv
mean_nonzero_FF,avg_embedding_depth,Ele
mean_nonzero_FF,avg_embedding_depth,diff
mean_nonzero_FF,mean_entropy_pythia,Adv
mean_nonzero_FF,mean_entropy_pythia,Ele
mean_nonzero_FF,mean_entropy_pythia,diff
mean_nonzero_FF,word_length,Adv
mean_nonzero_FF,word_length,Ele
mean_nonzero_FF,word_length,diff
mean_nonzero_FF,wordFreq_frequency,Adv
mean_nonzero_FF,wordFreq_frequency,Ele
mean_nonzero_FF,wordFreq_frequency,diff
mean_nonzero_FF,depid_density,Adv
mean_nonzero_FF,depid_density,Ele
mean_nonzero_FF,depid_density,diff
mean_nonzero_FF,max_embedding_depth,Adv
mean_nonzero_FF,max_embedding_depth,Ele
mean_nonzero_FF,max_embedding_depth,diff
mean_nonzero_FF,max_integration_cost,Adv
mean_nonzero_FF,max_integration_cost,Ele
mean_nonzero_FF,max_integration_cost,diff
mean_nonzero_FF,total_integration_cost,Adv
mean_nonzero_FF,total_integration_cost,Ele
mean_nonzero_FF,total_integration_cost,diff
mean_nonzero_FF,CAREC_M,Adv
mean_nonzero_FF,CAREC_M,Ele
mean_nonzero_FF,CAREC_M,diff
mean_nonzero_FF,mean_entropy_gpt2,Adv
mean_nonzero_FF,mean_entropy_gpt2,Ele
mean_nonzero_FF,mean_entropy_gpt2,diff
mean_nonzero_FF,PLL_bert-large-uncased,Adv
mean_nonzero_FF,PLL_bert-large-uncased,Ele
mean_nonzero_FF,PLL_bert-large-uncased,diff
mean_nonzero_FF,PLL_roberta-base,Adv
mean_nonzero_FF,PLL_roberta-base,Ele
mean_nonzero_FF,PLL_roberta-base,diff
mean_nonzero_FF,PLL_roberta-large,Adv
mean_nonzero_FF,PLL_roberta-large,Ele
mean_nonzero_FF,PLL_roberta-large,diff
mean_nonzero_FF,llama-3.3-70b-versatile_simple_prompt,Adv
mean_nonzero_FF,llama-3.3-70b-versatile_simple_prompt,Ele
mean_nonzero_FF,llama-3.3-70b-versatile_simple_prompt,diff
mean_nonzero_FF,gpt-4o_simple_prompt,Adv
mean_nonzero_FF,gpt-4o_simple_prompt,Ele
mean_nonzero_FF,gpt-4o_simple_prompt,diff
mean_nonzero_FF,gpt-5_simple_prompt,Adv
mean_nonzero_FF,gpt-5_simple_prompt,Ele
mean_nonzero_FF,gpt-5_simple_prompt,diff
mean_nonzero_FF,gemini-2.0-flash_simple_prompt,Adv
mean_nonzero_FF,gemini-2.0-flash_simple_prompt,Ele
mean_nonzero_FF,gemini-2.0-flash_simple_prompt,diff
mean_nonzero_FF,gemini-2.5-pro_simple_prompt,Adv
mean_nonzero_FF,gemini-2.5-pro_simple_prompt,Ele
mean_nonzero_FF,gemini-2.5-pro_simple_prompt,diff
mean_nonzero_FF,claude-sonnet-4-0_simple_prompt,Adv
mean_nonzero_FF,claude-sonnet-4-0_simple_prompt,Ele
mean_nonzero_FF,claude-sonnet-4-0_simple_prompt,diff
mean_nonzero_FF,llama-3.3-70b-versatile_clear_specific_prompt,Adv
mean_nonzero_FF,llama-3.3-70b-versatile_clear_specific_prompt,Ele
mean_nonzero_FF,llama-3.3-70b-versatile_clear_specific_prompt,diff
mean_nonzero_FF,gpt-4o_clear_specific_prompt,Adv
mean_nonzero_FF,gpt-4o_clear_specific_prompt,Ele
mean_nonzero_FF,gpt-4o_clear_specific_prompt,diff
mean_nonzero_FF,gpt-5_clear_specific_prompt,Adv
mean_nonzero_FF,gpt-5_clear_specific_prompt,Ele
mean_nonzero_FF,gpt-5_clear_specific_prompt,diff
mean_nonzero_FF,gemini-2.0-flash_clear_specific_prompt,Adv
mean_nonzero_FF,gemini-2.0-flash_clear_specific_prompt,Ele
mean_nonzero_FF,gemini-2.0-flash_clear_specific_prompt,diff
mean_nonzero_FF,gemini-2.5-pro_clear_specific_prompt,Adv
mean_nonzero_FF,gemini-2.5-pro_clear_specific_prompt,Ele
mean_nonzero_FF,gemini-2.5-pro_clear_specific_prompt,diff
mean_nonzero_FF,claude-sonnet-4-0_clear_specific_prompt,Adv
mean_nonzero_FF,claude-sonnet-4-0_clear_specific_prompt,Ele
mean_nonzero_FF,claude-sonnet-4-0_clear_specific_prompt,diff
mean_nonzero_FF,Pythia 70M Mean,Adv
mean_nonzero_FF,Pythia 70M Mean,Ele
mean_nonzero_FF,Pythia 70M Mean,diff
mean_nonzero_FF,Pythia 160M Mean,Adv
mean_nonzero_FF,Pythia 160M Mean,Ele
mean_nonzero_FF,Pythia 160M Mean,diff
mean_nonzero_FF,Pythia 410M Mean,Adv
mean_nonzero_FF,Pythia 410M Mean,Ele
mean_nonzero_FF,Pythia 410M Mean,diff
mean_nonzero_FF,Pythia 1B Mean,Adv
mean_nonzero_FF,Pythia 1B Mean,Ele
mean_nonzero_FF,Pythia 1B Mean,diff
mean_nonzero_FF,Pythia 1.4B Mean,Adv
mean_nonzero_FF,Pythia 1.4B Mean,Ele
mean_nonzero_FF,Pythia 1.4B Mean,diff
mean_nonzero_FF,Pythia 2.8B Mean,Adv
mean_nonzero_FF,Pythia 2.8B Mean,Ele
mean_nonzero_FF,Pythia 2.8B Mean,diff
mean_nonzero_FF,Pythia 6.9B Mean,Adv
mean_nonzero_FF,Pythia 6.9B Mean,Ele
mean_nonzero_FF,Pythia 6.9B Mean,diff
mean_nonzero_FF,GPT-2 117M Mean,Adv
mean_nonzero_FF,GPT-2 117M Mean,Ele
mean_nonzero_FF,GPT-2 117M Mean,diff
mean_nonzero_FF,GPT-2 345M Mean,Adv
mean_nonzero_FF,GPT-2 345M Mean,Ele
mean_nonzero_FF,GPT-2 345M Mean,diff
mean_nonzero_FF,GPT-2 774M Mean,Adv
mean_nonzero_FF,GPT-2 774M Mean,Ele
mean_nonzero_FF,GPT-2 774M Mean,diff
mean_nonzero_FF,GPT-2 1558M Mean,Adv
mean_nonzero_FF,GPT-2 1558M Mean,Ele
mean_nonzero_FF,GPT-2 1558M Mean,diff
mean_nonzero_FF,GPT-J 6B Mean,Adv
mean_nonzero_FF,GPT-J 6B Mean,Ele
mean_nonzero_FF,GPT-J 6B Mean,diff
mean_nonzero_FF,GPT-Neo 125M Mean,Adv
mean_nonzero_FF,GPT-Neo 125M Mean,Ele
mean_nonzero_FF,GPT-Neo 125M Mean,diff
mean_nonzero_FF,GPT-Neo 1.3B Mean,Adv
mean_nonzero_FF,GPT-Neo 1.3B Mean,Ele
mean_nonzero_FF,GPT-Neo 1.3B Mean,diff
mean_nonzero_FF,GPT-Neo 2.7B Mean,Adv
mean_nonzero_FF,GPT-Neo 2.7B Mean,Ele
mean_nonzero_FF,GPT-Neo 2.7B Mean,diff
mean_nonzero_FF,Llama-2 7B Mean,Adv
mean_nonzero_FF,Llama-2 7B Mean,Ele
mean_nonzero_FF,Llama-2 7B Mean,diff
mean_nonzero_FF,Llama-2 13B Mean,Adv
mean_nonzero_FF,Llama-2 13B Mean,Ele
mean_nonzero_FF,Llama-2 13B Mean,diff
mean_nonzero_FF,OPT 350M Mean,Adv
mean_nonzero_FF,OPT 350M Mean,Ele
mean_nonzero_FF,OPT 350M Mean,diff
mean_nonzero_FF,OPT 1.3B Mean,Adv
mean_nonzero_FF,OPT 1.3B Mean,Ele
mean_nonzero_FF,OPT 1.3B Mean,diff
mean_nonzero_FF,OPT 2.7B Mean,Adv
mean_nonzero_FF,OPT 2.7B Mean,Ele
mean_nonzero_FF,OPT 2.7B Mean,diff
mean_nonzero_FF,OPT 6.7B Mean,Adv
mean_nonzero_FF,OPT 6.7B Mean,Ele
mean_nonzero_FF,OPT 6.7B Mean,diff
mean_nonzero_FF,Mistral-v0.1 7B Mean,Adv
mean_nonzero_FF,Mistral-v0.1 7B Mean,Ele
mean_nonzero_FF,Mistral-v0.1 7B Mean,diff
mean_nonzero_FF,Mistral-v0.3 7B Mean,Adv
mean_nonzero_FF,Mistral-v0.3 7B Mean,Ele
mean_nonzero_FF,Mistral-v0.3 7B Mean,diff
mean_nonzero_FF,Gemma 7B Mean,Adv
mean_nonzero_FF,Gemma 7B Mean,Ele
mean_nonzero_FF,Gemma 7B Mean,diff
mean_nonzero_FF,Gemma-2 9B Mean,Adv
mean_nonzero_FF,Gemma-2 9B Mean,Ele
mean_nonzero_FF,Gemma-2 9B Mean,diff
mean_nonzero_FF,Recurrent-Gemma 9B Mean,Adv
mean_nonzero_FF,Recurrent-Gemma 9B Mean,Ele
mean_nonzero_FF,Recurrent-Gemma 9B Mean,diff
mean_nonzero_FF,RWKV-4 169M Mean,Adv
mean_nonzero_FF,RWKV-4 169M Mean,Ele
mean_nonzero_FF,RWKV-4 169M Mean,diff
mean_nonzero_FF,RWKV-4 430M Mean,Adv
mean_nonzero_FF,RWKV-4 430M Mean,Ele
mean_nonzero_FF,RWKV-4 430M Mean,diff
mean_nonzero_FF,Mamba 370M Mean,Adv
mean_nonzero_FF,Mamba 370M Mean,Ele
mean_nonzero_FF,Mamba 370M Mean,diff
mean_nonzero_FF,Mamba 790M Mean,Adv
mean_nonzero_FF,Mamba 790M Mean,Ele
mean_nonzero_FF,Mamba 790M Mean,diff
mean_nonzero_FF,Mamba 1.4B Mean,Adv
mean_nonzero_FF,Mamba 1.4B Mean,Ele
mean_nonzero_FF,Mamba 1.4B Mean,diff
mean_nonzero_FF,Mamba 2.8B Mean,Adv
mean_nonzero_FF,Mamba 2.8B Mean,Ele
mean_nonzero_FF,Mamba 2.8B Mean,diff
mean_FD,flesch_reading_ease,Adv
mean_FD,flesch_reading_ease,Ele
mean_FD,flesch_reading_ease,diff
mean_FD,dale_chall_score,Adv
mean_FD,dale_chall_score,Ele
mean_FD,dale_chall_score,diff
mean_FD,gunning_fog_index,Adv
mean_FD,gunning_fog_index,Ele
mean_FD,gunning_fog_index,diff
mean_FD,ARI,Adv
mean_FD,ARI,Ele
mean_FD,ARI,diff
mean_FD,smog_index,Adv
mean_FD,smog_index,Ele
mean_FD,smog_index,diff
mean_FD,coleman_liau_index,Adv
mean_FD,coleman_liau_index,Ele
mean_FD,coleman_liau_index,diff
mean_FD,flesch_kincaid_grade_score,Adv
mean_FD,flesch_kincaid_grade_score,Ele
mean_FD,flesch_kincaid_grade_score,diff
mean_FD,CML2RI,Adv
mean_FD,CML2RI,Ele
mean_FD,CML2RI,diff
mean_FD,CAREC,Adv
mean_FD,CAREC,Ele
mean_FD,CAREC,diff
mean_FD,CARES,Adv
mean_FD,CARES,Ele
mean_FD,CARES,diff
mean_FD,SBERT,Adv
mean_FD,SBERT,Ele
mean_FD,SBERT,diff
mean_FD,llama-3.3-70b-versatile_clear_prompt,Adv
