text_id,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
3_4_1,Ele,143.16398546964194,146.0,225.1138310893513,47,3854
3_4_2,Adv,165.7703500343171,154.0,248.382764294529,47,7285
3_4_2,Ele,155.9928466617755,150.0,237.7615320100643,47,5452
3_4_3,Adv,169.90671031096562,159.0,250.35289389067523,47,5499
3_4_3,Ele,154.74547872340426,150.0,238.9498973305955,47,3760
3_4_4,Adv,160.1683510638298,153.0,243.52325111200972,47,7520
3_4_4,Ele,146.45968645016796,144.0,224.4653890160183,47,5358
3_4_5,Adv,164.36032944406315,155.0,243.2844564849306,47,4371
3_4_5,Ele,136.54955889984433,131.0,226.9348857266063,47,3854
3_5_1,Adv,148.256042842669,143.0,240.84199388666823,47,6909
3_5_1,Ele,155.16905222437137,153.0,236.226148409894,47,5170
3_5_2,Adv,139.59782044628957,133.0,233.81573229030857,47,7708
3_5_2,Ele,135.76445717403163,133.0,231.3327910759935,47,7332
3_5_3,Adv,150.6519072263753,150.0,228.6735525167297,47,5217
3_5_3,Ele,136.02995248915514,139.0,222.17307692307693,47,4841
3_5_4,Adv,136.3614165357704,137.0,221.97559274755926,47,7003
3_5_4,Ele,137.95035460992906,143.0,223.0619266055046,47,4230
3_6_1,Adv,147.07774756039035,141.0,234.0588085539715,47,6251
3_6_1,Ele,146.86712983065567,147.0,234.9670024313998,47,4606
3_6_2,Adv,161.65643529822114,161.0,229.440099009901,47,2867
3_6_2,Ele,161.41297523543773,160.0,229.09455445544555,47,2867
3_6_3,Adv,179.54172366621066,165.0,249.51520912547528,47,3655
3_6_3,Ele,164.45369211514392,159.0,239.55970829535096,47,3196
3_6_4,Adv,168.13677811550153,158.0,252.1285323609845,47,4935
3_6_4,Ele,157.6281914893617,154.0,236.12828685258964,47,3760
3_6_5,Adv,149.42122620296806,143.0,236.4300284629981,47,6671
3_6_5,Ele,144.71779497098646,141.0,238.27738853503186,47,5170
3_6_6,Adv,133.84587765957446,124.0,233.6399721448468,47,7520
3_6_6,Ele,140.2316451902907,135.5,230.0088473826493,47,6674
3_6_7,Adv,162.52382379382678,154.0,234.7800865800866,47,3337
3_6_7,Ele,147.9712140175219,148.0,228.90416263310746,47,3196
3_7_1,Adv,178.33084294299172,166.0,256.47815930857274,47,6157
3_7_1,Ele,164.98119742701633,158.0,242.5511639185257,47,6063
3_7_2,Adv,146.42340425531916,143.0,240.02640757349278,47,6580
3_7_2,Ele,147.31393014853472,149.0,225.3355848940743,47,4982
3_7_3,Adv,161.3153942428035,156.0,245.91652754590984,47,6392
3_7_3,Ele,167.79365370506235,160.0,246.38055480743336,47,5452
3_7_4,Adv,164.04711538461538,155.0,245.3040977713875,47,6240
3_7_4,Ele,150.182718856586,143.0,249.5748987854251,47,6157
3_7_5,Adv,162.13335607094135,147.0,252.52324037184596,47,5864
3_7_5,Ele,161.60131238814873,155.0,238.32639296187682,47,5029
3_7_6,Adv,157.8303622771708,153.0,240.33887915936953,47,5217
3_7_6,Ele,150.9249473930325,147.0,232.53097982708934,47,4277
3_7_7,Adv,143.71520989074182,140.0,235.4411210551107,47,6956
3_7_7,Ele,135.97937806873978,136.0,225.46377204884666,47,6110
3_8_1,Adv,135.34882068769537,129.0,229.5938780429019,46,7038
3_8_1,Ele,139.183815835368,136.0,233.83533548198065,47,5734
3_8_2,Adv,132.38924772036475,122.0,232.53153153153153,47,5264
3_8_2,Ele,134.53380614657212,134.0,228.087374749499,47,4230
3_8_3,Adv,135.6203348447855,130.0,230.0050280981958,47,5734
3_8_3,Ele,135.14871682386487,136.0,221.71392587261604,47,4559
3_8_4,Adv,134.9863345441965,133.0,229.04490754329322,47,5781
3_8_4,Ele,129.24099001302648,131.0,215.13697144922298,47,4606
3_8_5,Adv,166.86194390715667,161.0,236.6738683127572,47,4136
3_8_5,Ele,173.98366261398175,170.0,231.2752525252525,47,2632
3_8_6,Adv,151.38263276249785,145.0,236.78111471861473,47,5781
3_8_6,Ele,150.48454913880445,150.0,234.27168769716087,47,3948
3_9_1,Adv,153.3544369486248,152.0,242.6223316912972,47,3854
3_9_1,Ele,148.24222585924713,147.0,232.24615384615385,47,3055
3_9_2,Adv,147.13002364066193,144.0,240.13890675241157,47,7614
3_9_2,Ele,148.6050641814665,145.0,231.09570686354937,47,5687
3_9_3,Adv,138.15481111903065,137.0,229.60341151385927,47,7015
3_9_3,Ele,136.52445604873805,138.0,218.72085889570553,47,5745
3_9_4,Adv,136.24021962937542,132.0,226.08428246013668,47,5828
3_9_4,Ele,141.9012547735952,146.0,225.78559027777777,47,3666
